run_name,treatment_name,metric,direction,score
baseline_gpt_5_mini,E2_ROLE_B_OBSERVABLE,mean_send_field_kl,model_to_human,1.2778856357896586
baseline_gpt_5_mini,E3A_ROLE_A_HIDDEN,return_pct,human_to_model,0.15236316263771052
baseline_gpt_5_mini,E3A_ROLE_A_HIDDEN,return_pct,model_to_human,0.17280443042418578
baseline_gpt_5_mini,E3A_ROLE_A_HIDDEN,joint_pattern_distribution,human_to_model,1.7109458485968443
baseline_gpt_5_mini,E3A_ROLE_A_HIDDEN,joint_pattern_distribution,model_to_human,1.3081118236409979
baseline_gpt_5_mini,E3A_ROLE_A_OBSERVABLE,return_pct,human_to_model,0.147224303153824
baseline_gpt_5_mini,E3A_ROLE_A_OBSERVABLE,return_pct,model_to_human,0.17914729427432105
baseline_gpt_5_mini,E3A_ROLE_A_OBSERVABLE,joint_pattern_distribution,human_to_model,1.3408523685591929
baseline_gpt_5_mini,E3A_ROLE_A_OBSERVABLE,joint_pattern_distribution,model_to_human,1.0204912247311737
baseline_gpt_5_mini,E3B_ROLE_B_HIDDEN,send_if_act,human_to_model,1.5667100292322624
baseline_gpt_5_mini,E3B_ROLE_B_HIDDEN,send_if_act,model_to_human,1.6502368932383689
baseline_gpt_5_mini,E3B_ROLE_B_HIDDEN,send_if_no_act,human_to_model,1.5432647317714154
baseline_gpt_5_mini,E3B_ROLE_B_HIDDEN,send_if_no_act,model_to_human,1.5002624713909
baseline_gpt_5_mini,E3B_ROLE_B_HIDDEN,mean_send_field_kl,human_to_model,1.554987380501839
baseline_gpt_5_mini,E3B_ROLE_B_HIDDEN,mean_send_field_kl,model_to_human,1.5752496823146345
baseline_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,send_if_act_fast,human_to_model,1.5436559121887012
baseline_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,send_if_act_fast,model_to_human,1.4689394100524278
baseline_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,send_if_no_act_fast,human_to_model,1.3357386373240412
baseline_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,send_if_no_act_fast,model_to_human,1.6314682333507184
baseline_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,send_if_act_slow,human_to_model,1.6388652162568949
baseline_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,send_if_act_slow,model_to_human,2.04374486270699
baseline_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,send_if_no_act_slow,human_to_model,0.9090205907602338
baseline_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,send_if_no_act_slow,model_to_human,1.0218172651917148
baseline_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,mean_send_field_kl,human_to_model,1.3568200891324678
baseline_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,mean_send_field_kl,model_to_human,1.5414924428254628
baseline_gpt_5_mini,E4_ROLE_A_HIDDEN,return_pct,human_to_model,0.05111924865034097
baseline_gpt_5_mini,E4_ROLE_A_HIDDEN,return_pct,model_to_human,0.04075298201384698
baseline_gpt_5_mini,E4_ROLE_A_HIDDEN,joint_pattern_distribution,human_to_model,0.053499586936015316
baseline_gpt_5_mini,E4_ROLE_A_HIDDEN,joint_pattern_distribution,model_to_human,0.0361437355500451
baseline_gpt_5_mini,E4_ROLE_A_OBSERVABLE,return_pct,human_to_model,0.1598112087564042
baseline_gpt_5_mini,E4_ROLE_A_OBSERVABLE,return_pct,model_to_human,0.1240610602742443
baseline_gpt_5_mini,E4_ROLE_A_OBSERVABLE,joint_pattern_distribution,human_to_model,0.11314139610781018
baseline_gpt_5_mini,E4_ROLE_A_OBSERVABLE,joint_pattern_distribution,model_to_human,0.07919844908274382
baseline_gpt_5_mini,E4_ROLE_B_HIDDEN,send_if_act,human_to_model,1.9165244495449607
baseline_gpt_5_mini,E4_ROLE_B_HIDDEN,send_if_act,model_to_human,1.9300924856095634
baseline_gpt_5_mini,E4_ROLE_B_HIDDEN,send_if_no_act,human_to_model,1.6022905353130004
baseline_gpt_5_mini,E4_ROLE_B_HIDDEN,send_if_no_act,model_to_human,1.7693392792456144
baseline_gpt_5_mini,E4_ROLE_B_HIDDEN,mean_send_field_kl,human_to_model,1.7594074924289806
baseline_gpt_5_mini,E4_ROLE_B_HIDDEN,mean_send_field_kl,model_to_human,1.849715882427589
baseline_gpt_5_mini,E4_ROLE_B_OBSERVABLE,send_if_act_without_check,human_to_model,1.2069385505675503
baseline_gpt_5_mini,E4_ROLE_B_OBSERVABLE,send_if_act_without_check,model_to_human,1.2622467309673147
baseline_gpt_5_mini,E4_ROLE_B_OBSERVABLE,send_if_act_after_check,human_to_model,1.6251993285051336
baseline_gpt_5_mini,E4_ROLE_B_OBSERVABLE,send_if_act_after_check,model_to_human,1.5725949119438387
baseline_gpt_5_mini,E4_ROLE_B_OBSERVABLE,send_if_no_act_without_check,human_to_model,1.4178478430230856
baseline_gpt_5_mini,E4_ROLE_B_OBSERVABLE,send_if_no_act_without_check,model_to_human,1.2145226388928327
baseline_gpt_5_mini,E4_ROLE_B_OBSERVABLE,send_if_no_act_after_check,human_to_model,1.3195720389401198
baseline_gpt_5_mini,E4_ROLE_B_OBSERVABLE,send_if_no_act_after_check,model_to_human,1.303555222319229
baseline_gpt_5_mini,E4_ROLE_B_OBSERVABLE,mean_send_field_kl,human_to_model,1.3923894402589723
baseline_gpt_5_mini,E4_ROLE_B_OBSERVABLE,mean_send_field_kl,model_to_human,1.3382298760308038
baseline_gpt_5_mini,E5_ROLE_A_HIDDEN,return_pct,human_to_model,0.1827136351120475
baseline_gpt_5_mini,E5_ROLE_A_HIDDEN,return_pct,model_to_human,0.1587461853299039
baseline_gpt_5_mini,E5_ROLE_A_HIDDEN,joint_pattern_distribution,human_to_model,1.9108931542539525
baseline_gpt_5_mini,E5_ROLE_A_HIDDEN,joint_pattern_distribution,model_to_human,1.0951575017417892
baseline_gpt_5_mini,E5_ROLE_A_OBSERVABLE,return_pct,human_to_model,0.2552809120736561
baseline_gpt_5_mini,E5_ROLE_A_OBSERVABLE,return_pct,model_to_human,0.21867978656912868
baseline_gpt_5_mini,E5_ROLE_A_OBSERVABLE,joint_pattern_distribution,human_to_model,1.4421069076084079
baseline_gpt_5_mini,E5_ROLE_A_OBSERVABLE,joint_pattern_distribution,model_to_human,0.8220759621783427
baseline_gpt_5_mini,E5_ROLE_B_HIDDEN,send_if_act,human_to_model,1.8716268908272486
baseline_gpt_5_mini,E5_ROLE_B_HIDDEN,send_if_act,model_to_human,2.2026422164764576
baseline_gpt_5_mini,E5_ROLE_B_HIDDEN,send_if_no_act,human_to_model,1.6717354456012137
baseline_gpt_5_mini,E5_ROLE_B_HIDDEN,send_if_no_act,model_to_human,1.625811222782341
baseline_gpt_5_mini,E5_ROLE_B_HIDDEN,mean_send_field_kl,human_to_model,1.771681168214231
baseline_gpt_5_mini,E5_ROLE_B_HIDDEN,mean_send_field_kl,model_to_human,1.9142267196293994
baseline_gpt_5_mini,E5_ROLE_B_OBSERVABLE,send_if_act_without_check,human_to_model,1.1343056786411343
baseline_gpt_5_mini,E5_ROLE_B_OBSERVABLE,send_if_act_without_check,model_to_human,1.0884765532980325
baseline_gpt_5_mini,E5_ROLE_B_OBSERVABLE,send_if_act_after_check,human_to_model,1.424522525803182
baseline_gpt_5_mini,E5_ROLE_B_OBSERVABLE,send_if_act_after_check,model_to_human,1.292272932441886
baseline_gpt_5_mini,E5_ROLE_B_OBSERVABLE,send_if_no_act_without_check,human_to_model,0.9332244756441452
baseline_gpt_5_mini,E5_ROLE_B_OBSERVABLE,send_if_no_act_without_check,model_to_human,0.7600645109670012
baseline_gpt_5_mini,E5_ROLE_B_OBSERVABLE,send_if_no_act_after_check,human_to_model,0.5357852669386505
baseline_gpt_5_mini,E5_ROLE_B_OBSERVABLE,send_if_no_act_after_check,model_to_human,0.33092425953786814
baseline_gpt_5_mini,E5_ROLE_B_OBSERVABLE,mean_send_field_kl,human_to_model,1.006959486756778
baseline_gpt_5_mini,E5_ROLE_B_OBSERVABLE,mean_send_field_kl,model_to_human,0.8679345640611968
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_A_HIDDEN,return_pct,human_to_model,0.14060031711367635
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_A_HIDDEN,return_pct,model_to_human,0.16619872003801284
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_A_HIDDEN,joint_pattern_distribution,human_to_model,0.16506115977689312
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_A_HIDDEN,joint_pattern_distribution,model_to_human,0.11106655593861442
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_A_OBSERVABLE,return_pct,human_to_model,0.08587293466983952
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_A_OBSERVABLE,return_pct,model_to_human,0.10577227970463618
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_A_OBSERVABLE,joint_pattern_distribution,human_to_model,0.23136520960860968
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_A_OBSERVABLE,joint_pattern_distribution,model_to_human,0.18225373348873425
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_B_HIDDEN,send_if_act,human_to_model,0.9479653350081625
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_B_HIDDEN,send_if_act,model_to_human,0.9099417508049185
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_B_HIDDEN,send_if_no_act,human_to_model,0.9662535350365542
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_B_HIDDEN,send_if_no_act,model_to_human,0.9004720829969874
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_B_HIDDEN,mean_send_field_kl,human_to_model,0.9571094350223583
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_B_HIDDEN,mean_send_field_kl,model_to_human,0.9052069169009529
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_B_OBSERVABLE,send_if_act_without_check,human_to_model,1.3511077500990263
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_B_OBSERVABLE,send_if_act_without_check,model_to_human,0.9797736036631395
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_B_OBSERVABLE,send_if_act_after_check,human_to_model,1.1678692457509088
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_B_OBSERVABLE,send_if_act_after_check,model_to_human,0.9913402427656444
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_B_OBSERVABLE,send_if_no_act_without_check,human_to_model,1.0027531982738032
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_B_OBSERVABLE,send_if_no_act_without_check,model_to_human,0.8021856165282231
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_B_OBSERVABLE,send_if_no_act_after_check,human_to_model,0.6939896435859463
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_B_OBSERVABLE,send_if_no_act_after_check,model_to_human,0.8157442962237126
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_B_OBSERVABLE,mean_send_field_kl,human_to_model,1.0539299594274212
twin_sampled_seed_0_gpt_5_mini,E1_ROLE_B_OBSERVABLE,mean_send_field_kl,model_to_human,0.8972609397951798
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_A_HIDDEN,return_pct,human_to_model,0.13104863332350544
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_A_HIDDEN,return_pct,model_to_human,0.16179571343671326
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_A_HIDDEN,joint_pattern_distribution,human_to_model,0.19526588070318301
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_A_HIDDEN,joint_pattern_distribution,model_to_human,0.14002688975321487
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_A_OBSERVABLE,return_pct,human_to_model,0.1375559602606767
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_A_OBSERVABLE,return_pct,model_to_human,0.1519257046666478
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_A_OBSERVABLE,joint_pattern_distribution,human_to_model,0.28656394338345603
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_A_OBSERVABLE,joint_pattern_distribution,model_to_human,0.22647067190210593
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_B_HIDDEN,send_if_act,human_to_model,0.8889594941124832
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_B_HIDDEN,send_if_act,model_to_human,0.6624653332798769
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_B_HIDDEN,send_if_no_act,human_to_model,0.6902581020102587
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_B_HIDDEN,send_if_no_act,model_to_human,0.44912874686627025
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_B_HIDDEN,mean_send_field_kl,human_to_model,0.789608798061371
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_B_HIDDEN,mean_send_field_kl,model_to_human,0.5557970400730736
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_B_OBSERVABLE,send_if_act_without_check,human_to_model,1.3603327317055964
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_B_OBSERVABLE,send_if_act_without_check,model_to_human,0.9305698773393208
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_B_OBSERVABLE,send_if_act_after_check,human_to_model,1.0783012362281843
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_B_OBSERVABLE,send_if_act_after_check,model_to_human,1.0518849485456883
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_B_OBSERVABLE,send_if_no_act_without_check,human_to_model,0.8588658808425544
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_B_OBSERVABLE,send_if_no_act_without_check,model_to_human,0.5585855046971266
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_B_OBSERVABLE,send_if_no_act_after_check,human_to_model,0.5685001243686776
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_B_OBSERVABLE,send_if_no_act_after_check,model_to_human,0.41904290636469044
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_B_OBSERVABLE,mean_send_field_kl,human_to_model,0.966499993286253
twin_sampled_seed_0_gpt_5_mini,E2_ROLE_B_OBSERVABLE,mean_send_field_kl,model_to_human,0.7400208092367065
twin_sampled_seed_0_gpt_5_mini,E3A_ROLE_A_HIDDEN,return_pct,human_to_model,0.1514679913097547
twin_sampled_seed_0_gpt_5_mini,E3A_ROLE_A_HIDDEN,return_pct,model_to_human,0.19204960942229385
twin_sampled_seed_0_gpt_5_mini,E3A_ROLE_A_HIDDEN,joint_pattern_distribution,human_to_model,0.053110049464070566
twin_sampled_seed_0_gpt_5_mini,E3A_ROLE_A_HIDDEN,joint_pattern_distribution,model_to_human,0.05396762666912494
twin_sampled_seed_0_gpt_5_mini,E3A_ROLE_A_OBSERVABLE,return_pct,human_to_model,0.20097150084890353
twin_sampled_seed_0_gpt_5_mini,E3A_ROLE_A_OBSERVABLE,return_pct,model_to_human,0.2177053536908115
twin_sampled_seed_0_gpt_5_mini,E3A_ROLE_A_OBSERVABLE,joint_pattern_distribution,human_to_model,0.16662233997469714
twin_sampled_seed_0_gpt_5_mini,E3A_ROLE_A_OBSERVABLE,joint_pattern_distribution,model_to_human,0.1662088366872826
twin_sampled_seed_0_gpt_5_mini,E3B_ROLE_B_HIDDEN,send_if_act,human_to_model,0.6046934882367889
twin_sampled_seed_0_gpt_5_mini,E3B_ROLE_B_HIDDEN,send_if_act,model_to_human,0.43848272832281543
twin_sampled_seed_0_gpt_5_mini,E3B_ROLE_B_HIDDEN,send_if_no_act,human_to_model,0.6650645577174614
twin_sampled_seed_0_gpt_5_mini,E3B_ROLE_B_HIDDEN,send_if_no_act,model_to_human,0.5296014883959576
twin_sampled_seed_0_gpt_5_mini,E3B_ROLE_B_HIDDEN,mean_send_field_kl,human_to_model,0.6348790229771252
twin_sampled_seed_0_gpt_5_mini,E3B_ROLE_B_HIDDEN,mean_send_field_kl,model_to_human,0.4840421083593865
twin_sampled_seed_0_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,send_if_act_fast,human_to_model,1.057548169781969
twin_sampled_seed_0_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,send_if_act_fast,model_to_human,0.8136358736290445
twin_sampled_seed_0_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,send_if_no_act_fast,human_to_model,0.6086261107629837
twin_sampled_seed_0_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,send_if_no_act_fast,model_to_human,0.5468235441894383
twin_sampled_seed_0_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,send_if_act_slow,human_to_model,0.7624485254136424
twin_sampled_seed_0_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,send_if_act_slow,model_to_human,0.6544602583568186
twin_sampled_seed_0_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,send_if_no_act_slow,human_to_model,0.4325025583743284
twin_sampled_seed_0_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,send_if_no_act_slow,model_to_human,0.336880079929372
twin_sampled_seed_0_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,mean_send_field_kl,human_to_model,0.7152813410832309
twin_sampled_seed_0_gpt_5_mini,E3B_ROLE_B_OBSERVABLE,mean_send_field_kl,model_to_human,0.5879499390261683
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_A_HIDDEN,return_pct,human_to_model,0.08575516785022283
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_A_HIDDEN,return_pct,model_to_human,0.09968069567000465
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_A_HIDDEN,joint_pattern_distribution,human_to_model,0.036977422291510124
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_A_HIDDEN,joint_pattern_distribution,model_to_human,0.03801916485238838
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_A_OBSERVABLE,return_pct,human_to_model,0.06921961974413747
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_A_OBSERVABLE,return_pct,model_to_human,0.08673784322504141
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_A_OBSERVABLE,joint_pattern_distribution,human_to_model,0.0574024792185019
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_A_OBSERVABLE,joint_pattern_distribution,model_to_human,0.0597042350201395
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_B_HIDDEN,send_if_act,human_to_model,1.1296285906187165
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_B_HIDDEN,send_if_act,model_to_human,1.0087501369388543
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_B_HIDDEN,send_if_no_act,human_to_model,0.5538142120038119
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_B_HIDDEN,send_if_no_act,model_to_human,0.5554100378813619
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_B_HIDDEN,mean_send_field_kl,human_to_model,0.8417214013112642
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_B_HIDDEN,mean_send_field_kl,model_to_human,0.7820800874101081
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_B_OBSERVABLE,send_if_act_without_check,human_to_model,1.0904500737503016
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_B_OBSERVABLE,send_if_act_without_check,model_to_human,0.7713530214702804
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_B_OBSERVABLE,send_if_act_after_check,human_to_model,1.0351424063801142
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_B_OBSERVABLE,send_if_act_after_check,model_to_human,0.9246459774730403
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_B_OBSERVABLE,send_if_no_act_without_check,human_to_model,0.796538210391212
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_B_OBSERVABLE,send_if_no_act_without_check,model_to_human,0.6220552600144204
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_B_OBSERVABLE,send_if_no_act_after_check,human_to_model,0.992022446981726
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_B_OBSERVABLE,send_if_no_act_after_check,model_to_human,0.8197331229864104
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_B_OBSERVABLE,mean_send_field_kl,human_to_model,0.9785382843758383
twin_sampled_seed_0_gpt_5_mini,E4_ROLE_B_OBSERVABLE,mean_send_field_kl,model_to_human,0.7844468454860378
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_A_HIDDEN,return_pct,human_to_model,0.16724626697792133
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_A_HIDDEN,return_pct,model_to_human,0.20965512088008997
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_A_HIDDEN,joint_pattern_distribution,human_to_model,0.09619192774990015
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_A_HIDDEN,joint_pattern_distribution,model_to_human,0.1002024514872343
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_A_OBSERVABLE,return_pct,human_to_model,0.12726619264473188
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_A_OBSERVABLE,return_pct,model_to_human,0.12819616162233494
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_A_OBSERVABLE,joint_pattern_distribution,human_to_model,0.06204358712372632
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_A_OBSERVABLE,joint_pattern_distribution,model_to_human,0.05258973307462762
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_B_HIDDEN,send_if_act,human_to_model,0.6407071254900369
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_B_HIDDEN,send_if_act,model_to_human,0.5666503351133498
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_B_HIDDEN,send_if_no_act,human_to_model,0.9543116641254983
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_B_HIDDEN,send_if_no_act,model_to_human,0.6647974801308139
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_B_HIDDEN,mean_send_field_kl,human_to_model,0.7975093948077676
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_B_HIDDEN,mean_send_field_kl,model_to_human,0.6157239076220818
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_B_OBSERVABLE,send_if_act_without_check,human_to_model,0.6589805767290465
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_B_OBSERVABLE,send_if_act_without_check,model_to_human,0.46637917197107476
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_B_OBSERVABLE,send_if_act_after_check,human_to_model,0.8388849487819545
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_B_OBSERVABLE,send_if_act_after_check,model_to_human,0.6616911067437139
twin_sampled_seed_0_gpt_5_mini,E5_ROLE_B_OBSERVABLE,send_if_no_act_without_check,human_to_model,0.5455880098208056
