tag,model,folds_ok,fit_eval_seconds_mean,pred_true_cosine_mean_mean,pred_true_cosine_mean_std,retrieved_true_cosine_mean_mean,retrieved_true_cosine_mean_std,oracle_true_cosine_mean_mean,oracle_true_cosine_mean_std,retrieval_cosine_regret_mean_mean,retrieval_cosine_regret_mean_std,oracle_hit_at_1_mean,oracle_hit_at_1_std,oracle_hit_at_5_mean,oracle_hit_at_5_std,embedding_mse_mean_mean,embedding_mse_mean_std
RESPONSE_TO_END_GAME,mean,5,0.024839999999999997,0.9143519639968872,0.002265728077797575,0.8781494498252869,0.0036591531812481303,0.9242219448089599,0.002011835162199441,0.04607250541448593,0.001759217503512868,0.0026525198938992045,0.0016776008807259306,0.014848497607118297,0.003604686120717083,0.00010674709628801792,2.699911013762625e-06
RESPONSE_TO_END_GAME,ridge,5,0.05639999999999999,0.918298852443695,0.0023746066735381077,0.8830417990684509,0.003057587688196871,0.9242219448089599,0.002011835162199441,0.041180189698934555,0.0011195934008808993,0.011661263385401317,0.005701866296519249,0.03446030342582067,0.01098460115716416,0.00010202945268247276,2.846356646433327e-06
RESPONSE_TO_OTHERS_OUTCOME,linear,5,0.47430000000000005,0.9079407811164856,0.0014969085277107188,0.8653445363044738,0.001969585548622935,0.9082308769226074,0.0013759385288512537,0.042886354774236676,0.0015641255546500052,0.020271093529570964,0.008736729045733865,0.06574931992178792,0.00894890410990865,0.0001143643690738827,1.774612719438312e-06
RESPONSE_TO_OTHERS_OUTCOME,mean,5,0.04672,0.8952647089958191,0.001630940066207435,0.8488240599632263,0.004355560134281966,0.9082308769226074,0.0013759385288512537,0.05940681248903275,0.0034429188421346785,0.0010958986368822434,0.0013422046306081558,0.015344069808475825,0.008788599453242875,0.00012923351605422794,1.9025221415073386e-06
RESPONSE_TO_OTHERS_OUTCOME,ridge,5,0.09982,0.9082504987716675,0.0014563050460248332,0.865628695487976,0.002072860947681646,0.9082308769226074,0.0013759385288512537,0.04260218665003777,0.001613217576044216,0.01972314832409151,0.0088729493887633,0.06739616622616848,0.008733847709309581,0.00011398717033443973,1.7248723996473912e-06
RESPONSE_TO_PUNISHER,linear,5,0.04778,0.8859847187995911,0.0036683079376806926,0.8367581725120544,0.005390755416844512,0.9065151453018189,0.0017541097138362824,0.06975698471069336,0.005906269702150897,0.009794616426833106,0.008726988636289564,0.04560006549671553,0.02149004396860766,0.00014011214952915906,4.255979363711434e-06
RESPONSE_TO_PUNISHER,mean,5,0.015039999999999998,0.8835349678993225,0.0036625583419725256,0.8311324000358582,0.004977077706376505,0.9065151453018189,0.0017541097138362824,0.07538270652294159,0.0058132645137290075,0.007591133542665973,0.004327325217781629,0.019589297066132418,0.010162042196909993,0.00014282140182331204,4.211545217463406e-06
RESPONSE_TO_PUNISHER,ridge,5,0.03326,0.8868988990783692,0.0037223306036841485,0.837934958934784,0.0062064816514393545,0.9065151453018189,0.0017541097138362824,0.06858016327023506,0.0064080499966237105,0.011944963495212962,0.007973441963186507,0.048878689808839484,0.01773255597876563,0.0001389604149153456,4.321551254312165e-06
RESPONSE_TO_REWARDER,linear,5,0.023960000000000002,0.8920746922492981,0.004221903193837292,0.846276867389679,0.004730563491310662,0.9053070187568665,0.0022772145170967236,0.059030193090438846,0.003228052075953873,0.01963074938841154,0.004373597985233537,0.06329986240891443,0.013431914539201294,0.00013314561801962553,4.914584589340847e-06
RESPONSE_TO_REWARDER,mean,5,0.0182,0.889376449584961,0.003543470504193236,0.8416871309280396,0.004709129277514891,0.9053070187568665,0.0022772145170967236,0.06361991465091706,0.0033652993025642796,0.0032727488714659066,0.004368630014740924,0.023966696169119547,0.010611796518501498,0.00013607905711978673,4.10993854992171e-06
RESPONSE_TO_REWARDER,ridge,5,0.03318,0.893978476524353,0.004323483999599319,0.8471403002738953,0.00447311829286117,0.9053070187568665,0.0022772145170967236,0.05816676914691925,0.0030755120246855013,0.020717705910150673,0.004077125152955191,0.06327603852550395,0.009056525643117683,0.0001308255858020857,5.0582561355809944e-06
REWARD,linear,5,0.10532,0.9040700912475585,0.002228196348117373,0.8585057020187378,0.002417160090250161,0.9177080631256104,0.0016653175278380052,0.059202400594949724,0.0028468064325976065,0.009361883721502004,0.0013534913028550894,0.036893518335005024,0.007882636135647814,0.00011892069160239771,2.6329783908518837e-06
REWARD,mean,5,0.017499999999999998,0.8964529275894165,0.0015589110996009996,0.8489516139030456,0.0029609810875013604,0.9177080631256104,0.0016653175278380052,0.06875645518302917,0.0022717125428921934,0.0077120100726328755,0.004735909656148954,0.01982114654138763,0.006113516727156731,0.0001278475421713665,1.8206773076696483e-06
REWARD,ridge,5,0.03942,0.9044014573097229,0.0021407077479645275,0.8588102221488952,0.0024019221442499374,0.9177080631256104,0.0016653175278380052,0.05889786332845688,0.002843885091777297,0.008810911171533976,0.002058754810658051,0.035790067959831896,0.007950015862946634,0.00011852221941808239,2.5295223293052115e-06
