record_id,treatment_name,n_requests,n_players,top1_total,top1_unique_players,top1_effective_n,top1_effective_n_share_of_players,top1_top_player,top1_top_player_count,top1_top_player_share,top1_uniform_expected_share,probability_unique_players,probability_effective_n,top_probability_player,top_probability_share
chip3__cohort_02_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,2.238942669899854,0.7463142232999513,peacock-red-3668,17.0,0.53125,0.3333333333333333,3,2.764792898598545,peacock-red-3668,0.45875000000000005
chip3__cohort_03_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,2.5130406413348823,0.837680213778294,badger-red-5032,20.0,0.625,0.3333333333333333,3,2.883100743907213,badger-red-5032,0.4696875
chip3__cohort_05_m8aiq8__game_1,CHIP3__GAME_1,32,3,32.0,3,2.9791856659961047,0.9930618886653683,lion-orange-6194,12.0,0.375,0.3333333333333333,3,2.9978568521899933,lion-orange-6194,0.34312499999999996
chip3__cohort_06_m8ak4g__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,1.8256278800579229,0.6085426266859743,whale-red-86,26.0,0.8125,0.3333333333333333,3,2.5725218493290605,whale-red-86,0.5934375000000001
chip3__g11_m5wp7b__game_1,CHIP3__GAME_1,32,3,32.0,2,1.2633812503027273,0.42112708343424243,cat-green-4185,30.0,0.9375,0.3333333333333333,3,2.4726383965363006,cat-green-4185,0.6371874999999999
chip3__g12_m5wp8p__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,2.8182213824676525,0.9394071274892175,peacock-red-7768,15.0,0.46875,0.3333333333333333,3,2.97336510224664,peacock-red-7768,0.370625
chip3__g13_m5wp8q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,2.9043725797781224,0.9681241932593742,camel-red-6481,13.0,0.40625,0.3333333333333333,3,2.993723327464474,gorilla-yellow-5964,0.35968749999999994
chip3__g17_m5wp8w__game_1,CHIP3__GAME_1,32,3,32.0,2,1.3649655016647284,0.45498850055490947,owl-green-168,29.0,0.90625,0.3333333333333333,3,2.423175256724943,owl-green-168,0.63625
chip3__g20_m5wq93__game_1,CHIP3__GAME_1,32,3,32.0,2,1.4575692649810903,0.4858564216603634,lion-blue-472,28.0,0.875,0.3333333333333333,3,2.3812157840994934,lion-blue-472,0.6409375
chip3__g3_m5wp6q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,2,1.9031141162555836,0.6343713720851946,kangaroo-blue-9562,21.0,0.65625,0.3333333333333333,3,2.663217587716466,kangaroo-blue-9562,0.499375
chip3__g6_m5wp77__game_1,CHIP3__GAME_1,32,3,32.0,3,1.8497199775389868,0.616573325846329,dog-green-8079,25.0,0.78125,0.3333333333333333,3,2.5042788852805127,dog-green-8079,0.6028125
chip3__g7_m5wp78__game_1,CHIP3__GAME_1,32,3,32.0,3,2.6391521302478145,0.8797173767492715,badger-green-4722,18.0,0.5625,0.3333333333333333,3,2.9238592370875147,badger-green-4722,0.42093749999999996
chip3__g7_m5wp78__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,2.9970397790124674,0.9990132596708224,unicorn-blue-7096,11.0,0.34375,0.3333333333333333,3,2.982988284981989,peacock-purple-5231,0.375
chip3__g9_m5wp79__game_1,CHIP3__GAME_1,32,3,32.0,3,1.9981845626935966,0.6660615208978655,rabbit-yellow-6681,23.0,0.71875,0.3333333333333333,3,2.662594378716828,rabbit-yellow-6681,0.5303125000000001
chip4__cohort_01_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,3,2.1132144230091714,0.7044048076697238,goose-green-9189,21.0,0.65625,0.3333333333333333,3,2.7332525309943185,goose-green-9189,0.5150000000000001
chip4__cohort_02_m7xl5i__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,2,1.9031141162555836,0.6343713720851946,peacock-red-7894,21.0,0.65625,0.3333333333333333,3,2.7359097571071422,peacock-red-7894,0.47656250000000006
chip4__cohort_02_m89542__game_1,CHIP4__GAME_1,32,3,32.0,3,1.7135323579168613,0.5711774526389538,otter-yellow-9944,27.0,0.84375,0.3333333333333333,3,2.6169109617352833,otter-yellow-9944,0.58875
chip4__cohort_02_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,3,2.1132144230091714,0.7044048076697238,bear-blue-8468,21.0,0.65625,0.3333333333333333,3,2.610884748787046,bear-blue-8468,0.5131249999999999
chip4__cohort_02_m8aboy__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,3,2.6753668284656635,0.8917889428218878,otter-orange-6095,18.0,0.5625,0.3333333333333333,3,2.90272912654694,otter-orange-6095,0.44749999999999995
chip4__cohort_03_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,3,1.56371133134066,0.5212371104468867,camel-blue-7414,28.0,0.875,0.3333333333333333,3,2.592638131707411,camel-blue-7414,0.5974999999999999
chip4__cohort_04_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,3,2.392739436740695,0.7975798122468983,butterfly-yellow-2785,20.0,0.625,0.3333333333333333,3,2.8841212185463148,butterfly-yellow-2785,0.4671875
chip4__cohort_04_m8aboy__game_1,CHIP4__GAME_1,32,3,32.0,3,2.5457771405860634,0.8485923801953544,goose-orange-349,16.0,0.5,0.3333333333333333,3,2.8194470502081916,goose-orange-349,0.4371875000000001
chip4__cohort_05_m7xlsd__game_1,CHIP4__GAME_1,32,3,32.0,2,1.9649456432116543,0.6549818810705514,whale-pink-487,19.0,0.59375,0.3333333333333333,3,2.6903565269699237,whale-pink-487,0.47031249999999997
chip4__cohort_05_m7xlsd__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,3,1.8497199775389868,0.616573325846329,whale-pink-487,25.0,0.78125,0.3333333333333333,3,2.6667270217471857,whale-pink-487,0.5628125
chip4__cohort_05_m89542__game_1,CHIP4__GAME_1,32,3,32.0,2,1.1491939670970752,0.3830646556990251,ram-purple-8899,31.0,0.96875,0.3333333333333333,3,2.5405737055531232,ram-purple-8899,0.6109375
chip4__cohort_05_m898xg__game_1,CHIP4__GAME_1,32,3,32.0,3,1.845116947259154,0.615038982419718,butterfly-purple-4350,26.0,0.8125,0.3333333333333333,3,2.6547220955946615,butterfly-purple-4350,0.5715625000000001
chip4__cohort_05_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,2,1.9378192408783848,0.6459397469594615,butterfly-purple-4350,20.0,0.625,0.3333333333333333,3,2.6323504156729323,butterfly-purple-4350,0.46906249999999994
chip4__cohort_06_m89b9z__game_1,CHIP4__GAME_1,32,3,32.0,3,2.193800143154352,0.731266714384784,swan-green-9081,19.0,0.59375,0.3333333333333333,3,2.683794366002873,swan-green-9081,0.4603125
chip4__cohort_06_m8acrp__game_1,CHIP4__GAME_1,32,3,32.0,3,2.759537472461462,0.9198458241538207,zebra-red-3364,17.0,0.53125,0.3333333333333333,3,2.916781355702691,zebra-red-3364,0.4390625
chip4__cohort_07_m8ad4g__game_1,CHIP4__GAME_1,32,3,32.0,3,2.690047357268725,0.8966824524229083,unicorn-yellow-3690,17.0,0.53125,0.3333333333333333,3,2.946031126592691,unicorn-yellow-3690,0.3949999999999999
