custom_id,input_tokens_tiktoken
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p002__g026,1573
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p002__g027,1493
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p002__g028,1578
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip3__g12_m5wp8p__game_2_alt_profile__p002__g029,1525
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip3__g13_m5wp8q__game_2_alt_profile__p002__g030,1723
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip3__g3_m5wp6q__game_2_alt_profile__p002__g031,1656
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip3__g7_m5wp78__game_2_alt_profile__p002__g032,1763
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip4__cohort_02_m89542__game_1__p002__g033,1608
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip4__cohort_04_m8aboy__game_1__p002__g034,1610
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip4__cohort_05_m7xlsd__game_1__p002__g035,1654
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip4__cohort_05_m89542__game_1__p002__g036,1663
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip4__cohort_05_m898xg__game_1__p002__g037,1644
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip4__cohort_06_m89b9z__game_1__p002__g038,1629
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip4__cohort_06_m8acrp__game_1__p002__g039,1754
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip4__cohort_07_m8ad4g__game_1__p002__g040,1796
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip4__cohort_01_m898xg__game_2_alt_profile__p002__g041,1510
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p002__g042,1738
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip4__cohort_02_m89542__game_2_alt_profile__p002__g043,1610
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p002__g044,1603
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip4__cohort_03_m898xg__game_2_alt_profile__p002__g045,1668
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip4__cohort_04_m89542__game_2_alt_profile__p002__g046,1724
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p002__g047,1717
personahub_persona_jsonl_chip_match__pid_personahub_persona_2d8c7964a45f__record_chip4__cohort_05_m898xg__game_2_alt_profile__p002__g048,1780
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip2__cohort_01_m7xia7__game_1__p003__g001,1414
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip2__cohort_02_m7xiz2__game_1__p003__g002,1577
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip2__cohort_03_m8aexq__game_1__p003__g003,1546
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip2__cohort_05_m7xjzy__game_1__p003__g004,1579
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip2__cohort_07_m8ag8i__game_1__p003__g005,1632
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip2__cohort_12_m8agmu__game_1__p003__g006,1573
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip2__cohort_14_m8agmu__game_1__p003__g007,1639
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip2__cohort_15_m8agmu__game_1__p003__g008,1571
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p003__g009,1518
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p003__g010,1577
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p003__g011,1595
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p003__g012,1666
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p003__g013,1650
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p003__g014,1477
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p003__g015,1463
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p003__g016,1502
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip3__cohort_01_m8aiq8__game_1__p003__g017,1552
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip3__cohort_05_m8aiq8__game_1__p003__g018,1541
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip3__g11_m5wp7b__game_1__p003__g019,1763
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip3__g17_m5wp8w__game_1__p003__g020,1599
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip3__g20_m5wq93__game_1__p003__g021,1609
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip3__g6_m5wp77__game_1__p003__g022,1646
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip3__g7_m5wp78__game_1__p003__g023,1720
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip3__g9_m5wp79__game_1__p003__g024,1519
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p003__g025,1465
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p003__g026,1578
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p003__g027,1498
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p003__g028,1583
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip3__g12_m5wp8p__game_2_alt_profile__p003__g029,1530
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip3__g13_m5wp8q__game_2_alt_profile__p003__g030,1728
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip3__g3_m5wp6q__game_2_alt_profile__p003__g031,1661
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip3__g7_m5wp78__game_2_alt_profile__p003__g032,1768
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip4__cohort_02_m89542__game_1__p003__g033,1613
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip4__cohort_04_m8aboy__game_1__p003__g034,1615
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip4__cohort_05_m7xlsd__game_1__p003__g035,1659
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip4__cohort_05_m89542__game_1__p003__g036,1668
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip4__cohort_05_m898xg__game_1__p003__g037,1649
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip4__cohort_06_m89b9z__game_1__p003__g038,1634
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip4__cohort_06_m8acrp__game_1__p003__g039,1759
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip4__cohort_07_m8ad4g__game_1__p003__g040,1801
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip4__cohort_01_m898xg__game_2_alt_profile__p003__g041,1515
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p003__g042,1743
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip4__cohort_02_m89542__game_2_alt_profile__p003__g043,1615
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p003__g044,1608
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip4__cohort_03_m898xg__game_2_alt_profile__p003__g045,1673
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip4__cohort_04_m89542__game_2_alt_profile__p003__g046,1729
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p003__g047,1722
personahub_persona_jsonl_chip_match__pid_personahub_persona_cff8f70b7df1__record_chip4__cohort_05_m898xg__game_2_alt_profile__p003__g048,1785
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip2__cohort_01_m7xia7__game_1__p004__g001,1411
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip2__cohort_02_m7xiz2__game_1__p004__g002,1574
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip2__cohort_03_m8aexq__game_1__p004__g003,1543
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip2__cohort_05_m7xjzy__game_1__p004__g004,1576
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip2__cohort_07_m8ag8i__game_1__p004__g005,1629
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip2__cohort_12_m8agmu__game_1__p004__g006,1570
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip2__cohort_14_m8agmu__game_1__p004__g007,1636
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip2__cohort_15_m8agmu__game_1__p004__g008,1568
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p004__g009,1515
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p004__g010,1574
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p004__g011,1592
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p004__g012,1663
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p004__g013,1647
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p004__g014,1474
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p004__g015,1460
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p004__g016,1499
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip3__cohort_01_m8aiq8__game_1__p004__g017,1549
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip3__cohort_05_m8aiq8__game_1__p004__g018,1538
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip3__g11_m5wp7b__game_1__p004__g019,1760
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip3__g17_m5wp8w__game_1__p004__g020,1596
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip3__g20_m5wq93__game_1__p004__g021,1606
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip3__g6_m5wp77__game_1__p004__g022,1643
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip3__g7_m5wp78__game_1__p004__g023,1717
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip3__g9_m5wp79__game_1__p004__g024,1516
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p004__g025,1462
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p004__g026,1575
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p004__g027,1495
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p004__g028,1580
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip3__g12_m5wp8p__game_2_alt_profile__p004__g029,1527
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip3__g13_m5wp8q__game_2_alt_profile__p004__g030,1725
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip3__g3_m5wp6q__game_2_alt_profile__p004__g031,1658
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip3__g7_m5wp78__game_2_alt_profile__p004__g032,1765
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip4__cohort_02_m89542__game_1__p004__g033,1610
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip4__cohort_04_m8aboy__game_1__p004__g034,1612
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip4__cohort_05_m7xlsd__game_1__p004__g035,1656
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip4__cohort_05_m89542__game_1__p004__g036,1665
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip4__cohort_05_m898xg__game_1__p004__g037,1646
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip4__cohort_06_m89b9z__game_1__p004__g038,1631
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip4__cohort_06_m8acrp__game_1__p004__g039,1756
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip4__cohort_07_m8ad4g__game_1__p004__g040,1798
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip4__cohort_01_m898xg__game_2_alt_profile__p004__g041,1512
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p004__g042,1740
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip4__cohort_02_m89542__game_2_alt_profile__p004__g043,1612
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p004__g044,1605
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip4__cohort_03_m898xg__game_2_alt_profile__p004__g045,1670
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip4__cohort_04_m89542__game_2_alt_profile__p004__g046,1726
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p004__g047,1719
personahub_persona_jsonl_chip_match__pid_personahub_persona_fda6d4c50e9d__record_chip4__cohort_05_m898xg__game_2_alt_profile__p004__g048,1782
personahub_persona_jsonl_chip_match__pid_personahub_persona_02d4ca225971__record_chip2__cohort_01_m7xia7__game_1__p005__g001,1411
personahub_persona_jsonl_chip_match__pid_personahub_persona_02d4ca225971__record_chip2__cohort_02_m7xiz2__game_1__p005__g002,1574
personahub_persona_jsonl_chip_match__pid_personahub_persona_02d4ca225971__record_chip2__cohort_03_m8aexq__game_1__p005__g003,1543
personahub_persona_jsonl_chip_match__pid_personahub_persona_02d4ca225971__record_chip2__cohort_05_m7xjzy__game_1__p005__g004,1576
personahub_persona_jsonl_chip_match__pid_personahub_persona_02d4ca225971__record_chip2__cohort_07_m8ag8i__game_1__p005__g005,1629
personahub_persona_jsonl_chip_match__pid_personahub_persona_02d4ca225971__record_chip2__cohort_12_m8agmu__game_1__p005__g006,1570
personahub_persona_jsonl_chip_match__pid_personahub_persona_02d4ca225971__record_chip2__cohort_14_m8agmu__game_1__p005__g007,1636
