custom_id,record_id,unit_id,treatment_name,variant,model,deception_condition,participant_label
minority_game_bret_njzas__0kj460f8,0kj460f8,0kj460f8,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,59d8ef5a498aef0001d6fe2d
minority_game_bret_njzas__0m4fqa3c,0m4fqa3c,0m4fqa3c,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5a0eb26510f4540001779d68
minority_game_bret_njzas__0m7xfyrf,0m7xfyrf,0m7xfyrf,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f622354d1464421128b7aa0
minority_game_bret_njzas__0nelw9on,0nelw9on,0nelw9on,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,61fa936e5719bc09cb834cbe
minority_game_bret_njzas__0qle7ojp,0qle7ojp,0qle7ojp,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5defacec6edacd000c8ddeb3
minority_game_bret_njzas__0qncdp9c,0qncdp9c,0qncdp9c,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ad091dffb109b0001a3120a
minority_game_bret_njzas__0qzrk6y4,0qzrk6y4,0qzrk6y4,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60b8fb929701cb52b39796aa
minority_game_bret_njzas__0rkfpg4y,0rkfpg4y,0rkfpg4y,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5a2c5ea34ed219000159a0bf
minority_game_bret_njzas__0uv2u7fc,0uv2u7fc,0uv2u7fc,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5d68c8aa40524c00189e8ac2
minority_game_bret_njzas__0wflnbp0,0wflnbp0,0wflnbp0,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5b100cb0a3553300017541c8
minority_game_bret_njzas__0wupqta6,0wupqta6,0wupqta6,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5dc860e9dcc83f5d2d85ec67
minority_game_bret_njzas__0xr34tdz,0xr34tdz,0xr34tdz,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f12ad33a5b0e321fa828a45
minority_game_bret_njzas__0yglyhdd,0yglyhdd,0yglyhdd,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5e766b0ba02ca51dfa1de797
minority_game_bret_njzas__0zjur574,0zjur574,0zjur574,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62b0bc7ebbff9a4e6c0e8dea
minority_game_bret_njzas__10sh2gpu,10sh2gpu,10sh2gpu,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5e7def6e3a915c48aa9d3209
minority_game_bret_njzas__11ap908k,11ap908k,11ap908k,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ced7e9f3cad8c00179175af
minority_game_bret_njzas__13sjb2ga,13sjb2ga,13sjb2ga,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62d5a03c24664b957d6c22e1
minority_game_bret_njzas__14u2q57s,14u2q57s,14u2q57s,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,6168a57c2382a1f87bd4d87e
minority_game_bret_njzas__17f6k3tr,17f6k3tr,17f6k3tr,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f98644189208011eeb027b9
minority_game_bret_njzas__18rzbjbi,18rzbjbi,18rzbjbi,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5d5e66b3844f160001f24150
minority_game_bret_njzas__1a26yhab,1a26yhab,1a26yhab,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,616e7e77bab9e87f4598a9a8
minority_game_bret_njzas__1b9tpbk9,1b9tpbk9,1b9tpbk9,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,603e84eb880ceef4586db3d4
minority_game_bret_njzas__1bk4p145,1bk4p145,1bk4p145,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,6306ae3d2b596900d1f503b8
minority_game_bret_njzas__1bnswiop,1bnswiop,1bnswiop,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62b44f66a16d45783569fad6
minority_game_bret_njzas__1bv3xmsr,1bv3xmsr,1bv3xmsr,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,582f0dd06119600001dcf932
minority_game_bret_njzas__1c1v4m3l,1c1v4m3l,1c1v4m3l,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5eec2516eef2124196123a06
minority_game_bret_njzas__1c83zx2v,1c83zx2v,1c83zx2v,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,56c65a5a305eaa0005f2a634
minority_game_bret_njzas__1comz3i1,1comz3i1,1comz3i1,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5a8aaec48fe2dc00010625fe
minority_game_bret_njzas__1dyjj6re,1dyjj6re,1dyjj6re,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ba42e35984ec30001c6018d
minority_game_bret_njzas__1il6d8ib,1il6d8ib,1il6d8ib,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5a7a0d8df49c9a0001f31b73
minority_game_bret_njzas__1kke2fei,1kke2fei,1kke2fei,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62b5edc0f30897b95f76308b
minority_game_bret_njzas__1kn3wycc,1kn3wycc,1kn3wycc,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5a993130f6dfdd0001ea8301
minority_game_bret_njzas__1lc5i4uy,1lc5i4uy,1lc5i4uy,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62cfb90efb9f2442cebfe24c
minority_game_bret_njzas__1lwf1w71,1lwf1w71,1lwf1w71,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,611fdbcae40b26b6f6025cfe
minority_game_bret_njzas__1oh7w126,1oh7w126,1oh7w126,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5fac4dc60d67201ffe756ca1
minority_game_bret_njzas__1p9rr7u3,1p9rr7u3,1p9rr7u3,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,61656042f505fd7fa53e8628
minority_game_bret_njzas__1pe997jd,1pe997jd,1pe997jd,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f3afe238baa007dd525b4e7
minority_game_bret_njzas__1t8icpyc,1t8icpyc,1t8icpyc,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,599eedebec626e0001d53f19
minority_game_bret_njzas__1tug5ox6,1tug5ox6,1tug5ox6,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,628b8d0b861223ea96209c53
minority_game_bret_njzas__1vejabcc,1vejabcc,1vejabcc,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,577a1ba12ed4a60001ad55dc
minority_game_bret_njzas__1w89t6bi,1w89t6bi,1w89t6bi,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62fbaaed0e8e4f98f8b8f507
minority_game_bret_njzas__1wpe6w08,1wpe6w08,1wpe6w08,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5a69d956111b250001e342b3
minority_game_bret_njzas__1wrtrf72,1wrtrf72,1wrtrf72,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5baf5525ad2a8d0001403d25
minority_game_bret_njzas__1xaldoqp,1xaldoqp,1xaldoqp,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5be883c833f40a0001032d5f
minority_game_bret_njzas__1xamkfqz,1xamkfqz,1xamkfqz,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,599a9252bbe848000179676e
minority_game_bret_njzas__1z2cfppg,1z2cfppg,1z2cfppg,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,610484ad8ffb67a43c6a2121
minority_game_bret_njzas__23946y1t,23946y1t,23946y1t,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62b4325468caa581551a182a
minority_game_bret_njzas__244g0nnj,244g0nnj,244g0nnj,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5df538c3ff28a83bc0b72669
minority_game_bret_njzas__24gfz160,24gfz160,24gfz160,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5c77d0f62cfc0000160c1958
minority_game_bret_njzas__25nh9s2p,25nh9s2p,25nh9s2p,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5b70dea660d30c000176be04
minority_game_bret_njzas__26ilcv5v,26ilcv5v,26ilcv5v,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5e2aa7df61f1670f7362bd62
minority_game_bret_njzas__27e3kjxi,27e3kjxi,27e3kjxi,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62fb850eda4bba209ce63bee
minority_game_bret_njzas__2aa58jg1,2aa58jg1,2aa58jg1,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,61fa95425719bc09cb835166
minority_game_bret_njzas__2bjxmaey,2bjxmaey,2bjxmaey,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ec3eabec8f93307a60c5d1b
minority_game_bret_njzas__2c7zji18,2c7zji18,2c7zji18,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5fb551ccab996500099ab1aa
minority_game_bret_njzas__2dua2es3,2dua2es3,2dua2es3,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f0c7dcc324f8b0ca60380f6
minority_game_bret_njzas__2fi94efz,2fi94efz,2fi94efz,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5b01e69aa496b300013d5b9b
minority_game_bret_njzas__2fu6c8bl,2fu6c8bl,2fu6c8bl,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62712a5f4a725b715e1b0520
minority_game_bret_njzas__2gcbr1q9,2gcbr1q9,2gcbr1q9,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ea0672dd3be90032762f6b2
minority_game_bret_njzas__2gdk0f6x,2gdk0f6x,2gdk0f6x,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,56a87cf67f05cb000cd03873
minority_game_bret_njzas__2ilgbzal,2ilgbzal,2ilgbzal,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,61618fcdf03c92914a26732d
minority_game_bret_njzas__2m3ip4nj,2m3ip4nj,2m3ip4nj,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f53be789fbb966fe0d97f07
minority_game_bret_njzas__2t42k7ts,2t42k7ts,2t42k7ts,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62b41c9ed90ac9ba693b8095
minority_game_bret_njzas__2xbrorls,2xbrorls,2xbrorls,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,57fde8979c39b3000179e347
minority_game_bret_njzas__2ysb7cgq,2ysb7cgq,2ysb7cgq,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f8b4560fc6686262722efdb
minority_game_bret_njzas__2z5ax0mi,2z5ax0mi,2z5ax0mi,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5a460b57b77a5000014a890c
minority_game_bret_njzas__31jt202l,31jt202l,31jt202l,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60fe68fa593d2cfead3f8bba
minority_game_bret_njzas__31nsd9g2,31nsd9g2,31nsd9g2,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5cd47eac121337001afb9e96
minority_game_bret_njzas__328jzrn1,328jzrn1,328jzrn1,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60dddeb5c0b25cd6ab9d1b03
minority_game_bret_njzas__33m8v6qp,33m8v6qp,33m8v6qp,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5e0fa56511d8796cd1165653
minority_game_bret_njzas__35c57qb9,35c57qb9,35c57qb9,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5a4a93ab35c9d50001fdd082
minority_game_bret_njzas__36t1yh87,36t1yh87,36t1yh87,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60d8d57e8cda444117347525
minority_game_bret_njzas__38hqzafj,38hqzafj,38hqzafj,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f68c02bfe85b202e0f00cc7
minority_game_bret_njzas__393bxpgb,393bxpgb,393bxpgb,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,568aab53316b10000d50d76b
minority_game_bret_njzas__398pd7hp,398pd7hp,398pd7hp,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60d9dd8da844c89512174302
minority_game_bret_njzas__39nlwikg,39nlwikg,39nlwikg,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5defac7e56b506000cdd3b32
minority_game_bret_njzas__3akrbqla,3akrbqla,3akrbqla,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5c96c61d9e64c70001944a5e
minority_game_bret_njzas__3b08ul5v,3b08ul5v,3b08ul5v,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5c9bb41c722d8e0001493ad8
minority_game_bret_njzas__3b1eja8d,3b1eja8d,3b1eja8d,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f01dbf0f5ef5d052ced1135
minority_game_bret_njzas__3dhs2wth,3dhs2wth,3dhs2wth,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,6166286d02c13de75d443af5
minority_game_bret_njzas__3fpvdkce,3fpvdkce,3fpvdkce,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ca48653ed23650001328d9d
minority_game_bret_njzas__3gdntd8k,3gdntd8k,3gdntd8k,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5cc1ecf525d4d80001e12efe
minority_game_bret_njzas__3gfdly4n,3gfdly4n,3gfdly4n,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62b2f74cf3794e252cc7d1a7
minority_game_bret_njzas__3hzqbg8d,3hzqbg8d,3hzqbg8d,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62e9a0037f25630a0325119e
minority_game_bret_njzas__3k8pyv6b,3k8pyv6b,3k8pyv6b,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5bf192725431290001de4ba3
minority_game_bret_njzas__3krtn17a,3krtn17a,3krtn17a,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,61487f15ed600720f3ad240b
minority_game_bret_njzas__3mf66oe4,3mf66oe4,3mf66oe4,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f6e3b7b65c55c34a0b447ac
minority_game_bret_njzas__3nchwtry,3nchwtry,3nchwtry,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5e25a4721a938a7ed6311692
minority_game_bret_njzas__3onxkxji,3onxkxji,3onxkxji,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5c49d339b43d260001e4dbcb
minority_game_bret_njzas__3pz9ekin,3pz9ekin,3pz9ekin,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f4cc54c57230502cd1ec6a5
minority_game_bret_njzas__3qhs52ww,3qhs52ww,3qhs52ww,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60cfd1e18c9b763a252f6292
minority_game_bret_njzas__3qkj1s9s,3qkj1s9s,3qkj1s9s,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5c5c7c598da44c00015c6787
minority_game_bret_njzas__3rxiwl68,3rxiwl68,3rxiwl68,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62e401e84f08db1b18fc5e5e
minority_game_bret_njzas__3sg6q9p4,3sg6q9p4,3sg6q9p4,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5eb3ef823294381f54d11d31
minority_game_bret_njzas__3u8f2ede,3u8f2ede,3u8f2ede,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ba104967b196f00019640a1
minority_game_bret_njzas__40b647mk,40b647mk,40b647mk,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5db0b41da540ef001628a2e0
minority_game_bret_njzas__42on4n41,42on4n41,42on4n41,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ea040075511b505cf6ec1eb
minority_game_bret_njzas__43cwhnbe,43cwhnbe,43cwhnbe,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,55d621bbdb6a810013fa0ea0
minority_game_bret_njzas__45n0dnr1,45n0dnr1,45n0dnr1,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,597e0aa515837000016ae8db
minority_game_bret_njzas__45qzq2oi,45qzq2oi,45qzq2oi,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62b03118f294f7a02ba0f9f2
minority_game_bret_njzas__494dybcx,494dybcx,494dybcx,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5edeea354d54cb1a825aa8f9
minority_game_bret_njzas__4b8knx6y,4b8knx6y,4b8knx6y,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62a72cb7584b78fa7d9f8d7a
minority_game_bret_njzas__4cwq46rt,4cwq46rt,4cwq46rt,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62ce9ed4011ec0c55fc13dd4
minority_game_bret_njzas__4cxjma9s,4cxjma9s,4cxjma9s,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62b23e7c1c650729ac897e46
minority_game_bret_njzas__4epytfnb,4epytfnb,4epytfnb,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,577bfad9d8e8880001b31280
minority_game_bret_njzas__4ixdh8wg,4ixdh8wg,4ixdh8wg,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,607081b0ecb2499634a349dd
minority_game_bret_njzas__4iyylxzz,4iyylxzz,4iyylxzz,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ad0422dfb109b0001a30f35
minority_game_bret_njzas__4kkq47ho,4kkq47ho,4kkq47ho,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,6124112341a3ec8fdf0f4886
minority_game_bret_njzas__4kqi3h6n,4kqi3h6n,4kqi3h6n,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60b542b8fbb1a6a2678f5054
minority_game_bret_njzas__4lgtk5xp,4lgtk5xp,4lgtk5xp,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,55e57aa9c70c7a00102a598e
minority_game_bret_njzas__4lvqgy63,4lvqgy63,4lvqgy63,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62aa1fefabb116cb465a45fc
minority_game_bret_njzas__4m32cqye,4m32cqye,4m32cqye,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5b77435f13c3580001b63f26
minority_game_bret_njzas__4mcpho5v,4mcpho5v,4mcpho5v,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62e0251cc2818b23981bfa87
minority_game_bret_njzas__4n2luqnc,4n2luqnc,4n2luqnc,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62fde6fcfb17302472e551af
minority_game_bret_njzas__4phtlj4o,4phtlj4o,4phtlj4o,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,63038a4810d4751896ffcd01
minority_game_bret_njzas__4sbiuljz,4sbiuljz,4sbiuljz,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5a3a570307245d0001fc0692
minority_game_bret_njzas__4w1tgxgv,4w1tgxgv,4w1tgxgv,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62e0289b12d76830eadddf64
minority_game_bret_njzas__4yeh63th,4yeh63th,4yeh63th,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,610010257470e137f841dc02
minority_game_bret_njzas__4zk8ctw7,4zk8ctw7,4zk8ctw7,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5eb33bad3ce6e6129e9f9f5b
minority_game_bret_njzas__50gv9loz,50gv9loz,50gv9loz,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5c2e9e4b9396d000016214de
minority_game_bret_njzas__51oxn6pc,51oxn6pc,51oxn6pc,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5bbe05fc6322c500015ac016
minority_game_bret_njzas__53yhqiep,53yhqiep,53yhqiep,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,59df9b4ebe399f0001e49853
minority_game_bret_njzas__53zgd99f,53zgd99f,53zgd99f,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ee64d0bf796cb3b252a8c99
minority_game_bret_njzas__54gdlwyd,54gdlwyd,54gdlwyd,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,6103afcc83916ef8ecf8b1c8
minority_game_bret_njzas__54iylf03,54iylf03,54iylf03,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5efea1f363271c3b76d4c9ed
minority_game_bret_njzas__55mqa1ry,55mqa1ry,55mqa1ry,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5bd948d7544d4f000141e81f
minority_game_bret_njzas__56q5fw9e,56q5fw9e,56q5fw9e,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ef722c333956242acf17935
minority_game_bret_njzas__56qhty1z,56qhty1z,56qhty1z,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60fd10e54d403a076c103227
minority_game_bret_njzas__56vdtxlo,56vdtxlo,56vdtxlo,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f2c0748afb1630355a8d542
minority_game_bret_njzas__58a2rfn0,58a2rfn0,58a2rfn0,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62de61fae2250a8fb855eae6
minority_game_bret_njzas__58z6w2pt,58z6w2pt,58z6w2pt,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5be1aac8ca095c0001b9f6e4
minority_game_bret_njzas__5947jzru,5947jzru,5947jzru,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5baa21188a01680001ff1a6f
minority_game_bret_njzas__5aa3eo1j,5aa3eo1j,5aa3eo1j,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,562cd833733ea000111632ba
minority_game_bret_njzas__5ay4jtaw,5ay4jtaw,5ay4jtaw,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,614836769bbbb91e05768165
minority_game_bret_njzas__5ayo53yl,5ayo53yl,5ayo53yl,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ec7d7d167b0da25d155e470
minority_game_bret_njzas__5b2suj2e,5b2suj2e,5b2suj2e,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,597076ad965d930001322d01
minority_game_bret_njzas__5baq289l,5baq289l,5baq289l,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60b8c486abe410070487e91d
minority_game_bret_njzas__5bc2p5ou,5bc2p5ou,5bc2p5ou,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5c8bd4350b5cf400012fad73
minority_game_bret_njzas__5d66ttx4,5d66ttx4,5d66ttx4,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ca7ac9ef7c855001542874f
minority_game_bret_njzas__5g3pbumi,5g3pbumi,5g3pbumi,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5af07de697a14300017d0c4f
minority_game_bret_njzas__5h1liofy,5h1liofy,5h1liofy,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62e023ed4b0fdb8c95a9e47f
minority_game_bret_njzas__5hnnht4t,5hnnht4t,5hnnht4t,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62e6e404dd042a8242fbc1a5
minority_game_bret_njzas__5oe1vo3z,5oe1vo3z,5oe1vo3z,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5ea1e37fc066eb0d36edb649
minority_game_bret_njzas__5ox67n9r,5ox67n9r,5ox67n9r,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62fbd076fd16a9c70254f4c4
minority_game_bret_njzas__5pqi96uf,5pqi96uf,5pqi96uf,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,63054b45c999e45ed5f79952
minority_game_bret_njzas__5qixk7p1,5qixk7p1,5qixk7p1,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,60794cf6640dbc4d3662ef07
minority_game_bret_njzas__5qovxj1m,5qovxj1m,5qovxj1m,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62aa11e38f2e5735ff291c2b
minority_game_bret_njzas__5qyj7xnw,5qyj7xnw,5qyj7xnw,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,61542508e4600733844ab8af
minority_game_bret_njzas__5rexdcsj,5rexdcsj,5rexdcsj,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,63093c90bcd5b3c5448d56d9
minority_game_bret_njzas__5su4ki80,5su4ki80,5su4ki80,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5f2bffa8d4f0d601244ab240
minority_game_bret_njzas__5tjl16yv,5tjl16yv,5tjl16yv,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62d59a1e8db278b3719d8c6f
minority_game_bret_njzas__5ubxs9py,5ubxs9py,5ubxs9py,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,62a36b276fb098fe159b52a7
minority_game_bret_njzas__5vb7t0mi,5vb7t0mi,5vb7t0mi,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5b1f8feb44127b0001401d22
minority_game_bret_njzas__5y8oju0j,5y8oju0j,5y8oju0j,DECEPTION_0,twin_sampled_seed_0,gpt-5.1,0,5e3891a0ffe78b000a8a4124
