custom_id,estimated_input_chars,estimated_input_tokens_char4
personahub_elite_chip_match__pid_personahub_elite_4fb9d72b2cd3__record_chip4__cohort_01_m898xg__game_2_alt_profile__p001__g041,5836,1459
personahub_elite_chip_match__pid_personahub_elite_4fb9d72b2cd3__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p001__g042,6290,1572
personahub_elite_chip_match__pid_personahub_elite_4fb9d72b2cd3__record_chip4__cohort_02_m89542__game_2_alt_profile__p001__g043,5985,1496
personahub_elite_chip_match__pid_personahub_elite_4fb9d72b2cd3__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p001__g044,6063,1516
personahub_elite_chip_match__pid_personahub_elite_4fb9d72b2cd3__record_chip4__cohort_03_m898xg__game_2_alt_profile__p001__g045,6227,1557
personahub_elite_chip_match__pid_personahub_elite_4fb9d72b2cd3__record_chip4__cohort_04_m89542__game_2_alt_profile__p001__g046,6325,1581
personahub_elite_chip_match__pid_personahub_elite_4fb9d72b2cd3__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p001__g047,6186,1546
personahub_elite_chip_match__pid_personahub_elite_4fb9d72b2cd3__record_chip4__cohort_05_m898xg__game_2_alt_profile__p001__g048,6569,1642
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip2__cohort_01_m7xia7__game_1__p002__g001,5402,1350
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip2__cohort_02_m7xiz2__game_1__p002__g002,5763,1441
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip2__cohort_03_m8aexq__game_1__p002__g003,5817,1454
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip2__cohort_05_m7xjzy__game_1__p002__g004,5761,1440
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip2__cohort_07_m8ag8i__game_1__p002__g005,5925,1481
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip2__cohort_12_m8agmu__game_1__p002__g006,5886,1472
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip2__cohort_14_m8agmu__game_1__p002__g007,5880,1470
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip2__cohort_15_m8agmu__game_1__p002__g008,5943,1486
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p002__g009,5667,1417
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p002__g010,5769,1442
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p002__g011,5900,1475
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p002__g012,6109,1527
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p002__g013,5863,1466
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p002__g014,5692,1423
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p002__g015,5624,1406
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p002__g016,5668,1417
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip3__cohort_01_m8aiq8__game_1__p002__g017,5828,1457
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip3__cohort_05_m8aiq8__game_1__p002__g018,5785,1446
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip3__g11_m5wp7b__game_1__p002__g019,6215,1554
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip3__g17_m5wp8w__game_1__p002__g020,5887,1472
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip3__g20_m5wq93__game_1__p002__g021,5958,1490
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip3__g6_m5wp77__game_1__p002__g022,5950,1488
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip3__g7_m5wp78__game_1__p002__g023,6264,1566
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip3__g9_m5wp79__game_1__p002__g024,5851,1463
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p002__g025,5617,1404
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p002__g026,5803,1451
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p002__g027,5681,1420
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p002__g028,5911,1478
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip3__g12_m5wp8p__game_2_alt_profile__p002__g029,5703,1426
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip3__g13_m5wp8q__game_2_alt_profile__p002__g030,6315,1579
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip3__g3_m5wp6q__game_2_alt_profile__p002__g031,6153,1538
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip3__g7_m5wp78__game_2_alt_profile__p002__g032,6365,1591
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip4__cohort_02_m89542__game_1__p002__g033,5871,1468
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip4__cohort_04_m8aboy__game_1__p002__g034,6014,1504
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip4__cohort_05_m7xlsd__game_1__p002__g035,5933,1483
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip4__cohort_05_m89542__game_1__p002__g036,6107,1527
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip4__cohort_05_m898xg__game_1__p002__g037,6102,1526
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip4__cohort_06_m89b9z__game_1__p002__g038,5927,1482
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip4__cohort_06_m8acrp__game_1__p002__g039,6276,1569
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip4__cohort_07_m8ad4g__game_1__p002__g040,6489,1622
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip4__cohort_01_m898xg__game_2_alt_profile__p002__g041,5734,1434
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p002__g042,6188,1547
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip4__cohort_02_m89542__game_2_alt_profile__p002__g043,5883,1471
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p002__g044,5961,1490
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip4__cohort_03_m898xg__game_2_alt_profile__p002__g045,6125,1531
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip4__cohort_04_m89542__game_2_alt_profile__p002__g046,6223,1556
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p002__g047,6084,1521
personahub_elite_chip_match__pid_personahub_elite_be6318553201__record_chip4__cohort_05_m898xg__game_2_alt_profile__p002__g048,6467,1617
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip2__cohort_01_m7xia7__game_1__p003__g001,5617,1404
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip2__cohort_02_m7xiz2__game_1__p003__g002,5978,1494
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip2__cohort_03_m8aexq__game_1__p003__g003,6032,1508
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip2__cohort_05_m7xjzy__game_1__p003__g004,5976,1494
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip2__cohort_07_m8ag8i__game_1__p003__g005,6140,1535
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip2__cohort_12_m8agmu__game_1__p003__g006,6101,1525
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip2__cohort_14_m8agmu__game_1__p003__g007,6095,1524
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip2__cohort_15_m8agmu__game_1__p003__g008,6158,1540
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p003__g009,5882,1470
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p003__g010,5984,1496
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p003__g011,6115,1529
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p003__g012,6324,1581
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p003__g013,6078,1520
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p003__g014,5907,1477
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p003__g015,5839,1460
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p003__g016,5883,1471
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip3__cohort_01_m8aiq8__game_1__p003__g017,6043,1511
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip3__cohort_05_m8aiq8__game_1__p003__g018,6000,1500
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip3__g11_m5wp7b__game_1__p003__g019,6430,1608
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip3__g17_m5wp8w__game_1__p003__g020,6102,1526
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip3__g20_m5wq93__game_1__p003__g021,6173,1543
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip3__g6_m5wp77__game_1__p003__g022,6165,1541
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip3__g7_m5wp78__game_1__p003__g023,6479,1620
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip3__g9_m5wp79__game_1__p003__g024,6066,1516
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p003__g025,5832,1458
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p003__g026,6018,1504
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p003__g027,5896,1474
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p003__g028,6126,1532
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip3__g12_m5wp8p__game_2_alt_profile__p003__g029,5918,1480
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip3__g13_m5wp8q__game_2_alt_profile__p003__g030,6530,1632
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip3__g3_m5wp6q__game_2_alt_profile__p003__g031,6368,1592
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip3__g7_m5wp78__game_2_alt_profile__p003__g032,6580,1645
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip4__cohort_02_m89542__game_1__p003__g033,6086,1522
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip4__cohort_04_m8aboy__game_1__p003__g034,6229,1557
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip4__cohort_05_m7xlsd__game_1__p003__g035,6148,1537
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip4__cohort_05_m89542__game_1__p003__g036,6322,1580
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip4__cohort_05_m898xg__game_1__p003__g037,6317,1579
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip4__cohort_06_m89b9z__game_1__p003__g038,6142,1536
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip4__cohort_06_m8acrp__game_1__p003__g039,6491,1623
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip4__cohort_07_m8ad4g__game_1__p003__g040,6704,1676
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip4__cohort_01_m898xg__game_2_alt_profile__p003__g041,5949,1487
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p003__g042,6403,1601
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip4__cohort_02_m89542__game_2_alt_profile__p003__g043,6098,1524
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p003__g044,6176,1544
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip4__cohort_03_m898xg__game_2_alt_profile__p003__g045,6340,1585
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip4__cohort_04_m89542__game_2_alt_profile__p003__g046,6438,1610
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p003__g047,6299,1575
personahub_elite_chip_match__pid_personahub_elite_8010d129a22c__record_chip4__cohort_05_m898xg__game_2_alt_profile__p003__g048,6682,1670
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip2__cohort_01_m7xia7__game_1__p004__g001,5529,1382
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip2__cohort_02_m7xiz2__game_1__p004__g002,5890,1472
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip2__cohort_03_m8aexq__game_1__p004__g003,5944,1486
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip2__cohort_05_m7xjzy__game_1__p004__g004,5888,1472
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip2__cohort_07_m8ag8i__game_1__p004__g005,6052,1513
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip2__cohort_12_m8agmu__game_1__p004__g006,6013,1503
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip2__cohort_14_m8agmu__game_1__p004__g007,6007,1502
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip2__cohort_15_m8agmu__game_1__p004__g008,6070,1518
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p004__g009,5794,1448
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p004__g010,5896,1474
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p004__g011,6027,1507
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p004__g012,6236,1559
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p004__g013,5990,1498
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p004__g014,5819,1455
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p004__g015,5751,1438
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p004__g016,5795,1449
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip3__cohort_01_m8aiq8__game_1__p004__g017,5955,1489
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip3__cohort_05_m8aiq8__game_1__p004__g018,5912,1478
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip3__g11_m5wp7b__game_1__p004__g019,6342,1586
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip3__g17_m5wp8w__game_1__p004__g020,6014,1504
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip3__g20_m5wq93__game_1__p004__g021,6085,1521
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip3__g6_m5wp77__game_1__p004__g022,6077,1519
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip3__g7_m5wp78__game_1__p004__g023,6391,1598
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip3__g9_m5wp79__game_1__p004__g024,5978,1494
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p004__g025,5744,1436
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p004__g026,5930,1482
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p004__g027,5808,1452
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p004__g028,6038,1510
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip3__g12_m5wp8p__game_2_alt_profile__p004__g029,5830,1458
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip3__g13_m5wp8q__game_2_alt_profile__p004__g030,6442,1610
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip3__g3_m5wp6q__game_2_alt_profile__p004__g031,6280,1570
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip3__g7_m5wp78__game_2_alt_profile__p004__g032,6492,1623
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip4__cohort_02_m89542__game_1__p004__g033,5998,1500
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip4__cohort_04_m8aboy__game_1__p004__g034,6141,1535
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip4__cohort_05_m7xlsd__game_1__p004__g035,6060,1515
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip4__cohort_05_m89542__game_1__p004__g036,6234,1558
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip4__cohort_05_m898xg__game_1__p004__g037,6229,1557
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip4__cohort_06_m89b9z__game_1__p004__g038,6054,1514
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip4__cohort_06_m8acrp__game_1__p004__g039,6403,1601
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip4__cohort_07_m8ad4g__game_1__p004__g040,6616,1654
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip4__cohort_01_m898xg__game_2_alt_profile__p004__g041,5861,1465
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p004__g042,6315,1579
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip4__cohort_02_m89542__game_2_alt_profile__p004__g043,6010,1502
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p004__g044,6088,1522
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip4__cohort_03_m898xg__game_2_alt_profile__p004__g045,6252,1563
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip4__cohort_04_m89542__game_2_alt_profile__p004__g046,6350,1588
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p004__g047,6211,1553
personahub_elite_chip_match__pid_personahub_elite_e4df2eb4610c__record_chip4__cohort_05_m898xg__game_2_alt_profile__p004__g048,6594,1648
personahub_elite_chip_match__pid_personahub_elite_cc2a0531e351__record_chip2__cohort_01_m7xia7__game_1__p005__g001,5835,1459
personahub_elite_chip_match__pid_personahub_elite_cc2a0531e351__record_chip2__cohort_02_m7xiz2__game_1__p005__g002,6196,1549
personahub_elite_chip_match__pid_personahub_elite_cc2a0531e351__record_chip2__cohort_03_m8aexq__game_1__p005__g003,6250,1562
personahub_elite_chip_match__pid_personahub_elite_cc2a0531e351__record_chip2__cohort_05_m7xjzy__game_1__p005__g004,6194,1548
personahub_elite_chip_match__pid_personahub_elite_cc2a0531e351__record_chip2__cohort_07_m8ag8i__game_1__p005__g005,6358,1590
personahub_elite_chip_match__pid_personahub_elite_cc2a0531e351__record_chip2__cohort_12_m8agmu__game_1__p005__g006,6319,1580
personahub_elite_chip_match__pid_personahub_elite_cc2a0531e351__record_chip2__cohort_14_m8agmu__game_1__p005__g007,6313,1578
personahub_elite_chip_match__pid_personahub_elite_cc2a0531e351__record_chip2__cohort_15_m8agmu__game_1__p005__g008,6376,1594
personahub_elite_chip_match__pid_personahub_elite_cc2a0531e351__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p005__g009,6100,1525
personahub_elite_chip_match__pid_personahub_elite_cc2a0531e351__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p005__g010,6202,1550
personahub_elite_chip_match__pid_personahub_elite_cc2a0531e351__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p005__g011,6333,1583
personahub_elite_chip_match__pid_personahub_elite_cc2a0531e351__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p005__g012,6542,1636
personahub_elite_chip_match__pid_personahub_elite_cc2a0531e351__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p005__g013,6296,1574
personahub_elite_chip_match__pid_personahub_elite_cc2a0531e351__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p005__g014,6125,1531
