record_id,unit_id,treatment_name,deception_condition,participant_label,gold_target_json
25nh9s2p,25nh9s2p,DECEPTION_0,0,5b70dea660d30c000176be04,"{""bonus_game_choices"": [""A"", ""B"", ""B"", ""A"", ""A"", ""B"", ""B"", ""A"", ""A"", ""B"", ""B""], ""bret_boxes"": 32}"
26ilcv5v,26ilcv5v,DECEPTION_0,0,5e2aa7df61f1670f7362bd62,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 13}"
27e3kjxi,27e3kjxi,DECEPTION_0,0,62fb850eda4bba209ce63bee,"{""bonus_game_choices"": [""B"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""A"", ""B"", ""B"", ""B""], ""bret_boxes"": 69}"
2aa58jg1,2aa58jg1,DECEPTION_0,0,61fa95425719bc09cb835166,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""A""], ""bret_boxes"": 51}"
2bjxmaey,2bjxmaey,DECEPTION_0,0,5ec3eabec8f93307a60c5d1b,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""A"", ""B""], ""bret_boxes"": 75}"
2c7zji18,2c7zji18,DECEPTION_0,0,5fb551ccab996500099ab1aa,"{""bonus_game_choices"": [""B"", ""A"", ""A"", ""A"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""A""], ""bret_boxes"": 52}"
2dua2es3,2dua2es3,DECEPTION_0,0,5f0c7dcc324f8b0ca60380f6,"{""bonus_game_choices"": [""B"", ""A"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 45}"
2fi94efz,2fi94efz,DECEPTION_0,0,5b01e69aa496b300013d5b9b,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 61}"
2fu6c8bl,2fu6c8bl,DECEPTION_0,0,62712a5f4a725b715e1b0520,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""B"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 51}"
2gcbr1q9,2gcbr1q9,DECEPTION_0,0,5ea0672dd3be90032762f6b2,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 55}"
2gdk0f6x,2gdk0f6x,DECEPTION_0,0,56a87cf67f05cb000cd03873,"{""bonus_game_choices"": [""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 44}"
2ilgbzal,2ilgbzal,DECEPTION_0,0,61618fcdf03c92914a26732d,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 45}"
2m3ip4nj,2m3ip4nj,DECEPTION_0,0,5f53be789fbb966fe0d97f07,"{""bonus_game_choices"": [""A"", ""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 17}"
2t42k7ts,2t42k7ts,DECEPTION_0,0,62b41c9ed90ac9ba693b8095,"{""bonus_game_choices"": [""A"", ""B"", ""B"", ""A"", ""B"", ""A"", ""B"", ""A"", ""B"", ""B"", ""A""], ""bret_boxes"": 22}"
2xbrorls,2xbrorls,DECEPTION_0,0,57fde8979c39b3000179e347,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 29}"
2ysb7cgq,2ysb7cgq,DECEPTION_0,0,5f8b4560fc6686262722efdb,"{""bonus_game_choices"": [""A"", ""A"", ""B"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 60}"
2z5ax0mi,2z5ax0mi,DECEPTION_0,0,5a460b57b77a5000014a890c,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 51}"
31jt202l,31jt202l,DECEPTION_0,0,60fe68fa593d2cfead3f8bba,"{""bonus_game_choices"": [""B"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 27}"
31nsd9g2,31nsd9g2,DECEPTION_0,0,5cd47eac121337001afb9e96,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 30}"
328jzrn1,328jzrn1,DECEPTION_0,0,60dddeb5c0b25cd6ab9d1b03,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 60}"
33m8v6qp,33m8v6qp,DECEPTION_0,0,5e0fa56511d8796cd1165653,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 54}"
35c57qb9,35c57qb9,DECEPTION_0,0,5a4a93ab35c9d50001fdd082,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 51}"
36t1yh87,36t1yh87,DECEPTION_0,0,60d8d57e8cda444117347525,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 50}"
38hqzafj,38hqzafj,DECEPTION_0,0,5f68c02bfe85b202e0f00cc7,"{""bonus_game_choices"": [""B"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 58}"
393bxpgb,393bxpgb,DECEPTION_0,0,568aab53316b10000d50d76b,"{""bonus_game_choices"": [""B"", ""B"", ""A"", ""A"", ""B"", ""A"", ""B"", ""A"", ""B"", ""A"", ""B""], ""bret_boxes"": 22}"
398pd7hp,398pd7hp,DECEPTION_0,0,60d9dd8da844c89512174302,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 51}"
39nlwikg,39nlwikg,DECEPTION_0,0,5defac7e56b506000cdd3b32,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 30}"
3akrbqla,3akrbqla,DECEPTION_0,0,5c96c61d9e64c70001944a5e,"{""bonus_game_choices"": [""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A""], ""bret_boxes"": 65}"
3b08ul5v,3b08ul5v,DECEPTION_0,0,5c9bb41c722d8e0001493ad8,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 57}"
3b1eja8d,3b1eja8d,DECEPTION_0,0,5f01dbf0f5ef5d052ced1135,"{""bonus_game_choices"": [""B"", ""A"", ""A"", ""B"", ""B"", ""A"", ""A"", ""A"", ""B"", ""A"", ""B""], ""bret_boxes"": 100}"
3dhs2wth,3dhs2wth,DECEPTION_0,0,6166286d02c13de75d443af5,"{""bonus_game_choices"": [""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""A"", ""B"", ""A"", ""A""], ""bret_boxes"": 15}"
3fpvdkce,3fpvdkce,DECEPTION_0,0,5ca48653ed23650001328d9d,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 60}"
3gdntd8k,3gdntd8k,DECEPTION_0,0,5cc1ecf525d4d80001e12efe,"{""bonus_game_choices"": [""A"", ""A"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A""], ""bret_boxes"": 49}"
3gfdly4n,3gfdly4n,DECEPTION_0,0,62b2f74cf3794e252cc7d1a7,"{""bonus_game_choices"": [""A"", ""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""A""], ""bret_boxes"": 30}"
3hzqbg8d,3hzqbg8d,DECEPTION_0,0,62e9a0037f25630a0325119e,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""A""], ""bret_boxes"": 51}"
3k8pyv6b,3k8pyv6b,DECEPTION_0,0,5bf192725431290001de4ba3,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 45}"
3krtn17a,3krtn17a,DECEPTION_0,0,61487f15ed600720f3ad240b,"{""bonus_game_choices"": [""B"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""A""], ""bret_boxes"": 20}"
3mf66oe4,3mf66oe4,DECEPTION_0,0,5f6e3b7b65c55c34a0b447ac,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 30}"
3nchwtry,3nchwtry,DECEPTION_0,0,5e25a4721a938a7ed6311692,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""A"", ""B"", ""A"", ""B"", ""A""], ""bret_boxes"": 42}"
3onxkxji,3onxkxji,DECEPTION_0,0,5c49d339b43d260001e4dbcb,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 34}"
3pz9ekin,3pz9ekin,DECEPTION_0,0,5f4cc54c57230502cd1ec6a5,"{""bonus_game_choices"": [""A"", ""B"", ""B"", ""A"", ""A"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 79}"
3qhs52ww,3qhs52ww,DECEPTION_0,0,60cfd1e18c9b763a252f6292,"{""bonus_game_choices"": [""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 28}"
3qkj1s9s,3qkj1s9s,DECEPTION_0,0,5c5c7c598da44c00015c6787,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B""], ""bret_boxes"": 48}"
3rxiwl68,3rxiwl68,DECEPTION_0,0,62e401e84f08db1b18fc5e5e,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 50}"
3sg6q9p4,3sg6q9p4,DECEPTION_0,0,5eb3ef823294381f54d11d31,"{""bonus_game_choices"": [""A"", ""B"", ""B"", ""A"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 38}"
3u8f2ede,3u8f2ede,DECEPTION_0,0,5ba104967b196f00019640a1,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 60}"
40b647mk,40b647mk,DECEPTION_0,0,5db0b41da540ef001628a2e0,"{""bonus_game_choices"": [""A"", ""A"", ""B"", ""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A""], ""bret_boxes"": 23}"
42on4n41,42on4n41,DECEPTION_0,0,5ea040075511b505cf6ec1eb,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""B"", ""B"", ""A"", ""B"", ""B"", ""B"", ""A""], ""bret_boxes"": 68}"
