treatment_name,experiment_code,role,visibility,schema_type,generated_n,human_n,metric,distance_kind,score
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,50,50,return_pct,wasserstein_1d,8.18
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,50,50,joint_pattern_distribution,total_variation,0.8200000000000001
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,50,50,send_if_act,wasserstein_1d,3.2600000000000002
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,50,50,send_if_no_act,wasserstein_1d,3.12
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,50,50,mean_send_field_distance,mean_wasserstein_1d,3.1900000000000004
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,50,50,action_premium,wasserstein_1d,4.180000000000001
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,50,50,mean_action_premium_distance,mean_wasserstein_1d,4.180000000000001
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,send_if_act_fast,wasserstein_1d,2.7800000000000002
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,send_if_no_act_fast,wasserstein_1d,2.58
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,send_if_act_slow,wasserstein_1d,3.2600000000000002
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,send_if_no_act_slow,wasserstein_1d,1.9000000000000001
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,mean_send_field_distance,mean_wasserstein_1d,2.6300000000000003
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,action_premium_fast,wasserstein_1d,3.4800000000000004
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,action_premium_slow,wasserstein_1d,2.4800000000000004
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,mean_action_premium_distance,mean_wasserstein_1d,2.9800000000000004
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,process_premium_if_act,wasserstein_1d,3.52
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,process_premium_if_no_act,wasserstein_1d,2.2
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,mean_process_premium_distance,mean_wasserstein_1d,2.8600000000000003
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,50,50,return_pct,wasserstein_1d,9.440000000000003
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,50,50,joint_pattern_distribution,total_variation,0.19999999999999998
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,50,50,return_pct,wasserstein_1d,16.92
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,50,50,joint_pattern_distribution,total_variation,0.28
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,50,50,send_if_act,wasserstein_1d,2.6799999999999997
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,50,50,send_if_no_act,wasserstein_1d,2.6
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.6399999999999997
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,50,50,action_premium,wasserstein_1d,2.8800000000000003
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,2.8800000000000003
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,send_if_act_without_check,wasserstein_1d,2.3600000000000003
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,send_if_act_after_check,wasserstein_1d,2.66
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,send_if_no_act_without_check,wasserstein_1d,2.36
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,send_if_no_act_after_check,wasserstein_1d,1.7999999999999998
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.295
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,action_premium_without_check,wasserstein_1d,3.16
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,action_premium_after_check,wasserstein_1d,3.62
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,3.39
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,process_premium_if_act,wasserstein_1d,2.18
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,process_premium_if_no_act,wasserstein_1d,2.5999999999999996
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,mean_process_premium_distance,mean_wasserstein_1d,2.3899999999999997
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,50,50,return_pct,wasserstein_1d,13.959999999999999
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,50,50,joint_pattern_distribution,total_variation,0.76
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,50,50,return_pct,wasserstein_1d,19.88
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,50,50,joint_pattern_distribution,total_variation,0.6799999999999999
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,50,50,send_if_act,wasserstein_1d,1.9200000000000002
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,50,50,send_if_no_act,wasserstein_1d,2.48
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.2
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,50,50,action_premium,wasserstein_1d,2.72
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,2.72
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,send_if_act_without_check,wasserstein_1d,3.54
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,send_if_act_after_check,wasserstein_1d,2.9
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,send_if_no_act_without_check,wasserstein_1d,2.0599999999999996
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,send_if_no_act_after_check,wasserstein_1d,2.9000000000000004
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.85
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,action_premium_without_check,wasserstein_1d,4.4
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,action_premium_after_check,wasserstein_1d,4.72
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,4.5600000000000005
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,process_premium_if_act,wasserstein_1d,1.56
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,process_premium_if_no_act,wasserstein_1d,2.08
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,mean_process_premium_distance,mean_wasserstein_1d,1.82
