treatment_name,experiment_code,role,visibility,schema_type,metric,generated_value,human_value,abs_error,generated_n,human_n
E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,pattern_unchecked_no_act,0.0,0.3,0.3,50,50
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,mean_send_if_act,6.96,5.04,1.92,50,50
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,mean_send_if_no_act,3.76,5.52,1.7599999999999998,50,50
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,mean_action_premium,3.2,-0.48,3.68,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_send_if_act_without_check,6.5,4.92,1.58,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_send_if_act_after_check,5.9,5.04,0.8600000000000003,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_send_if_no_act_without_check,4.06,5.74,1.6800000000000006,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_send_if_no_act_after_check,3.38,5.12,1.7400000000000002,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_action_premium_without_check,2.44,-0.82,3.26,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_action_premium_after_check,2.52,-0.08,2.6,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_process_premium_if_act,0.6,-0.12,0.72,50,50
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,mean_process_premium_if_no_act,0.68,0.62,0.06000000000000005,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,fast_rate,1.0,0.48,0.52,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,act_rate,1.0,0.36,0.64,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,mean_return_pct,50.2,37.38,12.82,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,pattern_fast_act,1.0,0.16,0.84,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,pattern_fast_no_act,0.0,0.32,0.32,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,pattern_slow_act,0.0,0.2,0.2,50,50
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,pattern_slow_no_act,0.0,0.32,0.32,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,fast_rate,1.0,0.52,0.48,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,act_rate,1.0,0.38,0.62,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,mean_return_pct,50.0,43.1,6.899999999999999,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,pattern_fast_act,1.0,0.18,0.8200000000000001,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,pattern_fast_no_act,0.0,0.34,0.34,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,pattern_slow_act,0.0,0.2,0.2,50,50
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,pattern_slow_no_act,0.0,0.28,0.28,50,50
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,mean_send_if_act,6.8,5.1,1.7000000000000002,50,50
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,mean_send_if_no_act,3.48,5.32,1.8400000000000003,50,50
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,mean_action_premium,3.32,-0.22,3.54,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_send_if_act_fast,4.0,5.22,1.2199999999999998,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_send_if_no_act_fast,2.68,4.54,1.8599999999999999,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_send_if_act_slow,6.58,4.36,2.2199999999999998,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_send_if_no_act_slow,4.56,4.3,0.2599999999999998,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_action_premium_fast,1.32,0.68,0.64,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_action_premium_slow,2.02,0.06,1.96,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_fast_premium_if_act,-2.58,0.86,3.44,50,50
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,mean_fast_premium_if_no_act,-1.88,0.24,2.12,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,check_rate,1.0,0.86,0.14,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,act_rate,1.0,0.88,0.12,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,mean_return_pct,50.0,45.8,4.200000000000003,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,pattern_checked_act,1.0,0.8,0.19999999999999996,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,pattern_checked_no_act,0.0,0.06,0.06,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,pattern_unchecked_act,0.0,0.08,0.08,50,50
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,pattern_unchecked_no_act,0.0,0.06,0.06,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,check_rate,1.0,0.78,0.21999999999999997,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,act_rate,1.0,0.88,0.12,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,mean_return_pct,54.0,37.08,16.92,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,pattern_checked_act,1.0,0.72,0.28,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,pattern_checked_no_act,0.0,0.06,0.06,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,pattern_unchecked_act,0.0,0.16,0.16,50,50
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,pattern_unchecked_no_act,0.0,0.06,0.06,50,50
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,mean_send_if_act,7.26,6.46,0.7999999999999998,50,50
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,mean_send_if_no_act,3.0,3.36,0.3599999999999999,50,50
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,mean_action_premium,4.26,3.1,1.1599999999999997,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_send_if_act_without_check,7.56,6.92,0.6399999999999997,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_send_if_act_after_check,8.6,6.58,2.0199999999999996,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_send_if_no_act_without_check,2.42,2.7,0.28000000000000025,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_send_if_no_act_after_check,1.42,2.1,0.6800000000000002,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_action_premium_without_check,5.14,4.22,0.9199999999999999,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_action_premium_after_check,7.18,4.48,2.6999999999999993,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_process_premium_if_act,-1.04,0.34,1.3800000000000001,50,50
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,mean_process_premium_if_no_act,1.0,0.6,0.4,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,check_rate,1.0,0.82,0.18000000000000005,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,act_rate,1.0,0.26,0.74,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,mean_return_pct,51.8,41.4,10.399999999999999,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,pattern_checked_act,1.0,0.24,0.76,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,pattern_checked_no_act,0.0,0.58,0.58,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,pattern_unchecked_act,0.0,0.02,0.02,50,50
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,pattern_unchecked_no_act,0.0,0.16,0.16,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,check_rate,1.0,0.7,0.30000000000000004,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,act_rate,1.0,0.36,0.64,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,mean_return_pct,54.4,35.36,19.04,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,pattern_checked_act,1.0,0.32,0.6799999999999999,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,pattern_checked_no_act,0.0,0.38,0.38,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,pattern_unchecked_act,0.0,0.04,0.04,50,50
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,pattern_unchecked_no_act,0.0,0.26,0.26,50,50
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,mean_send_if_act,4.66,3.9,0.7600000000000002,50,50
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,mean_send_if_no_act,4.46,5.78,1.3200000000000003,50,50
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,mean_action_premium,0.2,-1.88,2.08,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_send_if_act_without_check,1.78,5.04,3.26,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_send_if_act_after_check,3.4,5.86,2.4600000000000004,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_send_if_no_act_without_check,5.9,5.12,0.7800000000000002,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_send_if_no_act_after_check,7.28,5.06,2.2200000000000006,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_action_premium_without_check,-4.12,-0.08,4.04,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_action_premium_after_check,-3.88,0.8,4.68,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_process_premium_if_act,-1.62,-0.82,0.8000000000000002,50,50
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,mean_process_premium_if_no_act,-1.38,0.06,1.44,50,50
