custom_id,input_token_estimate
chip_bargain__chip2_cohort_06_m7xk99_game_2_alt_profile,2900
chip_bargain__chip2_cohort_06_m8ag8i_game_2_alt_profile,2916
chip_bargain__chip2_cohort_07_m8ag8i_game_2_alt_profile,2931
chip_bargain__chip2_cohort_08_m8ag8i_game_2_alt_profile,2902
chip_bargain__chip2_cohort_09_m8ag8i_game_2_alt_profile,2979
chip_bargain__chip2_cohort_11_m8agmu_game_2_alt_profile,2888
chip_bargain__chip2_cohort_12_m8agmu_game_2_alt_profile,2935
chip_bargain__chip2_cohort_13_m8agmu_game_2_alt_profile,2900
chip_bargain__chip2_cohort_14_m8agmu_game_2_alt_profile,2928
chip_bargain__chip2_cohort_15_m8agmu_game_2_alt_profile,3018
chip_bargain__chip2_cohort_16_m8agzl_game_2_alt_profile,2922
chip_bargain__chip2_cohort_17_m8agzl_game_2_alt_profile,2925
chip_bargain__chip2_cohort_18_m8agzl_game_2_alt_profile,2894
chip_bargain__chip2_cohort_19_m8agzl_game_2_alt_profile,2873
chip_bargain__chip2_cohort_20_m8agzl_game_2_alt_profile,2933
chip_bargain__chip3_cohort_01_m8aiq8_game_1,2954
chip_bargain__chip3_cohort_02_m8aiq8_game_1,2985
chip_bargain__chip3_cohort_03_m8aiq8_game_1,2924
chip_bargain__chip3_cohort_04_m8aiq8_game_1,2955
chip_bargain__chip3_cohort_05_m8aiq8_game_1,2924
chip_bargain__chip3_cohort_06_m8ak4g_game_1,2930
chip_bargain__chip3_cohort_07_m8ak4j_game_1,2965
chip_bargain__chip3_g11_m5wp7b_game_1,2946
chip_bargain__chip3_g12_m5wp8p_game_1,2974
chip_bargain__chip3_g13_m5wp8q_game_1,2927
chip_bargain__chip3_g15_m5wp8s_game_1,2992
chip_bargain__chip3_g16_m5wp8t_game_1,2967
chip_bargain__chip3_g17_m5wp8w_game_1,2937
chip_bargain__chip3_g18_m5wq8i_game_1,2963
chip_bargain__chip3_g19_m5wq90_game_1,2974
chip_bargain__chip3_g1_m5wp46_game_1,2915
chip_bargain__chip3_g20_m5wq93_game_1,2946
chip_bargain__chip3_g2_m5wp6p_game_1,2923
chip_bargain__chip3_g3_m5wp6q_game_1,3004
chip_bargain__chip3_g5_m5wp6r_game_1,2961
chip_bargain__chip3_g6_m5wp77_game_1,2952
chip_bargain__chip3_g7_m5wp78_game_1,2994
chip_bargain__chip3_g8_m5wp79_game_1,2943
chip_bargain__chip3_g9_m5wp79_game_1,2991
chip_bargain__chip3_cohort_01_m8aiq8_game_2_alt_profile,2957
chip_bargain__chip3_cohort_02_m8aiq8_game_2_alt_profile,2989
chip_bargain__chip3_cohort_03_m8aiq8_game_2_alt_profile,2926
chip_bargain__chip3_cohort_04_m8aiq8_game_2_alt_profile,2960
chip_bargain__chip3_cohort_05_m8aiq8_game_2_alt_profile,2927
chip_bargain__chip3_cohort_06_m8ak4g_game_2_alt_profile,2933
chip_bargain__chip3_cohort_07_m8ak4j_game_2_alt_profile,2968
chip_bargain__chip3_g11_m5wp7b_game_2_alt_profile,2949
chip_bargain__chip3_g12_m5wp8p_game_2_alt_profile,2977
chip_bargain__chip3_g13_m5wp8q_game_2_alt_profile,2930
chip_bargain__chip3_g15_m5wp8s_game_2_alt_profile,2995
chip_bargain__chip3_g16_m5wp8t_game_2_alt_profile,2970
chip_bargain__chip3_g17_m5wp8w_game_2_alt_profile,2940
chip_bargain__chip3_g18_m5wq8i_game_2_alt_profile,2966
chip_bargain__chip3_g19_m5wq90_game_2_alt_profile,2977
chip_bargain__chip3_g1_m5wp46_game_2_alt_profile,2918
chip_bargain__chip3_g20_m5wq93_game_2_alt_profile,2949
chip_bargain__chip3_g2_m5wp6p_game_2_alt_profile,2926
chip_bargain__chip3_g3_m5wp6q_game_2_alt_profile,3007
chip_bargain__chip3_g5_m5wp6r_game_2_alt_profile,2964
chip_bargain__chip3_g6_m5wp77_game_2_alt_profile,2955
chip_bargain__chip3_g7_m5wp78_game_2_alt_profile,2997
chip_bargain__chip3_g8_m5wp79_game_2_alt_profile,2946
chip_bargain__chip3_g9_m5wp79_game_2_alt_profile,2994
chip_bargain__chip4_cohort_01_m7xkoz_game_1,3074
chip_bargain__chip4_cohort_01_m898xg_game_1,3008
chip_bargain__chip4_cohort_01_m8aboy_game_1,3015
chip_bargain__chip4_cohort_02_m7xl5i_game_1,2985
chip_bargain__chip4_cohort_02_m89542_game_1,3006
chip_bargain__chip4_cohort_02_m898xg_game_1,3001
chip_bargain__chip4_cohort_02_m8aboy_game_1,3013
chip_bargain__chip4_cohort_03_m7xld5_game_1,3022
chip_bargain__chip4_cohort_03_m898xg_game_1,2970
chip_bargain__chip4_cohort_03_m8aboy_game_1,3028
chip_bargain__chip4_cohort_04_m7xlmc_game_1,2975
chip_bargain__chip4_cohort_04_m89542_game_1,3006
chip_bargain__chip4_cohort_04_m8aboy_game_1,3003
chip_bargain__chip4_cohort_05_m7xlsd_game_1,3036
chip_bargain__chip4_cohort_05_m89542_game_1,2959
chip_bargain__chip4_cohort_05_m898xg_game_1,2967
chip_bargain__chip4_cohort_05_m8aboy_game_1,3045
chip_bargain__chip4_cohort_06_m895x2_game_1,2983
chip_bargain__chip4_cohort_06_m89b9z_game_1,3028
chip_bargain__chip4_cohort_06_m8acrp_game_1,2995
chip_bargain__chip4_cohort_07_m896vn_game_1,3009
chip_bargain__chip4_cohort_07_m8ad4g_game_1,2968
chip_bargain__chip4_cohort_08_m7xm7k_game_1,3006
chip_bargain__chip4_cohort_08_m8ad5n_game_1,3026
chip_bargain__chip4_cohort_01_m7xkoz_game_2_alt_profile,3077
chip_bargain__chip4_cohort_01_m898xg_game_2_alt_profile,3011
chip_bargain__chip4_cohort_01_m8aboy_game_2_alt_profile,3018
chip_bargain__chip4_cohort_02_m7xl5i_game_2_alt_profile,2989
chip_bargain__chip4_cohort_02_m89542_game_2_alt_profile,3009
chip_bargain__chip4_cohort_02_m898xg_game_2_alt_profile,3004
chip_bargain__chip4_cohort_02_m8aboy_game_2_alt_profile,3016
chip_bargain__chip4_cohort_03_m7xld5_game_2_alt_profile,3028
chip_bargain__chip4_cohort_03_m898xg_game_2_alt_profile,2973
chip_bargain__chip4_cohort_03_m8aboy_game_2_alt_profile,3031
chip_bargain__chip4_cohort_04_m7xlmc_game_2_alt_profile,2978
chip_bargain__chip4_cohort_04_m89542_game_2_alt_profile,3009
chip_bargain__chip4_cohort_04_m8aboy_game_2_alt_profile,3006
chip_bargain__chip4_cohort_05_m7xlsd_game_2_alt_profile,3039
chip_bargain__chip4_cohort_05_m89542_game_2_alt_profile,2962
chip_bargain__chip4_cohort_05_m898xg_game_2_alt_profile,2970
chip_bargain__chip4_cohort_05_m8aboy_game_2_alt_profile,3048
chip_bargain__chip4_cohort_06_m895x2_game_2_alt_profile,2985
chip_bargain__chip4_cohort_06_m89b9z_game_2_alt_profile,3030
chip_bargain__chip4_cohort_06_m8acrp_game_2_alt_profile,2998
chip_bargain__chip4_cohort_07_m896vn_game_2_alt_profile,3013
chip_bargain__chip4_cohort_07_m8ad4g_game_2_alt_profile,2970
chip_bargain__chip4_cohort_08_m7xm7k_game_2_alt_profile,3010
chip_bargain__chip4_cohort_08_m8ad5n_game_2_alt_profile,3028
