custom_id,input_token_estimate
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0027,37642
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0028,37843
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0029,37788
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0030,37843
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0031,37844
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0032,37789
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0033,37843
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0034,37789
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0035,37792
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0036,37789
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0037,37790
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0038,37844
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0039,37791
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0040,37844
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0041,37845
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0042,37791
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0043,37794
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0044,37842
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0045,37842
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0046,37843
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0047,37789
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0048,37789
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0049,37790
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0050,37643
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0051,37792
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0052,37791
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0053,37788
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0054,37789
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0055,37791
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0056,37792
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0057,37844
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0058,37841
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0059,37843
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0060,37842
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0061,37788
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0062,37842
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0063,37642
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_non_social_econ_only__s0064,37844
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0001,24698
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0002,24698
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0003,24550
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0004,24750
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0005,24698
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0006,24698
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0007,24697
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0008,24697
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0009,24696
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0010,24697
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0011,24697
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0012,24698
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0013,24698
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0014,24699
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0015,24698
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0016,24751
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0017,24698
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0018,24698
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0019,24698
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0020,24751
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0021,24751
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0022,24752
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0023,24549
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0024,24700
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0025,24751
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0026,24696
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0027,24549
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0028,24751
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0029,24695
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0030,24751
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0031,24751
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0032,24696
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0033,24751
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0034,24696
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0035,24699
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0036,24697
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0037,24697
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0038,24752
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0039,24698
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0040,24751
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0041,24752
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0042,24698
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0043,24701
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0044,24749
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0045,24749
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0046,24750
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0047,24697
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0048,24697
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0049,24698
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0050,24550
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0051,24699
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0052,24698
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0053,24696
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0054,24696
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0055,24698
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0056,24700
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0057,24751
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0058,24749
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0059,24750
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0060,24749
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0061,24696
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0062,24749
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0063,24549
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_non_social_econ_only__s0064,24751
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0001,586
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0002,586
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0003,438
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0004,638
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0005,586
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0006,586
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0007,585
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0008,585
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0009,583
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0010,585
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0011,584
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0012,586
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0013,586
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0014,587
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0015,585
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0016,639
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0017,586
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0018,585
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0019,586
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0020,639
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0021,639
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0022,640
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0023,437
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0024,587
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0025,639
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0026,584
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0027,437
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0028,638
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0029,583
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0030,638
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0031,639
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0032,584
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0033,638
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0034,584
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0035,587
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0036,584
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0037,585
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0038,639
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0039,586
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0040,639
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0041,640
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0042,586
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0043,589
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0044,637
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0045,637
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0046,638
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0047,584
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0048,584
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0049,585
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0050,438
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0051,587
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0052,586
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0053,583
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0054,584
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0055,586
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0056,587
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0057,639
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0058,636
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0059,638
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0060,637
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0061,583
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0062,637
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0063,437
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_non_social_econ_only__s0064,639
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0001,36244
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0002,36244
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0003,36095
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0004,36295
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0005,36243
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0006,36243
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0007,36243
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0008,36243
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0009,36241
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0010,36243
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0011,36242
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0012,36244
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0013,36244
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0014,36245
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0015,36243
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0016,36296
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0017,36243
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0018,36243
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0019,36243
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0020,36297
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0021,36297
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0022,36297
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0023,36094
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0024,36245
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0025,36296
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0026,36241
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0027,36095
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0028,36296
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0029,36240
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0030,36296
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0031,36297
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0032,36241
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0033,36296
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0034,36242
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0035,36245
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0036,36242
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0037,36242
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0038,36297
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0039,36243
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0040,36296
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0041,36298
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0042,36243
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0043,36247
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0044,36294
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0045,36295
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0046,36295
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0047,36242
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0048,36242
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0049,36243
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0050,36095
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0051,36244
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0052,36243
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0053,36241
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0054,36242
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0055,36244
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0056,36245
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0057,36297
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0058,36294
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0059,36295
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0060,36295
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0061,36241
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0062,36295
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0063,36095
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_non_social_econ_only__s0064,36296
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0001,2141
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0002,2141
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0003,1992
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0004,2192
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0005,2140
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0006,2140
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0007,2140
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0008,2140
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0009,2138
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0010,2140
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0011,2139
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0012,2141
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0013,2141
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0014,2142
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0015,2140
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0016,2193
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0017,2140
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0018,2140
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0019,2140
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0020,2194
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0021,2194
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0022,2194
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0023,1991
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0024,2142
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0025,2193
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0026,2138
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0027,1992
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0028,2193
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0029,2137
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0030,2193
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0031,2194
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0032,2138
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0033,2193
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0034,2139
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0035,2142
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0036,2139
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0037,2139
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0038,2194
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0039,2140
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0040,2193
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0041,2195
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0042,2140
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0043,2144
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0044,2191
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0045,2192
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0046,2192
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0047,2139
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0048,2139
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0049,2140
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0050,1992
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0051,2141
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0052,2140
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0053,2138
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0054,2139
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_non_social_econ_only__s0055,2141
