treatment_name,experiment_code,role,visibility,schema_type,generated_n,human_n,metric,distance_kind,score
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,send_if_act_without_check,wasserstein_1d,3.5000000000000004
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,send_if_act_after_check,wasserstein_1d,3.1599999999999997
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,send_if_no_act_without_check,wasserstein_1d,3.0999999999999996
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,send_if_no_act_after_check,wasserstein_1d,3.16
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,mean_send_field_distance,mean_wasserstein_1d,3.23
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,action_premium_without_check,wasserstein_1d,5.48
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,action_premium_after_check,wasserstein_1d,5.279999999999999
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,5.38
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,process_premium_if_act,wasserstein_1d,1.3400000000000003
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,process_premium_if_no_act,wasserstein_1d,1.2600000000000002
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,mean_process_premium_distance,mean_wasserstein_1d,1.3000000000000003
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,50,50,return_pct,wasserstein_1d,14.219999999999999
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,50,50,joint_pattern_distribution,total_variation,0.78
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,50,50,return_pct,wasserstein_1d,10.700000000000001
E3A_ROLE_A_OBSERVABLE,E3A,A,observable,role_a_time,50,50,joint_pattern_distribution,total_variation,0.6799999999999999
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,50,50,send_if_act,wasserstein_1d,2.84
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,50,50,send_if_no_act,wasserstein_1d,3.08
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,50,50,mean_send_field_distance,mean_wasserstein_1d,2.96
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,50,50,action_premium,wasserstein_1d,3.4400000000000004
E3B_ROLE_B_HIDDEN,E3B,B,hidden,role_b_hidden_time,50,50,mean_action_premium_distance,mean_wasserstein_1d,3.4400000000000004
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,send_if_act_fast,wasserstein_1d,3.58
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,send_if_no_act_fast,wasserstein_1d,2.9
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,send_if_act_slow,wasserstein_1d,3.28
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,send_if_no_act_slow,wasserstein_1d,2.06
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,mean_send_field_distance,mean_wasserstein_1d,2.955
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,action_premium_fast,wasserstein_1d,5.24
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,action_premium_slow,wasserstein_1d,3.4200000000000004
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,mean_action_premium_distance,mean_wasserstein_1d,4.33
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,process_premium_if_act,wasserstein_1d,1.9000000000000001
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,process_premium_if_no_act,wasserstein_1d,1.2000000000000002
E3B_ROLE_B_OBSERVABLE,E3B,B,observable,role_b_observable_time,50,50,mean_process_premium_distance,mean_wasserstein_1d,1.5500000000000003
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,50,50,return_pct,wasserstein_1d,7.040000000000002
E4_ROLE_A_HIDDEN,E4,A,hidden,role_a_check,50,50,joint_pattern_distribution,total_variation,0.07999999999999997
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,50,50,return_pct,wasserstein_1d,13.920000000000002
E4_ROLE_A_OBSERVABLE,E4,A,observable,role_a_check,50,50,joint_pattern_distribution,total_variation,0.16000000000000003
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,50,50,send_if_act,wasserstein_1d,2.4400000000000004
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,50,50,send_if_no_act,wasserstein_1d,2.4000000000000004
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.4200000000000004
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,50,50,action_premium,wasserstein_1d,2.4400000000000004
E4_ROLE_B_HIDDEN,E4,B,hidden,role_b_hidden_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,2.4400000000000004
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,send_if_act_without_check,wasserstein_1d,2.16
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,send_if_act_after_check,wasserstein_1d,2.2199999999999998
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,send_if_no_act_without_check,wasserstein_1d,2.48
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,send_if_no_act_after_check,wasserstein_1d,1.94
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.1999999999999997
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,action_premium_without_check,wasserstein_1d,2.92
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,action_premium_after_check,wasserstein_1d,3.08
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,3.0
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,process_premium_if_act,wasserstein_1d,1.62
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,process_premium_if_no_act,wasserstein_1d,2.54
E4_ROLE_B_OBSERVABLE,E4,B,observable,role_b_observable_check,50,50,mean_process_premium_distance,mean_wasserstein_1d,2.08
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,50,50,return_pct,wasserstein_1d,13.120000000000003
E5_ROLE_A_HIDDEN,E5,A,hidden,role_a_check,50,50,joint_pattern_distribution,total_variation,0.74
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,50,50,return_pct,wasserstein_1d,16.68
E5_ROLE_A_OBSERVABLE,E5,A,observable,role_a_check,50,50,joint_pattern_distribution,total_variation,0.64
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,50,50,send_if_act,wasserstein_1d,3.42
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,50,50,send_if_no_act,wasserstein_1d,3.4000000000000004
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,50,50,mean_send_field_distance,mean_wasserstein_1d,3.41
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,50,50,action_premium,wasserstein_1d,4.9
E5_ROLE_B_HIDDEN,E5,B,hidden,role_b_hidden_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,4.9
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,send_if_act_without_check,wasserstein_1d,2.64
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,send_if_act_after_check,wasserstein_1d,2.7800000000000002
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,send_if_no_act_without_check,wasserstein_1d,2.56
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,send_if_no_act_after_check,wasserstein_1d,1.5399999999999998
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.38
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,action_premium_without_check,wasserstein_1d,3.72
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,action_premium_after_check,wasserstein_1d,3.2800000000000002
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,3.5
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,process_premium_if_act,wasserstein_1d,1.22
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,process_premium_if_no_act,wasserstein_1d,1.62
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,mean_process_premium_distance,mean_wasserstein_1d,1.42
