treatment_name,score,model_name,metric_family,metric,metric_label
VALIDATION_5_T,0.06035353535353537,gpt-5-mini demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_6_C,0.43201789529914536,gpt-5-mini demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_6_T,0.27248036294691225,gpt-5-mini demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_7_C,0.6256285341452805,gpt-5-mini demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_7_T,0.1775990969009061,gpt-5-mini demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_8_C,0.18159722222222222,gpt-5-mini demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_8_T,0.14356060606060606,gpt-5-mini demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_9_C,0.23289562289562288,gpt-5-mini demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_9_T,0.15530030463363798,gpt-5-mini demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_0_C,0.12916666666666665,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_0_T,0.03914565826330532,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_10_C,0.18916666666666668,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_10_T,0.13055555555555554,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_11_C,0.15972794566544568,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_11_T,0.1023920523920524,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_12_C,0.24736952861952866,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_12_T,0.03224206349206348,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_13_C,0.3604346033868092,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_13_T,0.39095935722773956,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_14_C,0.18432525178687462,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_14_T,0.2974039739500266,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_15_C,0.05855810855810856,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_15_T,0.07090964590964592,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_16_C,0.2338333333333333,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_16_T,0.03471153846153847,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_17_C,0.3140673653831549,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_17_T,0.18668719259517447,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_18_C,0.11050724637681159,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_18_T,0.049003623188405794,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_19_C,0.1645336990595611,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_19_T,0.2917758620689655,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_1_C,0.41054687500000003,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_1_T,0.11453993055555556,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_2_C,0.06125,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_2_T,0.04352272727272728,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_3_C,0.10371557454890788,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_3_T,0.24398611111111113,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_4_C,0.0544642857142857,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_4_T,0.07142857142857142,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_5_C,0.023148148148148147,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_5_T,0.024116161616161612,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_6_C,0.34612045940170943,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_6_T,0.14505213976164677,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_7_C,0.3929251848629839,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_7_T,0.1638271670763447,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_8_C,0.09895833333333333,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_8_T,0.06780303030303031,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_9_C,0.11637710437710437,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_9_T,0.08773053284164398,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_0_C,0.08583333333333333,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_0_T,0.024194677871148457,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_10_C,0.16055555555555556,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_10_T,0.07249999999999998,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_11_C,0.139535637973138,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_11_T,0.16020923520923522,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_12_C,0.0899621212121212,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_12_T,0.04646164021164022,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_13_C,0.30687210338680926,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_13_T,0.2781919775485952,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_14_C,0.16637934535412607,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_14_T,0.19727239500265814,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_15_C,0.08802863802863804,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_15_T,0.0625593542260209,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_16_C,0.4045,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_16_T,0.038878205128205126,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_17_C,0.1165660363028784,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_17_T,0.19345410988840755,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_18_C,0.13496376811594202,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_18_T,0.05172101449275362,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_19_C,0.0747335423197492,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_19_T,0.19858620689655168,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_1_C,0.44388020833333336,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_1_T,0.1209201388888889,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_2_C,0.06250000000000001,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_2_T,0.06613636363636365,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_3_C,0.08284662867996202,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_3_T,0.2932489316239316,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_4_C,0.07083333333333333,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_4_T,0.08333333333333333,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_5_C,0.08796296296296295,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_5_T,0.0731060606060606,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_6_C,0.35952190170940174,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_6_T,0.2624258531960997,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_7_C,0.48503044802087864,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_7_T,0.19053769339213417,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_8_C,0.07534722222222223,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_8_T,0.05946969696969697,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_9_C,0.09898989898989899,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_9_T,0.12086558708780931,gpt-5-mini twin unadj,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_0_C,0.11583333333333334,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_0_T,0.09886788048552755,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_10_C,0.11361111111111111,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_10_T,0.16388888888888892,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_11_C,0.11902281746031747,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_11_T,0.40837773337773337,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_12_C,0.28209175084175087,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_12_T,0.09970238095238095,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_13_C,0.13189661319073084,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_13_T,0.1990810149817503,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_14_C,0.19631355588044186,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_14_T,0.20433379851143008,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_15_C,0.04124209124209126,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_15_T,0.06517094017094016,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_16_C,0.4325,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_16_T,0.0694551282051282,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_17_C,0.30198602567023625,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_17_T,0.32083160439730674,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_18_C,0.11775362318840579,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_18_T,0.15643115942028984,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_19_C,0.06522335423197492,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_19_T,0.21009482758620687,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_1_C,0.4002604166666666,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_1_T,0.16089409722222223,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_2_C,0.11027777777777778,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_2_T,0.07488636363636363,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_3_C,0.23466286799620129,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_3_T,0.05024465811965812,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_4_C,0.10208333333333332,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_4_T,0.14484126984126983,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_5_C,0.21296296296296297,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_5_T,0.3018939393939394,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_6_C,0.3691172542735043,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_6_T,0.11831527627302274,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_7_C,0.5078773379730317,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_7_T,0.047905289064006165,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_8_C,0.15659722222222222,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_8_T,0.19090909090909092,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_9_C,0.07790909090909091,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_9_T,0.09914467425578537,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_0_C,0.037500000000000006,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_0_T,0.11414565826330533,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_10_C,0.1211111111111111,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_10_T,0.1338888888888889,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_11_C,0.15237904456654455,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_11_T,0.3863997113997114,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_12_C,0.2543139730639731,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_12_T,0.08581349206349206,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_13_C,0.24656573083778968,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_13_T,0.2877842235379,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_14_C,0.29624045646523717,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_14_T,0.2808250265816055,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_15_C,0.031085581085581064,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_15_T,0.039441731108397785,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_16_C,0.34983333333333333,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_16_T,0.06137820512820512,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_17_C,0.1112683223209539,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_17_T,0.06574023358617294,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_18_C,0.16349637681159418,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_18_T,0.11041666666666666,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_19_C,0.047276645768025094,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_19_T,0.26005172413793104,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_1_C,0.33554687499999997,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_1_T,0.18628472222222223,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_2_C,0.12111111111111111,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_2_T,0.08227272727272728,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_3_C,0.16724833808167142,gpt-5.1 demo-only,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
