metric_family,metric,metric_label,draw_index,score
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,54,0.26639316200585234
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,55,0.2675985333031984
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,56,0.26450391353356595
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,57,0.2670407696613794
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,58,0.2652066239902636
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,59,0.2679005568953407
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,60,0.2694441659566635
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,61,0.26563720527494794
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,62,0.2694840002223164
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,63,0.26202087666321694
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,64,0.265892643284667
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,65,0.2628043207020586
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,66,0.2681593306790898
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,67,0.2642598118146429
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,68,0.26723338798075646
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,69,0.2687514583494189
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,70,0.26324501641735476
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,71,0.2680001544780223
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,72,0.2652690912862905
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,73,0.26902605231321564
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,74,0.266593368516942
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,75,0.2689800496356842
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,76,0.2704390427072508
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,77,0.26442929816053434
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,78,0.26635445679199105
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,79,0.26767704369574996
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,80,0.265604624588654
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,81,0.2634451233354257
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,82,0.26639801598920265
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,83,0.2631945448480117
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,84,0.2704595552598901
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,85,0.26279225304288534
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,86,0.2641331008946657
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,87,0.2653226906072198
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,88,0.2669321114769757
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,89,0.26735254654482066
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,90,0.26224945687248863
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,91,0.2644778792007717
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,92,0.27348181171166086
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,93,0.26735306838041695
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,94,0.26884818569603935
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,95,0.2680214475995585
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,96,0.2680945247782732
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,97,0.2664679765457087
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,98,0.26681286526927506
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,99,0.26866031471251495
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,100,0.2647154013648099
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,101,0.2695559808617809
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,102,0.26642050986541077
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,103,0.2681209025923085
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,104,0.26749784141674826
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,105,0.2640483235373905
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,106,0.26247706254188646
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,107,0.26418481832129087
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,108,0.26595477411290963
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,109,0.2739320244225963
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,110,0.26776880903075323
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,111,0.27052983028797517
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,112,0.267849473061031
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,113,0.26917400406114195
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,114,0.2671913942413857
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,115,0.26439331323349996
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,116,0.26463388887156525
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,117,0.2654439092405986
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,118,0.26640908922906414
player_within_config_wd,player_mean_contribution_rate,Player mean contrib,119,0.27145381814939107
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,0,0.30824682623322647
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,1,0.3067773345034906
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,2,0.3091864786711803
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,3,0.3024426351943701
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,4,0.30791944202081234
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,5,0.3089097947447885
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,6,0.3091942505306601
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,7,0.30654646650450124
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,8,0.30397888977993665
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,9,0.3026178411400687
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,10,0.3085541782992379
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,11,0.3067268605788802
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,12,0.31159384181610317
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,13,0.3075923937861572
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,14,0.3066400588568113
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,15,0.304777828854872
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,16,0.30429902638840955
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,17,0.3051299960561806
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,18,0.3050666466615701
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,19,0.3069952043956733
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,20,0.307491992346517
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,21,0.305202758139853
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,22,0.3028711104046281
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,23,0.3053084444277784
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,24,0.3083779330878567
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,25,0.3102657785788211
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,26,0.3080359892804032
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,27,0.30532888141917586
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,28,0.3055166208309668
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,29,0.30801597365344463
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,30,0.30062234823806994
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,31,0.30888584939498803
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,32,0.3046071114239651
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,33,0.3035925353324043
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,34,0.30376429824657347
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,35,0.30579665177558246
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,36,0.30368819852093054
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,37,0.30473633451274623
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,38,0.30748818369901265
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,39,0.3024141237525834
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,40,0.3067274113567845
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,41,0.3060064802829653
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,42,0.30397587112640606
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,43,0.3078928393484297
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,44,0.3024064828302892
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,45,0.3071221521733161
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,46,0.3059032794122599
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,47,0.30655596837532123
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,48,0.30472893317884286
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,49,0.30546061022884824
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,50,0.3034179894372433
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,51,0.3059063685696654
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,52,0.3065029257916236
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,53,0.3067689911575971
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,54,0.3047626108468408
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,55,0.30411495966915847
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,56,0.30207531222812456
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,57,0.30537459811075013
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,58,0.303859308586438
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,59,0.30680799435044886
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,60,0.3082504182874484
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,61,0.3054537953921531
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,62,0.3065074697532067
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,63,0.2991210410444309
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,64,0.30615297399118724
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,65,0.302805559199706
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,66,0.3061961990670313
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,67,0.3048148668656593
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,68,0.3068449186565757
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,69,0.3078555157086528
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,70,0.3020700756898987
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,71,0.30697785009249656
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,72,0.30586392927901523
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,73,0.3064872758540604
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,74,0.30592729152808446
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,75,0.3087649066413384
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,76,0.3093605996408527
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,77,0.30429009639162563
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,78,0.30774839654859437
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,79,0.3050054393654943
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,80,0.3040187488968501
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,81,0.3040848028082957
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,82,0.30620266336158414
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,83,0.3022318104982176
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,84,0.30676237622188607
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,85,0.30039336566662644
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,86,0.3023364316325045
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,87,0.30648697663021657
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,88,0.3066507778877253
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,89,0.30669906368563526
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,90,0.3045044445449057
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,91,0.30393670623625624
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,92,0.3104786052923543
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,93,0.30685911586470277
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,94,0.3083501014139688
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,95,0.3050972011728434
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,96,0.3058691938319943
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,97,0.30400528821314593
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,98,0.307800896910928
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,99,0.3065506291837276
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,100,0.3044083448076062
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,101,0.3095281088441384
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,102,0.30256078568011546
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,103,0.30715056881550085
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,104,0.3046206031359281
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,105,0.3015074975461022
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,106,0.3047397545607886
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,107,0.30342049343956723
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,108,0.30533400848707937
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,109,0.30907286003238327
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,110,0.30587312541750455
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,111,0.30789805279291127
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,112,0.3074452636072353
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,113,0.3080626538157842
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,114,0.3051898095933484
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,115,0.30465846555999276
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,116,0.3058687450755909
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,117,0.3041018525593736
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,118,0.3050609574030941
player_within_config_wd,player_mean_normalized_payoff,Player mean payoff,119,0.3072100834824393
round_within_config_wd,round_normalized_efficiency,Round eff,0,0.31554453808229327
round_within_config_wd,round_normalized_efficiency,Round eff,1,0.3160621380440502
round_within_config_wd,round_normalized_efficiency,Round eff,2,0.31612644745962754
round_within_config_wd,round_normalized_efficiency,Round eff,3,0.31396222786638095
round_within_config_wd,round_normalized_efficiency,Round eff,4,0.3146979327081479
round_within_config_wd,round_normalized_efficiency,Round eff,5,0.3165523220305764
round_within_config_wd,round_normalized_efficiency,Round eff,6,0.3146925098747733
round_within_config_wd,round_normalized_efficiency,Round eff,7,0.31611692103178035
round_within_config_wd,round_normalized_efficiency,Round eff,8,0.30978926480335256
round_within_config_wd,round_normalized_efficiency,Round eff,9,0.31044462979929144
round_within_config_wd,round_normalized_efficiency,Round eff,10,0.31608377496829465
round_within_config_wd,round_normalized_efficiency,Round eff,11,0.3152370091035462
round_within_config_wd,round_normalized_efficiency,Round eff,12,0.3173717297124047
round_within_config_wd,round_normalized_efficiency,Round eff,13,0.3160865196782889
round_within_config_wd,round_normalized_efficiency,Round eff,14,0.3163064942281466
round_within_config_wd,round_normalized_efficiency,Round eff,15,0.31524429720345876
round_within_config_wd,round_normalized_efficiency,Round eff,16,0.31573411671178825
round_within_config_wd,round_normalized_efficiency,Round eff,17,0.3150678446748397
round_within_config_wd,round_normalized_efficiency,Round eff,18,0.31559292718900517
round_within_config_wd,round_normalized_efficiency,Round eff,19,0.31748499659538015
round_within_config_wd,round_normalized_efficiency,Round eff,20,0.3137457091382826
round_within_config_wd,round_normalized_efficiency,Round eff,21,0.31413644850915556
round_within_config_wd,round_normalized_efficiency,Round eff,22,0.3109459381550564
round_within_config_wd,round_normalized_efficiency,Round eff,23,0.3142862748011326
round_within_config_wd,round_normalized_efficiency,Round eff,24,0.3195108224811861
round_within_config_wd,round_normalized_efficiency,Round eff,25,0.3187526091426246
round_within_config_wd,round_normalized_efficiency,Round eff,26,0.31694460534524416
round_within_config_wd,round_normalized_efficiency,Round eff,27,0.3170671548751568
round_within_config_wd,round_normalized_efficiency,Round eff,28,0.31514975670420114
round_within_config_wd,round_normalized_efficiency,Round eff,29,0.3173966635970651
round_within_config_wd,round_normalized_efficiency,Round eff,30,0.31305068102970274
round_within_config_wd,round_normalized_efficiency,Round eff,31,0.31754577816724305
round_within_config_wd,round_normalized_efficiency,Round eff,32,0.312847588949856
round_within_config_wd,round_normalized_efficiency,Round eff,33,0.3119513188808562
round_within_config_wd,round_normalized_efficiency,Round eff,34,0.31437822093070034
round_within_config_wd,round_normalized_efficiency,Round eff,35,0.31418203928016614
round_within_config_wd,round_normalized_efficiency,Round eff,36,0.31383148880614065
round_within_config_wd,round_normalized_efficiency,Round eff,37,0.3170441783648846
round_within_config_wd,round_normalized_efficiency,Round eff,38,0.31775484498989026
round_within_config_wd,round_normalized_efficiency,Round eff,39,0.31422005172923984
round_within_config_wd,round_normalized_efficiency,Round eff,40,0.31746575922246045
round_within_config_wd,round_normalized_efficiency,Round eff,41,0.3137968568749931
round_within_config_wd,round_normalized_efficiency,Round eff,42,0.31382545535290707
round_within_config_wd,round_normalized_efficiency,Round eff,43,0.3160019353955329
round_within_config_wd,round_normalized_efficiency,Round eff,44,0.30997919567737986
round_within_config_wd,round_normalized_efficiency,Round eff,45,0.3195037298952532
round_within_config_wd,round_normalized_efficiency,Round eff,46,0.31450677928987425
round_within_config_wd,round_normalized_efficiency,Round eff,47,0.3138474607412154
round_within_config_wd,round_normalized_efficiency,Round eff,48,0.3137052063226412
round_within_config_wd,round_normalized_efficiency,Round eff,49,0.3153406536241968
round_within_config_wd,round_normalized_efficiency,Round eff,50,0.3137872037583608
round_within_config_wd,round_normalized_efficiency,Round eff,51,0.31391320913925735
round_within_config_wd,round_normalized_efficiency,Round eff,52,0.313703076786795
round_within_config_wd,round_normalized_efficiency,Round eff,53,0.31442548068474013
round_within_config_wd,round_normalized_efficiency,Round eff,54,0.31683606278051124
round_within_config_wd,round_normalized_efficiency,Round eff,55,0.31300055970407187
round_within_config_wd,round_normalized_efficiency,Round eff,56,0.3105666769779406
round_within_config_wd,round_normalized_efficiency,Round eff,57,0.31465799098381175
round_within_config_wd,round_normalized_efficiency,Round eff,58,0.31370386418818363
round_within_config_wd,round_normalized_efficiency,Round eff,59,0.31456798169611944
round_within_config_wd,round_normalized_efficiency,Round eff,60,0.3175012687264679
round_within_config_wd,round_normalized_efficiency,Round eff,61,0.31565353211737385
round_within_config_wd,round_normalized_efficiency,Round eff,62,0.3171455072710284
round_within_config_wd,round_normalized_efficiency,Round eff,63,0.3090813348577677
round_within_config_wd,round_normalized_efficiency,Round eff,64,0.31399409617935214
round_within_config_wd,round_normalized_efficiency,Round eff,65,0.3134661799360123
round_within_config_wd,round_normalized_efficiency,Round eff,66,0.3146923722937454
round_within_config_wd,round_normalized_efficiency,Round eff,67,0.3144674202510137
round_within_config_wd,round_normalized_efficiency,Round eff,68,0.31360090456102235
round_within_config_wd,round_normalized_efficiency,Round eff,69,0.31512615708607583
round_within_config_wd,round_normalized_efficiency,Round eff,70,0.31059057573974896
round_within_config_wd,round_normalized_efficiency,Round eff,71,0.3141577027796628
round_within_config_wd,round_normalized_efficiency,Round eff,72,0.31345140841454394
round_within_config_wd,round_normalized_efficiency,Round eff,73,0.3183110577211664
round_within_config_wd,round_normalized_efficiency,Round eff,74,0.3131983438091716
round_within_config_wd,round_normalized_efficiency,Round eff,75,0.3184508916905237
round_within_config_wd,round_normalized_efficiency,Round eff,76,0.3167197374381561
round_within_config_wd,round_normalized_efficiency,Round eff,77,0.31430954108414777
round_within_config_wd,round_normalized_efficiency,Round eff,78,0.31484385645358987
round_within_config_wd,round_normalized_efficiency,Round eff,79,0.3150191920024148
round_within_config_wd,round_normalized_efficiency,Round eff,80,0.3133799150019289
round_within_config_wd,round_normalized_efficiency,Round eff,81,0.31072692870333174
round_within_config_wd,round_normalized_efficiency,Round eff,82,0.3141354199298172
round_within_config_wd,round_normalized_efficiency,Round eff,83,0.3122324744936258
round_within_config_wd,round_normalized_efficiency,Round eff,84,0.3160126874991263
round_within_config_wd,round_normalized_efficiency,Round eff,85,0.3109215302747494
round_within_config_wd,round_normalized_efficiency,Round eff,86,0.3135911337244022
round_within_config_wd,round_normalized_efficiency,Round eff,87,0.31535502454090125
round_within_config_wd,round_normalized_efficiency,Round eff,88,0.320223866483803
round_within_config_wd,round_normalized_efficiency,Round eff,89,0.3167966484005535
round_within_config_wd,round_normalized_efficiency,Round eff,90,0.31377261346542007
round_within_config_wd,round_normalized_efficiency,Round eff,91,0.31422660759812904
round_within_config_wd,round_normalized_efficiency,Round eff,92,0.318369336855016
round_within_config_wd,round_normalized_efficiency,Round eff,93,0.3149838185346084
round_within_config_wd,round_normalized_efficiency,Round eff,94,0.3169726095335378
round_within_config_wd,round_normalized_efficiency,Round eff,95,0.31572782974275515
round_within_config_wd,round_normalized_efficiency,Round eff,96,0.31703486978632284
round_within_config_wd,round_normalized_efficiency,Round eff,97,0.3149056970626348
round_within_config_wd,round_normalized_efficiency,Round eff,98,0.3169290636100233
round_within_config_wd,round_normalized_efficiency,Round eff,99,0.31670390948004307
round_within_config_wd,round_normalized_efficiency,Round eff,100,0.3124440444368616
round_within_config_wd,round_normalized_efficiency,Round eff,101,0.3173797540928757
round_within_config_wd,round_normalized_efficiency,Round eff,102,0.31273887682150314
round_within_config_wd,round_normalized_efficiency,Round eff,103,0.3161077966720041
round_within_config_wd,round_normalized_efficiency,Round eff,104,0.3161792412058365
round_within_config_wd,round_normalized_efficiency,Round eff,105,0.31280899793511285
round_within_config_wd,round_normalized_efficiency,Round eff,106,0.3149979649574731
round_within_config_wd,round_normalized_efficiency,Round eff,107,0.313169926373535
round_within_config_wd,round_normalized_efficiency,Round eff,108,0.31513683743470483
round_within_config_wd,round_normalized_efficiency,Round eff,109,0.3212890993653021
round_within_config_wd,round_normalized_efficiency,Round eff,110,0.317024452238665
round_within_config_wd,round_normalized_efficiency,Round eff,111,0.31773029040337003
round_within_config_wd,round_normalized_efficiency,Round eff,112,0.3154828854938695
round_within_config_wd,round_normalized_efficiency,Round eff,113,0.31773336478601416
round_within_config_wd,round_normalized_efficiency,Round eff,114,0.3152210328307364
round_within_config_wd,round_normalized_efficiency,Round eff,115,0.31435797601509946
round_within_config_wd,round_normalized_efficiency,Round eff,116,0.3137716179766643
round_within_config_wd,round_normalized_efficiency,Round eff,117,0.3120753697081417
