custom_id,input_token_estimate
chip_bargain__chip2_cohort_05_m8aexq_game_2_alt_profile,2218
chip_bargain__chip2_cohort_06_m7xk99_game_2_alt_profile,2217
chip_bargain__chip2_cohort_06_m8ag8i_game_2_alt_profile,2210
chip_bargain__chip2_cohort_07_m8ag8i_game_2_alt_profile,2226
chip_bargain__chip2_cohort_08_m8ag8i_game_2_alt_profile,2217
chip_bargain__chip2_cohort_09_m8ag8i_game_2_alt_profile,2203
chip_bargain__chip2_cohort_11_m8agmu_game_2_alt_profile,2183
chip_bargain__chip2_cohort_12_m8agmu_game_2_alt_profile,2228
chip_bargain__chip2_cohort_13_m8agmu_game_2_alt_profile,2187
chip_bargain__chip2_cohort_14_m8agmu_game_2_alt_profile,2225
chip_bargain__chip2_cohort_15_m8agmu_game_2_alt_profile,2218
chip_bargain__chip2_cohort_16_m8agzl_game_2_alt_profile,2213
chip_bargain__chip2_cohort_17_m8agzl_game_2_alt_profile,2222
chip_bargain__chip2_cohort_18_m8agzl_game_2_alt_profile,2211
chip_bargain__chip2_cohort_19_m8agzl_game_2_alt_profile,2194
chip_bargain__chip2_cohort_20_m8agzl_game_2_alt_profile,2218
chip_bargain__chip3_cohort_01_m8aiq8_game_1,2248
chip_bargain__chip3_cohort_02_m8aiq8_game_1,2246
chip_bargain__chip3_cohort_03_m8aiq8_game_1,2249
chip_bargain__chip3_cohort_04_m8aiq8_game_1,2243
chip_bargain__chip3_cohort_05_m8aiq8_game_1,2242
chip_bargain__chip3_cohort_06_m8ak4g_game_1,2251
chip_bargain__chip3_cohort_07_m8ak4j_game_1,2259
chip_bargain__chip3_g11_m5wp7b_game_1,2260
chip_bargain__chip3_g12_m5wp8p_game_1,2251
chip_bargain__chip3_g13_m5wp8q_game_1,2240
chip_bargain__chip3_g15_m5wp8s_game_1,2259
chip_bargain__chip3_g16_m5wp8t_game_1,2246
chip_bargain__chip3_g17_m5wp8w_game_1,2243
chip_bargain__chip3_g18_m5wq8i_game_1,2254
chip_bargain__chip3_g19_m5wq90_game_1,2244
chip_bargain__chip3_g1_m5wp46_game_1,2238
chip_bargain__chip3_g20_m5wq93_game_1,2235
chip_bargain__chip3_g2_m5wp6p_game_1,2240
chip_bargain__chip3_g3_m5wp6q_game_1,2265
chip_bargain__chip3_g5_m5wp6r_game_1,2240
chip_bargain__chip3_g6_m5wp77_game_1,2254
chip_bargain__chip3_g7_m5wp78_game_1,2264
chip_bargain__chip3_g8_m5wp79_game_1,2234
chip_bargain__chip3_g9_m5wp79_game_1,2245
chip_bargain__chip3_cohort_01_m8aiq8_game_2_alt_profile,2251
chip_bargain__chip3_cohort_02_m8aiq8_game_2_alt_profile,2250
chip_bargain__chip3_cohort_03_m8aiq8_game_2_alt_profile,2251
chip_bargain__chip3_cohort_04_m8aiq8_game_2_alt_profile,2248
chip_bargain__chip3_cohort_05_m8aiq8_game_2_alt_profile,2245
chip_bargain__chip3_cohort_06_m8ak4g_game_2_alt_profile,2254
chip_bargain__chip3_cohort_07_m8ak4j_game_2_alt_profile,2262
chip_bargain__chip3_g11_m5wp7b_game_2_alt_profile,2263
chip_bargain__chip3_g12_m5wp8p_game_2_alt_profile,2254
chip_bargain__chip3_g13_m5wp8q_game_2_alt_profile,2243
chip_bargain__chip3_g15_m5wp8s_game_2_alt_profile,2262
chip_bargain__chip3_g16_m5wp8t_game_2_alt_profile,2249
chip_bargain__chip3_g17_m5wp8w_game_2_alt_profile,2246
chip_bargain__chip3_g18_m5wq8i_game_2_alt_profile,2257
chip_bargain__chip3_g19_m5wq90_game_2_alt_profile,2247
chip_bargain__chip3_g1_m5wp46_game_2_alt_profile,2241
chip_bargain__chip3_g20_m5wq93_game_2_alt_profile,2238
chip_bargain__chip3_g2_m5wp6p_game_2_alt_profile,2243
chip_bargain__chip3_g3_m5wp6q_game_2_alt_profile,2268
chip_bargain__chip3_g5_m5wp6r_game_2_alt_profile,2243
chip_bargain__chip3_g6_m5wp77_game_2_alt_profile,2257
chip_bargain__chip3_g7_m5wp78_game_2_alt_profile,2267
chip_bargain__chip3_g8_m5wp79_game_2_alt_profile,2237
chip_bargain__chip3_g9_m5wp79_game_2_alt_profile,2248
chip_bargain__chip4_cohort_01_m7xkoz_game_1,2295
chip_bargain__chip4_cohort_01_m898xg_game_1,2291
chip_bargain__chip4_cohort_01_m8aboy_game_1,2289
chip_bargain__chip4_cohort_02_m7xl5i_game_1,2313
chip_bargain__chip4_cohort_02_m89542_game_1,2285
chip_bargain__chip4_cohort_02_m898xg_game_1,2300
chip_bargain__chip4_cohort_02_m8aboy_game_1,2297
chip_bargain__chip4_cohort_03_m7xld5_game_1,2303
chip_bargain__chip4_cohort_03_m898xg_game_1,2281
chip_bargain__chip4_cohort_03_m8aboy_game_1,2304
chip_bargain__chip4_cohort_04_m7xlmc_game_1,2289
chip_bargain__chip4_cohort_04_m89542_game_1,2307
chip_bargain__chip4_cohort_04_m8aboy_game_1,2292
chip_bargain__chip4_cohort_05_m7xlsd_game_1,2294
chip_bargain__chip4_cohort_05_m89542_game_1,2278
chip_bargain__chip4_cohort_05_m898xg_game_1,2288
chip_bargain__chip4_cohort_05_m8aboy_game_1,2304
chip_bargain__chip4_cohort_06_m895x2_game_1,2305
chip_bargain__chip4_cohort_06_m89b9z_game_1,2301
chip_bargain__chip4_cohort_06_m8acrp_game_1,2285
chip_bargain__chip4_cohort_07_m896vn_game_1,2293
chip_bargain__chip4_cohort_07_m8ad4g_game_1,2292
chip_bargain__chip4_cohort_08_m7xm7k_game_1,2316
chip_bargain__chip4_cohort_08_m8ad5n_game_1,2304
chip_bargain__chip4_cohort_01_m7xkoz_game_2_alt_profile,2298
chip_bargain__chip4_cohort_01_m898xg_game_2_alt_profile,2294
chip_bargain__chip4_cohort_01_m8aboy_game_2_alt_profile,2292
chip_bargain__chip4_cohort_02_m7xl5i_game_2_alt_profile,2317
chip_bargain__chip4_cohort_02_m89542_game_2_alt_profile,2288
chip_bargain__chip4_cohort_02_m898xg_game_2_alt_profile,2303
chip_bargain__chip4_cohort_02_m8aboy_game_2_alt_profile,2300
chip_bargain__chip4_cohort_03_m7xld5_game_2_alt_profile,2309
chip_bargain__chip4_cohort_03_m898xg_game_2_alt_profile,2284
chip_bargain__chip4_cohort_03_m8aboy_game_2_alt_profile,2307
chip_bargain__chip4_cohort_04_m7xlmc_game_2_alt_profile,2292
chip_bargain__chip4_cohort_04_m89542_game_2_alt_profile,2310
chip_bargain__chip4_cohort_04_m8aboy_game_2_alt_profile,2295
chip_bargain__chip4_cohort_05_m7xlsd_game_2_alt_profile,2297
chip_bargain__chip4_cohort_05_m89542_game_2_alt_profile,2281
chip_bargain__chip4_cohort_05_m898xg_game_2_alt_profile,2291
chip_bargain__chip4_cohort_05_m8aboy_game_2_alt_profile,2307
chip_bargain__chip4_cohort_06_m895x2_game_2_alt_profile,2307
chip_bargain__chip4_cohort_06_m89b9z_game_2_alt_profile,2303
chip_bargain__chip4_cohort_06_m8acrp_game_2_alt_profile,2288
chip_bargain__chip4_cohort_07_m896vn_game_2_alt_profile,2297
chip_bargain__chip4_cohort_07_m8ad4g_game_2_alt_profile,2294
chip_bargain__chip4_cohort_08_m7xm7k_game_2_alt_profile,2320
chip_bargain__chip4_cohort_08_m8ad5n_game_2_alt_profile,2306
