custom_id,input_tokens_tiktoken
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_Aj2G7CTuhLZ7Z2SPK__p001__g033,1820
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_FAuuG8S2iw8wkGRnA__p001__g034,2860
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_SFohXkBYvScM7Y7rC__p001__g035,2194
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_5R7YRmti4R5GiJKpi__p001__g036,2621
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_6BxRfLcBtXYodAS8h__p001__g037,997
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_7Y6PBvgZNqtriKzaZ__p001__g038,1126
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_HmA52oSS75D5Z2W8a__p001__g039,3307
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_6pQRuemJv5faRcZft__p001__g040,3075
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_5mhtM66ewYHNxSp4q__p002__g001,1085
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_2TquMDieEiixty8AN__p002__g002,1985
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_65crAkEscRbHNJXbW__p002__g003,899
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_3EG5RaDj4z7hkT2JD__p002__g004,1056
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_PmcxhmDRj2tN3cECC__p002__g005,6160
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_925LF9k9CXpz8KjQm__p002__g006,8021
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_ASQtYBWx6cGN27KxL__p002__g007,1559
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_DYFJDsdGg8bppBJ7P__p002__g008,2036
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_CbDvrXGkphmfGtH3G__p002__g009,4090
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_FvbM5EM5aB5pcjLpA__p002__g010,3200
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_C5Cd8Yq5dDbdycXKB__p002__g011,2272
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_AyQkFs97hRTki5zWR__p002__g012,2738
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_7oRFMBwqmesGX7t3H__p002__g013,7245
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_fMhhGrfpZH9ign2AK__p002__g014,3478
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_i7C4Y4NiesraiSwwb__p002__g015,2246
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_7tfDsTHHnxsgrhE3d__p002__g016,2929
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_r7Bk7fEwX3HSRrXMZ__p002__g017,1654
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_7FQezekfKk3zctLN8__p002__g018,4773
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_2khRAszouj8vP8ZfP__p002__g019,1839
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_CoHyYysb84APn5gDE__p002__g020,1909
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_2KKC9nMd8nRXfgH5G__p002__g021,2407
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_PrfKWppTZdvPhe4oN__p002__g022,2984
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_6Pxb9DsQpyk22cJNr__p002__g023,1233
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_Fm7uYc98E2b6kcoDE__p002__g024,1470
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_9oyspxPncwXdAkruR__p002__g025,1268
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_2TDnnb4wn9rwy3CYZ__p002__g026,1688
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_7ywewvEuctuz4Rq8j__p002__g027,2836
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_AJ4ikZuWJeJcEXhgZ__p002__g028,2389
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_3v9ji6wNY7sXHe8cM__p002__g029,2381
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_8GneB6qmtDLSnbcJT__p002__g030,1686
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_6sSM4xSyZQkaxyHav__p002__g031,1418
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_3EQGxadfbmAKaACgZ__p002__g032,1273
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_Aj2G7CTuhLZ7Z2SPK__p002__g033,1793
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_FAuuG8S2iw8wkGRnA__p002__g034,2833
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_SFohXkBYvScM7Y7rC__p002__g035,2167
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_5R7YRmti4R5GiJKpi__p002__g036,2594
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_6BxRfLcBtXYodAS8h__p002__g037,970
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_7Y6PBvgZNqtriKzaZ__p002__g038,1099
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_HmA52oSS75D5Z2W8a__p002__g039,3280
concordia_compact_pgg_match__pid_concordia_8332c4928663__game_6pQRuemJv5faRcZft__p002__g040,3048
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_5mhtM66ewYHNxSp4q__p003__g001,1088
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_2TquMDieEiixty8AN__p003__g002,1988
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_65crAkEscRbHNJXbW__p003__g003,902
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_3EG5RaDj4z7hkT2JD__p003__g004,1059
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_PmcxhmDRj2tN3cECC__p003__g005,6163
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_925LF9k9CXpz8KjQm__p003__g006,8024
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_ASQtYBWx6cGN27KxL__p003__g007,1562
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_DYFJDsdGg8bppBJ7P__p003__g008,2039
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_CbDvrXGkphmfGtH3G__p003__g009,4093
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_FvbM5EM5aB5pcjLpA__p003__g010,3203
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_C5Cd8Yq5dDbdycXKB__p003__g011,2275
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_AyQkFs97hRTki5zWR__p003__g012,2741
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_7oRFMBwqmesGX7t3H__p003__g013,7248
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_fMhhGrfpZH9ign2AK__p003__g014,3481
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_i7C4Y4NiesraiSwwb__p003__g015,2249
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_7tfDsTHHnxsgrhE3d__p003__g016,2932
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_r7Bk7fEwX3HSRrXMZ__p003__g017,1657
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_7FQezekfKk3zctLN8__p003__g018,4776
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_2khRAszouj8vP8ZfP__p003__g019,1842
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_CoHyYysb84APn5gDE__p003__g020,1912
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_2KKC9nMd8nRXfgH5G__p003__g021,2410
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_PrfKWppTZdvPhe4oN__p003__g022,2987
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_6Pxb9DsQpyk22cJNr__p003__g023,1236
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_Fm7uYc98E2b6kcoDE__p003__g024,1473
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_9oyspxPncwXdAkruR__p003__g025,1271
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_2TDnnb4wn9rwy3CYZ__p003__g026,1691
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_7ywewvEuctuz4Rq8j__p003__g027,2839
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_AJ4ikZuWJeJcEXhgZ__p003__g028,2392
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_3v9ji6wNY7sXHe8cM__p003__g029,2384
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_8GneB6qmtDLSnbcJT__p003__g030,1689
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_6sSM4xSyZQkaxyHav__p003__g031,1421
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_3EQGxadfbmAKaACgZ__p003__g032,1276
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_Aj2G7CTuhLZ7Z2SPK__p003__g033,1796
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_FAuuG8S2iw8wkGRnA__p003__g034,2836
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_SFohXkBYvScM7Y7rC__p003__g035,2170
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_5R7YRmti4R5GiJKpi__p003__g036,2597
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_6BxRfLcBtXYodAS8h__p003__g037,973
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_7Y6PBvgZNqtriKzaZ__p003__g038,1102
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_HmA52oSS75D5Z2W8a__p003__g039,3283
concordia_compact_pgg_match__pid_concordia_2171af84730e__game_6pQRuemJv5faRcZft__p003__g040,3051
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_5mhtM66ewYHNxSp4q__p004__g001,1079
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_2TquMDieEiixty8AN__p004__g002,1979
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_65crAkEscRbHNJXbW__p004__g003,893
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_3EG5RaDj4z7hkT2JD__p004__g004,1050
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_PmcxhmDRj2tN3cECC__p004__g005,6154
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_925LF9k9CXpz8KjQm__p004__g006,8015
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_ASQtYBWx6cGN27KxL__p004__g007,1553
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_DYFJDsdGg8bppBJ7P__p004__g008,2030
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_CbDvrXGkphmfGtH3G__p004__g009,4084
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_FvbM5EM5aB5pcjLpA__p004__g010,3194
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_C5Cd8Yq5dDbdycXKB__p004__g011,2266
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_AyQkFs97hRTki5zWR__p004__g012,2732
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_7oRFMBwqmesGX7t3H__p004__g013,7239
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_fMhhGrfpZH9ign2AK__p004__g014,3472
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_i7C4Y4NiesraiSwwb__p004__g015,2240
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_7tfDsTHHnxsgrhE3d__p004__g016,2923
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_r7Bk7fEwX3HSRrXMZ__p004__g017,1648
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_7FQezekfKk3zctLN8__p004__g018,4767
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_2khRAszouj8vP8ZfP__p004__g019,1833
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_CoHyYysb84APn5gDE__p004__g020,1903
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_2KKC9nMd8nRXfgH5G__p004__g021,2401
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_PrfKWppTZdvPhe4oN__p004__g022,2978
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_6Pxb9DsQpyk22cJNr__p004__g023,1227
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_Fm7uYc98E2b6kcoDE__p004__g024,1464
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_9oyspxPncwXdAkruR__p004__g025,1262
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_2TDnnb4wn9rwy3CYZ__p004__g026,1682
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_7ywewvEuctuz4Rq8j__p004__g027,2830
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_AJ4ikZuWJeJcEXhgZ__p004__g028,2383
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_3v9ji6wNY7sXHe8cM__p004__g029,2375
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_8GneB6qmtDLSnbcJT__p004__g030,1680
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_6sSM4xSyZQkaxyHav__p004__g031,1412
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_3EQGxadfbmAKaACgZ__p004__g032,1267
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_Aj2G7CTuhLZ7Z2SPK__p004__g033,1787
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_FAuuG8S2iw8wkGRnA__p004__g034,2827
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_SFohXkBYvScM7Y7rC__p004__g035,2161
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_5R7YRmti4R5GiJKpi__p004__g036,2588
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_6BxRfLcBtXYodAS8h__p004__g037,964
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_7Y6PBvgZNqtriKzaZ__p004__g038,1093
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_HmA52oSS75D5Z2W8a__p004__g039,3274
concordia_compact_pgg_match__pid_concordia_62bd752a003e__game_6pQRuemJv5faRcZft__p004__g040,3042
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_5mhtM66ewYHNxSp4q__p005__g001,1081
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_2TquMDieEiixty8AN__p005__g002,1981
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_65crAkEscRbHNJXbW__p005__g003,895
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_3EG5RaDj4z7hkT2JD__p005__g004,1052
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_PmcxhmDRj2tN3cECC__p005__g005,6156
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_925LF9k9CXpz8KjQm__p005__g006,8017
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_ASQtYBWx6cGN27KxL__p005__g007,1555
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_DYFJDsdGg8bppBJ7P__p005__g008,2032
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_CbDvrXGkphmfGtH3G__p005__g009,4086
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_FvbM5EM5aB5pcjLpA__p005__g010,3196
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_C5Cd8Yq5dDbdycXKB__p005__g011,2268
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_AyQkFs97hRTki5zWR__p005__g012,2734
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_7oRFMBwqmesGX7t3H__p005__g013,7241
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_fMhhGrfpZH9ign2AK__p005__g014,3474
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_i7C4Y4NiesraiSwwb__p005__g015,2242
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_7tfDsTHHnxsgrhE3d__p005__g016,2925
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_r7Bk7fEwX3HSRrXMZ__p005__g017,1650
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_7FQezekfKk3zctLN8__p005__g018,4769
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_2khRAszouj8vP8ZfP__p005__g019,1835
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_CoHyYysb84APn5gDE__p005__g020,1905
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_2KKC9nMd8nRXfgH5G__p005__g021,2403
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_PrfKWppTZdvPhe4oN__p005__g022,2980
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_6Pxb9DsQpyk22cJNr__p005__g023,1229
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_Fm7uYc98E2b6kcoDE__p005__g024,1466
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_9oyspxPncwXdAkruR__p005__g025,1264
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_2TDnnb4wn9rwy3CYZ__p005__g026,1684
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_7ywewvEuctuz4Rq8j__p005__g027,2832
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_AJ4ikZuWJeJcEXhgZ__p005__g028,2385
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_3v9ji6wNY7sXHe8cM__p005__g029,2377
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_8GneB6qmtDLSnbcJT__p005__g030,1682
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_6sSM4xSyZQkaxyHav__p005__g031,1414
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_3EQGxadfbmAKaACgZ__p005__g032,1269
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_Aj2G7CTuhLZ7Z2SPK__p005__g033,1789
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_FAuuG8S2iw8wkGRnA__p005__g034,2829
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_SFohXkBYvScM7Y7rC__p005__g035,2163
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_5R7YRmti4R5GiJKpi__p005__g036,2590
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_6BxRfLcBtXYodAS8h__p005__g037,966
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_7Y6PBvgZNqtriKzaZ__p005__g038,1095
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_HmA52oSS75D5Z2W8a__p005__g039,3276
concordia_compact_pgg_match__pid_concordia_72991c65d1ce__game_6pQRuemJv5faRcZft__p005__g040,3044
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_5mhtM66ewYHNxSp4q__p006__g001,1092
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_2TquMDieEiixty8AN__p006__g002,1992
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_65crAkEscRbHNJXbW__p006__g003,906
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_3EG5RaDj4z7hkT2JD__p006__g004,1063
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_PmcxhmDRj2tN3cECC__p006__g005,6167
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_925LF9k9CXpz8KjQm__p006__g006,8028
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_ASQtYBWx6cGN27KxL__p006__g007,1566
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_DYFJDsdGg8bppBJ7P__p006__g008,2043
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_CbDvrXGkphmfGtH3G__p006__g009,4097
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_FvbM5EM5aB5pcjLpA__p006__g010,3207
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_C5Cd8Yq5dDbdycXKB__p006__g011,2279
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_AyQkFs97hRTki5zWR__p006__g012,2745
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_7oRFMBwqmesGX7t3H__p006__g013,7252
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_fMhhGrfpZH9ign2AK__p006__g014,3485
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_i7C4Y4NiesraiSwwb__p006__g015,2253
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_7tfDsTHHnxsgrhE3d__p006__g016,2936
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_r7Bk7fEwX3HSRrXMZ__p006__g017,1661
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_7FQezekfKk3zctLN8__p006__g018,4780
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_2khRAszouj8vP8ZfP__p006__g019,1846
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_CoHyYysb84APn5gDE__p006__g020,1916
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_2KKC9nMd8nRXfgH5G__p006__g021,2414
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_PrfKWppTZdvPhe4oN__p006__g022,2991
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_6Pxb9DsQpyk22cJNr__p006__g023,1240
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_Fm7uYc98E2b6kcoDE__p006__g024,1477
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_9oyspxPncwXdAkruR__p006__g025,1275
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_2TDnnb4wn9rwy3CYZ__p006__g026,1695
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_7ywewvEuctuz4Rq8j__p006__g027,2843
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_AJ4ikZuWJeJcEXhgZ__p006__g028,2396
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_3v9ji6wNY7sXHe8cM__p006__g029,2388
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_8GneB6qmtDLSnbcJT__p006__g030,1693
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_6sSM4xSyZQkaxyHav__p006__g031,1425
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_3EQGxadfbmAKaACgZ__p006__g032,1280
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_Aj2G7CTuhLZ7Z2SPK__p006__g033,1800
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_FAuuG8S2iw8wkGRnA__p006__g034,2840
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_SFohXkBYvScM7Y7rC__p006__g035,2174
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_5R7YRmti4R5GiJKpi__p006__g036,2601
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_6BxRfLcBtXYodAS8h__p006__g037,977
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_7Y6PBvgZNqtriKzaZ__p006__g038,1106
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_HmA52oSS75D5Z2W8a__p006__g039,3287
concordia_compact_pgg_match__pid_concordia_554a14ee09e6__game_6pQRuemJv5faRcZft__p006__g040,3055
concordia_compact_pgg_match__pid_concordia_847f9087b8d2__game_5mhtM66ewYHNxSp4q__p007__g001,1107
concordia_compact_pgg_match__pid_concordia_847f9087b8d2__game_2TquMDieEiixty8AN__p007__g002,2007
concordia_compact_pgg_match__pid_concordia_847f9087b8d2__game_65crAkEscRbHNJXbW__p007__g003,921
concordia_compact_pgg_match__pid_concordia_847f9087b8d2__game_3EG5RaDj4z7hkT2JD__p007__g004,1078
concordia_compact_pgg_match__pid_concordia_847f9087b8d2__game_PmcxhmDRj2tN3cECC__p007__g005,6182
concordia_compact_pgg_match__pid_concordia_847f9087b8d2__game_925LF9k9CXpz8KjQm__p007__g006,8043
concordia_compact_pgg_match__pid_concordia_847f9087b8d2__game_ASQtYBWx6cGN27KxL__p007__g007,1581
