custom_id,persona_pid,persona_source,condition,profile_mode,persona_index,source_key,name,raw_profile_chars,raw_profile_sha1,game_id,treatment_name,config_id,num_rounds,players,model,top_k,match_rank,player,probability,is_top1
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_3EG5RaDj4z7hkT2JD__p001__g004,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,3,2,SLOTH,0.18,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_3EG5RaDj4z7hkT2JD__p001__g004,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,3,3,DUCK,0.02,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_PmcxhmDRj2tN3cECC__p001__g005,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,PmcxhmDRj2tN3cECC,VALIDATION_11_C,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,3,1,CHICK,0.7,True
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_PmcxhmDRj2tN3cECC__p001__g005,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,PmcxhmDRj2tN3cECC,VALIDATION_11_C,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,3,2,GORILLA,0.3,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_925LF9k9CXpz8KjQm__p001__g006,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,925LF9k9CXpz8KjQm,VALIDATION_11_T,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,3,1,SLOTH,0.65,True
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_925LF9k9CXpz8KjQm__p001__g006,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,925LF9k9CXpz8KjQm,VALIDATION_11_T,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,3,2,CHICK,0.23,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_925LF9k9CXpz8KjQm__p001__g006,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,925LF9k9CXpz8KjQm,VALIDATION_11_T,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,3,3,MOOSE,0.12,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_ASQtYBWx6cGN27KxL__p001__g007,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,ASQtYBWx6cGN27KxL,VALIDATION_12_C,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3,1,GORILLA,0.65,True
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_ASQtYBWx6cGN27KxL__p001__g007,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,ASQtYBWx6cGN27KxL,VALIDATION_12_C,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3,2,SLOTH,0.25,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_ASQtYBWx6cGN27KxL__p001__g007,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,ASQtYBWx6cGN27KxL,VALIDATION_12_C,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3,3,PARROT,0.1,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_DYFJDsdGg8bppBJ7P__p001__g008,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3,1,DUCK,0.62,True
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_DYFJDsdGg8bppBJ7P__p001__g008,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3,2,CHICKEN,0.28,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_DYFJDsdGg8bppBJ7P__p001__g008,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3,3,PARROT,0.1,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_CbDvrXGkphmfGtH3G__p001__g009,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,3,1,GORILLA,0.65,True
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_CbDvrXGkphmfGtH3G__p001__g009,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,3,2,PARROT,0.25,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_CbDvrXGkphmfGtH3G__p001__g009,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,3,3,COW,0.1,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_FvbM5EM5aB5pcjLpA__p001__g010,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,3,1,MONKEY,0.55,True
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_FvbM5EM5aB5pcjLpA__p001__g010,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,3,2,CHICKEN,0.3,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_FvbM5EM5aB5pcjLpA__p001__g010,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,3,3,OWL,0.15,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_C5Cd8Yq5dDbdycXKB__p001__g011,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3,1,CHICKEN,0.62,True
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_C5Cd8Yq5dDbdycXKB__p001__g011,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3,2,DUCK,0.24,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_C5Cd8Yq5dDbdycXKB__p001__g011,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3,3,GORILLA,0.14,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_AyQkFs97hRTki5zWR__p001__g012,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,AyQkFs97hRTki5zWR,VALIDATION_14_T,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3,1,GORILLA,0.65,True
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_AyQkFs97hRTki5zWR__p001__g012,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,AyQkFs97hRTki5zWR,VALIDATION_14_T,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3,2,PARROT,0.2,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_AyQkFs97hRTki5zWR__p001__g012,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,AyQkFs97hRTki5zWR,VALIDATION_14_T,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,3,3,DUCK,0.15,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_7oRFMBwqmesGX7t3H__p001__g013,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,7oRFMBwqmesGX7t3H,VALIDATION_15_C,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,3,1,SLOTH,0.65,True
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_7oRFMBwqmesGX7t3H__p001__g013,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,7oRFMBwqmesGX7t3H,VALIDATION_15_C,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,3,2,COW,0.25,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_7oRFMBwqmesGX7t3H__p001__g013,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,7oRFMBwqmesGX7t3H,VALIDATION_15_C,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,3,3,PARROT,0.1,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_fMhhGrfpZH9ign2AK__p001__g014,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,fMhhGrfpZH9ign2AK,VALIDATION_15_T,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,3,1,GORILLA,0.6,True
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_fMhhGrfpZH9ign2AK__p001__g014,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,fMhhGrfpZH9ign2AK,VALIDATION_15_T,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,3,2,CROCODILE,0.3,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_fMhhGrfpZH9ign2AK__p001__g014,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,fMhhGrfpZH9ign2AK,VALIDATION_15_T,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,3,3,PARROT,0.1,False
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_i7C4Y4NiesraiSwwb__p001__g015,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,i7C4Y4NiesraiSwwb,VALIDATION_16_C,16,15,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,3,1,SLOTH,0.6,True
concordia_compact_pgg_match__pid_concordia_c5fea4304e42__game_i7C4Y4NiesraiSwwb__p001__g015,concordia_c5fea4304e42,concordia_persona_generator,concordia_pgg_game_grounded_alphaevolve_5,compact,1,concordia_pgg_game_grounded_alphaevolve_5:001:Evelyn the Altruist,Evelyn the Altruist,824,cb559a41f40aef537d7c02302bf293d652b1a961,i7C4Y4NiesraiSwwb,VALIDATION_16_C,16,15,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,3,2,DOG,0.25,False
