custom_id,record_id,unit_id,treatment_name,variant,model,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,players_json,chip_definitions_json,participant_chip_values_json,initial_chip_holdings_json,turn_order_json,round_turn_orders_json
chip_bargain__chip3_g15_m5wp8s_game_1,chip3__g15_m5wp8s__game_1,chip3__g15_m5wp8s__game_1,CHIP3__GAME_1,baseline,gpt-5.1,chip3,3-Chip Bargaining,g15-m5wp8s,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""alligator-yellow-2789"", ""otter-green-8822"", ""tiger-red-5171""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""alligator-yellow-2789"": {""GREEN"": 0.5, ""RED"": 0.7000000000000001, ""BLUE"": 0.30000000000000004}, ""otter-green-8822"": {""BLUE"": 0.5, ""RED"": 0.30000000000000004, ""GREEN"": 0.5}, ""tiger-red-5171"": {""RED"": 0.6000000000000001, ""BLUE"": 0.2, ""GREEN"": 0.5}}","{""alligator-yellow-2789"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""otter-green-8822"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""tiger-red-5171"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""alligator-yellow-2789"", ""otter-green-8822"", ""tiger-red-5171""]","[[""alligator-yellow-2789"", ""otter-green-8822"", ""tiger-red-5171""], [""alligator-yellow-2789"", ""otter-green-8822"", ""tiger-red-5171""], [""alligator-yellow-2789"", ""otter-green-8822"", ""tiger-red-5171""]]"
chip_bargain__chip3_g16_m5wp8t_game_1,chip3__g16_m5wp8t__game_1,chip3__g16_m5wp8t__game_1,CHIP3__GAME_1,baseline,gpt-5.1,chip3,3-Chip Bargaining,g16-m5wp8t,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""dolphin-green-1598"", ""frog-yellow-5901"", ""pig-green-5362""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""frog-yellow-5901"": {""RED"": 1.0, ""GREEN"": 0.5, ""BLUE"": 0.30000000000000004}, ""dolphin-green-1598"": {""GREEN"": 0.5, ""RED"": 0.2, ""BLUE"": 1.0}, ""pig-green-5362"": {""BLUE"": 0.4, ""GREEN"": 0.5, ""RED"": 0.4}}","{""dolphin-green-1598"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""frog-yellow-5901"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""pig-green-5362"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""dolphin-green-1598"", ""frog-yellow-5901"", ""pig-green-5362""]","[[""dolphin-green-1598"", ""frog-yellow-5901"", ""pig-green-5362""], [""dolphin-green-1598"", ""frog-yellow-5901"", ""pig-green-5362""], [""dolphin-green-1598"", ""frog-yellow-5901"", ""pig-green-5362""]]"
chip_bargain__chip3_g17_m5wp8w_game_1,chip3__g17_m5wp8w__game_1,chip3__g17_m5wp8w__game_1,CHIP3__GAME_1,baseline,gpt-5.1,chip3,3-Chip Bargaining,g17-m5wp8w,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""iguana-blue-1059"", ""owl-green-168"", ""squid-purple-9957""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""owl-green-168"": {""GREEN"": 0.5, ""RED"": 0.7000000000000001, ""BLUE"": 0.30000000000000004}, ""iguana-blue-1059"": {""GREEN"": 0.5, ""BLUE"": 0.8, ""RED"": 0.2}, ""squid-purple-9957"": {""GREEN"": 0.5, ""RED"": 0.1, ""BLUE"": 0.5}}","{""iguana-blue-1059"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""owl-green-168"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""squid-purple-9957"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""iguana-blue-1059"", ""owl-green-168"", ""squid-purple-9957""]","[[""iguana-blue-1059"", ""owl-green-168"", ""squid-purple-9957""], [""iguana-blue-1059"", ""owl-green-168"", ""squid-purple-9957""], [""iguana-blue-1059"", ""owl-green-168"", ""squid-purple-9957""]]"
chip_bargain__chip3_g18_m5wq8i_game_1,chip3__g18_m5wq8i__game_1,chip3__g18_m5wq8i__game_1,CHIP3__GAME_1,baseline,gpt-5.1,chip3,3-Chip Bargaining,g18-m5wq8i,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""gorilla-purple-8501"", ""llama-pink-7039"", ""whale-orange-533""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""llama-pink-7039"": {""RED"": 0.6000000000000001, ""GREEN"": 0.5, ""BLUE"": 0.9}, ""gorilla-purple-8501"": {""GREEN"": 0.5, ""RED"": 0.4, ""BLUE"": 0.1}, ""whale-orange-533"": {""RED"": 0.6000000000000001, ""GREEN"": 0.5, ""BLUE"": 0.9}}","{""gorilla-purple-8501"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""llama-pink-7039"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""whale-orange-533"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""gorilla-purple-8501"", ""llama-pink-7039"", ""whale-orange-533""]","[[""gorilla-purple-8501"", ""llama-pink-7039"", ""whale-orange-533""], [""gorilla-purple-8501"", ""llama-pink-7039"", ""whale-orange-533""], [""gorilla-purple-8501"", ""llama-pink-7039"", ""whale-orange-533""]]"
chip_bargain__chip3_g19_m5wq90_game_1,chip3__g19_m5wq90__game_1,chip3__g19_m5wq90__game_1,CHIP3__GAME_1,baseline,gpt-5.1,chip3,3-Chip Bargaining,g19-m5wq90,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""duck-purple-4961"", ""lion-yellow-4229"", ""tiger-purple-9111""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""lion-yellow-4229"": {""BLUE"": 0.30000000000000004, ""GREEN"": 0.5, ""RED"": 0.4}, ""duck-purple-4961"": {""BLUE"": 0.2, ""RED"": 0.5, ""GREEN"": 0.5}, ""tiger-purple-9111"": {""RED"": 0.8, ""GREEN"": 0.5, ""BLUE"": 1.0}}","{""duck-purple-4961"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""lion-yellow-4229"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""tiger-purple-9111"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""duck-purple-4961"", ""lion-yellow-4229"", ""tiger-purple-9111""]","[[""duck-purple-4961"", ""lion-yellow-4229"", ""tiger-purple-9111""], [""duck-purple-4961"", ""lion-yellow-4229"", ""tiger-purple-9111""], [""duck-purple-4961"", ""lion-yellow-4229"", ""tiger-purple-9111""]]"
chip_bargain__chip3_g1_m5wp46_game_1,chip3__g1_m5wp46__game_1,chip3__g1_m5wp46__game_1,CHIP3__GAME_1,baseline,gpt-5.1,chip3,3-Chip Bargaining,g1-m5wp46,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""bear-yellow-1294"", ""goose-green-2832"", ""ram-blue-9899""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""goose-green-2832"": {""RED"": 1.0, ""GREEN"": 0.5, ""BLUE"": 0.2}, ""ram-blue-9899"": {""GREEN"": 0.5, ""BLUE"": 1.0, ""RED"": 0.8}, ""bear-yellow-1294"": {""BLUE"": 0.30000000000000004, ""RED"": 1.0, ""GREEN"": 0.5}}","{""bear-yellow-1294"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""goose-green-2832"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""ram-blue-9899"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""bear-yellow-1294"", ""goose-green-2832"", ""ram-blue-9899""]","[[""bear-yellow-1294"", ""goose-green-2832"", ""ram-blue-9899""], [""bear-yellow-1294"", ""goose-green-2832"", ""ram-blue-9899""], [""bear-yellow-1294"", ""goose-green-2832"", ""ram-blue-9899""]]"
chip_bargain__chip3_g20_m5wq93_game_1,chip3__g20_m5wq93__game_1,chip3__g20_m5wq93__game_1,CHIP3__GAME_1,baseline,gpt-5.1,chip3,3-Chip Bargaining,g20-m5wq93,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""lion-blue-472"", ""octopus-green-4361"", ""ram-purple-2824""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""octopus-green-4361"": {""BLUE"": 1.0, ""RED"": 1.0, ""GREEN"": 0.5}, ""lion-blue-472"": {""BLUE"": 0.7000000000000001, ""RED"": 0.5, ""GREEN"": 0.5}, ""ram-purple-2824"": {""RED"": 0.2, ""BLUE"": 0.7000000000000001, ""GREEN"": 0.5}}","{""lion-blue-472"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""octopus-green-4361"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""ram-purple-2824"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""lion-blue-472"", ""octopus-green-4361"", ""ram-purple-2824""]","[[""lion-blue-472"", ""octopus-green-4361"", ""ram-purple-2824""], [""lion-blue-472"", ""octopus-green-4361"", ""ram-purple-2824""], [""lion-blue-472"", ""octopus-green-4361"", ""ram-purple-2824""]]"
chip_bargain__chip3_g2_m5wp6p_game_1,chip3__g2_m5wp6p__game_1,chip3__g2_m5wp6p__game_1,CHIP3__GAME_1,baseline,gpt-5.1,chip3,3-Chip Bargaining,g2-m5wp6p,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""buffalo-purple-5232"", ""cat-yellow-2069"", ""duck-green-2458""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""buffalo-purple-5232"": {""GREEN"": 0.5, ""RED"": 0.6000000000000001, ""BLUE"": 0.1}, ""duck-green-2458"": {""BLUE"": 0.7000000000000001, ""GREEN"": 0.5, ""RED"": 1.0}, ""cat-yellow-2069"": {""RED"": 1.0, ""GREEN"": 0.5, ""BLUE"": 1.0}}","{""buffalo-purple-5232"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""cat-yellow-2069"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""duck-green-2458"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""buffalo-purple-5232"", ""cat-yellow-2069"", ""duck-green-2458""]","[[""buffalo-purple-5232"", ""cat-yellow-2069"", ""duck-green-2458""], [""buffalo-purple-5232"", ""cat-yellow-2069"", ""duck-green-2458""], [""buffalo-purple-5232"", ""cat-yellow-2069"", ""duck-green-2458""]]"
chip_bargain__chip3_g3_m5wp6q_game_1,chip3__g3_m5wp6q__game_1,chip3__g3_m5wp6q__game_1,CHIP3__GAME_1,baseline,gpt-5.1,chip3,3-Chip Bargaining,g3-m5wp6q,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""butterfly-blue-7661"", ""kangaroo-blue-9562"", ""squid-purple-3630""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""squid-purple-3630"": {""RED"": 0.9, ""BLUE"": 0.8, ""GREEN"": 0.5}, ""butterfly-blue-7661"": {""GREEN"": 0.5, ""BLUE"": 0.9, ""RED"": 1.0}, ""kangaroo-blue-9562"": {""BLUE"": 0.1, ""RED"": 0.4, ""GREEN"": 0.5}}","{""butterfly-blue-7661"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""kangaroo-blue-9562"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""squid-purple-3630"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""butterfly-blue-7661"", ""kangaroo-blue-9562"", ""squid-purple-3630""]","[[""butterfly-blue-7661"", ""kangaroo-blue-9562"", ""squid-purple-3630""], [""butterfly-blue-7661"", ""kangaroo-blue-9562"", ""squid-purple-3630""], [""butterfly-blue-7661"", ""kangaroo-blue-9562"", ""squid-purple-3630""]]"
chip_bargain__chip3_g5_m5wp6r_game_1,chip3__g5_m5wp6r__game_1,chip3__g5_m5wp6r__game_1,CHIP3__GAME_1,baseline,gpt-5.1,chip3,3-Chip Bargaining,g5-m5wp6r,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""bat-pink-1751"", ""fox-green-2854"", ""frog-blue-6296""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""fox-green-2854"": {""GREEN"": 0.5, ""RED"": 0.4, ""BLUE"": 0.9}, ""bat-pink-1751"": {""BLUE"": 0.8, ""GREEN"": 0.5, ""RED"": 0.8}, ""frog-blue-6296"": {""RED"": 0.5, ""BLUE"": 1.0, ""GREEN"": 0.5}}","{""bat-pink-1751"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""fox-green-2854"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""frog-blue-6296"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""bat-pink-1751"", ""fox-green-2854"", ""frog-blue-6296""]","[[""bat-pink-1751"", ""fox-green-2854"", ""frog-blue-6296""], [""bat-pink-1751"", ""fox-green-2854"", ""frog-blue-6296""], [""bat-pink-1751"", ""fox-green-2854"", ""frog-blue-6296""]]"
chip_bargain__chip3_g6_m5wp77_game_1,chip3__g6_m5wp77__game_1,chip3__g6_m5wp77__game_1,CHIP3__GAME_1,baseline,gpt-5.1,chip3,3-Chip Bargaining,g6-m5wp77,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""dog-green-8079"", ""parrot-pink-5400"", ""turtle-red-9966""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""dog-green-8079"": {""GREEN"": 0.5, ""RED"": 0.5, ""BLUE"": 0.30000000000000004}, ""turtle-red-9966"": {""GREEN"": 0.5, ""BLUE"": 1.0, ""RED"": 0.6000000000000001}, ""parrot-pink-5400"": {""RED"": 0.8, ""GREEN"": 0.5, ""BLUE"": 1.0}}","{""dog-green-8079"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""parrot-pink-5400"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""turtle-red-9966"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""dog-green-8079"", ""parrot-pink-5400"", ""turtle-red-9966""]","[[""dog-green-8079"", ""parrot-pink-5400"", ""turtle-red-9966""], [""dog-green-8079"", ""parrot-pink-5400"", ""turtle-red-9966""], [""dog-green-8079"", ""parrot-pink-5400"", ""turtle-red-9966""]]"
chip_bargain__chip3_g7_m5wp78_game_1,chip3__g7_m5wp78__game_1,chip3__g7_m5wp78__game_1,CHIP3__GAME_1,baseline,gpt-5.1,chip3,3-Chip Bargaining,g7-m5wp78,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""badger-green-4722"", ""peacock-purple-5231"", ""unicorn-blue-7096""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""badger-green-4722"": {""RED"": 0.6000000000000001, ""BLUE"": 0.9, ""GREEN"": 0.5}, ""peacock-purple-5231"": {""BLUE"": 0.1, ""RED"": 1.0, ""GREEN"": 0.5}, ""unicorn-blue-7096"": {""GREEN"": 0.5, ""RED"": 0.4, ""BLUE"": 1.0}}","{""badger-green-4722"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""peacock-purple-5231"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""unicorn-blue-7096"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""badger-green-4722"", ""peacock-purple-5231"", ""unicorn-blue-7096""]","[[""badger-green-4722"", ""peacock-purple-5231"", ""unicorn-blue-7096""], [""badger-green-4722"", ""peacock-purple-5231"", ""unicorn-blue-7096""], [""badger-green-4722"", ""peacock-purple-5231"", ""unicorn-blue-7096""]]"
chip_bargain__chip3_g8_m5wp79_game_1,chip3__g8_m5wp79__game_1,chip3__g8_m5wp79__game_1,CHIP3__GAME_1,baseline,gpt-5.1,chip3,3-Chip Bargaining,g8-m5wp79,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""dog-orange-6603"", ""mouse-green-4201"", ""owl-purple-3001""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""mouse-green-4201"": {""GREEN"": 0.5, ""BLUE"": 0.4, ""RED"": 0.4}, ""dog-orange-6603"": {""BLUE"": 0.30000000000000004, ""RED"": 0.5, ""GREEN"": 0.5}, ""owl-purple-3001"": {""GREEN"": 0.5, ""RED"": 0.5, ""BLUE"": 0.7000000000000001}}","{""dog-orange-6603"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""mouse-green-4201"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""owl-purple-3001"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""dog-orange-6603"", ""mouse-green-4201"", ""owl-purple-3001""]","[[""dog-orange-6603"", ""mouse-green-4201"", ""owl-purple-3001""], [""dog-orange-6603"", ""mouse-green-4201"", ""owl-purple-3001""], [""dog-orange-6603"", ""mouse-green-4201"", ""owl-purple-3001""]]"
chip_bargain__chip3_g9_m5wp79_game_1,chip3__g9_m5wp79__game_1,chip3__g9_m5wp79__game_1,CHIP3__GAME_1,baseline,gpt-5.1,chip3,3-Chip Bargaining,g9-m5wp79,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""alligator-orange-6315"", ""buffalo-purple-4069"", ""rabbit-yellow-6681""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""alligator-orange-6315"": {""GREEN"": 0.5, ""RED"": 1.0, ""BLUE"": 0.7000000000000001}, ""buffalo-purple-4069"": {""BLUE"": 0.7000000000000001, ""RED"": 1.0, ""GREEN"": 0.5}, ""rabbit-yellow-6681"": {""BLUE"": 0.6000000000000001, ""GREEN"": 0.5, ""RED"": 0.9}}","{""alligator-orange-6315"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""buffalo-purple-4069"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""rabbit-yellow-6681"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""alligator-orange-6315"", ""buffalo-purple-4069"", ""rabbit-yellow-6681""]","[[""alligator-orange-6315"", ""buffalo-purple-4069"", ""rabbit-yellow-6681""], [""alligator-orange-6315"", ""buffalo-purple-4069"", ""rabbit-yellow-6681""], [""alligator-orange-6315"", ""buffalo-purple-4069"", ""rabbit-yellow-6681""]]"
chip_bargain__chip3_cohort_01_m8aiq8_game_2_alt_profile,chip3__cohort_01_m8aiq8__game_2_alt_profile,chip3__cohort_01_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,baseline,gpt-5.1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,"[""goose-green-3433"", ""bear-green-5745"", ""buffalo-green-2230""]","[{""id"": ""RED"", ""name"": ""red"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""BLUE"", ""name"": ""blue"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.1, ""upper_value"": 1.0}, {""id"": ""GREEN"", ""name"": ""green"", ""starting_quantity"": 10, ""can_buy"": true, ""can_sell"": true, ""lower_value"": 0.5, ""upper_value"": 0.5}]","{""goose-green-3433"": {""BLUE"": 0.5, ""GREEN"": 0.5, ""RED"": 0.9}, ""bear-green-5745"": {""BLUE"": 0.5, ""GREEN"": 0.5, ""RED"": 0.5}, ""buffalo-green-2230"": {""BLUE"": 0.2, ""GREEN"": 0.5, ""RED"": 0.8}}","{""goose-green-3433"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""bear-green-5745"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}, ""buffalo-green-2230"": {""RED"": 10, ""BLUE"": 10, ""GREEN"": 10}}","[""goose-green-3433"", ""bear-green-5745"", ""buffalo-green-2230""]","[[""goose-green-3433"", ""bear-green-5745"", ""buffalo-green-2230""], [""goose-green-3433"", ""bear-green-5745"", ""buffalo-green-2230""], [""goose-green-3433"", ""bear-green-5745"", ""buffalo-green-2230""]]"
