custom_id,persona_pid,persona_source,source_frame,source_key,persona_chars,persona_sha1,general_domain_top_1pct,specific_domain_top_1pct,general_domain_top_0_1pct,specific_domain_top_0_1pct,game_id,treatment_name,config_id,num_rounds,players,model,max_persona_chars,top_k
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_C5Cd8Yq5dDbdycXKB__p001__g011,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_AyQkFs97hRTki5zWR__p001__g012,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,AyQkFs97hRTki5zWR,VALIDATION_14_T,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_7oRFMBwqmesGX7t3H__p001__g013,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,7oRFMBwqmesGX7t3H,VALIDATION_15_C,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_fMhhGrfpZH9ign2AK__p001__g014,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,fMhhGrfpZH9ign2AK,VALIDATION_15_T,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_i7C4Y4NiesraiSwwb__p001__g015,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,i7C4Y4NiesraiSwwb,VALIDATION_16_C,16,15,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_7tfDsTHHnxsgrhE3d__p001__g016,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,7tfDsTHHnxsgrhE3d,VALIDATION_16_T,16,15,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_r7Bk7fEwX3HSRrXMZ__p001__g017,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,17,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG"", ""ELEPHANT"", ""WHALE"", ""HORSE""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_7FQezekfKk3zctLN8__p001__g018,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,7FQezekfKk3zctLN8,VALIDATION_17_T,17,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG"", ""ELEPHANT"", ""WHALE"", ""HORSE""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_2khRAszouj8vP8ZfP__p001__g019,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,2khRAszouj8vP8ZfP,VALIDATION_18_C,18,23,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_CoHyYysb84APn5gDE__p001__g020,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,CoHyYysb84APn5gDE,VALIDATION_18_T,18,23,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_2KKC9nMd8nRXfgH5G__p001__g021,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,2KKC9nMd8nRXfgH5G,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_PrfKWppTZdvPhe4oN__p001__g022,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,PrfKWppTZdvPhe4oN,VALIDATION_19_T,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_6Pxb9DsQpyk22cJNr__p001__g023,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,6Pxb9DsQpyk22cJNr,VALIDATION_1_C,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_Fm7uYc98E2b6kcoDE__p001__g024,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,Fm7uYc98E2b6kcoDE,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_9oyspxPncwXdAkruR__p001__g025,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,9oyspxPncwXdAkruR,VALIDATION_2_C,2,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_2TDnnb4wn9rwy3CYZ__p001__g026,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,2TDnnb4wn9rwy3CYZ,VALIDATION_2_T,2,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_7ywewvEuctuz4Rq8j__p001__g027,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,7ywewvEuctuz4Rq8j,VALIDATION_3_C,3,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_AJ4ikZuWJeJcEXhgZ__p001__g028,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,AJ4ikZuWJeJcEXhgZ,VALIDATION_3_T,3,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_3v9ji6wNY7sXHe8cM__p001__g029,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,3v9ji6wNY7sXHe8cM,VALIDATION_4_C,4,8,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_8GneB6qmtDLSnbcJT__p001__g030,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,8GneB6qmtDLSnbcJT,VALIDATION_4_T,4,8,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_6sSM4xSyZQkaxyHav__p001__g031,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_3EQGxadfbmAKaACgZ__p001__g032,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,3EQGxadfbmAKaACgZ,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_Aj2G7CTuhLZ7Z2SPK__p001__g033,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,6,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_FAuuG8S2iw8wkGRnA__p001__g034,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,6,16,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_SFohXkBYvScM7Y7rC__p001__g035,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,SFohXkBYvScM7Y7rC,VALIDATION_7_C,7,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_5R7YRmti4R5GiJKpi__p001__g036,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,5R7YRmti4R5GiJKpi,VALIDATION_7_T,7,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_6BxRfLcBtXYodAS8h__p001__g037,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,6BxRfLcBtXYodAS8h,VALIDATION_8_C,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_7Y6PBvgZNqtriKzaZ__p001__g038,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_HmA52oSS75D5Z2W8a__p001__g039,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,HmA52oSS75D5Z2W8a,VALIDATION_9_C,9,9,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_c0599ff32c6f__game_6pQRuemJv5faRcZft__p001__g040,personahub_elite_c0599ff32c6f,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:782,653,29a620a8a75ef0230a8bafdb9bb9f1d76006bf20,mathematics,None,None,None,6pQRuemJv5faRcZft,VALIDATION_9_T,9,9,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_b52c91b15358__game_5mhtM66ewYHNxSp4q__p002__g001,personahub_elite_b52c91b15358,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:900,592,c3fc311a6d51358799b463e6797868f419112b46,computer science,stereo vision,None,None,5mhtM66ewYHNxSp4q,VALIDATION_0_C,0,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_b52c91b15358__game_2TquMDieEiixty8AN__p002__g002,personahub_elite_b52c91b15358,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:900,592,c3fc311a6d51358799b463e6797868f419112b46,computer science,stereo vision,None,None,2TquMDieEiixty8AN,VALIDATION_0_T,0,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_b52c91b15358__game_65crAkEscRbHNJXbW__p002__g003,personahub_elite_b52c91b15358,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:900,592,c3fc311a6d51358799b463e6797868f419112b46,computer science,stereo vision,None,None,65crAkEscRbHNJXbW,VALIDATION_10_C,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_b52c91b15358__game_3EG5RaDj4z7hkT2JD__p002__g004,personahub_elite_b52c91b15358,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:900,592,c3fc311a6d51358799b463e6797868f419112b46,computer science,stereo vision,None,None,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_b52c91b15358__game_PmcxhmDRj2tN3cECC__p002__g005,personahub_elite_b52c91b15358,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:900,592,c3fc311a6d51358799b463e6797868f419112b46,computer science,stereo vision,None,None,PmcxhmDRj2tN3cECC,VALIDATION_11_C,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3
personahub_elite_preview_pgg_match__pid_personahub_elite_b52c91b15358__game_925LF9k9CXpz8KjQm__p002__g006,personahub_elite_b52c91b15358,personahub_elite_preview,"ElitePersonas first 1,000 rows per shard",ElitePersonas/elite_personas.part1.jsonl:900,592,c3fc311a6d51358799b463e6797868f419112b46,computer science,stereo vision,None,None,925LF9k9CXpz8KjQm,VALIDATION_11_T,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3
