tag,cluster_id,cluster_title,cluster_n,config_column,config_value,count,pct_within_cluster,pct_of_all_rows_for_value,n_all_rows_with_value,config_value_str
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_MPCR,0.06,2,0.02197802197802198,0.015384615384615385,130,0.06
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_MPCR,0.42,2,0.02197802197802198,0.0057306590257879654,349,0.42
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_MPCR,0.45,2,0.02197802197802198,0.007782101167315175,257,0.45
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_MPCR,0.11,1,0.01098901098901099,0.003194888178913738,313,0.11
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_MPCR,0.13,1,0.01098901098901099,0.003937007874015748,254,0.13
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_MPCR,0.2,1,0.01098901098901099,0.003355704697986577,298,0.2
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_MPCR,0.23,1,0.01098901098901099,0.0025252525252525255,396,0.23
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_MPCR,0.29,1,0.01098901098901099,0.00847457627118644,118,0.29
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_MPCR,0.4,1,0.01098901098901099,0.0018214936247723133,549,0.4
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_MPCR,0.43,1,0.01098901098901099,0.004273504273504274,234,0.43
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_MPCR,0.49,1,0.01098901098901099,0.009615384615384616,104,0.49
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_MPCR,0.6,1,0.01098901098901099,0.002932551319648094,341,0.6
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_MPCR,0.66,1,0.01098901098901099,0.003048780487804878,328,0.66
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_allOrNothing,True,52,0.5714285714285714,0.0072252327358621644,7197,True
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_allOrNothing,False,39,0.42857142857142855,0.005363773896300371,7271,False
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_chat,True,91,1.0,0.011317000373087924,8041,True
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_defaultContribProp,0,50,0.5494505494505495,0.006535093451836361,7651,0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_defaultContribProp,1,41,0.45054945054945056,0.006014375825143025,6817,1
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_endowment,20,91,1.0,0.006289742880840475,14468,20
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,24,9,0.0989010989010989,0.018036072144288578,499,24
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,18,8,0.08791208791208792,0.022099447513812154,362,18
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,30,8,0.08791208791208792,0.022988505747126436,348,30
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,16,7,0.07692307692307693,0.015350877192982455,456,16
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,21,7,0.07692307692307693,0.011589403973509934,604,21
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,22,6,0.06593406593406594,0.014527845036319613,413,22
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,10,5,0.054945054945054944,0.006587615283267457,759,10
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,14,5,0.054945054945054944,0.006596306068601583,758,14
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,17,4,0.04395604395604396,0.0056179775280898875,712,17
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,19,4,0.04395604395604396,0.010230179028132993,391,19
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,26,4,0.04395604395604396,0.008888888888888889,450,26
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,6,4,0.04395604395604396,0.009478672985781991,422,6
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,20,3,0.03296703296703297,0.006928406466512702,433,20
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,23,3,0.03296703296703297,0.0072992700729927005,411,23
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,12,2,0.02197802197802198,0.0023837902264600714,839,12
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,15,2,0.02197802197802198,0.005235602094240838,382,15
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,27,2,0.02197802197802198,0.0034782608695652175,575,27
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,28,2,0.02197802197802198,0.006289308176100629,318,28
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,7,2,0.02197802197802198,0.003883495145631068,515,7
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,11,1,0.01098901098901099,0.002777777777777778,360,11
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,13,1,0.01098901098901099,0.0029069767441860465,344,13
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,2,1,0.01098901098901099,0.001644736842105263,608,2
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_numRounds,29,1,0.01098901098901099,0.0019157088122605363,522,29
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_playerCount,16,14,0.15384615384615385,0.011182108626198083,1252,16
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_playerCount,17,14,0.15384615384615385,0.011049723756906077,1267,17
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_playerCount,19,12,0.13186813186813187,0.0076677316293929714,1565,19
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_playerCount,14,11,0.12087912087912088,0.011752136752136752,936,14
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_playerCount,15,7,0.07692307692307693,0.0067243035542747355,1041,15
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_playerCount,11,6,0.06593406593406594,0.008356545961002786,718,11
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_playerCount,10,5,0.054945054945054944,0.006631299734748011,754,10
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_playerCount,13,5,0.054945054945054944,0.005549389567147614,901,13
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_playerCount,18,4,0.04395604395604396,0.00336417157275021,1189,18
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_playerCount,7,4,0.04395604395604396,0.0068846815834767644,581,7
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_playerCount,12,3,0.03296703296703297,0.003264417845484222,919,12
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_playerCount,20,3,0.03296703296703297,0.004451038575667656,674,20
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_playerCount,6,1,0.01098901098901099,0.0022172949002217295,451,6
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_playerCount,8,1,0.01098901098901099,0.0015128593040847202,661,8
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_playerCount,9,1,0.01098901098901099,0.0015384615384615385,650,9
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentCost,2,36,0.3956043956043956,0.007593334739506433,4741,2
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentCost,3,23,0.25274725274725274,0.005089621597698606,4519,3
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentCost,4,17,0.18681318681318682,0.006166122597025753,2757,4
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentCost,1,15,0.16483516483516483,0.006119951040391677,2451,1
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentExists,True,49,0.5384615384615384,0.005780346820809248,8477,True
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentExists,False,42,0.46153846153846156,0.007010515773660491,5991,False
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentMagnitude,3.0,16,0.17582417582417584,0.008142493638676845,1965,3.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentMagnitude,7.0,15,0.16483516483516483,0.0104675505931612,1433,7.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentMagnitude,9.0,12,0.13186813186813187,0.01293103448275862,928,9.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentMagnitude,6.0,11,0.12087912087912088,0.006862133499688085,1603,6.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentMagnitude,1.0,7,0.07692307692307693,0.018229166666666668,384,1.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentMagnitude,2.0,7,0.07692307692307693,0.004797806716929404,1459,2.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentMagnitude,4.0,6,0.06593406593406594,0.003468208092485549,1730,4.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentMagnitude,5.0,4,0.04395604395604396,0.0031847133757961785,1256,5.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentMagnitude,11.0,3,0.03296703296703297,0.0023603461841070024,1271,11.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentMagnitude,10.0,2,0.02197802197802198,0.003389830508474576,590,10.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentMagnitude,12.0,2,0.02197802197802198,0.005970149253731343,335,12.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentMagnitude,13.0,2,0.02197802197802198,0.014084507042253521,142,13.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentMagnitude,15.0,2,0.02197802197802198,0.008695652173913044,230,15.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentMagnitude,14.0,1,0.01098901098901099,0.015384615384615385,65,14.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_punishmentMagnitude,8.0,1,0.01098901098901099,0.00102880658436214,972,8.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_rewardCost,2,36,0.3956043956043956,0.007593334739506433,4741,2
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_rewardCost,3,23,0.25274725274725274,0.005089621597698606,4519,3
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_rewardCost,4,17,0.18681318681318682,0.006166122597025753,2757,4
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_rewardCost,1,15,0.16483516483516483,0.006119951040391677,2451,1
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_rewardExists,True,51,0.5604395604395604,0.00606853879105188,8404,True
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_rewardExists,False,40,0.43956043956043955,0.006596306068601583,6064,False
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_rewardMagnitude,2.0,30,0.32967032967032966,0.007237635705669481,4145,2.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_rewardMagnitude,1.0,27,0.2967032967032967,0.007211538461538462,3744,1.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_rewardMagnitude,3.0,21,0.23076923076923078,0.006053617757278754,3469,3.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_rewardMagnitude,4.0,8,0.08791208791208792,0.003911980440097799,2045,4.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_rewardMagnitude,5.0,3,0.03296703296703297,0.00392156862745098,765,5.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_rewardMagnitude,6.0,2,0.02197802197802198,0.006666666666666667,300,6.0
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_showNRounds,False,60,0.6593406593406593,0.00981675392670157,6112,False
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_showNRounds,True,31,0.34065934065934067,0.003709909047391096,8356,True
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_showOtherSummaries,False,54,0.5934065934065934,0.008493236866939289,6358,False
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_showOtherSummaries,True,37,0.4065934065934066,0.004562268803945746,8110,True
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_showPunishmentId,False,47,0.5164835164835165,0.007297003570874088,6441,False
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_showPunishmentId,True,44,0.4835164835164835,0.005481499937710228,8027,True
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_showRewardId,False,47,0.5164835164835165,0.007297003570874088,6441,False
COMMUNICATION,0,Engaging Social Dynamics in Cooperative Settings,91,CONFIG_showRewardId,True,44,0.4835164835164835,0.005481499937710228,8027,True
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.36,11,0.1,0.021611001964636542,509,0.36
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.5,8,0.07272727272727272,0.03389830508474576,236,0.5
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.63,8,0.07272727272727272,0.015810276679841896,506,0.63
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.66,8,0.07272727272727272,0.024390243902439025,328,0.66
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.24,7,0.06363636363636363,0.014644351464435146,478,0.24
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.48,7,0.06363636363636363,0.030973451327433628,226,0.48
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.11,6,0.05454545454545454,0.019169329073482427,313,0.11
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.47,6,0.05454545454545454,0.019801980198019802,303,0.47
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.62,6,0.05454545454545454,0.017094017094017096,351,0.62
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.25,4,0.03636363636363636,0.011299435028248588,354,0.25
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.38,4,0.03636363636363636,0.011695906432748537,342,0.38
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.44,4,0.03636363636363636,0.02040816326530612,196,0.44
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.46,4,0.03636363636363636,0.008547008547008548,468,0.46
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.06,3,0.02727272727272727,0.023076923076923078,130,0.06
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.19,3,0.02727272727272727,0.006507592190889371,461,0.19
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.2,3,0.02727272727272727,0.010067114093959731,298,0.2
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.42,3,0.02727272727272727,0.008595988538681949,349,0.42
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.59,3,0.02727272727272727,0.008928571428571428,336,0.59
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.07,2,0.01818181818181818,0.008333333333333333,240,0.07
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.15,1,0.00909090909090909,0.02631578947368421,38,0.15
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.22,1,0.00909090909090909,0.0030864197530864196,324,0.22
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.23,1,0.00909090909090909,0.0025252525252525255,396,0.23
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.29,1,0.00909090909090909,0.00847457627118644,118,0.29
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.3,1,0.00909090909090909,0.002577319587628866,388,0.3
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.4,1,0.00909090909090909,0.0018214936247723133,549,0.4
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.45,1,0.00909090909090909,0.0038910505836575876,257,0.45
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.61,1,0.00909090909090909,0.007751937984496124,129,0.61
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.64,1,0.00909090909090909,0.004484304932735426,223,0.64
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_MPCR,0.65,1,0.00909090909090909,0.008849557522123894,113,0.65
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_allOrNothing,False,56,0.509090909090909,0.007701829184431302,7271,False
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_allOrNothing,True,54,0.4909090909090909,0.007503126302626094,7197,True
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_chat,True,110,1.0,0.013679890560875513,8041,True
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_defaultContribProp,0,62,0.5636363636363636,0.008103515880277088,7651,0
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_defaultContribProp,1,48,0.43636363636363634,0.007041220478216224,6817,1
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_endowment,20,110,1.0,0.007602985899917058,14468,20
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,22,13,0.11818181818181818,0.031476997578692496,413,22
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,14,10,0.09090909090909091,0.013192612137203167,758,14
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,10,9,0.08181818181818182,0.011857707509881422,759,10
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,16,9,0.08181818181818182,0.019736842105263157,456,16
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,27,9,0.08181818181818182,0.01565217391304348,575,27
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,24,8,0.07272727272727272,0.01603206412825651,499,24
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,9,8,0.07272727272727272,0.020618556701030927,388,9
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,23,6,0.05454545454545454,0.014598540145985401,411,23
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,7,5,0.045454545454545456,0.009708737864077669,515,7
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,26,4,0.03636363636363636,0.008888888888888889,450,26
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,8,4,0.03636363636363636,0.006600660066006601,606,8
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,12,3,0.02727272727272727,0.003575685339690107,839,12
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,18,3,0.02727272727272727,0.008287292817679558,362,18
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,19,3,0.02727272727272727,0.0076726342710997444,391,19
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,30,3,0.02727272727272727,0.008620689655172414,348,30
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,6,3,0.02727272727272727,0.0071090047393364926,422,6
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,15,2,0.01818181818181818,0.005235602094240838,382,15
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,1,1,0.00909090909090909,0.005376344086021506,186,1
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,11,1,0.00909090909090909,0.002777777777777778,360,11
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,17,1,0.00909090909090909,0.0014044943820224719,712,17
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,2,1,0.00909090909090909,0.001644736842105263,608,2
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,20,1,0.00909090909090909,0.0023094688221709007,433,20
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,21,1,0.00909090909090909,0.0016556291390728477,604,21
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,3,1,0.00909090909090909,0.0027100271002710027,369,3
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_numRounds,5,1,0.00909090909090909,0.0017513134851138354,571,5
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_playerCount,14,18,0.16363636363636364,0.019230769230769232,936,14
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_playerCount,19,15,0.13636363636363635,0.009584664536741214,1565,19
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_playerCount,10,11,0.1,0.014588859416445624,754,10
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_playerCount,11,10,0.09090909090909091,0.013927576601671309,718,11
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_playerCount,12,9,0.08181818181818182,0.009793253536452665,919,12
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_playerCount,20,9,0.08181818181818182,0.013353115727002967,674,20
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_playerCount,15,7,0.06363636363636363,0.0067243035542747355,1041,15
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_playerCount,17,7,0.06363636363636363,0.0055248618784530384,1267,17
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_playerCount,16,5,0.045454545454545456,0.003993610223642172,1252,16
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_playerCount,7,4,0.03636363636363636,0.0068846815834767644,581,7
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_playerCount,8,4,0.03636363636363636,0.006051437216338881,661,8
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_playerCount,9,4,0.03636363636363636,0.006153846153846154,650,9
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_playerCount,18,3,0.02727272727272727,0.002523128679562658,1189,18
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_playerCount,6,3,0.02727272727272727,0.0066518847006651885,451,6
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_playerCount,5,1,0.00909090909090909,0.002976190476190476,336,5
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_punishmentCost,2,42,0.38181818181818183,0.008858890529424172,4741,2
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_punishmentCost,3,29,0.2636363636363636,0.006417348971011286,4519,3
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_punishmentCost,4,26,0.23636363636363636,0.009430540442509974,2757,4
COMMUNICATION,1,Cooperative Norms and Group Dynamics,110,CONFIG_punishmentCost,1,13,0.11818181818181818,0.005303957568339453,2451,1
