tag,config_column,direction,cluster_id,cluster_title,prop_false,prop_true,delta_true_minus_false,abs_delta
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_chat,higher_when_true,6,Passive Observers in Cooperative Environments,0.003246753246753247,0.15316315205327413,0.14991639880652088,0.14991639880652088
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_chat,higher_when_true,4,Monitoring Contributions for Group Success,0.0,0.13984461709211987,0.13984461709211987,0.13984461709211987
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_chat,higher_when_true,2,Observant Players in Cooperative Dynamics,0.0010822510822510823,0.11764705882352941,0.11656480774127832,0.11656480774127832
RESPONSE_TO_PUNISHER,CONFIG_chat,higher_when_false,14,Resilient Non-Retaliators in Punishment Scenarios,0.11894273127753303,0.01272264631043257,-0.10622008496710046,0.10622008496710046
RESPONSE_TO_PUNISHER,CONFIG_chat,higher_when_false,11,Resilient Cooperation in Punitive Environments,0.10572687224669604,0.022900763358778626,-0.08282610888791742,0.08282610888791742
RESPONSE_TO_PUNISHER,CONFIG_chat,higher_when_false,12,Resistance to Punishment in Cooperative Settings,0.09911894273127753,0.017811704834605598,-0.08130723789667194,0.08130723789667194
RESPONSE_TO_PUNISHER,CONFIG_chat,higher_when_true,4,Understanding Responses to Punishment Dynamics,0.006607929515418502,0.1297709923664122,0.12316306285099371,0.12316306285099371
RESPONSE_TO_PUNISHER,CONFIG_chat,higher_when_true,0,Understanding Responses to Punishment,0.022026431718061675,0.11704834605597965,0.09502191433791797,0.09502191433791797
RESPONSE_TO_PUNISHER,CONFIG_chat,higher_when_true,1,Understanding Responses to Punishment,0.04405286343612335,0.11195928753180662,0.06790642409568326,0.06790642409568326
RESPONSE_TO_REWARDER,CONFIG_chat,higher_when_false,11,Patterns of Non-Reciprocal Reward Behavior,0.12857142857142856,0.03260869565217391,-0.09596273291925464,0.09596273291925464
RESPONSE_TO_REWARDER,CONFIG_chat,higher_when_false,8,Unreciprocated Rewards in Cooperative Behavior,0.12244897959183673,0.029891304347826088,-0.09255767524401065,0.09255767524401065
RESPONSE_TO_REWARDER,CONFIG_chat,higher_when_false,13,Cooperative Players and Reward Dynamics,0.11836734693877551,0.03260869565217391,-0.0857586512866016,0.0857586512866016
RESPONSE_TO_REWARDER,CONFIG_chat,higher_when_true,3,Unresponsive Reward Recipients in Group Dynamics,0.0,0.16847826086956522,0.16847826086956522,0.16847826086956522
RESPONSE_TO_REWARDER,CONFIG_chat,higher_when_true,0,Understanding Unrewarded Behavior Patterns,0.036734693877551024,0.18206521739130435,0.14533052351375333,0.14533052351375333
RESPONSE_TO_REWARDER,CONFIG_chat,higher_when_true,2,Patterns of Non-Reciprocal Reward Behavior,0.014285714285714285,0.1358695652173913,0.121583850931677,0.121583850931677
REWARD,CONFIG_chat,higher_when_false,5,Non-Rewarding Cooperators in Group Dynamics,0.14818763326226012,0.02394526795895097,-0.12424236530330915,0.12424236530330915
REWARD,CONFIG_chat,higher_when_false,0,The Generous Rewarder Persona,0.11727078891257996,0.053591790193842644,-0.0636789987187373,0.0636789987187373
REWARD,CONFIG_chat,higher_when_false,2,Selective Rewarding in Cooperative Contexts,0.09381663113006397,0.0330672748004561,-0.06074935632960787,0.06074935632960787
REWARD,CONFIG_chat,higher_when_true,13,Reluctance to Reward in Cooperative Settings,0.017057569296375266,0.12998859749144812,0.11293102819507285,0.11293102819507285
REWARD,CONFIG_chat,higher_when_true,14,Reluctance to Use Reward Mechanisms,0.03411513859275053,0.1459521094640821,0.11183697087133157,0.11183697087133157
REWARD,CONFIG_chat,higher_when_true,6,Selective Rewarding to Foster Cooperation,0.04371002132196162,0.09236031927023945,0.04865029794827783,0.04865029794827783
COMMUNICATION,CONFIG_punishmentExists,higher_when_false,5,Sociable Players Embrace Lighthearted Cooperation,0.08296460176991151,0.03614457831325301,-0.0468200234566585,0.0468200234566585
COMMUNICATION,CONFIG_punishmentExists,higher_when_false,8,Cooperative Communication in Social Settings,0.07964601769911504,0.033734939759036145,-0.0459110779400789,0.0459110779400789
COMMUNICATION,CONFIG_punishmentExists,higher_when_false,11,Low-Engagement Cooperative Players,0.08628318584070796,0.051807228915662654,-0.034475956925045306,0.034475956925045306
COMMUNICATION,CONFIG_punishmentExists,higher_when_true,6,Affiliative Communicators in Cooperative Settings,0.049778761061946904,0.10120481927710843,0.05142605821516153,0.05142605821516153
COMMUNICATION,CONFIG_punishmentExists,higher_when_true,12,Silent Observers in Social Dynamics,0.051991150442477874,0.09036144578313253,0.038370295340654656,0.038370295340654656
COMMUNICATION,CONFIG_punishmentExists,higher_when_true,10,Minimal Communicators in Group Dynamics,0.03650442477876106,0.06385542168674699,0.027350996907985925,0.027350996907985925
CONTRIBUTION,CONFIG_punishmentExists,higher_when_false,5,Dynamic Contributors in Cooperative Settings,0.10515021459227468,0.052545155993431854,-0.052605058598842826,0.052605058598842826
CONTRIBUTION,CONFIG_punishmentExists,higher_when_false,2,Patterns of Opportunistic Contribution Behavior,0.08208154506437768,0.04433497536945813,-0.037746569694919546,0.037746569694919546
CONTRIBUTION,CONFIG_punishmentExists,higher_when_false,1,Volatile Contributors: Patterns of Cooperation,0.09871244635193133,0.06568144499178982,-0.033031001360141504,0.033031001360141504
CONTRIBUTION,CONFIG_punishmentExists,higher_when_true,14,Unconditional Full Cooperation in Group Settings,0.06223175965665236,0.10454296661193213,0.04231120695527977,0.04231120695527977
CONTRIBUTION,CONFIG_punishmentExists,higher_when_true,9,Unconditional High Contributors in Group Settings,0.055793991416309016,0.08648056923918993,0.03068657782288091,0.03068657782288091
CONTRIBUTION,CONFIG_punishmentExists,higher_when_true,11,Unwavering Commitment to Group Contribution,0.05042918454935622,0.07334428024083196,0.02291509569147574,0.02291509569147574
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,higher_when_false,11,End-Game Defection Patterns in Players,0.10471204188481675,0.0322234156820623,-0.07248862620275445,0.07248862620275445
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,higher_when_false,7,End-Game Behavior in Finite Games,0.09947643979057591,0.03544575725026853,-0.06403068254030739,0.06403068254030739
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,higher_when_false,0,Consistent Cooperation Until the End,0.08272251308900523,0.031149301825993556,-0.051573211263011676,0.051573211263011676
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,higher_when_true,14,Consistent Cooperation Through Final Rounds,0.0,0.13319011815252416,0.13319011815252416,0.13319011815252416
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,higher_when_true,8,Consistent Cooperation Until the Final Round,0.015706806282722512,0.08700322234156821,0.0712964160588457,0.0712964160588457
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,higher_when_true,12,End-Game Behavior in Contribution Dynamics,0.015706806282722512,0.08700322234156821,0.0712964160588457,0.0712964160588457
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,higher_when_false,10,Adaptive Players in Cooperative Environments,0.14551422319474835,0.005488474204171241,-0.14002574899057713,0.14002574899057713
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,higher_when_false,8,Cooperative Players and Reward Dynamics,0.13785557986870897,0.007683863885839737,-0.13017171598286922,0.13017171598286922
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,higher_when_false,14,Indifferent Players in Reward Dynamics,0.12472647702407003,0.0021953896816684962,-0.12253108734240153,0.12253108734240153
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,higher_when_true,7,Behavioral Detachment in Cooperative Dynamics,0.0,0.15916575192096596,0.15916575192096596,0.15916575192096596
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,higher_when_true,1,Behavioral Patterns in Contribution and Punishment,0.0,0.1394072447859495,0.1394072447859495,0.1394072447859495
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,higher_when_true,9,Indifferent Players in Cooperative Settings,0.0,0.12952799121844127,0.12952799121844127,0.12952799121844127
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,higher_when_false,13,Cooperative Players and Reward Dynamics,0.14058956916099774,0.019184652278177457,-0.12140491688282029,0.12140491688282029
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,higher_when_false,11,Patterns of Non-Reciprocal Reward Behavior,0.11564625850340136,0.05755395683453238,-0.05809230166886899,0.05809230166886899
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,higher_when_false,2,Patterns of Non-Reciprocal Reward Behavior,0.08163265306122448,0.050359712230215826,-0.03127294083100866,0.03127294083100866
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,higher_when_true,0,Understanding Unrewarded Behavior Patterns,0.04081632653061224,0.1606714628297362,0.11985513629912398,0.11985513629912398
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,higher_when_true,8,Unreciprocated Rewards in Cooperative Behavior,0.047619047619047616,0.11990407673860912,0.0722850291195615,0.0722850291195615
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,higher_when_true,6,Stable Cooperation Despite Received Rewards,0.04081632653061224,0.07673860911270983,0.035922282582097585,0.035922282582097585
REWARD,CONFIG_punishmentExists,higher_when_false,0,The Generous Rewarder Persona,0.14129244249726178,0.031042128603104215,-0.11025031389415757,0.11025031389415757
REWARD,CONFIG_punishmentExists,higher_when_false,10,The Reluctant Non-Rewarder Persona,0.09748083242059145,0.012195121951219513,-0.08528571046937194,0.08528571046937194
REWARD,CONFIG_punishmentExists,higher_when_false,1,Selective Rewarding Behavior in Cooperative Settings,0.10405257393209201,0.026607538802660754,-0.07744503512943125,0.07744503512943125
REWARD,CONFIG_punishmentExists,higher_when_true,11,Avoiding Rewards in Cooperative Environments,0.004381161007667032,0.1197339246119734,0.11535276360430637,0.11535276360430637
REWARD,CONFIG_punishmentExists,higher_when_true,7,Reluctance to Use Reward Mechanisms,0.0065717415115005475,0.09645232815964523,0.08988058664814469,0.08988058664814469
REWARD,CONFIG_punishmentExists,higher_when_true,14,Reluctance to Use Reward Mechanisms,0.044906900328587074,0.1319290465631929,0.08702214623460583,0.08702214623460583
