tag,config_column,n_rows,n_values_after_grouping,n_clusters,mi_bits,nmi_by_hc,js_weighted_bits,tv_weighted,cramers_v,chi2_pvalue,chi2_dof
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_rewardExists,1825,2,15,0.08441382495558437,0.021654785629246543,0.021988512573018273,0.12291266654156502,0.3327346645375833,2.09381755920951e-35,14
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_rewardMagnitude,1825,6,15,0.06028463362054333,0.015464893558340919,0.01572631959452133,0.10377421655094764,0.12994767046349426,2.91487161850935e-08,70
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_allOrNothing,1825,2,15,0.02945517206552082,0.007556172665875958,0.007521732607240953,0.07261640082567086,0.19912649262073726,7.179970845504497e-10,14
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_showNRounds,1825,2,15,0.024316077808872617,0.006237834295179407,0.006136394884121986,0.07501895289923063,0.1824172604798395,8.737500616812113e-08,14
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentCost,1825,4,15,0.022430635586402,0.005754159409396017,0.005659882148423605,0.06571109026083692,0.1013513646899397,0.06980294510702119,42
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_rewardCost,1825,4,15,0.022430635586402,0.005754159409396017,0.005659882148423605,0.06571109026083692,0.1013513646899397,0.06980294510702119,42
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_defaultContribProp,1825,2,15,0.01123487973139589,0.0028820979535254467,0.002835277188193686,0.04735687746293864,0.12395146167819535,0.014058276396970682,14
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_showRewardId,1825,2,15,0.007115784880421048,0.001825421324651842,0.0017827447680188666,0.045555413773691135,0.09917498773705026,0.20906241931972927,14
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_showPunishmentId,1825,2,15,0.007115784880421048,0.001825421324651842,0.0017827447680188666,0.045555413773691135,0.09917498773705026,0.20906241931972927,14
RESPONSE_TO_PUNISHER,CONFIG_MPCR,847,42,15,0.9671761284237554,0.24858000547074804,0.2715821956406705,0.44628796126059195,0.31151827375936764,6.632566480867922e-41,574
RESPONSE_TO_PUNISHER,CONFIG_numRounds,847,30,15,0.6574319964761092,0.16897072257874604,0.18608540106924049,0.36076491931380844,0.24861610640311219,4.158870065049416e-21,406
RESPONSE_TO_PUNISHER,CONFIG_playerCount,847,16,15,0.33940343220763813,0.0872322057539454,0.09394586594843149,0.25801460533670467,0.17774339390276025,2.1425711976408447e-11,210
RESPONSE_TO_PUNISHER,CONFIG_punishmentMagnitude,847,13,15,0.2703744042868392,0.06949062215411266,0.07391601601310706,0.22499438953233092,0.17485207556413415,1.3668166103354161e-10,168
RESPONSE_TO_PUNISHER,CONFIG_chat,847,2,15,0.22744291347585616,0.05845653032013206,0.061601384661665065,0.23262323165725546,0.5319613580765458,3.8832441530012424e-43,14
RESPONSE_TO_PUNISHER,CONFIG_rewardMagnitude,847,6,15,0.10349838291980125,0.026600768811723144,0.028242244742148235,0.13268999970727996,0.16270372577325795,0.0010438607725575335,70
RESPONSE_TO_PUNISHER,CONFIG_punishmentCost,847,4,15,0.06919736733837252,0.017784849569816488,0.017870705448227733,0.12149833637436945,0.17540251727225278,0.0005896432129613023,42
RESPONSE_TO_PUNISHER,CONFIG_rewardCost,847,4,15,0.06919736733837252,0.017784849569816488,0.017870705448227733,0.12149833637436945,0.17540251727225278,0.0005896432129613023,42
RESPONSE_TO_PUNISHER,CONFIG_rewardExists,847,2,15,0.040357580997394754,0.01037255512237283,0.010249635611787787,0.10157385814786266,0.23399742434082027,2.432215716908248e-05,14
RESPONSE_TO_PUNISHER,CONFIG_allOrNothing,847,2,15,0.030336282018836945,0.007796918191616757,0.00776181975624924,0.07941076847377157,0.2019846884304792,0.0017095443681302497,14
RESPONSE_TO_PUNISHER,CONFIG_showNRounds,847,2,15,0.022885078923922216,0.005881837730402114,0.005766197793032712,0.0762047869485886,0.17721213518331785,0.021695759162487668,14
RESPONSE_TO_PUNISHER,CONFIG_defaultContribProp,847,2,15,0.022797644054675843,0.005859365546032738,0.005738671313598214,0.0768571344937128,0.177007959230784,0.02209343367300047,14
RESPONSE_TO_PUNISHER,CONFIG_showOtherSummaries,847,2,15,0.012693230040318974,0.003262366698407085,0.0031849047255651944,0.05897054539321363,0.1323420944760387,0.3895454282246865,14
RESPONSE_TO_REWARDER,CONFIG_MPCR,858,33,15,1.0333142369535926,0.2676189477039654,0.2854400200211298,0.4664015083595504,0.33109517739075434,2.3151983189998347e-86,448
RESPONSE_TO_REWARDER,CONFIG_numRounds,858,24,15,0.7273429147397105,0.18837517039970708,0.19739051285133613,0.3791492113170435,0.28082835124640976,7.437706968409495e-63,322
RESPONSE_TO_REWARDER,CONFIG_playerCount,858,16,15,0.471342022262902,0.12207327790096242,0.13027679049966204,0.3054808439423824,0.2132243848708851,9.464466328453546e-32,210
RESPONSE_TO_REWARDER,CONFIG_chat,858,2,15,0.38934967833996426,0.1008380098520778,0.10926148223680768,0.304481066718829,0.6839433999817826,6.57431844992183e-77,14
RESPONSE_TO_REWARDER,CONFIG_punishmentMagnitude,858,12,15,0.31734951884521423,0.08219062628818712,0.0868245112480294,0.23666737303100935,0.19900590022183826,2.6569339695000287e-20,154
RESPONSE_TO_REWARDER,CONFIG_rewardMagnitude,858,6,15,0.17694162910123715,0.045826265516967904,0.04868296188459356,0.1678946539086399,0.21217779341277143,1.8217745508775973e-13,70
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,858,2,15,0.09952472019511788,0.025775993339328424,0.026234902759218352,0.14431838557712684,0.35841495598134987,5.071673965434401e-17,14
RESPONSE_TO_REWARDER,CONFIG_punishmentCost,858,4,15,0.08102419211969102,0.02098452557623037,0.020226198723738514,0.1331985807510283,0.19743221317668794,1.1153315050966456e-06,42
RESPONSE_TO_REWARDER,CONFIG_rewardCost,858,4,15,0.08102419211969102,0.02098452557623037,0.020226198723738514,0.1331985807510283,0.19743221317668794,1.1153315050966456e-06,42
RESPONSE_TO_REWARDER,CONFIG_showOtherSummaries,858,2,15,0.06110172936002725,0.01582478971975818,0.015702712106123437,0.1187914649453111,0.2856550823308806,1.9206216407764263e-09,14
RESPONSE_TO_REWARDER,CONFIG_allOrNothing,858,2,15,0.05900419467715365,0.015281547398566377,0.015394536973168034,0.09442461190712939,0.27788538071569785,9.125089071837335e-09,14
RESPONSE_TO_REWARDER,CONFIG_defaultContribProp,858,2,15,0.02223687697660273,0.005759147995720709,0.0055979300385441,0.07411935383963356,0.17484718999466287,0.024194590071304173,14
RESPONSE_TO_REWARDER,CONFIG_showNRounds,858,2,15,0.012174125511490032,0.003152987292816409,0.0030572165566969192,0.051075575551100025,0.1295347054422292,0.42060214900288856,14
REWARD,CONFIG_MPCR,1815,48,15,0.5691654167824031,0.14738585658465886,0.15767945557681576,0.3345782391913121,0.23552036216455105,8.782382282954503e-57,658
REWARD,CONFIG_numRounds,1815,27,15,0.365668030654287,0.09469003972216332,0.09893271490860371,0.27690306521260694,0.18765242096127424,1.3788063348405672e-46,364
REWARD,CONFIG_punishmentExists,1815,2,15,0.20846826253100245,0.053983029428497205,0.05711838772185675,0.20712914266633276,0.5051367222351265,5.9779040467860145e-90,14
REWARD,CONFIG_playerCount,1815,19,15,0.17593206742843281,0.045557754730138074,0.046627035180019274,0.17953964893108393,0.13082289807066225,6.681364599407848e-12,252
REWARD,CONFIG_chat,1815,2,15,0.16725517384284186,0.04331086594192631,0.04425661874976064,0.20843810000834795,0.4634949788496351,1.6883318521576984e-74,14
REWARD,CONFIG_punishmentMagnitude,1815,16,15,0.16261288915773373,0.042108742473686706,0.04197121327329921,0.17333545826408336,0.13164172982992225,1.9473118774228112e-18,210
REWARD,CONFIG_rewardMagnitude,1815,6,15,0.07281008600681782,0.01885423214007423,0.019513458385046537,0.10609627454105289,0.13922724187108046,4.4008208621018845e-11,70
REWARD,CONFIG_showOtherSummaries,1815,2,15,0.03384453018594408,0.008764069152971298,0.008562640467611862,0.09555692158246629,0.21489205950639176,5.515551881724293e-12,14
REWARD,CONFIG_punishmentCost,1815,4,15,0.029535391149527874,0.007648214026679604,0.007399420090375704,0.07899581843984549,0.1172274479616333,0.0013647343427733469,42
REWARD,CONFIG_rewardCost,1815,4,15,0.029535391149527874,0.007648214026679604,0.007399420090375704,0.07899581843984549,0.1172274479616333,0.0013647343427733469,42
REWARD,CONFIG_showNRounds,1815,2,15,0.02703722344255782,0.007001311427668255,0.006839179074136177,0.07676767676767676,0.1921066391623549,6.7570664050903746e-09,14
REWARD,CONFIG_showRewardId,1815,2,15,0.01573173198686524,0.004073745041559412,0.003951409502575406,0.0637114951164538,0.1472232468883991,0.00032316832600203665,14
REWARD,CONFIG_showPunishmentId,1815,2,15,0.01573173198686524,0.004073745041559412,0.003951409502575406,0.0637114951164538,0.1472232468883991,0.00032316832600203665,14
REWARD,CONFIG_defaultContribProp,1815,2,15,0.012376193182516879,0.0032048254860147724,0.0031454133305164923,0.047699838353482224,0.12939936569075547,0.006739923725562066,14
REWARD,CONFIG_allOrNothing,1815,2,15,0.011041424525977136,0.0028591860357147303,0.002796778169314472,0.048231071040988394,0.12264800488244566,0.017583291271003006,14
