tag,cluster_id,cluster_title,config_column,config_value,count,cluster_n,pct_within_cluster
COMMUNICATION,1,Cooperative Norms and Group Dynamics,CONFIG_numRounds,22,13,110,0.11818181818181818
COMMUNICATION,1,Cooperative Norms and Group Dynamics,CONFIG_playerCount,14,18,110,0.16363636363636364
COMMUNICATION,1,Cooperative Norms and Group Dynamics,CONFIG_punishmentCost,2,42,110,0.38181818181818183
COMMUNICATION,1,Cooperative Norms and Group Dynamics,CONFIG_punishmentExists,True,62,110,0.5636363636363636
COMMUNICATION,1,Cooperative Norms and Group Dynamics,CONFIG_punishmentMagnitude,6.0,15,110,0.13636363636363635
COMMUNICATION,1,Cooperative Norms and Group Dynamics,CONFIG_rewardCost,2,42,110,0.38181818181818183
COMMUNICATION,1,Cooperative Norms and Group Dynamics,CONFIG_rewardExists,False,64,110,0.5818181818181818
COMMUNICATION,1,Cooperative Norms and Group Dynamics,CONFIG_rewardMagnitude,2.0,40,110,0.36363636363636365
COMMUNICATION,1,Cooperative Norms and Group Dynamics,CONFIG_showNRounds,False,62,110,0.5636363636363636
COMMUNICATION,1,Cooperative Norms and Group Dynamics,CONFIG_showOtherSummaries,True,57,110,0.5181818181818182
COMMUNICATION,1,Cooperative Norms and Group Dynamics,CONFIG_showPunishmentId,False,55,110,0.5
COMMUNICATION,1,Cooperative Norms and Group Dynamics,CONFIG_showRewardId,False,55,110,0.5
COMMUNICATION,2,Engaging Cooperation in Group Settings,CONFIG_MPCR,0.62,11,139,0.07913669064748201
COMMUNICATION,2,Engaging Cooperation in Group Settings,CONFIG_allOrNothing,True,74,139,0.5323741007194245
COMMUNICATION,2,Engaging Cooperation in Group Settings,CONFIG_chat,True,139,139,1.0
COMMUNICATION,2,Engaging Cooperation in Group Settings,CONFIG_defaultContribProp,0,73,139,0.5251798561151079
COMMUNICATION,2,Engaging Cooperation in Group Settings,CONFIG_endowment,20,139,139,1.0
COMMUNICATION,2,Engaging Cooperation in Group Settings,CONFIG_numRounds,14,14,139,0.10071942446043165
COMMUNICATION,2,Engaging Cooperation in Group Settings,CONFIG_playerCount,19,24,139,0.17266187050359713
COMMUNICATION,2,Engaging Cooperation in Group Settings,CONFIG_punishmentCost,4,45,139,0.3237410071942446
COMMUNICATION,2,Engaging Cooperation in Group Settings,CONFIG_punishmentExists,False,73,139,0.5251798561151079
COMMUNICATION,2,Engaging Cooperation in Group Settings,CONFIG_punishmentMagnitude,3.0,23,139,0.16546762589928057
COMMUNICATION,2,Engaging Cooperation in Group Settings,CONFIG_rewardCost,4,45,139,0.3237410071942446
COMMUNICATION,2,Engaging Cooperation in Group Settings,CONFIG_rewardExists,False,75,139,0.539568345323741
COMMUNICATION,2,Engaging Cooperation in Group Settings,CONFIG_rewardMagnitude,2.0,48,139,0.34532374100719426
COMMUNICATION,2,Engaging Cooperation in Group Settings,CONFIG_showNRounds,False,79,139,0.5683453237410072
COMMUNICATION,2,Engaging Cooperation in Group Settings,CONFIG_showOtherSummaries,False,78,139,0.5611510791366906
COMMUNICATION,2,Engaging Cooperation in Group Settings,CONFIG_showPunishmentId,False,73,139,0.5251798561151079
COMMUNICATION,2,Engaging Cooperation in Group Settings,CONFIG_showRewardId,False,73,139,0.5251798561151079
COMMUNICATION,3,Playful Social Engagement in Group Dynamics,CONFIG_MPCR,0.63,14,101,0.13861386138613863
COMMUNICATION,3,Playful Social Engagement in Group Dynamics,CONFIG_allOrNothing,False,51,101,0.504950495049505
COMMUNICATION,3,Playful Social Engagement in Group Dynamics,CONFIG_chat,True,101,101,1.0
COMMUNICATION,3,Playful Social Engagement in Group Dynamics,CONFIG_defaultContribProp,0,63,101,0.6237623762376238
COMMUNICATION,3,Playful Social Engagement in Group Dynamics,CONFIG_endowment,20,101,101,1.0
COMMUNICATION,3,Playful Social Engagement in Group Dynamics,CONFIG_numRounds,21,12,101,0.1188118811881188
COMMUNICATION,3,Playful Social Engagement in Group Dynamics,CONFIG_playerCount,19,25,101,0.24752475247524752
COMMUNICATION,3,Playful Social Engagement in Group Dynamics,CONFIG_punishmentCost,2,35,101,0.3465346534653465
COMMUNICATION,3,Playful Social Engagement in Group Dynamics,CONFIG_punishmentExists,True,59,101,0.5841584158415841
COMMUNICATION,3,Playful Social Engagement in Group Dynamics,CONFIG_punishmentMagnitude,9.0,15,101,0.1485148514851485
COMMUNICATION,3,Playful Social Engagement in Group Dynamics,CONFIG_rewardCost,2,35,101,0.3465346534653465
COMMUNICATION,3,Playful Social Engagement in Group Dynamics,CONFIG_rewardExists,False,61,101,0.6039603960396039
COMMUNICATION,3,Playful Social Engagement in Group Dynamics,CONFIG_rewardMagnitude,2.0,41,101,0.40594059405940597
COMMUNICATION,3,Playful Social Engagement in Group Dynamics,CONFIG_showNRounds,False,72,101,0.7128712871287128
COMMUNICATION,3,Playful Social Engagement in Group Dynamics,CONFIG_showOtherSummaries,False,52,101,0.5148514851485149
COMMUNICATION,3,Playful Social Engagement in Group Dynamics,CONFIG_showPunishmentId,True,53,101,0.5247524752475248
COMMUNICATION,3,Playful Social Engagement in Group Dynamics,CONFIG_showRewardId,True,53,101,0.5247524752475248
COMMUNICATION,4,Cooperative Communication in Group Dynamics,CONFIG_MPCR,0.24,9,115,0.0782608695652174
COMMUNICATION,4,Cooperative Communication in Group Dynamics,CONFIG_allOrNothing,False,61,115,0.5304347826086957
COMMUNICATION,4,Cooperative Communication in Group Dynamics,CONFIG_chat,True,115,115,1.0
COMMUNICATION,4,Cooperative Communication in Group Dynamics,CONFIG_defaultContribProp,1,59,115,0.5130434782608696
COMMUNICATION,4,Cooperative Communication in Group Dynamics,CONFIG_endowment,20,115,115,1.0
COMMUNICATION,4,Cooperative Communication in Group Dynamics,CONFIG_numRounds,10,17,115,0.14782608695652175
COMMUNICATION,4,Cooperative Communication in Group Dynamics,CONFIG_playerCount,17,15,115,0.13043478260869565
COMMUNICATION,4,Cooperative Communication in Group Dynamics,CONFIG_punishmentCost,2,41,115,0.3565217391304348
COMMUNICATION,4,Cooperative Communication in Group Dynamics,CONFIG_punishmentExists,True,66,115,0.5739130434782609
COMMUNICATION,4,Cooperative Communication in Group Dynamics,CONFIG_punishmentMagnitude,4.0,17,115,0.14782608695652175
COMMUNICATION,4,Cooperative Communication in Group Dynamics,CONFIG_rewardCost,2,41,115,0.3565217391304348
COMMUNICATION,4,Cooperative Communication in Group Dynamics,CONFIG_rewardExists,True,63,115,0.5478260869565217
COMMUNICATION,4,Cooperative Communication in Group Dynamics,CONFIG_rewardMagnitude,2.0,36,115,0.3130434782608696
COMMUNICATION,4,Cooperative Communication in Group Dynamics,CONFIG_showNRounds,True,68,115,0.591304347826087
COMMUNICATION,4,Cooperative Communication in Group Dynamics,CONFIG_showOtherSummaries,True,65,115,0.5652173913043478
COMMUNICATION,4,Cooperative Communication in Group Dynamics,CONFIG_showPunishmentId,False,66,115,0.5739130434782609
COMMUNICATION,4,Cooperative Communication in Group Dynamics,CONFIG_showRewardId,False,66,115,0.5739130434782609
COMMUNICATION,5,Sociable Players Embrace Lighthearted Cooperation,CONFIG_MPCR,0.19,13,105,0.12380952380952381
COMMUNICATION,5,Sociable Players Embrace Lighthearted Cooperation,CONFIG_allOrNothing,True,63,105,0.6
COMMUNICATION,5,Sociable Players Embrace Lighthearted Cooperation,CONFIG_chat,True,105,105,1.0
COMMUNICATION,5,Sociable Players Embrace Lighthearted Cooperation,CONFIG_defaultContribProp,1,57,105,0.5428571428571428
COMMUNICATION,5,Sociable Players Embrace Lighthearted Cooperation,CONFIG_endowment,20,105,105,1.0
COMMUNICATION,5,Sociable Players Embrace Lighthearted Cooperation,CONFIG_numRounds,30,14,105,0.13333333333333333
COMMUNICATION,5,Sociable Players Embrace Lighthearted Cooperation,CONFIG_playerCount,16,19,105,0.18095238095238095
COMMUNICATION,5,Sociable Players Embrace Lighthearted Cooperation,CONFIG_punishmentCost,2,37,105,0.3523809523809524
COMMUNICATION,5,Sociable Players Embrace Lighthearted Cooperation,CONFIG_punishmentExists,False,75,105,0.7142857142857143
COMMUNICATION,5,Sociable Players Embrace Lighthearted Cooperation,CONFIG_punishmentMagnitude,3.0,23,105,0.21904761904761905
COMMUNICATION,5,Sociable Players Embrace Lighthearted Cooperation,CONFIG_rewardCost,2,37,105,0.3523809523809524
COMMUNICATION,5,Sociable Players Embrace Lighthearted Cooperation,CONFIG_rewardExists,False,77,105,0.7333333333333333
COMMUNICATION,5,Sociable Players Embrace Lighthearted Cooperation,CONFIG_rewardMagnitude,2.0,46,105,0.4380952380952381
COMMUNICATION,5,Sociable Players Embrace Lighthearted Cooperation,CONFIG_showNRounds,False,67,105,0.638095238095238
COMMUNICATION,5,Sociable Players Embrace Lighthearted Cooperation,CONFIG_showOtherSummaries,False,63,105,0.6
COMMUNICATION,5,Sociable Players Embrace Lighthearted Cooperation,CONFIG_showPunishmentId,False,63,105,0.6
COMMUNICATION,5,Sociable Players Embrace Lighthearted Cooperation,CONFIG_showRewardId,False,63,105,0.6
COMMUNICATION,6,Affiliative Communicators in Cooperative Settings,CONFIG_MPCR,0.63,10,129,0.07751937984496124
COMMUNICATION,6,Affiliative Communicators in Cooperative Settings,CONFIG_allOrNothing,False,73,129,0.5658914728682171
COMMUNICATION,6,Affiliative Communicators in Cooperative Settings,CONFIG_chat,True,129,129,1.0
COMMUNICATION,6,Affiliative Communicators in Cooperative Settings,CONFIG_defaultContribProp,0,66,129,0.5116279069767442
COMMUNICATION,6,Affiliative Communicators in Cooperative Settings,CONFIG_endowment,20,129,129,1.0
COMMUNICATION,6,Affiliative Communicators in Cooperative Settings,CONFIG_numRounds,3,13,129,0.10077519379844961
COMMUNICATION,6,Affiliative Communicators in Cooperative Settings,CONFIG_playerCount,19,19,129,0.14728682170542637
COMMUNICATION,6,Affiliative Communicators in Cooperative Settings,CONFIG_punishmentCost,2,46,129,0.35658914728682173
COMMUNICATION,6,Affiliative Communicators in Cooperative Settings,CONFIG_punishmentExists,True,84,129,0.6511627906976745
COMMUNICATION,6,Affiliative Communicators in Cooperative Settings,CONFIG_punishmentMagnitude,3.0,23,129,0.17829457364341086
COMMUNICATION,6,Affiliative Communicators in Cooperative Settings,CONFIG_rewardCost,2,46,129,0.35658914728682173
COMMUNICATION,6,Affiliative Communicators in Cooperative Settings,CONFIG_rewardExists,True,76,129,0.5891472868217055
COMMUNICATION,6,Affiliative Communicators in Cooperative Settings,CONFIG_rewardMagnitude,1.0,44,129,0.34108527131782945
COMMUNICATION,6,Affiliative Communicators in Cooperative Settings,CONFIG_showNRounds,True,75,129,0.5813953488372093
COMMUNICATION,6,Affiliative Communicators in Cooperative Settings,CONFIG_showOtherSummaries,True,70,129,0.5426356589147286
COMMUNICATION,6,Affiliative Communicators in Cooperative Settings,CONFIG_showPunishmentId,True,65,129,0.5038759689922481
COMMUNICATION,6,Affiliative Communicators in Cooperative Settings,CONFIG_showRewardId,True,65,129,0.5038759689922481
COMMUNICATION,7,Cooperative Communication in Group Dynamics,CONFIG_MPCR,0.63,13,131,0.09923664122137404
COMMUNICATION,7,Cooperative Communication in Group Dynamics,CONFIG_allOrNothing,False,68,131,0.5190839694656488
COMMUNICATION,7,Cooperative Communication in Group Dynamics,CONFIG_chat,True,131,131,1.0
COMMUNICATION,7,Cooperative Communication in Group Dynamics,CONFIG_defaultContribProp,1,69,131,0.5267175572519084
COMMUNICATION,7,Cooperative Communication in Group Dynamics,CONFIG_endowment,20,131,131,1.0
COMMUNICATION,7,Cooperative Communication in Group Dynamics,CONFIG_numRounds,10,11,131,0.08396946564885496
COMMUNICATION,7,Cooperative Communication in Group Dynamics,CONFIG_playerCount,14,18,131,0.13740458015267176
COMMUNICATION,7,Cooperative Communication in Group Dynamics,CONFIG_punishmentCost,2,48,131,0.366412213740458
COMMUNICATION,7,Cooperative Communication in Group Dynamics,CONFIG_punishmentExists,False,71,131,0.5419847328244275
COMMUNICATION,7,Cooperative Communication in Group Dynamics,CONFIG_punishmentMagnitude,3.0,27,131,0.20610687022900764
COMMUNICATION,7,Cooperative Communication in Group Dynamics,CONFIG_rewardCost,2,48,131,0.366412213740458
COMMUNICATION,7,Cooperative Communication in Group Dynamics,CONFIG_rewardExists,False,71,131,0.5419847328244275
COMMUNICATION,7,Cooperative Communication in Group Dynamics,CONFIG_rewardMagnitude,2.0,40,131,0.3053435114503817
COMMUNICATION,7,Cooperative Communication in Group Dynamics,CONFIG_showNRounds,True,71,131,0.5419847328244275
COMMUNICATION,7,Cooperative Communication in Group Dynamics,CONFIG_showOtherSummaries,False,67,131,0.5114503816793893
COMMUNICATION,7,Cooperative Communication in Group Dynamics,CONFIG_showPunishmentId,False,74,131,0.5648854961832062
COMMUNICATION,7,Cooperative Communication in Group Dynamics,CONFIG_showRewardId,False,74,131,0.5648854961832062
COMMUNICATION,8,Cooperative Communication in Social Settings,CONFIG_MPCR,0.19,9,100,0.09
COMMUNICATION,8,Cooperative Communication in Social Settings,CONFIG_allOrNothing,True,72,100,0.72
COMMUNICATION,8,Cooperative Communication in Social Settings,CONFIG_chat,True,100,100,1.0
COMMUNICATION,8,Cooperative Communication in Social Settings,CONFIG_defaultContribProp,1,52,100,0.52
COMMUNICATION,8,Cooperative Communication in Social Settings,CONFIG_endowment,20,100,100,1.0
COMMUNICATION,8,Cooperative Communication in Social Settings,CONFIG_numRounds,30,13,100,0.13
COMMUNICATION,8,Cooperative Communication in Social Settings,CONFIG_playerCount,16,13,100,0.13
COMMUNICATION,8,Cooperative Communication in Social Settings,CONFIG_punishmentCost,2,42,100,0.42
COMMUNICATION,8,Cooperative Communication in Social Settings,CONFIG_punishmentExists,False,72,100,0.72
COMMUNICATION,8,Cooperative Communication in Social Settings,CONFIG_punishmentMagnitude,3.0,16,100,0.16
COMMUNICATION,8,Cooperative Communication in Social Settings,CONFIG_rewardCost,2,42,100,0.42
COMMUNICATION,8,Cooperative Communication in Social Settings,CONFIG_rewardExists,False,72,100,0.72
COMMUNICATION,8,Cooperative Communication in Social Settings,CONFIG_rewardMagnitude,2.0,32,100,0.32
COMMUNICATION,8,Cooperative Communication in Social Settings,CONFIG_showNRounds,False,51,100,0.51
COMMUNICATION,8,Cooperative Communication in Social Settings,CONFIG_showOtherSummaries,False,62,100,0.62
COMMUNICATION,8,Cooperative Communication in Social Settings,CONFIG_showPunishmentId,False,59,100,0.59
COMMUNICATION,8,Cooperative Communication in Social Settings,CONFIG_showRewardId,False,59,100,0.59
COMMUNICATION,9,Sparsely Communicative Yet Cooperative Personas,CONFIG_MPCR,0.11,10,114,0.08771929824561403
COMMUNICATION,9,Sparsely Communicative Yet Cooperative Personas,CONFIG_allOrNothing,True,68,114,0.5964912280701754
COMMUNICATION,9,Sparsely Communicative Yet Cooperative Personas,CONFIG_chat,True,114,114,1.0
COMMUNICATION,9,Sparsely Communicative Yet Cooperative Personas,CONFIG_defaultContribProp,0,65,114,0.5701754385964912
COMMUNICATION,9,Sparsely Communicative Yet Cooperative Personas,CONFIG_endowment,20,114,114,1.0
COMMUNICATION,9,Sparsely Communicative Yet Cooperative Personas,CONFIG_numRounds,14,15,114,0.13157894736842105
COMMUNICATION,9,Sparsely Communicative Yet Cooperative Personas,CONFIG_playerCount,12,15,114,0.13157894736842105
COMMUNICATION,9,Sparsely Communicative Yet Cooperative Personas,CONFIG_punishmentCost,3,41,114,0.35964912280701755
COMMUNICATION,9,Sparsely Communicative Yet Cooperative Personas,CONFIG_punishmentExists,False,69,114,0.6052631578947368
COMMUNICATION,9,Sparsely Communicative Yet Cooperative Personas,CONFIG_punishmentMagnitude,3.0,16,114,0.14035087719298245
COMMUNICATION,9,Sparsely Communicative Yet Cooperative Personas,CONFIG_rewardCost,3,41,114,0.35964912280701755
COMMUNICATION,9,Sparsely Communicative Yet Cooperative Personas,CONFIG_rewardExists,False,59,114,0.5175438596491229
COMMUNICATION,9,Sparsely Communicative Yet Cooperative Personas,CONFIG_rewardMagnitude,2.0,36,114,0.3157894736842105
COMMUNICATION,9,Sparsely Communicative Yet Cooperative Personas,CONFIG_showNRounds,True,71,114,0.6228070175438597
COMMUNICATION,9,Sparsely Communicative Yet Cooperative Personas,CONFIG_showOtherSummaries,True,70,114,0.6140350877192983
COMMUNICATION,9,Sparsely Communicative Yet Cooperative Personas,CONFIG_showPunishmentId,False,64,114,0.5614035087719298
COMMUNICATION,9,Sparsely Communicative Yet Cooperative Personas,CONFIG_showRewardId,False,64,114,0.5614035087719298
COMMUNICATION,10,Minimal Communicators in Group Dynamics,CONFIG_MPCR,0.46,8,86,0.09302325581395349
COMMUNICATION,10,Minimal Communicators in Group Dynamics,CONFIG_allOrNothing,True,53,86,0.6162790697674418
COMMUNICATION,10,Minimal Communicators in Group Dynamics,CONFIG_chat,True,86,86,1.0
COMMUNICATION,10,Minimal Communicators in Group Dynamics,CONFIG_defaultContribProp,1,46,86,0.5348837209302325
COMMUNICATION,10,Minimal Communicators in Group Dynamics,CONFIG_endowment,20,86,86,1.0
COMMUNICATION,10,Minimal Communicators in Group Dynamics,CONFIG_numRounds,14,8,86,0.09302325581395349
COMMUNICATION,10,Minimal Communicators in Group Dynamics,CONFIG_playerCount,17,14,86,0.16279069767441862
COMMUNICATION,10,Minimal Communicators in Group Dynamics,CONFIG_punishmentCost,2,29,86,0.3372093023255814
COMMUNICATION,10,Minimal Communicators in Group Dynamics,CONFIG_punishmentExists,True,53,86,0.6162790697674418
COMMUNICATION,10,Minimal Communicators in Group Dynamics,CONFIG_punishmentMagnitude,4.0,16,86,0.18604651162790697
COMMUNICATION,10,Minimal Communicators in Group Dynamics,CONFIG_rewardCost,2,29,86,0.3372093023255814
COMMUNICATION,10,Minimal Communicators in Group Dynamics,CONFIG_rewardExists,True,53,86,0.6162790697674418
COMMUNICATION,10,Minimal Communicators in Group Dynamics,CONFIG_rewardMagnitude,3.0,24,86,0.27906976744186046
COMMUNICATION,10,Minimal Communicators in Group Dynamics,CONFIG_showNRounds,True,50,86,0.5813953488372093
COMMUNICATION,10,Minimal Communicators in Group Dynamics,CONFIG_showOtherSummaries,True,57,86,0.6627906976744186
COMMUNICATION,10,Minimal Communicators in Group Dynamics,CONFIG_showPunishmentId,True,45,86,0.5232558139534884
COMMUNICATION,10,Minimal Communicators in Group Dynamics,CONFIG_showRewardId,True,45,86,0.5232558139534884
COMMUNICATION,11,Low-Engagement Cooperative Players,CONFIG_MPCR,0.38,15,121,0.12396694214876033
COMMUNICATION,11,Low-Engagement Cooperative Players,CONFIG_allOrNothing,False,74,121,0.6115702479338843
COMMUNICATION,11,Low-Engagement Cooperative Players,CONFIG_chat,True,121,121,1.0
COMMUNICATION,11,Low-Engagement Cooperative Players,CONFIG_defaultContribProp,0,62,121,0.512396694214876
COMMUNICATION,11,Low-Engagement Cooperative Players,CONFIG_endowment,20,121,121,1.0
COMMUNICATION,11,Low-Engagement Cooperative Players,CONFIG_numRounds,1,12,121,0.09917355371900827
COMMUNICATION,11,Low-Engagement Cooperative Players,CONFIG_playerCount,14,15,121,0.12396694214876033
COMMUNICATION,11,Low-Engagement Cooperative Players,CONFIG_punishmentCost,2,42,121,0.34710743801652894
COMMUNICATION,11,Low-Engagement Cooperative Players,CONFIG_punishmentExists,False,78,121,0.6446280991735537
COMMUNICATION,11,Low-Engagement Cooperative Players,CONFIG_punishmentMagnitude,3.0,16,121,0.1322314049586777
COMMUNICATION,11,Low-Engagement Cooperative Players,CONFIG_rewardCost,2,42,121,0.34710743801652894
COMMUNICATION,11,Low-Engagement Cooperative Players,CONFIG_rewardExists,False,71,121,0.5867768595041323
COMMUNICATION,11,Low-Engagement Cooperative Players,CONFIG_rewardMagnitude,2.0,41,121,0.33884297520661155
COMMUNICATION,11,Low-Engagement Cooperative Players,CONFIG_showNRounds,True,62,121,0.512396694214876
COMMUNICATION,11,Low-Engagement Cooperative Players,CONFIG_showOtherSummaries,False,75,121,0.6198347107438017
COMMUNICATION,11,Low-Engagement Cooperative Players,CONFIG_showPunishmentId,False,71,121,0.5867768595041323
COMMUNICATION,11,Low-Engagement Cooperative Players,CONFIG_showRewardId,False,71,121,0.5867768595041323
COMMUNICATION,12,Silent Observers in Social Dynamics,CONFIG_MPCR,0.23,10,122,0.08196721311475409
COMMUNICATION,12,Silent Observers in Social Dynamics,CONFIG_allOrNothing,True,62,122,0.5081967213114754
COMMUNICATION,12,Silent Observers in Social Dynamics,CONFIG_chat,True,122,122,1.0
COMMUNICATION,12,Silent Observers in Social Dynamics,CONFIG_defaultContribProp,1,75,122,0.6147540983606558
COMMUNICATION,12,Silent Observers in Social Dynamics,CONFIG_endowment,20,122,122,1.0
COMMUNICATION,12,Silent Observers in Social Dynamics,CONFIG_numRounds,10,17,122,0.13934426229508196
COMMUNICATION,12,Silent Observers in Social Dynamics,CONFIG_playerCount,17,14,122,0.11475409836065574
COMMUNICATION,12,Silent Observers in Social Dynamics,CONFIG_punishmentCost,2,34,122,0.2786885245901639
COMMUNICATION,12,Silent Observers in Social Dynamics,CONFIG_punishmentExists,True,75,122,0.6147540983606558
COMMUNICATION,12,Silent Observers in Social Dynamics,CONFIG_punishmentMagnitude,11.0,23,122,0.1885245901639344
COMMUNICATION,12,Silent Observers in Social Dynamics,CONFIG_rewardCost,2,34,122,0.2786885245901639
COMMUNICATION,12,Silent Observers in Social Dynamics,CONFIG_rewardExists,True,82,122,0.6721311475409836
COMMUNICATION,12,Silent Observers in Social Dynamics,CONFIG_rewardMagnitude,1.0,33,122,0.27049180327868855
COMMUNICATION,12,Silent Observers in Social Dynamics,CONFIG_showNRounds,True,85,122,0.6967213114754098
COMMUNICATION,12,Silent Observers in Social Dynamics,CONFIG_showOtherSummaries,True,77,122,0.6311475409836066
COMMUNICATION,12,Silent Observers in Social Dynamics,CONFIG_showPunishmentId,False,63,122,0.5163934426229508
COMMUNICATION,12,Silent Observers in Social Dynamics,CONFIG_showRewardId,False,63,122,0.5163934426229508
COMMUNICATION,13,Silent Cooperators in Group Dynamics,CONFIG_MPCR,0.63,18,144,0.125
COMMUNICATION,13,Silent Cooperators in Group Dynamics,CONFIG_allOrNothing,False,85,144,0.5902777777777778
COMMUNICATION,13,Silent Cooperators in Group Dynamics,CONFIG_chat,True,144,144,1.0
COMMUNICATION,13,Silent Cooperators in Group Dynamics,CONFIG_defaultContribProp,0,81,144,0.5625
COMMUNICATION,13,Silent Cooperators in Group Dynamics,CONFIG_endowment,20,144,144,1.0
COMMUNICATION,13,Silent Cooperators in Group Dynamics,CONFIG_numRounds,10,13,144,0.09027777777777778
COMMUNICATION,13,Silent Cooperators in Group Dynamics,CONFIG_playerCount,12,18,144,0.125
COMMUNICATION,13,Silent Cooperators in Group Dynamics,CONFIG_punishmentCost,2,48,144,0.3333333333333333
COMMUNICATION,13,Silent Cooperators in Group Dynamics,CONFIG_punishmentExists,False,85,144,0.5902777777777778
COMMUNICATION,13,Silent Cooperators in Group Dynamics,CONFIG_punishmentMagnitude,4.0,31,144,0.2152777777777778
COMMUNICATION,13,Silent Cooperators in Group Dynamics,CONFIG_rewardCost,2,48,144,0.3333333333333333
COMMUNICATION,13,Silent Cooperators in Group Dynamics,CONFIG_rewardExists,False,95,144,0.6597222222222222
COMMUNICATION,13,Silent Cooperators in Group Dynamics,CONFIG_rewardMagnitude,1.0,47,144,0.3263888888888889
COMMUNICATION,13,Silent Cooperators in Group Dynamics,CONFIG_showNRounds,True,85,144,0.5902777777777778
COMMUNICATION,13,Silent Cooperators in Group Dynamics,CONFIG_showOtherSummaries,False,88,144,0.6111111111111112
COMMUNICATION,13,Silent Cooperators in Group Dynamics,CONFIG_showPunishmentId,False,86,144,0.5972222222222222
COMMUNICATION,13,Silent Cooperators in Group Dynamics,CONFIG_showRewardId,False,86,144,0.5972222222222222
COMMUNICATION,14,Silent Observers in Communication Dynamics,CONFIG_MPCR,0.38,19,126,0.15079365079365079
COMMUNICATION,14,Silent Observers in Communication Dynamics,CONFIG_allOrNothing,True,64,126,0.5079365079365079
COMMUNICATION,14,Silent Observers in Communication Dynamics,CONFIG_chat,True,126,126,1.0
COMMUNICATION,14,Silent Observers in Communication Dynamics,CONFIG_defaultContribProp,0,65,126,0.5158730158730159
COMMUNICATION,14,Silent Observers in Communication Dynamics,CONFIG_endowment,20,126,126,1.0
COMMUNICATION,14,Silent Observers in Communication Dynamics,CONFIG_numRounds,1,12,126,0.09523809523809523
COMMUNICATION,14,Silent Observers in Communication Dynamics,CONFIG_playerCount,20,17,126,0.1349206349206349
COMMUNICATION,14,Silent Observers in Communication Dynamics,CONFIG_punishmentCost,2,48,126,0.38095238095238093
COMMUNICATION,14,Silent Observers in Communication Dynamics,CONFIG_punishmentExists,False,75,126,0.5952380952380952
COMMUNICATION,14,Silent Observers in Communication Dynamics,CONFIG_punishmentMagnitude,5.0,26,126,0.20634920634920634
COMMUNICATION,14,Silent Observers in Communication Dynamics,CONFIG_rewardCost,2,48,126,0.38095238095238093
COMMUNICATION,14,Silent Observers in Communication Dynamics,CONFIG_rewardExists,False,66,126,0.5238095238095238
COMMUNICATION,14,Silent Observers in Communication Dynamics,CONFIG_rewardMagnitude,1.0,48,126,0.38095238095238093
