custom_id,game_id,treatment_name,chat_enabled,punishment_enabled,reward_enabled,num_players,num_rounds,model_label,mean_contribution_rate,punish_actor_round_rate,reward_actor_round_rate,punish_targets_per_actor_round,reward_targets_per_actor_round,actor_rounds,mean_total_contribution_rate,first_round_total_contribution_rate,total_contribution_rate_sd,final_total_contribution_rate,mean_round_normalized_efficiency,first_round_normalized_efficiency,final_round_normalized_efficiency,mean_within_round_contribution_rate_var,messages_per_round,rounds_with_chat_rate,observed_rounds,total_contribution_rate_decay_slope,round_normalized_efficiency_decay_slope,total_contribution_rate_rmse_to_treatment_mean,round_normalized_efficiency_rmse_to_treatment_mean
trajectory_completion_compact__VALIDATION_0_T__2TquMDieEiixty8AN__k0__rep1,2TquMDieEiixty8AN,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.8333333333333334,0.4,0.0,0.4,0.0,60,0.8333333333333334,0.8,0.11055415967851334,0.6,0.819551282051282,0.775,0.5807692307692308,0.12666666666666668,3.1666666666666665,1.0,6,-0.1428571428571429,-0.1376373626373626,0.12479038351440634,0.10568990099035894
trajectory_completion_compact__VALIDATION_0_T__zBbM66zutHe6rm6h4__k0__rep1,zBbM66zutHe6rm6h4,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.8166666666666667,0.15,0.0,0.15,0.0,60,0.8166666666666668,0.7,0.0897527467855751,0.7,0.8131410256410256,0.6942307692307692,0.698076923076923,0.1416666666666667,5.666666666666667,1.0,6,0.04285714285714286,0.04917582417582421,0.09746850236602124,0.07753771581481798
trajectory_completion_compact__VALIDATION_0_T__h8kYzB9zLiEGyJaS7__k0__rep1,h8kYzB9zLiEGyJaS7,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.8666666666666667,0.15,0.0,0.15,0.0,60,0.8666666666666667,0.6,0.13743685418725535,1.0,0.860576923076923,0.5884615384615385,1.0,0.09666666666666668,2.6666666666666665,1.0,6,0.3428571428571429,0.3508241758241758,0.14049664225289968,0.14310344736400898
trajectory_completion_compact__VALIDATION_0_T__ud4ZZqSEuLCbTJhY5__k0__rep1,ud4ZZqSEuLCbTJhY5,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.9,0.16666666666666666,0.0,0.18333333333333332,0.0,60,0.9,0.9,0.10000000000000002,0.7,0.8919871794871795,0.8884615384615384,0.6788461538461539,0.08,4.666666666666667,1.0,6,-0.17142857142857149,-0.18049450549450544,0.1393108623219399,0.12519908758970855
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep1,qyhbsXkjZiMc28EAG,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.8833333333333333,0.16666666666666666,0.0,0.18333333333333332,0.0,60,0.8833333333333333,0.6,0.1343709624716425,1.0,0.8756410256410256,0.5807692307692308,1.0,0.085,5.166666666666667,1.0,6,0.3285714285714286,0.34505494505494505,0.1459910290340244,0.15061155705251192
trajectory_completion_compact__VALIDATION_0_T__24hqfcDGXxLrMr7JY__k0__rep1,24hqfcDGXxLrMr7JY,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.8666666666666667,0.18333333333333332,0.0,0.21666666666666667,0.0,60,0.8666666666666667,0.8,0.09428090415820635,0.7,0.8551282051282052,0.7788461538461539,0.6826923076923077,0.10666666666666667,2.6666666666666665,1.0,6,-0.05714285714285722,-0.05219780219780219,0.11531003967465878,0.09535530943442824
trajectory_completion_compact__VALIDATION_0_T__RGrXtztJwJyh5AzfS__k0__rep1,RGrXtztJwJyh5AzfS,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.65,0.15,0.0,0.25,0.0,60,0.65,0.6,0.17078251276599332,0.4,0.6410256410256411,0.5961538461538461,0.3923076923076923,0.19833333333333336,4.5,1.0,6,0.04285714285714294,0.05109890109890107,0.24324538809609178,0.2360370419057154
trajectory_completion_compact__VALIDATION_0_T__hvxgwX3y76vGYtkqS__k0__rep1,hvxgwX3y76vGYtkqS,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.8833333333333333,0.23333333333333334,0.0,0.26666666666666666,0.0,60,0.8833333333333333,0.9,0.03726779962499649,0.9,0.8746794871794873,0.8923076923076924,0.9038461538461539,0.10166666666666668,3.0,1.0,6,-0.01428571428571428,-0.006318681318681342,0.07459841666074353,0.08141387125261698
trajectory_completion_compact__VALIDATION_0_T__9aygFvfvCRquDLWYn__k0__rep1,9aygFvfvCRquDLWYn,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.9,0.23333333333333334,0.0,0.26666666666666666,0.0,60,0.9,0.8,0.08164965809277258,0.9,0.8897435897435897,0.7788461538461539,0.9038461538461539,0.08333333333333336,4.333333333333333,1.0,6,0.1714285714285714,0.20494505494505494,0.1104568976453064,0.10461847230124173
trajectory_completion_compact__VALIDATION_0_T__ediANmka55Hjf459P__k0__rep1,ediANmka55Hjf459P,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.8166666666666667,0.2,0.0,0.21666666666666667,0.0,60,0.8166666666666668,0.9,0.19507833184532708,0.4,0.8086538461538462,0.8884615384615384,0.4,0.11166666666666669,4.0,1.0,6,-0.4428571428571429,-0.4414835164835164,0.2103094083132755,0.1904076468003194
trajectory_completion_compact__VALIDATION_0_T__voynRJGavKc9Wag58__k0__rep1,voynRJGavKc9Wag58,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.9166666666666666,0.31666666666666665,0.0,0.35,0.0,60,0.9166666666666666,0.8,0.06871842709362766,0.9,0.9003205128205128,0.7634615384615384,0.8846153846153846,0.07166666666666667,3.3333333333333335,1.0,6,0.09999999999999998,0.12390109890109892,0.1199670132249572,0.11119693110717596
trajectory_completion_compact__VALIDATION_0_T__5bJPLPSiwHm63WZS4__k0__rep1,5bJPLPSiwHm63WZS4,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.7666666666666667,0.23333333333333334,0.0,0.26666666666666666,0.0,60,0.7666666666666666,0.7,0.18856180831641267,0.4,0.757371794871795,0.6865384615384615,0.39615384615384613,0.14333333333333334,3.1666666666666665,1.0,6,-0.19999999999999996,-0.19368131868131871,0.2074279236780244,0.18716943117228618
trajectory_completion_compact__VALIDATION_10_C__6B7rSLCwjDoRiGG4z__k0__rep1,6B7rSLCwjDoRiGG4z,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.3416666666666666,0.0,0.0,0.0,0.0,18,0.3416666666666666,0.5666666666666667,0.15715939066461818,0.1,0.3277153558052434,0.5430711610486891,0.11235955056179774,0.00787037037037037,4.166666666666667,1.0,6,-0.45952380952380956,-0.4307116104868915,0.382088861586082,0.5503720699533569
trajectory_completion_compact__VALIDATION_10_C__9Ne4CP89dteYMyNu8__k0__rep1,9Ne4CP89dteYMyNu8,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.47777777777777775,0.0,0.0,0.0,0.0,18,0.4777777777777778,0.6666666666666666,0.1822357718539636,0.16666666666666666,0.46504369538077395,0.6554307116104868,0.14981273408239698,0.056296296296296296,4.833333333333333,1.0,6,-0.4952380952380953,-0.5109684323167469,0.26425340321576013,0.43314509616584773
trajectory_completion_compact__VALIDATION_10_C__b52dPhHFrRzgZqsk3__k0__rep1,b52dPhHFrRzgZqsk3,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.6666666666666666,0.0,0.0,0.0,0.0,18,0.6666666666666666,0.65,0.05692750425533108,0.5666666666666667,0.6741573033707865,0.6741573033707865,0.5430711610486891,0.015092592592592593,4.0,1.0,6,-0.06666666666666668,-0.08560727661851256,0.048935426083011935,0.19004256976425088
trajectory_completion_compact__VALIDATION_10_C__WF93PRN6HTPJosFzH__k0__rep1,WF93PRN6HTPJosFzH,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.7194444444444444,0.0,0.0,0.0,0.0,18,0.7194444444444444,0.6666666666666666,0.029528182813151813,0.75,0.7084893882646691,0.6554307116104868,0.7303370786516853,0.003611111111111112,4.833333333333333,1.0,6,0.08333333333333338,0.08293204922418398,0.09756882660935266,0.1843394822958575
trajectory_completion_compact__VALIDATION_10_C__LxjaP3tPxRDSZivpX__k0__rep1,LxjaP3tPxRDSZivpX,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.5861111111111111,0.0,0.0,0.0,0.0,18,0.5861111111111111,0.7,0.2201465561230507,0.36666666666666664,0.5774032459425718,0.6741573033707865,0.3745318352059925,0.04675925925925926,5.0,1.0,6,-0.3023809523809523,-0.28624933119315144,0.2550349467701908,0.4016060627210336
trajectory_completion_compact__VALIDATION_10_C__CERwfEBrZtGF9Y7LH__k0__rep1,CERwfEBrZtGF9Y7LH,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.5361111111111111,0.0,0.0,0.0,0.0,18,0.5361111111111111,0.4666666666666667,0.048511803323813815,0.6,0.5586766541822722,0.48689138576779023,0.6179775280898876,0.005092592592592591,3.5,1.0,6,0.1309523809523809,0.12573568753344033,0.19761599968963373,0.3104695279080889
trajectory_completion_compact__VALIDATION_10_C__RDZjX7FMTaatuhQxb__k0__rep1,RDZjX7FMTaatuhQxb,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.7694444444444444,0.0,0.0,0.0,0.0,18,0.7694444444444444,0.7,0.10111263735111829,0.5833333333333334,0.7646691635455679,0.6741573033707865,0.5805243445692884,0.03675925925925926,6.166666666666667,1.0,6,-0.04523809523809519,-0.04547886570358482,0.10204506085276464,0.13682084083952942
trajectory_completion_compact__VALIDATION_10_C__bZbAH4FHLEBMsmH25__k0__rep1,bZbAH4FHLEBMsmH25,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.5138888888888888,0.0,0.0,0.0,0.0,18,0.513888888888889,0.5666666666666667,0.09448528528719416,0.6,0.5181023720349563,0.5430711610486891,0.6179775280898876,0.018796296296296297,4.333333333333333,1.0,6,-0.002380952380952357,0.026752273943285148,0.2461109543515929,0.395360243834877
trajectory_completion_compact__VALIDATION_10_C__FaKf3DcY6DanqG8kw__k0__rep1,FaKf3DcY6DanqG8kw,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.22499999999999998,0.0,0.0,0.0,0.0,18,0.22499999999999998,0.36666666666666664,0.11415956993352509,0.05,0.2247191011235955,0.3745318352059925,0.05617977528089887,0.025648148148148146,3.1666666666666665,1.0,6,-0.33095238095238094,-0.32637774210807924,0.48279783553781597,0.6331757675294245
trajectory_completion_compact__VALIDATION_10_C__65crAkEscRbHNJXbW__k0__rep1,65crAkEscRbHNJXbW,VALIDATION_10_C,True,False,False,3,6,gpt_5_1_k0,0.2,0.0,0.0,0.0,0.0,18,0.19999999999999998,0.3333333333333333,0.08975274678557507,0.03333333333333333,0.20599250936329586,0.35580524344569286,0.018726591760299623,0.020277777777777777,4.0,1.0,6,-0.2142857142857143,-0.24077046548956663,0.5071582501948881,0.6467021832984504
trajectory_completion_compact__VALIDATION_10_T__iES9Gw5pax3HKCdHt__k0__rep1,iES9Gw5pax3HKCdHt,VALIDATION_10_T,True,True,False,3,6,gpt_5_1_k0,0.6166666666666667,0.1111111111111111,0.0,0.1111111111111111,0.0,18,0.6166666666666667,0.7166666666666667,0.11626916409142415,0.4,0.5181023720349562,0.7116104868913857,0.09363295880149812,0.02787037037037037,3.0,1.0,6,-0.20476190476190476,-0.3584804708400213,0.16629820381649524,0.32256557322579554
trajectory_completion_compact__VALIDATION_10_T__3EG5RaDj4z7hkT2JD__k0__rep1,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,True,True,False,3,6,gpt_5_1_k0,0.3138888888888889,0.3333333333333333,0.0,0.3333333333333333,0.0,18,0.3138888888888889,0.3,0.05038432540893625,0.21666666666666667,-0.09675405742821473,-0.6179775280898876,0.20599250936329586,0.01851851851851852,4.0,1.0,6,-0.06904761904761902,0.18994114499732478,0.39412056343017493,0.898788001723323
trajectory_completion_compact__VALIDATION_10_T__NFohGRRpskiw4QiC6__k0__rep1,NFohGRRpskiw4QiC6,VALIDATION_10_T,True,True,False,3,6,gpt_5_1_k0,0.5222222222222223,0.3333333333333333,0.0,0.3888888888888889,0.0,18,0.5222222222222223,0.43333333333333335,0.16712898840545914,0.3333333333333333,0.12796504369538075,0.4119850187265917,-0.5430711610486891,0.021296296296296296,4.666666666666667,1.0,6,0.09047619047619043,-0.3130016051364366,0.24363660705299664,0.7001105594889265
trajectory_completion_compact__VALIDATION_10_T__LWWqAADdcBeuLGk38__k0__rep1,LWWqAADdcBeuLGk38,VALIDATION_10_T,True,True,False,3,6,gpt_5_1_k0,0.5805555555555555,0.3888888888888889,0.0,0.3888888888888889,0.0,18,0.5805555555555556,0.5666666666666667,0.11801469881248888,0.36666666666666664,0.18414481897627963,-0.05617977528089887,-0.5243445692883895,0.05611111111111111,3.6666666666666665,1.0,6,-0.19285714285714284,-0.5805243445692884,0.1818309654596818,0.6808083575929503
trajectory_completion_compact__VALIDATION_10_T__XcwKJ8eiRs6TmysXX__k0__rep1,XcwKJ8eiRs6TmysXX,VALIDATION_10_T,True,True,False,3,6,gpt_5_1_k0,0.5527777777777777,0.16666666666666666,0.0,0.16666666666666666,0.0,18,0.5527777777777777,0.5333333333333333,0.1614221136196404,0.25,0.3901373283395755,0.22471910112359547,-0.07490636704119849,0.05240740740740741,3.0,1.0,6,-0.28809523809523807,-0.32905296950240764,0.24344651097048753,0.4958384500445087
trajectory_completion_compact__VALIDATION_10_T__79kveGWTa4seiDX6H__k0__rep1,79kveGWTa4seiDX6H,VALIDATION_10_T,True,True,False,3,6,gpt_5_1_k0,0.75,0.16666666666666666,0.0,0.16666666666666666,0.0,18,0.75,0.7833333333333333,0.05091750772173159,0.6666666666666666,0.5898876404494381,0.8052434456928839,0.35580524344569286,0.015462962962962965,2.6666666666666665,1.0,6,-0.04761904761904761,-0.19529159978598182,0.10486984878975072,0.33744560170066024
trajectory_completion_compact__VALIDATION_10_T__52QdMhd96PFYubPFc__k0__rep1,52QdMhd96PFYubPFc,VALIDATION_10_T,True,True,False,3,6,gpt_5_1_k0,0.5277777777777778,0.05555555555555555,0.0,0.05555555555555555,0.0,18,0.5277777777777778,0.5166666666666667,0.07556372504853023,0.38333333333333336,0.4712858926342072,0.5430711610486891,0.35580524344569286,0.027962962962962964,2.5,1.0,6,-0.07142857142857145,-0.07758159443552706,0.19771261410890753,0.24718676494955866
trajectory_completion_compact__VALIDATION_10_T__cpr2J9YgrWEKvGzbH__k0__rep1,cpr2J9YgrWEKvGzbH,VALIDATION_10_T,True,True,False,3,6,gpt_5_1_k0,0.5916666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,18,0.5916666666666667,0.75,0.1410115571833006,0.36666666666666664,0.4307116104868913,0.7303370786516853,0.3745318352059925,0.039907407407407405,5.166666666666667,1.0,6,-0.2595238095238096,-0.20331728196896723,0.2162763578456114,0.484427299615469
trajectory_completion_compact__VALIDATION_10_T__NtGt92nYGEjWzrKCe__k0__rep1,NtGt92nYGEjWzrKCe,VALIDATION_10_T,True,True,False,3,6,gpt_5_1_k0,0.4083333333333333,0.2777777777777778,0.0,0.2777777777777778,0.0,18,0.40833333333333327,0.36666666666666664,0.12350963375230951,0.18333333333333332,0.11235955056179775,-0.22471910112359547,-0.11235955056179774,0.023425925925925923,2.3333333333333335,1.0,6,-0.11190476190476188,-0.02140181915462812,0.327416231865326,0.7567776391442865
trajectory_completion_compact__VALIDATION_10_T__mgm7iMjdkkZB8tkhY__k0__rep1,mgm7iMjdkkZB8tkhY,VALIDATION_10_T,True,True,False,3,6,gpt_5_1_k0,0.7472222222222222,0.16666666666666666,0.0,0.16666666666666666,0.0,18,0.7472222222222222,0.7166666666666667,0.04453116539411501,0.7,0.5930087390761548,0.4119850187265917,0.3745318352059925,0.0067592592592592635,3.5,1.0,6,0.02142857142857137,0.058855002675227426,0.07678432999859627,0.221080910558461
trajectory_completion_compact__VALIDATION_11_C__WCmwZHJibant7PcCz__k0__rep1,WCmwZHJibant7PcCz,VALIDATION_11_C,True,False,True,12,26,gpt_5_1_k0,0.6538461538461539,0.0,0.125,0.0,0.125,312,0.6538461538461539,0.9166666666666666,0.3249690219393994,0.0,0.65671031096563,0.9219858156028368,0.0,0.12072649572649573,1.1538461538461537,0.8461538461538461,26,-0.9472934472934474,-0.9491119597502577,0.3586087847109317,0.43196533583261393
trajectory_completion_compact__VALIDATION_11_C__Y5BvaaimsGSJ9ihD2__k0__rep1,Y5BvaaimsGSJ9ihD2,VALIDATION_11_C,True,False,True,12,26,gpt_5_1_k0,0.4391025641025641,0.0,0.1282051282051282,0.0,0.1282051282051282,312,0.4391025641025641,0.8333333333333334,0.28170506139818824,0.08333333333333333,0.4384888161483905,0.8333333333333333,0.08865248226950354,0.16693376068376067,2.1153846153846154,1.0,26,-0.9138176638176638,-0.9130447960235194,0.44698096761895395,0.5424172946115069
trajectory_completion_compact__VALIDATION_11_C__bZeQW3cPKFvjmGLAb__k0__rep1,bZeQW3cPKFvjmGLAb,VALIDATION_11_C,True,False,True,12,26,gpt_5_1_k0,0.5576923076923077,0.0,0.1858974358974359,0.0,0.1891025641025641,312,0.5576923076923077,0.75,0.14757518504129918,0.3333333333333333,0.5564648117839607,0.7446808510638298,0.32801418439716307,0.2248931623931624,0.9615384615384616,0.6538461538461539,26,-0.48433048433048437,-0.4788749469600534,0.27017079295114094,0.3670446141478764
trajectory_completion_compact__VALIDATION_11_C__PdbAdMZstpx5oFGsp__k0__rep1,PdbAdMZstpx5oFGsp,VALIDATION_11_C,True,False,True,12,26,gpt_5_1_k0,0.4358974358974359,0.0,0.10897435897435898,0.0,0.10897435897435898,312,0.4358974358974359,0.75,0.2208517073968233,0.0,0.4350791052918712,0.7446808510638298,0.0,0.1971153846153846,0.34615384615384615,0.3076923076923077,26,-0.7193732193732195,-0.7180093350306116,0.4103765636954856,0.5075880639096151
trajectory_completion_compact__VALIDATION_11_C__NbmZpmM63fRp778Yh__k0__rep1,NbmZpmM63fRp778Yh,VALIDATION_11_C,True,False,True,12,26,gpt_5_1_k0,0.8333333333333334,0.0,0.09294871794871795,0.0,0.09294871794871795,312,0.8333333333333334,0.8333333333333334,1.1102230246251565e-16,0.8333333333333334,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.1388888888888889,0.38461538461538464,0.19230769230769232,26,1.0535001405195137e-32,0.0,0.06926624660975815,0.0756359354559323
trajectory_completion_compact__VALIDATION_11_C__PmcxhmDRj2tN3cECC__k0__rep1,PmcxhmDRj2tN3cECC,VALIDATION_11_C,True,False,True,12,26,gpt_5_1_k0,0.6121794871794872,0.0,0.21474358974358973,0.0,0.21794871794871795,312,0.6121794871794872,0.8333333333333334,0.14047825000519948,0.5,0.6154528096017456,0.8333333333333333,0.5053191489361701,0.21768162393162394,1.7692307692307692,1.0,26,-0.3995726495726496,-0.3902982360429169,0.2229190835583816,0.31062034462498384
trajectory_completion_compact__VALIDATION_11_C__JN3dDQAwB9DcPf23L__k0__rep1,JN3dDQAwB9DcPf23L,VALIDATION_11_C,True,False,True,12,26,gpt_5_1_k0,0.6474358974358975,0.0,0.22435897435897437,0.0,0.22756410256410256,312,0.6474358974358974,0.6666666666666666,0.2524534444553233,0.16666666666666666,0.6468221494817239,0.6560283687943261,0.17730496453900707,0.16452991452991453,1.1153846153846154,0.7692307692307693,26,-0.6823361823361824,-0.6774716615142147,0.29015647685752594,0.3679807085595023
trajectory_completion_compact__VALIDATION_11_C__qqdGcErMMiFvQuwur__k0__rep1,qqdGcErMMiFvQuwur,VALIDATION_11_C,True,False,True,12,26,gpt_5_1_k0,0.657051282051282,0.0,0.16346153846153846,0.0,0.16346153846153846,312,0.657051282051282,0.8333333333333334,0.16396353285164952,0.25,0.6550054555373704,0.8333333333333333,0.23936170212765956,0.19845085470085472,1.0,0.5384615384615384,26,-0.47079772079772086,-0.47334363823725534,0.20880675389424402,0.2975364174803477
trajectory_completion_compact__VALIDATION_11_C__uuFnNSL3pd89FQDzh__k0__rep1,uuFnNSL3pd89FQDzh,VALIDATION_11_C,True,False,True,12,26,gpt_5_1_k0,0.7564102564102564,0.0,0.07371794871794872,0.0,0.07371794871794872,312,0.7564102564102565,0.75,0.03951547437800629,0.6666666666666666,0.7515002727768685,0.7446808510638298,0.6560283687943261,0.18269230769230768,0.6153846153846154,0.34615384615384615,26,-0.028490028490028508,-0.03030854094683881,0.04943177687572516,0.13625523925652636
trajectory_completion_compact__VALIDATION_11_C__GqAf4oMK2S8jxx46u__k0__rep1,GqAf4oMK2S8jxx46u,VALIDATION_11_C,True,False,True,12,26,gpt_5_1_k0,0.5288461538461539,0.0,0.14423076923076922,0.0,0.14743589743589744,312,0.5288461538461539,0.5833333333333334,0.3332871023167221,0.0,0.5298690671031095,0.5939716312056736,0.0,0.13808760683760685,0.8461538461538461,0.5769230769230769,26,-0.9878917378917381,-0.9909377462568951,0.4238218142645812,0.5108030966505211
trajectory_completion_compact__VALIDATION_11_T__KMCzN6AwYEhG8ET4M__k0__rep1,KMCzN6AwYEhG8ET4M,VALIDATION_11_T,True,True,True,12,26,gpt_5_1_k0,0.7051282051282052,0.10897435897435898,0.02564102564102564,0.12179487179487179,0.02564102564102564,312,0.7051282051282051,0.6666666666666666,0.22435897435897437,0.16666666666666666,0.6936204309874522,0.6360815602836879,0.17730496453900707,0.15758547008547008,2.0,1.0,26,-0.5683760683760685,-0.5575445535551918,0.2858308294183726,0.3337177800787999
trajectory_completion_compact__VALIDATION_11_T__M5nb4WYwnnXKPa72q__k0__rep1,M5nb4WYwnnXKPa72q,VALIDATION_11_T,True,True,True,12,26,gpt_5_1_k0,0.7307692307692307,0.09935897435897435,0.022435897435897436,0.09935897435897435,0.022435897435897436,312,0.7307692307692307,0.75,0.232631375790052,0.08333333333333333,0.7206423895253682,0.7247340425531914,0.08865248226950354,0.14262820512820512,0.3076923076923077,0.19230769230769232,26,-0.6168091168091169,-0.6182184639631447,0.28048144853291135,0.32342719415599497
trajectory_completion_compact__VALIDATION_11_T__he2AChYcnGZZFjgmL__k0__rep1,he2AChYcnGZZFjgmL,VALIDATION_11_T,True,True,True,12,26,gpt_5_1_k0,0.7884615384615384,0.041666666666666664,0.022435897435897436,0.04487179487179487,0.022435897435897436,312,0.7884615384615384,0.9166666666666666,0.2370928462680376,0.3333333333333333,0.7891775777414074,0.9219858156028368,0.32801418439716307,0.11057692307692307,2.1153846153846154,1.0,26,-0.6296296296296295,-0.6342441049887858,0.2673771351157737,0.3031026277164567
