treatment_name,experiment_code,role,visibility,schema_type,generated_n,human_n,metric,distance_kind,score
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,send_if_act_after_check,wasserstein_1d,1.5800000000000003
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,send_if_no_act_without_check,wasserstein_1d,1.4200000000000002
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,send_if_no_act_after_check,wasserstein_1d,1.1799999999999997
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,mean_send_field_distance,mean_wasserstein_1d,1.51
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,action_premium_without_check,wasserstein_1d,1.7600000000000002
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,action_premium_after_check,wasserstein_1d,1.4799999999999995
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,1.6199999999999999
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,process_premium_if_act,wasserstein_1d,1.32
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,process_premium_if_no_act,wasserstein_1d,2.12
E5_ROLE_B_OBSERVABLE,E5,B,observable,role_b_observable_check,50,50,mean_process_premium_distance,mean_wasserstein_1d,1.7200000000000002
