custom_id,response_id,scenario_hash,scenario_index,sample_within_scenario,left_action,right_action,option_a_action,option_b_action,gold_choice,gold_action,predicted_choice,predicted_action,correct,scenario_type,scenario_type_strict,attribute_level,pedped,parse_success,parse_error,raw_content,exact_format
mm_individual_demo_031_04_ab_wvsw6_d1,iQQamRh5M5r7ymwnK,3b93b24d35338bb577169344973e079e,31,4,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_032_01_ab_wvsw6_d1,2KCpT7wFEiB2BCR98,658ada3062c37295a6befb570d209548,32,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Gender,Gender,Male,1,True,,A,True
mm_individual_demo_032_03_ab_wvsw6_d1,bEeRLurMk9NZhQthm,658ada3062c37295a6befb570d209548,32,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Gender,Gender,Male,1,True,,A,True
mm_individual_demo_033_02_ab_wvsw6_d1,6k84sNzL7y2HPR6gi,1de59853b82d8b8ffeb21679ff2e677d,33,2,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_033_05_ab_wvsw6_d1,oZaiYdnqxMxSGujcv,1de59853b82d8b8ffeb21679ff2e677d,33,5,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Gender,Gender,Female,1,True,,A,True
mm_individual_demo_034_01_ab_wvsw6_d1,37mFagkBND7vFE2i5,1f19e7f9ae9fcb941276e4822b3b3a68,34,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Gender,Gender,Male,1,True,,A,True
mm_individual_demo_039_05_ab_wvsw6_d1,pwGYbyud9R2bNuWMS,d881db7ecaca8f1cf95ccf54ca82d3e2,39,5,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Random,Fitness,Rand,1,True,,A,True
mm_individual_demo_041_05_ab_wvsw6_d1,xobrLtsqngqq4orgd,cf74956998927190759a19a9f27cca1c,41,5,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,1,True,,B,True
mm_individual_demo_043_01_ab_wvsw6_d1,fHPnCsCfH9MnqhAxM,29491ff886e46d484657ddcea7f72297,43,1,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Random,Age,Rand,1,True,,B,True
mm_individual_demo_043_02_ab_wvsw6_d1,kMwDnr6BkJA66hAg6,29491ff886e46d484657ddcea7f72297,43,2,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Random,Age,Rand,1,True,,B,True
mm_individual_demo_043_03_ab_wvsw6_d1,o2BYajfMfqKJjKpZz,29491ff886e46d484657ddcea7f72297,43,3,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Random,Age,Rand,1,True,,B,True
mm_individual_demo_044_01_ab_wvsw6_d1,D9MZZY6vJD3D3Cpk9,60298a3a0af4e1efe84b4646e5214fcd,44,1,swerve,stay,swerve,stay,B,stay,A,swerve,False,Fitness,Fitness,Fit,1,True,,A,True
mm_individual_demo_045_01_ab_wvsw6_d1,ZE4z96aKruidvP3sx,c206763910365d41d0fc71c7580c6043,45,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_045_05_ab_wvsw6_d1,tPrbu76ZFn4JbBuvz,c206763910365d41d0fc71c7580c6043,45,5,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_046_05_ab_wvsw6_d1,xKbuFxsqqb2d7TrC4,21e60cb66fb9cc874a033c56cf158a9b,46,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Social Status,Social Status,Low,1,True,,A,True
mm_individual_demo_047_03_ab_wvsw6_d1,eKqduggbtATmjaJKy,79c59073a50d6348bdf97d0b34f214ea,47,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,1,True,,A,True
mm_individual_demo_048_01_ab_wvsw6_d1,4v59Tg9Bgmvm6yfP3,697927bab188ef452432817a12f11728,48,1,stay,swerve,stay,swerve,B,swerve,A,stay,False,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_048_04_ab_wvsw6_d1,oKaPAHcuGFLbNMTcW,697927bab188ef452432817a12f11728,48,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_048_05_ab_wvsw6_d1,w9ccZgDbovy4dfuZ3,697927bab188ef452432817a12f11728,48,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_049_02_ab_wvsw6_d1,E3BmhcHLGXLTxgdNQ,8aa4bb7e1b24ee37fc401c9a01c1cf25,49,2,stay,swerve,stay,swerve,B,swerve,A,stay,False,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_050_01_ab_wvsw6_d1,3R4NwH82rwfF5TYxx,600c89522f1f7167052322cc016b4f97,50,1,stay,swerve,stay,swerve,A,stay,B,swerve,False,Fitness,Fitness,Fit,1,True,,B,True
mm_individual_demo_050_02_ab_wvsw6_d1,CFMpqhYfrwre7TgEc,600c89522f1f7167052322cc016b4f97,50,2,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Fitness,Fitness,Fit,1,True,,B,True
mm_individual_demo_050_04_ab_wvsw6_d1,fikJQ6uM6aQw59fLF,600c89522f1f7167052322cc016b4f97,50,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fit,1,True,,B,True
mm_individual_demo_053_04_ab_wvsw6_d1,prfdHKfPweZMscswd,15a88991e22d59dbb6d745694d5a522f,53,4,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Social Status,Social Status,High,1,True,,B,True
mm_individual_demo_054_03_ab_wvsw6_d1,cZnaQgNF6j2fsv7kp,d1949bd05782cf154d2f7a9a4ac8841a,54,3,swerve,stay,swerve,stay,B,stay,A,swerve,False,Fitness,Fitness,Fit,1,True,,A,True
mm_individual_demo_054_05_ab_wvsw6_d1,ksZApqauSb7ewx4yG,d1949bd05782cf154d2f7a9a4ac8841a,54,5,swerve,stay,swerve,stay,A,swerve,B,stay,False,Fitness,Fitness,Fit,1,True,,B,True
mm_individual_demo_055_01_ab_wvsw6_d1,4iyYyLLAg4dPJmXEJ,9d8468cc906db2cb7c6a2365ced65bcc,55,1,swerve,stay,swerve,stay,B,stay,B,stay,True,Social Status,Social Status,Low,1,True,,B,True
mm_individual_demo_056_01_ab_wvsw6_d1,4uGSTnGto8hTXxFKg,5a5f61daf68d6fb6c41d66b5b4ac76d2,56,1,stay,swerve,stay,swerve,A,stay,B,swerve,False,Fitness,Fitness,Fit,1,True,,B,True
mm_individual_demo_056_03_ab_wvsw6_d1,YySFKzPMj2wQRLs7X,5a5f61daf68d6fb6c41d66b5b4ac76d2,56,3,stay,swerve,stay,swerve,A,stay,B,swerve,False,Fitness,Fitness,Fit,1,True,,B,True
mm_individual_demo_057_01_ab_wvsw6_d1,5QRuQPFuc8YhdS33o,ac6d88a9168648a2f7afc3aad00c7b56,57,1,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,1,True,,B,True
mm_individual_demo_057_02_ab_wvsw6_d1,bMrd3Xxay533SzyrM,ac6d88a9168648a2f7afc3aad00c7b56,57,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,1,True,,A,True
mm_individual_demo_057_03_ab_wvsw6_d1,j8QP2v9vs5MymSS3n,ac6d88a9168648a2f7afc3aad00c7b56,57,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,1,True,,A,True
mm_individual_demo_058_01_ab_wvsw6_d1,Zh5Z5MxiKdgoxtL5E,e8bcad3ad064da201e0804c259112303,58,1,swerve,stay,swerve,stay,B,stay,A,swerve,False,Age,Age,Young,1,True,,A,True
mm_individual_demo_059_02_ab_wvsw6_d1,4dZSxZAWWKoJS4kiL,f85361318cebd5d73c6d046c6a64ffe1,59,2,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_060_04_ab_wvsw6_d1,mKiEFrdvmmJ92drb6,46cec61da948a5798024bcfc7ab7737d,60,4,swerve,stay,swerve,stay,A,swerve,B,stay,False,Age,Age,Young,1,True,,B,True
mm_individual_demo_060_05_ab_wvsw6_d1,nBaRww7s7nKD5fSpj,46cec61da948a5798024bcfc7ab7737d,60,5,swerve,stay,swerve,stay,B,stay,A,swerve,False,Age,Age,Young,1,True,,A,True
mm_individual_demo_066_01_ab_wvsw6_d1,ZzNwTYRzeYjEGsw4e,6f3de36a8dca725f5e5c7c821a25c2e3,66,1,stay,swerve,stay,swerve,A,stay,B,swerve,False,Age,Age,Young,0,True,,B,True
mm_individual_demo_066_03_ab_wvsw6_d1,iJk2e3PX6MfTEoeCn,6f3de36a8dca725f5e5c7c821a25c2e3,66,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Young,0,True,,A,True
mm_individual_demo_066_05_ab_wvsw6_d1,oxnMzQNoaJWE2YHhK,6f3de36a8dca725f5e5c7c821a25c2e3,66,5,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Young,0,True,,B,True
mm_individual_demo_067_01_ab_wvsw6_d1,EDAabs6DzWFEWW7Gt,af1ecc4748b89e799b89b9fc4f035175,67,1,swerve,stay,swerve,stay,A,swerve,B,stay,False,Fitness,Fitness,Fat,0,True,,B,True
mm_individual_demo_067_02_ab_wvsw6_d1,giewJ4acSCCB2Lspx,af1ecc4748b89e799b89b9fc4f035175,67,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_067_03_ab_wvsw6_d1,ibbj5pCtoHvXeXq4Z,af1ecc4748b89e799b89b9fc4f035175,67,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_070_02_ab_wvsw6_d1,6ZBmNop5cnmfd84D6,42da6f052586a1bb2343fd93c2cfd098,70,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_070_04_ab_wvsw6_d1,nxTCrBhXQLwkcKoZZ,42da6f052586a1bb2343fd93c2cfd098,70,4,stay,swerve,stay,swerve,B,swerve,A,stay,False,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_070_05_ab_wvsw6_d1,wnqap24PjsjP6gFHK,42da6f052586a1bb2343fd93c2cfd098,70,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_071_03_ab_wvsw6_d1,phePEZMF6naGKgcAs,a3d54dd408bcbde97398ad443aee2d6d,71,3,swerve,stay,swerve,stay,A,swerve,B,stay,False,Age,Age,Young,0,True,,B,True
mm_individual_demo_075_05_ab_wvsw6_d1,YQN6TdL5Y2fSWkJYt,da0f242ac407177b23c2f03477707383,75,5,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_076_02_ab_wvsw6_d1,DRA6zCnuXT4dKeJFx,6dfd2a42768065eb9eca222c2ec78fb5,76,2,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_076_03_ab_wvsw6_d1,EqYF6xpakyjxpXnuf,6dfd2a42768065eb9eca222c2ec78fb5,76,3,stay,swerve,stay,swerve,A,stay,B,swerve,False,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_076_05_ab_wvsw6_d1,cpgwAWaAXoWnJHW5k,6dfd2a42768065eb9eca222c2ec78fb5,76,5,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_077_01_ab_wvsw6_d1,7uunwei8gJDMzc4JF,ab459e8ad43c894a308a1d6f7c02f3bd,77,1,stay,swerve,stay,swerve,B,swerve,A,stay,False,Age,Age,Young,0,True,,A,True
mm_individual_demo_078_01_ab_wvsw6_d1,bM58eGctahyPfDRSA,6a735cb05a4f2ec78bdc8b4e7b01e498,78,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,0,True,,A,True
mm_individual_demo_079_01_ab_wvsw6_d1,3275WT5tJ8PFGXYcs,f31aa671c54164721a10f47b954eb64c,79,1,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_079_03_ab_wvsw6_d1,66GpyjW2c6mqdNbPL,f31aa671c54164721a10f47b954eb64c,79,3,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_080_03_ab_wvsw6_d1,dGAeeE5tkDC4G4CPJ,00c9d606a39e1c48b8ec9c414379b769,80,3,stay,swerve,stay,swerve,A,stay,B,swerve,False,Age,Age,Old,1,True,,B,True
mm_individual_demo_081_02_ab_wvsw6_d1,E9zYQcLAjBHgvErGm,7a5fc84e4231ff78a0db5cdc5654ba3c,81,2,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,0,True,,B,True
mm_individual_demo_083_03_ab_wvsw6_d1,qebP2WsNMZb99FpSE,331172c6ff413e6093566be253c90f07,83,3,swerve,stay,swerve,stay,B,stay,A,swerve,False,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_085_01_ab_wvsw6_d1,5NudMyBcLSfwRCrF7,787f9b6cf19df72165738c9c7ac9155a,85,1,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Random,Fitness,Rand,1,True,,A,True
mm_individual_demo_085_05_ab_wvsw6_d1,zkC4atvwjFZ6EPoAe,787f9b6cf19df72165738c9c7ac9155a,85,5,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Random,Fitness,Rand,1,True,,B,True
mm_individual_demo_086_02_ab_wvsw6_d1,DYPszzPNhXv2rRftb,332ed3412c6dde783cfc00def8484ea0,86,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_087_01_ab_wvsw6_d1,D5SaJCciAqgowss6u,3077bec3306bbea342f1a5d836156aea,87,1,stay,swerve,stay,swerve,B,swerve,A,stay,False,Gender,Gender,Female,0,True,,A,True
mm_individual_demo_088_02_ab_wvsw6_d1,aH4vbvHb4eNtuwWws,5a29c560a249d39a2c0b6af8bbe9bdca,88,2,swerve,stay,swerve,stay,B,stay,B,stay,True,Gender,Gender,Male,0,True,,B,True
