metric_scope,treatment_name,cell_name,scenario,case,metric,generated_value,human_value,abs_error,generated_n,human_n
scenario,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,UGProposer_decision_direct_mean,4.38,4.64,0.2599999999999998,50,50
scenario,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,UGResponder_decision_direct_mean,3.02,4.22,1.1999999999999997,50,50
scenario,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,TGReceiver_decision_direct_mean,2.62,2.54,0.08000000000000007,50,50
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_nonnull_rate,0.16,0.62,0.45999999999999996,50,50
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,0.56,0.43999999999999995,50,50
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGSender_decision_nonnull_rate,0.86,0.34,0.52,50,50
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,0.28,0.38,0.09999999999999998,50,50
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,PD_decision_nonnull_rate,0.16,0.6,0.43999999999999995,50,50
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,SH_decision_nonnull_rate,0.48,0.7,0.21999999999999997,50,50
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,C_decision_nonnull_rate,0.66,0.44,0.22000000000000003,50,50
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_direct_mean,4.5,4.870967741935484,0.370967741935484,8,31
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_direct_mean,3.02,3.7142857142857144,0.6942857142857144,50,28
scenario,ODU,ODU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.857142857142857,2.3157894736842106,0.5413533834586466,14,19
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,UGProposer_decision_direct_mean,4.42,4.7,0.28000000000000025,50,50
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,UGResponder_decision_direct_mean,3.02,3.98,0.96,50,50
scenario,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,TGReceiver_decision_direct_mean,2.84,2.46,0.3799999999999999,50,50
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_nonnull_rate,0.34,0.72,0.37999999999999995,50,50
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_nonnull_rate,0.94,0.68,0.2599999999999999,50,50
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGSender_decision_nonnull_rate,0.94,0.58,0.36,50,50
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,0.32,0.62,0.3,50,50
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,PD_decision_nonnull_rate,0.1,0.72,0.62,50,50
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,SH_decision_nonnull_rate,0.28,0.76,0.48,50,50
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,C_decision_nonnull_rate,0.34,0.48,0.13999999999999996,50,50
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_direct_mean,4.352941176470588,5.055555555555555,0.7026143790849675,17,36
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_direct_mean,2.978723404255319,3.8529411764705883,0.8742177722152693,47,34
scenario,TDP,TDP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.75,2.774193548387097,0.024193548387096975,16,31
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_direct_mean,3.46,4.68,1.2199999999999998,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_direct_mean,2.26,3.88,1.62,50,50
scenario,TDP,TDP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_direct_mean,1.86,2.56,0.7,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_direct_mean,4.24,4.78,0.54,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_direct_mean,2.98,3.84,0.8599999999999999,50,50
scenario,TDP,TDP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.72,2.9,0.17999999999999972,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_nonnull_rate,0.38,0.72,0.33999999999999997,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_nonnull_rate,0.98,0.54,0.43999999999999995,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGSender_decision_nonnull_rate,0.94,0.46,0.4799999999999999,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,0.56,0.56,0.0,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,PD_decision_nonnull_rate,0.22,0.66,0.44000000000000006,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,SH_decision_nonnull_rate,0.46,0.76,0.3,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,C_decision_nonnull_rate,0.54,0.52,0.020000000000000018,50,50
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_direct_mean,4.578947368421052,4.722222222222222,0.1432748538011701,19,36
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_direct_mean,2.979591836734694,3.740740740740741,0.7611489040060468,49,27
scenario,TDU,TDU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.5714285714285716,2.5,0.07142857142857162,28,28
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_direct_mean,3.66,3.66,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_direct_mean,2.38,3.62,1.2400000000000002,50,50
scenario,TDU,TDU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_direct_mean,1.94,1.9,0.040000000000000036,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_direct_mean,4.34,4.28,0.05999999999999961,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_direct_mean,2.98,3.92,0.94,50,50
scenario,TDU,TDU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.68,2.24,0.43999999999999995,50,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_direct_mean,4.979591836734694,4.94,0.039591836734693686,49,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_direct_mean,3.306122448979592,4.08,0.7738775510204081,49,50
scenario,TRP,TRP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_direct_mean,3.020408163265306,2.54,0.4804081632653059,49,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGSender_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,PD_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,SH_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,C_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_direct_mean,3.3469387755102042,4.8,1.4530612244897956,49,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_direct_mean,1.9591836734693877,4.1,2.140816326530612,49,50
scenario,TRP,TRP__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_direct_mean,1.4081632653061225,2.3,0.8918367346938774,49,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_direct_mean,4.081632653061225,4.88,0.7983673469387753,49,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_direct_mean,2.7346938775510203,4.1,1.3653061224489793,49,50
scenario,TRP,TRP__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.1020408163265305,2.4,0.2979591836734694,49,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_direct_mean,4.918367346938775,4.6,0.3183673469387758,49,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_direct_mean,3.122448979591837,3.94,0.8175510204081631,49,50
scenario,TRU,TRU__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.938775510204082,2.44,0.49877551020408184,49,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGSender_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,PD_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,SH_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,C_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGProposer_decision_direct_mean,3.204081632653061,4.48,1.2759183673469394,49,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,UGResponder_decision_direct_mean,1.9183673469387754,4.12,2.2016326530612247,49,50
scenario,TRU,TRU__NoAISupport__AgainstAI,NoAISupport,AgainstAI,TGReceiver_decision_direct_mean,1.346938775510204,2.22,0.8730612244897962,49,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGSender_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,PD_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,SH_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,C_decision_nonnull_rate,1.0,1.0,0.0,49,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGProposer_decision_direct_mean,4.1020408163265305,4.92,0.8179591836734694,49,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,UGResponder_decision_direct_mean,2.7755102040816326,4.22,1.4444897959183671,49,50
scenario,TRU,TRU__NoAISupport__AgainstHuman,NoAISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.204081632653061,2.38,0.1759183673469389,49,50
paper_index_session,ODP,,,,delegation_index_mean,0.5628571428571428,0.3857142857142856,0.1771428571428572,50,50
paper_index_session,ODU,,,,delegation_index_mean,0.4857142857142857,0.4799999999999999,0.005714285714285783,50,50
paper_index_session,TDP,,,,delegation_index_mean,0.5342857142857143,0.34857142857142853,0.18571428571428572,50,50
paper_index_session,TDU,,,,delegation_index_mean,0.4171428571428571,0.39714285714285713,0.019999999999999962,50,50
paper_index_scenario,ODP,ODP__support,support,,payoff_index_mean,0.8527083333333335,0.7859011243386242,0.06680720899470927,48,48
paper_index_scenario,ODP,ODP__support,support,,prosociality_index_mean,0.7569444444444443,0.6912962962962963,0.06564814814814801,48,48
paper_index_scenario,ODP,ODP__support,support,,kindness_index_mean,1.0,0.8222222222222221,0.17777777777777792,46,45
paper_index_scenario,ODP,ODP__support,support,,intentions_index_mean,0.5884920634920635,0.6257142857142857,0.03722222222222216,42,35
paper_index_scenario,ODP,ODP__support,support,,predictability_index_mean,1.0,0.7058823529411765,0.2941176470588235,29,34
paper_index_scenario,ODP,ODP__support,support,,equality_index_mean,0.9,0.95625,0.05625000000000002,8,32
paper_index_scenario,ODP,ODP__unknown,unknown,,payoff_index_mean,0.8252380952380953,0.707904761904762,0.11733333333333329,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,prosociality_index_mean,0.7614444444444446,0.6212222222222222,0.14022222222222236,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,kindness_index_mean,0.9533333333333333,0.7399999999999999,0.21333333333333337,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,intentions_index_mean,0.5203333333333333,0.6336666666666667,0.1133333333333334,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,predictability_index_mean,1.0,0.54,0.45999999999999996,50,50
paper_index_scenario,ODP,ODP__unknown,unknown,,equality_index_mean,0.8759999999999999,0.9280000000000002,0.05200000000000027,50,50
paper_index_scenario,ODU,ODU__support,support,,payoff_index_mean,0.8403222222222223,0.7176891842008122,0.12263303802141012,50,43
paper_index_scenario,ODU,ODU__support,support,,prosociality_index_mean,0.7333888888888889,0.6511640211640211,0.08222486772486781,50,42
