custom_id,parse_success,parse_errors,validation_errors,text,parsed_target,record_id,unit_id,treatment_name,variant,model,TreatmentCode,Treatment,PersonalizedTreatment,num_scenarios,scenario_manifest_json,data_source,UGProposer_delegated,UGResponder_delegated,TGSender_delegated,TGReceiver_delegated,PD_delegated,SH_delegated,C_delegated
multi_game_llm_fvk2c__1576,True,[],[],"{
  ""UGProposer_delegated"": 1,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 0,
  ""TGReceiver_delegated"": 1,
  ""PD_delegated"": 1,
  ""SH_delegated"": 0,
  ""C_delegated"": 0,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": null,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": null,
      ""PD_decision"": null,
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""Opaque"",
      ""UGProposer_decision"": 4,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 1, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 1, 'PD_delegated': 1, 'SH_delegated': 0, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': 3, 'TGReceiver_decision': None, 'TGSender_decision': 'YES', 'PD_decision': None, 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'Opaque', 'UGProposer_decision': 4, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",1576,1576,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]",generated,1.0,0.0,0.0,1.0,1.0,0.0,0.0
multi_game_llm_fvk2c__1622,True,[],[],"{
  ""UGProposer_delegated"": 1,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 1,
  ""TGReceiver_delegated"": 1,
  ""PD_delegated"": 1,
  ""SH_delegated"": 0,
  ""C_delegated"": 0,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": null,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": null,
      ""TGReceiver_decision"": null,
      ""PD_decision"": null,
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""Opaque"",
      ""UGProposer_decision"": 5,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 1, 'UGResponder_delegated': 0, 'TGSender_delegated': 1, 'TGReceiver_delegated': 1, 'PD_delegated': 1, 'SH_delegated': 0, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': 3, 'TGReceiver_decision': None, 'TGSender_decision': None, 'PD_decision': None, 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'Opaque', 'UGProposer_decision': 5, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",1622,1622,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]",generated,1.0,0.0,1.0,1.0,1.0,0.0,0.0
multi_game_llm_fvk2c__1655,True,[],[],"{
  ""UGProposer_delegated"": 1,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 0,
  ""TGReceiver_delegated"": 0,
  ""PD_delegated"": 1,
  ""SH_delegated"": 0,
  ""C_delegated"": 1,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": null,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": null,
      ""SH_decision"": ""X"",
      ""C_decision"": null
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""Opaque"",
      ""UGProposer_decision"": 4,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 1, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 0, 'PD_delegated': 1, 'SH_delegated': 0, 'C_delegated': 1, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': None, 'SH_decision': 'X', 'C_decision': None}, {'scenario': 'NoAISupport', 'case': 'Opaque', 'UGProposer_decision': 4, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",1655,1655,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]",generated,1.0,0.0,0.0,0.0,1.0,0.0,1.0
multi_game_llm_fvk2c__177,True,[],[],"{
  ""UGProposer_delegated"": 1,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 0,
  ""TGReceiver_delegated"": 1,
  ""PD_delegated"": 1,
  ""SH_delegated"": 1,
  ""C_delegated"": 0,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": null,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": null,
      ""PD_decision"": null,
      ""SH_decision"": null,
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""Opaque"",
      ""UGProposer_decision"": 5,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 1, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 1, 'PD_delegated': 1, 'SH_delegated': 1, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': 3, 'TGReceiver_decision': None, 'TGSender_decision': 'YES', 'PD_decision': None, 'SH_decision': None, 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'Opaque', 'UGProposer_decision': 5, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",177,177,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]",generated,1.0,0.0,0.0,1.0,1.0,1.0,0.0
multi_game_llm_fvk2c__1775,True,[],[],"{
  ""UGProposer_delegated"": 0,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 0,
  ""TGReceiver_delegated"": 0,
  ""PD_delegated"": 1,
  ""SH_delegated"": 1,
  ""C_delegated"": 1,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": 5,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": null,
      ""SH_decision"": null,
      ""C_decision"": null
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""Opaque"",
      ""UGProposer_decision"": 5,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 0, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 0, 'PD_delegated': 1, 'SH_delegated': 1, 'C_delegated': 1, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': None, 'SH_decision': None, 'C_decision': None}, {'scenario': 'NoAISupport', 'case': 'Opaque', 'UGProposer_decision': 5, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",1775,1775,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]",generated,0.0,0.0,0.0,0.0,1.0,1.0,1.0
multi_game_llm_fvk2c__1807,True,[],[],"{
  ""UGProposer_delegated"": 1,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 1,
  ""TGReceiver_delegated"": 0,
  ""PD_delegated"": 1,
  ""SH_delegated"": 0,
  ""C_delegated"": 1,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": null,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": null,
      ""TGReceiver_decision"": 2,
      ""PD_decision"": null,
      ""SH_decision"": ""X"",
      ""C_decision"": null
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""Opaque"",
      ""UGProposer_decision"": 4,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 2,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 1, 'UGResponder_delegated': 0, 'TGSender_delegated': 1, 'TGReceiver_delegated': 0, 'PD_delegated': 1, 'SH_delegated': 0, 'C_delegated': 1, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': 3, 'TGReceiver_decision': 2, 'TGSender_decision': None, 'PD_decision': None, 'SH_decision': 'X', 'C_decision': None}, {'scenario': 'NoAISupport', 'case': 'Opaque', 'UGProposer_decision': 4, 'UGResponder_decision': 3, 'TGReceiver_decision': 2, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",1807,1807,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]",generated,1.0,0.0,1.0,0.0,1.0,0.0,1.0
multi_game_llm_fvk2c__1885,True,[],[],"{
  ""UGProposer_delegated"": 1,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 0,
  ""TGReceiver_delegated"": 1,
  ""PD_delegated"": 1,
  ""SH_delegated"": 0,
  ""C_delegated"": 0,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": null,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": null,
      ""PD_decision"": null,
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""Opaque"",
      ""UGProposer_decision"": 4,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": ""B"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 1, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 1, 'PD_delegated': 1, 'SH_delegated': 0, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': 3, 'TGReceiver_decision': None, 'TGSender_decision': 'YES', 'PD_decision': None, 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'Opaque', 'UGProposer_decision': 4, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': 'B', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",1885,1885,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]",generated,1.0,0.0,0.0,1.0,1.0,0.0,0.0
multi_game_llm_fvk2c__1979,True,[],[],"{
  ""UGProposer_delegated"": 0,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 0,
  ""TGReceiver_delegated"": 0,
  ""PD_delegated"": 0,
  ""SH_delegated"": 0,
  ""C_delegated"": 0,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": 5,
      ""UGResponder_decision"": 4,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""Opaque"",
      ""UGProposer_decision"": 5,
      ""UGResponder_decision"": 4,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 0, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 0, 'PD_delegated': 0, 'SH_delegated': 0, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': 5, 'UGResponder_decision': 4, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'Opaque', 'UGProposer_decision': 5, 'UGResponder_decision': 4, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",1979,1979,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]",generated,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multi_game_llm_fvk2c__2049,True,[],[],"{
  ""UGProposer_delegated"": 1,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 0,
  ""TGReceiver_delegated"": 0,
  ""PD_delegated"": 1,
  ""SH_delegated"": 1,
  ""C_delegated"": 1,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": null,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": null,
      ""SH_decision"": null,
      ""C_decision"": null
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""Opaque"",
      ""UGProposer_decision"": 4,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": ""B"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 1, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 0, 'PD_delegated': 1, 'SH_delegated': 1, 'C_delegated': 1, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': None, 'SH_decision': None, 'C_decision': None}, {'scenario': 'NoAISupport', 'case': 'Opaque', 'UGProposer_decision': 4, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': 'B', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",2049,2049,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]",generated,1.0,0.0,0.0,0.0,1.0,1.0,1.0
multi_game_llm_fvk2c__2120,True,[],[],"{
  ""UGProposer_delegated"": 1,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 0,
  ""TGReceiver_delegated"": 1,
  ""PD_delegated"": 0,
  ""SH_delegated"": 1,
  ""C_delegated"": 0,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": null,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": null,
      ""PD_decision"": ""A"",
      ""SH_decision"": null,
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""Opaque"",
      ""UGProposer_decision"": 5,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 1, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 1, 'PD_delegated': 0, 'SH_delegated': 1, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': 3, 'TGReceiver_decision': None, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': None, 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'Opaque', 'UGProposer_decision': 5, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",2120,2120,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]",generated,1.0,0.0,0.0,1.0,0.0,1.0,0.0
multi_game_llm_fvk2c__2155,True,[],[],"{
  ""UGProposer_delegated"": 1,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 0,
  ""TGReceiver_delegated"": 0,
  ""PD_delegated"": 1,
  ""SH_delegated"": 1,
  ""C_delegated"": 1,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": null,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": null,
      ""SH_decision"": null,
      ""C_decision"": null
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""Opaque"",
      ""UGProposer_decision"": 4,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 1, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 0, 'PD_delegated': 1, 'SH_delegated': 1, 'C_delegated': 1, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': None, 'SH_decision': None, 'C_decision': None}, {'scenario': 'NoAISupport', 'case': 'Opaque', 'UGProposer_decision': 4, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",2155,2155,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]",generated,1.0,0.0,0.0,0.0,1.0,1.0,1.0
multi_game_llm_fvk2c__2239,True,[],[],"{
  ""UGProposer_delegated"": 1,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 0,
  ""TGReceiver_delegated"": 1,
  ""PD_delegated"": 1,
  ""SH_delegated"": 0,
  ""C_delegated"": 0,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": null,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": null,
      ""PD_decision"": null,
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""Opaque"",
      ""UGProposer_decision"": 5,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 2,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 1, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 1, 'PD_delegated': 1, 'SH_delegated': 0, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': 3, 'TGReceiver_decision': None, 'TGSender_decision': 'YES', 'PD_decision': None, 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'Opaque', 'UGProposer_decision': 5, 'UGResponder_decision': 3, 'TGReceiver_decision': 2, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",2239,2239,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]",generated,1.0,0.0,0.0,1.0,1.0,0.0,0.0
multi_game_llm_fvk2c__2283,True,[],[],"{
  ""UGProposer_delegated"": 1,
  ""UGResponder_delegated"": 0,
  ""TGSender_delegated"": 0,
  ""TGReceiver_delegated"": 1,
  ""PD_delegated"": 1,
  ""SH_delegated"": 0,
  ""C_delegated"": 0,
  ""scenario_outputs"": [
    {
      ""scenario"": ""AISupport"",
      ""case"": ""AgainstHuman"",
      ""UGProposer_decision"": null,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": null,
      ""PD_decision"": null,
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    },
    {
      ""scenario"": ""NoAISupport"",
      ""case"": ""Opaque"",
      ""UGProposer_decision"": 4,
      ""UGResponder_decision"": 3,
      ""TGSender_decision"": ""YES"",
      ""TGReceiver_decision"": 3,
      ""PD_decision"": ""A"",
      ""SH_decision"": ""X"",
      ""C_decision"": ""Earth""
    }
  ]
}","{'UGProposer_delegated': 1, 'UGResponder_delegated': 0, 'TGSender_delegated': 0, 'TGReceiver_delegated': 1, 'PD_delegated': 1, 'SH_delegated': 0, 'C_delegated': 0, 'scenario_outputs': [{'scenario': 'AISupport', 'case': 'AgainstHuman', 'UGProposer_decision': None, 'UGResponder_decision': 3, 'TGReceiver_decision': None, 'TGSender_decision': 'YES', 'PD_decision': None, 'SH_decision': 'X', 'C_decision': 'Earth'}, {'scenario': 'NoAISupport', 'case': 'Opaque', 'UGProposer_decision': 4, 'UGResponder_decision': 3, 'TGReceiver_decision': 3, 'TGSender_decision': 'YES', 'PD_decision': 'A', 'SH_decision': 'X', 'C_decision': 'Earth'}]}",2283,2283,ODU,baseline,gpt-5-mini,ODU,OpaqueDelegation,0,2,"[{""scenario_code"": ""11"", ""scenario"": ""AISupport"", ""case"": ""AgainstHuman"", ""order"": 1}, {""scenario_code"": ""2"", ""scenario"": ""NoAISupport"", ""case"": ""Opaque"", ""order"": 2}]",generated,1.0,0.0,0.0,1.0,1.0,0.0,0.0
