custom_id,estimated_input_chars,estimated_input_tokens_char4
nemotron_pgg_match__pid_nemotron_c36692df108d__game_AyQkFs97hRTki5zWR__p002__g012,14142,3536
nemotron_pgg_match__pid_nemotron_c36692df108d__game_7oRFMBwqmesGX7t3H__p002__g013,21302,5326
nemotron_pgg_match__pid_nemotron_c36692df108d__game_fMhhGrfpZH9ign2AK__p002__g014,14952,3738
nemotron_pgg_match__pid_nemotron_c36692df108d__game_i7C4Y4NiesraiSwwb__p002__g015,13236,3309
nemotron_pgg_match__pid_nemotron_c36692df108d__game_7tfDsTHHnxsgrhE3d__p002__g016,15629,3907
nemotron_pgg_match__pid_nemotron_c36692df108d__game_r7Bk7fEwX3HSRrXMZ__p002__g017,10853,2713
nemotron_pgg_match__pid_nemotron_c36692df108d__game_7FQezekfKk3zctLN8__p002__g018,17008,4252
nemotron_pgg_match__pid_nemotron_c36692df108d__game_2khRAszouj8vP8ZfP__p002__g019,12380,3095
nemotron_pgg_match__pid_nemotron_c36692df108d__game_CoHyYysb84APn5gDE__p002__g020,12384,3096
nemotron_pgg_match__pid_nemotron_c36692df108d__game_2KKC9nMd8nRXfgH5G__p002__g021,13518,3380
nemotron_pgg_match__pid_nemotron_c36692df108d__game_PrfKWppTZdvPhe4oN__p002__g022,14851,3713
nemotron_pgg_match__pid_nemotron_c36692df108d__game_6Pxb9DsQpyk22cJNr__p002__g023,10486,2622
nemotron_pgg_match__pid_nemotron_c36692df108d__game_Fm7uYc98E2b6kcoDE__p002__g024,11327,2832
nemotron_pgg_match__pid_nemotron_c36692df108d__game_9oyspxPncwXdAkruR__p002__g025,10756,2689
nemotron_pgg_match__pid_nemotron_c36692df108d__game_2TDnnb4wn9rwy3CYZ__p002__g026,11696,2924
nemotron_pgg_match__pid_nemotron_c36692df108d__game_7ywewvEuctuz4Rq8j__p002__g027,14119,3530
nemotron_pgg_match__pid_nemotron_c36692df108d__game_AJ4ikZuWJeJcEXhgZ__p002__g028,13597,3399
nemotron_pgg_match__pid_nemotron_c36692df108d__game_3v9ji6wNY7sXHe8cM__p002__g029,12853,3213
nemotron_pgg_match__pid_nemotron_c36692df108d__game_8GneB6qmtDLSnbcJT__p002__g030,11740,2935
nemotron_pgg_match__pid_nemotron_c36692df108d__game_6sSM4xSyZQkaxyHav__p002__g031,10943,2736
nemotron_pgg_match__pid_nemotron_c36692df108d__game_3EQGxadfbmAKaACgZ__p002__g032,10775,2694
nemotron_pgg_match__pid_nemotron_c36692df108d__game_Aj2G7CTuhLZ7Z2SPK__p002__g033,11271,2818
nemotron_pgg_match__pid_nemotron_c36692df108d__game_FAuuG8S2iw8wkGRnA__p002__g034,13608,3402
nemotron_pgg_match__pid_nemotron_c36692df108d__game_SFohXkBYvScM7Y7rC__p002__g035,12736,3184
nemotron_pgg_match__pid_nemotron_c36692df108d__game_5R7YRmti4R5GiJKpi__p002__g036,13969,3492
nemotron_pgg_match__pid_nemotron_c36692df108d__game_6BxRfLcBtXYodAS8h__p002__g037,9917,2479
nemotron_pgg_match__pid_nemotron_c36692df108d__game_7Y6PBvgZNqtriKzaZ__p002__g038,10402,2600
nemotron_pgg_match__pid_nemotron_c36692df108d__game_HmA52oSS75D5Z2W8a__p002__g039,14144,3536
nemotron_pgg_match__pid_nemotron_c36692df108d__game_6pQRuemJv5faRcZft__p002__g040,14090,3522
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_5mhtM66ewYHNxSp4q__p003__g001,8093,2023
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_2TquMDieEiixty8AN__p003__g002,11021,2755
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_65crAkEscRbHNJXbW__p003__g003,7801,1950
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_3EG5RaDj4z7hkT2JD__p003__g004,8434,2108
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_PmcxhmDRj2tN3cECC__p003__g005,19205,4801
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_925LF9k9CXpz8KjQm__p003__g006,24674,6168
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_ASQtYBWx6cGN27KxL__p003__g007,9661,2415
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_DYFJDsdGg8bppBJ7P__p003__g008,10490,2622
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_CbDvrXGkphmfGtH3G__p003__g009,16696,4174
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_FvbM5EM5aB5pcjLpA__p003__g010,13618,3404
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_C5Cd8Yq5dDbdycXKB__p003__g011,11251,2813
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_AyQkFs97hRTki5zWR__p003__g012,12358,3090
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_7oRFMBwqmesGX7t3H__p003__g013,19518,4880
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_fMhhGrfpZH9ign2AK__p003__g014,13168,3292
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_i7C4Y4NiesraiSwwb__p003__g015,11452,2863
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_7tfDsTHHnxsgrhE3d__p003__g016,13845,3461
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_r7Bk7fEwX3HSRrXMZ__p003__g017,9069,2267
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_7FQezekfKk3zctLN8__p003__g018,15224,3806
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_2khRAszouj8vP8ZfP__p003__g019,10596,2649
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_CoHyYysb84APn5gDE__p003__g020,10600,2650
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_2KKC9nMd8nRXfgH5G__p003__g021,11734,2934
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_PrfKWppTZdvPhe4oN__p003__g022,13067,3267
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_6Pxb9DsQpyk22cJNr__p003__g023,8702,2176
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_Fm7uYc98E2b6kcoDE__p003__g024,9543,2386
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_9oyspxPncwXdAkruR__p003__g025,8972,2243
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_2TDnnb4wn9rwy3CYZ__p003__g026,9912,2478
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_7ywewvEuctuz4Rq8j__p003__g027,12335,3084
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_AJ4ikZuWJeJcEXhgZ__p003__g028,11813,2953
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_3v9ji6wNY7sXHe8cM__p003__g029,11069,2767
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_8GneB6qmtDLSnbcJT__p003__g030,9956,2489
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_6sSM4xSyZQkaxyHav__p003__g031,9159,2290
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_3EQGxadfbmAKaACgZ__p003__g032,8991,2248
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_Aj2G7CTuhLZ7Z2SPK__p003__g033,9487,2372
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_FAuuG8S2iw8wkGRnA__p003__g034,11824,2956
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_SFohXkBYvScM7Y7rC__p003__g035,10952,2738
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_5R7YRmti4R5GiJKpi__p003__g036,12185,3046
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_6BxRfLcBtXYodAS8h__p003__g037,8133,2033
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_7Y6PBvgZNqtriKzaZ__p003__g038,8618,2154
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_HmA52oSS75D5Z2W8a__p003__g039,12360,3090
nemotron_pgg_match__pid_nemotron_81c867ee329d__game_6pQRuemJv5faRcZft__p003__g040,12306,3076
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_5mhtM66ewYHNxSp4q__p004__g001,8825,2206
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_2TquMDieEiixty8AN__p004__g002,11753,2938
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_65crAkEscRbHNJXbW__p004__g003,8533,2133
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_3EG5RaDj4z7hkT2JD__p004__g004,9166,2292
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_PmcxhmDRj2tN3cECC__p004__g005,19937,4984
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_925LF9k9CXpz8KjQm__p004__g006,25406,6352
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_ASQtYBWx6cGN27KxL__p004__g007,10393,2598
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_DYFJDsdGg8bppBJ7P__p004__g008,11222,2806
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_CbDvrXGkphmfGtH3G__p004__g009,17428,4357
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_FvbM5EM5aB5pcjLpA__p004__g010,14350,3588
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_C5Cd8Yq5dDbdycXKB__p004__g011,11983,2996
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_AyQkFs97hRTki5zWR__p004__g012,13090,3272
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_7oRFMBwqmesGX7t3H__p004__g013,20250,5062
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_fMhhGrfpZH9ign2AK__p004__g014,13900,3475
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_i7C4Y4NiesraiSwwb__p004__g015,12184,3046
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_7tfDsTHHnxsgrhE3d__p004__g016,14577,3644
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_r7Bk7fEwX3HSRrXMZ__p004__g017,9801,2450
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_7FQezekfKk3zctLN8__p004__g018,15956,3989
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_2khRAszouj8vP8ZfP__p004__g019,11328,2832
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_CoHyYysb84APn5gDE__p004__g020,11332,2833
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_2KKC9nMd8nRXfgH5G__p004__g021,12466,3116
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_PrfKWppTZdvPhe4oN__p004__g022,13799,3450
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_6Pxb9DsQpyk22cJNr__p004__g023,9434,2358
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_Fm7uYc98E2b6kcoDE__p004__g024,10275,2569
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_9oyspxPncwXdAkruR__p004__g025,9704,2426
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_2TDnnb4wn9rwy3CYZ__p004__g026,10644,2661
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_7ywewvEuctuz4Rq8j__p004__g027,13067,3267
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_AJ4ikZuWJeJcEXhgZ__p004__g028,12545,3136
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_3v9ji6wNY7sXHe8cM__p004__g029,11801,2950
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_8GneB6qmtDLSnbcJT__p004__g030,10688,2672
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_6sSM4xSyZQkaxyHav__p004__g031,9891,2473
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_3EQGxadfbmAKaACgZ__p004__g032,9723,2431
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_Aj2G7CTuhLZ7Z2SPK__p004__g033,10219,2555
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_FAuuG8S2iw8wkGRnA__p004__g034,12556,3139
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_SFohXkBYvScM7Y7rC__p004__g035,11684,2921
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_5R7YRmti4R5GiJKpi__p004__g036,12917,3229
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_6BxRfLcBtXYodAS8h__p004__g037,8865,2216
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_7Y6PBvgZNqtriKzaZ__p004__g038,9350,2338
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_HmA52oSS75D5Z2W8a__p004__g039,13092,3273
nemotron_pgg_match__pid_nemotron_8d1dc8f0a145__game_6pQRuemJv5faRcZft__p004__g040,13038,3260
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_5mhtM66ewYHNxSp4q__p005__g001,8294,2074
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_2TquMDieEiixty8AN__p005__g002,11222,2806
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_65crAkEscRbHNJXbW__p005__g003,8002,2000
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_3EG5RaDj4z7hkT2JD__p005__g004,8635,2159
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_PmcxhmDRj2tN3cECC__p005__g005,19406,4852
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_925LF9k9CXpz8KjQm__p005__g006,24875,6219
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_ASQtYBWx6cGN27KxL__p005__g007,9862,2466
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_DYFJDsdGg8bppBJ7P__p005__g008,10691,2673
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_CbDvrXGkphmfGtH3G__p005__g009,16897,4224
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_FvbM5EM5aB5pcjLpA__p005__g010,13819,3455
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_C5Cd8Yq5dDbdycXKB__p005__g011,11452,2863
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_AyQkFs97hRTki5zWR__p005__g012,12559,3140
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_7oRFMBwqmesGX7t3H__p005__g013,19719,4930
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_fMhhGrfpZH9ign2AK__p005__g014,13369,3342
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_i7C4Y4NiesraiSwwb__p005__g015,11653,2913
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_7tfDsTHHnxsgrhE3d__p005__g016,14046,3512
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_r7Bk7fEwX3HSRrXMZ__p005__g017,9270,2318
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_7FQezekfKk3zctLN8__p005__g018,15425,3856
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_2khRAszouj8vP8ZfP__p005__g019,10797,2699
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_CoHyYysb84APn5gDE__p005__g020,10801,2700
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_2KKC9nMd8nRXfgH5G__p005__g021,11935,2984
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_PrfKWppTZdvPhe4oN__p005__g022,13268,3317
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_6Pxb9DsQpyk22cJNr__p005__g023,8903,2226
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_Fm7uYc98E2b6kcoDE__p005__g024,9744,2436
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_9oyspxPncwXdAkruR__p005__g025,9173,2293
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_2TDnnb4wn9rwy3CYZ__p005__g026,10113,2528
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_7ywewvEuctuz4Rq8j__p005__g027,12536,3134
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_AJ4ikZuWJeJcEXhgZ__p005__g028,12014,3004
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_3v9ji6wNY7sXHe8cM__p005__g029,11270,2818
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_8GneB6qmtDLSnbcJT__p005__g030,10157,2539
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_6sSM4xSyZQkaxyHav__p005__g031,9360,2340
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_3EQGxadfbmAKaACgZ__p005__g032,9192,2298
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_Aj2G7CTuhLZ7Z2SPK__p005__g033,9688,2422
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_FAuuG8S2iw8wkGRnA__p005__g034,12025,3006
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_SFohXkBYvScM7Y7rC__p005__g035,11153,2788
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_5R7YRmti4R5GiJKpi__p005__g036,12386,3096
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_6BxRfLcBtXYodAS8h__p005__g037,8334,2084
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_7Y6PBvgZNqtriKzaZ__p005__g038,8819,2205
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_HmA52oSS75D5Z2W8a__p005__g039,12561,3140
nemotron_pgg_match__pid_nemotron_2dbb30158a18__game_6pQRuemJv5faRcZft__p005__g040,12507,3127
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_5mhtM66ewYHNxSp4q__p006__g001,8851,2213
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_2TquMDieEiixty8AN__p006__g002,11779,2945
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_65crAkEscRbHNJXbW__p006__g003,8559,2140
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_3EG5RaDj4z7hkT2JD__p006__g004,9192,2298
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_PmcxhmDRj2tN3cECC__p006__g005,19963,4991
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_925LF9k9CXpz8KjQm__p006__g006,25432,6358
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_ASQtYBWx6cGN27KxL__p006__g007,10419,2605
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_DYFJDsdGg8bppBJ7P__p006__g008,11248,2812
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_CbDvrXGkphmfGtH3G__p006__g009,17454,4364
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_FvbM5EM5aB5pcjLpA__p006__g010,14376,3594
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_C5Cd8Yq5dDbdycXKB__p006__g011,12009,3002
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_AyQkFs97hRTki5zWR__p006__g012,13116,3279
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_7oRFMBwqmesGX7t3H__p006__g013,20276,5069
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_fMhhGrfpZH9ign2AK__p006__g014,13926,3482
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_i7C4Y4NiesraiSwwb__p006__g015,12210,3052
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_7tfDsTHHnxsgrhE3d__p006__g016,14603,3651
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_r7Bk7fEwX3HSRrXMZ__p006__g017,9827,2457
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_7FQezekfKk3zctLN8__p006__g018,15982,3996
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_2khRAszouj8vP8ZfP__p006__g019,11354,2838
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_CoHyYysb84APn5gDE__p006__g020,11358,2840
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_2KKC9nMd8nRXfgH5G__p006__g021,12492,3123
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_PrfKWppTZdvPhe4oN__p006__g022,13825,3456
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_6Pxb9DsQpyk22cJNr__p006__g023,9460,2365
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_Fm7uYc98E2b6kcoDE__p006__g024,10301,2575
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_9oyspxPncwXdAkruR__p006__g025,9730,2432
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_2TDnnb4wn9rwy3CYZ__p006__g026,10670,2668
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_7ywewvEuctuz4Rq8j__p006__g027,13093,3273
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_AJ4ikZuWJeJcEXhgZ__p006__g028,12571,3143
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_3v9ji6wNY7sXHe8cM__p006__g029,11827,2957
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_8GneB6qmtDLSnbcJT__p006__g030,10714,2678
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_6sSM4xSyZQkaxyHav__p006__g031,9917,2479
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_3EQGxadfbmAKaACgZ__p006__g032,9749,2437
nemotron_pgg_match__pid_nemotron_c4269d7a0bd8__game_Aj2G7CTuhLZ7Z2SPK__p006__g033,10245,2561
