text,umap_x,umap_y,cluster_id,cluster_title,cluster_intro,cluster_size
"The player shows awareness of the finite horizon but does not strongly unravel their cooperation near the end. In the final phase of the game they continue to make substantial contributions, sometimes at the maximum level and sometimes at a medium–high level, without any clear downward trend toward full defection. There is no evidence of a systematic end-game collapse in their own strategy. Instead of gradually decreasing contributions as the last rounds approach, they maintain their established pattern of conditional generosity with some variation. Their behavior suggests that they either discount the classical backward-induction logic, prioritize maintaining a cooperative norm for its own sake, or simply continue to apply the same myopic, round-by-round conditional rule without special adjustment for the fact that the game is ending. The absence of a sharp final-round free-ride, and the presence of a high final contribution, implies that they do not treat the end-game as a unique opportunity to exploit the group. Their horizon awareness is observable in the sense that they know the number of rounds, but their decisions indicate either limited strategic use of that information or a preference structure in which sustaining cooperation remains valuable even when there is no future interaction in this specific game.",-1.0031061,-0.7972322,1,End / End / Cooperation,"This cluster groups personas with related strategy patterns around end, game, end game, cooperation, final.",340
"This player shows no strong, classic “end-game collapse” where contributions steadily decline as the final rounds approach. Instead, their contribution pattern near the end remains inconsistent and conditional, similar to earlier behavior. In late rounds, they alternates between zero and moderate contributions, sometimes making a substantial contribution even very close to the final decision. This indicates that they is aware of the game horizon (they can see how many rounds remain) but does not simply apply a backward-induction logic of “always defect at the end.” Instead, they continues to condition contributions on the perceived cooperativeness of the group, even when only a few rounds are left. There is no clear escalation of generosity in the final round, nor a complete shutdown of cooperation. The final decisions look like another instance of the same rule they uses earlier: when others appear to be contributing reasonably well, they sometimes join in with a nontrivial contribution; when conditions look less favorable, they contributes nothing. Any end-game adjustment is subtle at most and cannot be clearly distinguished from their overall conditional, opportunistic style.",-1.3085907,-1.0212948,1,End / End / Cooperation,"This cluster groups personas with related strategy patterns around end, game, end game, cooperation, final.",340
"This player shows no classic end-game unraveling. Contributions remain at their established baseline through the final phase, including the very last round, with no visible decay, escalation, or switching to exploitation even when they know the game is about to end. They do not ratchet contributions up to be altruistic “on the way out,” nor do they drop to free-ride in the final opportunities. The lack of horizon effects suggests they either (a) are not strategically focused on the finite horizon, (b) prioritize following their internal contribution rule over short-run optimization, or (c) do not strongly believe that others will change behavior at the end and therefore see no reason to adjust. In new PGG environments, this indicates that their cooperation level is likely governed more by a stable personal policy than by forward-looking end-game logic, and that they maintain that policy even when continuation incentives disappear.",-2.2613792,0.21835396,0,End / End / Cooperation,"This cluster groups personas with related strategy patterns around end, game, end game, cooperation, round.",350
"The player shows no end-game shift because their baseline behavior is already full defection. They begin with zero contributions and maintain this level through the final decision. As a result, there is no visible decay or escalation in cooperation tied to the known time horizon; their play is horizon-invariant. Awareness of the number of remaining rounds does not alter their strategy in any detectable way. Since they never cooperate at any point, they have no cooperative posture to unwind as the end approaches, nor do they attempt any last-round exploitation spike (they are already exploiting the group from the outset). From an inferential standpoint, this is consistent with a belief that contributing is never privately optimal, regardless of stage in the game, and that others’ tendencies to contribute can be treated as an exogenous resource to harvest rather than a pattern to cultivate or preserve. Whether they consciously model others as potentially reacting to their free-riding is unknown, but their unchanging strategy implies low concern for sustaining future cooperation. In new PGG environments with similar incentives and no effective sanctions or reputational mechanisms, this player type is expected to defect from the start and stay that way, independent of remaining rounds or observed shifts in group behavior.",1.5706737,-1.3437033,5,End / Cooperation / Round,"This cluster groups personas with related strategy patterns around game, end, cooperation, round, final.",219
"The player shows no visible end-game effect. Their strategy remains unchanged when the game is near completion: they keep contributing fully even when the remaining number of rounds is small and when many others either maintain cooperative behavior or drop/oscillate. There is no sign of the typical cooperation decay, last-round defection, or even a mild reduction in contributions as the horizon approaches. This suggests that they either do not factor the finite horizon into their strategy, or they choose to ignore it in favor of a fixed cooperation norm. They act as if the time horizon is irrelevant to what they “should” do. If they reason about the end-game, they still prefer to maintain a consistent cooperative identity rather than exploit the final rounds. Overall, they appear to be a time-invariant, principle-driven cooperator whose behavior is not strategically altered by approaching termination.",-0.96312535,0.9317492,0,End / End / Cooperation,"This cluster groups personas with related strategy patterns around end, game, end game, cooperation, round.",350
"The player shows no end-game defection or decay in cooperation. Their contribution level remains at the maximum until and including the final round, despite having full knowledge of the round horizon. They do not exhibit the commonly observed pattern of gradually lowering contributions as the game approaches its conclusion, nor do they react to others’ variable behavior near the end. This suggests that their strategy is not anchored in backward induction or finite-horizon reasoning, but in a time-invariant norm: “I contribute fully every round,” irrespective of how many rounds remain. There is no evidence of last-round opportunism, payoff grabbing, or even subtle shading down of contributions. Their end-game behavior reinforces the view that they are a principled, norm-following cooperator whose choices do not hinge on future interaction or on maintaining reputational incentives within the game.",-1.649119,0.92718875,0,End / End / Cooperation,"This cluster groups personas with related strategy patterns around end, game, end game, cooperation, round.",350
"The player shows clear horizon awareness and adjusts behavior as the game nears its conclusion. Cooperation decays rather than escalates at the end. In the final phase, they move away from consistent high contributions toward zero or reduced contributions, exhibiting a classic end‑game effect: with fewer future rounds to benefit from reputation or norm enforcement, they become more willing to free‑ride. This shift suggests that their earlier cooperation is at least partly strategic—aimed at sustaining mutual gains over multiple rounds—rather than purely intrinsic altruism. When the remaining number of rounds is small, they increasingly prioritize immediate personal payoff over maintaining cooperative norms, indicating a forward‑looking but finite‑horizon mindset. They do not attempt a late “moral signal” of continued high cooperation in the final decision; instead, they align with a payoff‑maximizing exit strategy once future reciprocity is effectively unavailable.",0.7912894,-1.2349178,5,End / Cooperation / Round,"This cluster groups personas with related strategy patterns around game, end, cooperation, round, final.",219
"The player shows awareness of the finite horizon: near the end, their contributions decline after periods of higher cooperation. Instead of ramping up giving to “leave on a good note,” they move toward lower contributions again, consistent with standard end‑game defection logic. However, this shift is not a sudden collapse from consistently high cooperation; it is a return to lower giving after a sequence of mixed strategies. There is no clear attempt to use the final round(s) to repay kindness, repair norms, or retaliate strongly; rather, the end phase fits a pattern of continued experimentation with some inclination to keep more for themselves once only a few rounds remain. Overall, they display some cooperation decay toward the end, but overlaying an already volatile pattern, making precise inference of horizon thinking low confidence beyond “they do not lock into full cooperation as the game closes.”",0.18292727,-1.0297899,4,End / End / Horizon,"This cluster groups personas with related strategy patterns around game, end, end game, horizon, contributions.",273
"The player appears aware of the finite horizon but does not strongly unravel their cooperation near the end. Their contributions late in the game remain substantial: they do not shift to a purely self‑interested, low‑contribution strategy as the last round approaches. There is some adjustment in the final phase, with contributions becoming more moderate rather than maximal, but the player still contributes a meaningful share of their endowment in the last round. This suggests they either discount the classic backward‑induction logic or give weight to intrinsic or fairness motives that persist even when future retaliation or reward is impossible. There is no evidence of a strategic “last‑round grab”; instead, their end‑game response looks like a cautious reduction in generosity under uncertainty, not a collapse of cooperation. Overall, end‑game awareness is present but does not dominate their cooperative disposition.",-0.7060299,-0.7676672,1,End / End / Cooperation,"This cluster groups personas with related strategy patterns around end, game, end game, cooperation, final.",340
"The player shows no classical end-game defection pattern. Instead of ramping down cooperation near the final rounds, they continue to mix mid-range and maximal contributions, including very high giving at the very end despite prior negative treatment. This suggests that horizon awareness does not dominate their strategy; they either discount the importance of the final-round payoff or maintain a cooperative or experimental stance regardless of remaining rounds. There is no clear evidence of increasing selfishness or tightening exploitation as the game approaches termination. If anything, their late-game behavior remains erratic and occasionally generous, indicating that they do not strongly condition on the finite horizon when choosing actions.",-0.19760427,-0.45438367,4,End / End / Horizon,"This cluster groups personas with related strategy patterns around game, end, end game, horizon, contributions.",273
"There is no visible end-game unraveling in their contributions: they continue to contribute the maximum in all late rounds, including the final one, with no sign of decay. They do not switch to free riding when the horizon nears, despite others openly discussing end-game punishment strategies. Their punishment spending remains active and sometimes substantial right up to the late game, indicating they are willing to sacrifice payoff even near the end, where deterrence cannot benefit them in future rounds. This suggests they do not heavily weight standard backward-induction logic; instead, they likely prioritize maintaining norms or expressing disapproval over finely optimizing terminal payoffs. They show no explicit acknowledgement of the approaching end and do not join last-round coordination proposals in chat, so their conscious horizon awareness is unknown, but behaviorally they remain stable and principled rather than opportunistic.",1.265214,1.169062,6,End / Punishment / Round,"This cluster groups personas with related strategy patterns around end, game, punishment, round, rounds.",198
"There is no observable end-game unraveling in this player’s contribution behavior. They continue to contribute the full amount through the final rounds, with no sign of tapering cooperation as the game approaches its conclusion. Their strategy appears horizon-insensitive: the knowledge that the game is finite and nearing the end does not induce them to defect or experiment with lower contributions. They also do not alter their behavior in response to late-game coalition talk against them; despite others openly planning to sacrifice their own earnings to punish them at the end, the player does not retaliate, bargain, or reduce contributions. This consistent pattern suggests they either follow a rule-based strategy (“always contribute the max when it’s efficient for the group”) or they place little weight on short-term personal payoff optimization in the final rounds. Their absence from late-game chat makes it impossible to infer any explicit reasoning or emotional reaction to the end-game dynamics; their internal beliefs and feelings about the group’s plan to target them at the end remain unknown.",-1.8609356,0.39881572,0,End / End / Cooperation,"This cluster groups personas with related strategy patterns around end, game, end game, cooperation, round.",350
"There is no classic end-game unraveling in their contributions: they keep contributing fully through the final rounds, including the last one, despite awareness of remaining rounds and despite a hostile environment. Their lone zero contribution occurs in the back half of the game, but they immediately revert to full contributions, suggesting either a short-lived experiment, momentary frustration, or error rather than a systematic end-game strategy. They do not respond to late-game calls for coordinated extreme punishment of a target, nor do they leverage the approaching end to shift toward self-interest or vengeance. Horizon awareness is present at group level (others discuss remaining time and end-round maneuvers), but there is no evidence that this player conditions behavior on it; their strategy remains stable and principle-driven rather than horizon-driven.",0.29577148,0.03761743,4,End / End / Horizon,"This cluster groups personas with related strategy patterns around game, end, end game, horizon, contributions.",273
"They remain fully cooperative to the final round and do not reduce contributions as the horizon approaches. End-game awareness appears mainly in their punishment planning, not in their contribution strategy. Near the end, they explicitly reference the remaining round(s) to coordinate a last, large-scale punitive attack aimed at driving a target’s payoff toward zero, asking others to “sacrifice” their own payoff to achieve this. This shows that, as the game nears its conclusion, they escalate antisocial punishment of disliked players rather than relaxing enforcement or shifting to personal profit maximization. They do not show any attempt to conserve resources or reduce punishment late in the game to maximize earnings; instead, they treat the looming end as an opportunity to finish the norm-enforcement and moral “lesson” against targets. There is no evidence of strategic cooperation decay; contribution stays maxed and punishment intensity against disliked individuals either persists or intensifies.",1.7464315,1.0644871,6,End / Punishment / Round,"This cluster groups personas with related strategy patterns around end, game, punishment, round, rounds.",198
"Awareness of the finite horizon is present at least implicitly, as the group references remaining rounds and contemplates a final‑round punishment coordination. This player does not reduce contributions near the end; they maintain max contributions through the final round and do not pivot to self‑interested free‑riding. Their punishment behavior continues late into the game and is even considered for a coordinated final “hit” on a target, suggesting that the end game is seen as an opportunity to complete a punitive campaign rather than to harvest private gains. They show willingness to sacrifice late‑game earnings to damage a disliked player, but also occasionally forgo punishment (including in the final round), possibly to conserve payoff or because prior punishment is perceived as sufficient. There is no visible attempt to exploit the final rounds for unilateral gain; instead, they stay aligned with the cooperative‑and‑punitive norm. Strategic sophistication about backward induction is not evident; their behavior reflects norm loyalty and group‑based hostility more than horizon‑driven recalculation.",1.6639898,0.26906204,6,End / Punishment / Round,"This cluster groups personas with related strategy patterns around end, game, punishment, round, rounds.",198
"The player shows no end-game unraveling. They maintain full contributions right through the final rounds and continue to support strong punishment of defectors, including at the very end when there is no future interaction to influence. Their cooperative and punitive strategies appear driven by a mix of principle and desire for immediate expressive or retributive satisfaction, not by backward induction or discounted future returns. They acknowledge that the game has a fixed horizon (they see the remaining rounds and react to others’ end-game talk) but do not adjust their behavior toward more self-regarding choices. They remain focused on enforcing the established norm and on “making it hurt” for violators, even in the last round.",1.4573984,1.1513262,6,End / Punishment / Round,"This cluster groups personas with related strategy patterns around end, game, punishment, round, rounds.",198
"They show no visible end‑game decay in cooperation. They continue to contribute the maximum up to the final round and do not adjust their behavior as the remaining number of rounds shrinks, even when others intermittently reduce their contributions. Their punishment spending remains non‑zero through late rounds, indicating that they do not simply stop enforcing norms as the game nears its end. They appear aware of the round structure but do not opportunistically defect or slacken enforcement. There is no explicit mention of the approaching end of the game in their chat, so any explicit forward‑looking reasoning about horizons is unknown, but behaviorally they are time‑consistent and resistant to classic end‑game unraveling.",1.0767455,1.5264521,6,End / Punishment / Round,"This cluster groups personas with related strategy patterns around end, game, punishment, round, rounds.",198
"Awareness of the finite horizon does not weaken their cooperative norm or their punitive stance. They continue to contribute the maximum amount through the final rounds without any observable decay. Near the end they remain focused on sanctioning the main target of their disapproval and support coordination to impose especially heavy punishment at the very end. Their behavior suggests they prioritize norm enforcement and expressive punishment over marginal end‑game earnings, and they do not switch to self‑regarding defection even when payoffs are nearly finalized. They treat late rounds as an opportunity to complete the “moral” narrative they have constructed—leaving the norm‑violator with as little as possible—rather than as a stage to quietly lock in gains.",1.7600133,0.8348758,6,End / Punishment / Round,"This cluster groups personas with related strategy patterns around end, game, punishment, round, rounds.",198
"Awareness of the finite horizon does not lead them to a payoff-maximizing end-game strategy. Instead of converging to a stable high-contribution pattern to salvage earnings, they maintain a low-contribution stance across late rounds even as punishment remains intense, indicating that their primary goal is not final payoff. They do not appear to adjust behavior in the final rounds to avoid last-minute punishment, nor do they escalate retaliation (they never punish at all). Their late-game choices remain consistent with an ongoing moral protest rather than with backward induction or standard end-game defection/cooperation logic. There is no evidence that the approaching last round changes their priorities; they stay in character rather than “cashing out” rationally.",1.3803079,0.1985059,6,End / Punishment / Round,"This cluster groups personas with related strategy patterns around end, game, punishment, round, rounds.",198
"They show clear awareness of the game horizon but do not drastically change their contribution behavior at the end. Contributions in the final phase remain within the same low-to-mid band as earlier, without any sharp collapse or spike in cooperation. This indicates that they treat the end game as a continuation of their established strategy rather than an opportunity to either fully defect or demonstrate late altruism. Where they do show an end-game shift is in their use of punishment: as the game approaches its conclusion, they are willing to invest more heavily in sanctioning. Since there is no future interaction to recoup these costs, this late escalation implies that punishment is not purely instrumental for future-payoff incentives; they likely have a preference for norm enforcement or for expressing disapproval, even when there is little scope for future deterrence. In sum, their end-game pattern is: maintain established contribution levels, but loosen payoff-maximizing constraints on punishment, suggesting stable cooperative caution but stronger willingness to “settle accounts” as the interaction ends.",1.6315553,0.60703766,6,End / Punishment / Round,"This cluster groups personas with related strategy patterns around end, game, punishment, round, rounds.",198
"The player shows awareness of the finite horizon but does not engage in a drastic end‑game collapse of cooperation. Near the end of the game, contributions fluctuate but remain generally high or moderately high rather than dropping toward zero. Even in the final round, they are willing to contribute the entire endowment despite substantial variation and some very low contributions from others. Instead of a linear decay, their late‑game behavior reflects an interaction between short‑term incentives and experienced group behavior. After periods where others reduce contributions or where the pattern of cooperation is mixed, they sometimes cut their own contribution back to an intermediate level. However, they also show readiness to restore full contributions in later rounds, including the last round, if they still perceive enough cooperative potential. This pattern suggests they do not fully switch to backward‑induction logic that would predict minimal contributions at the horizon. They appear to maintain a cooperation norm independent of pure final‑round payoff optimization. Their strategy in the end game continues to mix principled cooperation with modest self‑protection, rather than fully exploiting the finite horizon.",-0.53867567,-0.75057214,1,End / End / Cooperation,"This cluster groups personas with related strategy patterns around end, game, end game, cooperation, final.",340
"The player displays horizon awareness but does not collapse into pure defection at the end. In late rounds, contributions do not monotonically decline; instead, they remain in a moderate band and sometimes increase relative to nearby rounds. This indicates that the player continues to care about the public good and/or maintaining a fairness standard, even when there is little or no future opportunity for reciprocity or learning. At the same time, end-game behavior is not naively cooperative. The player simultaneously increases their use of costly punishment late in the game, which suggests an understanding that direct payoff from shaping others’ behavior is limited at this stage, and that end-game punishment functions more as final norm expression than as an investment in future cooperation. Contribution decisions in these final periods seem to balance three motives: preserving some private payoff, maintaining a self-image or norm of not fully free-riding, and backing up that norm through strong enforcement. There is no strong evidence that they are trying to curry favor or avoid retaliation, since punishers and victims are anonymous and future interactions are minimal; thus any sustained cooperation near the end is likely internally motivated rather than purely strategic. In new environments with visible endpoints, this player is likely to keep contributing at mid-range levels rather than sharply defecting, while potentially intensifying punitive actions as the game nears its conclusion, using the final rounds to underline fairness expectations rather than to maximize last-period income.",-0.8634153,-1.0043522,1,End / End / Cooperation,"This cluster groups personas with related strategy patterns around end, game, end game, cooperation, final.",340
"Awareness of the finite horizon does not produce a simple monotonic decay in cooperation. Instead, the player continues their pattern of alternating between mid-range contributions and very low contributions through the later part of the game. Even very late, they sometimes cooperate at moderate levels and sometimes free-ride, rather than converging on full defection. Severe punishment episodes near the end are followed immediately by higher, more cooperative contributions, indicating that direct payoff feedback matters more to them than abstract end-game logic. They do not appear to adopt a final-round “grab everything” policy; they are still willing to contribute almost nothing in some late rounds but also still return to medium contributions after that. This suggests that, although they can see how many rounds remain, their horizon awareness is weaker than their short-run response to sanctions. In summary, their end-game behavior is best described as continuing sanction-driven conditional cooperation with opportunistic dips, rather than a deliberate backward-induction collapse of contributions.",1.2131952,-0.38119376,4,End / End / Horizon,"This cluster groups personas with related strategy patterns around game, end, end game, horizon, contributions.",273
"The player shows awareness of the game’s finite horizon but does not exhibit a dramatic final collapse of cooperation. Their contribution pattern in the last several rounds stays within their established mid-range with individual deviations rather than a directional trend toward full defection. They briefly drop to a very low contribution in the late game and receive substantial punishment at that time. Following this, they return to their usual moderate range, including in the very last round. This suggests that late-game strategy is still influenced by expectations of others’ reactions and by a desire to avoid sanctions, rather than purely by backward induction toward zero cooperation. There is no evidence of an end-game escalation of generosity or of a systematic decay across the final rounds; instead, they continue playing their “middle course” strategy. Their horizon awareness appears present but muted: they adjust opportunistically in some late rounds but quickly revert once the social cost of under-contributing is revealed.",-0.22156537,-0.96405965,1,End / End / Cooperation,"This cluster groups personas with related strategy patterns around end, game, end game, cooperation, final.",340
"Awareness of the finite horizon does not lead this player to a sharp defection cascade in the last few rounds. Contributions in the final phase remain in the medium‑to‑high range and do not collapse to minimal levels, even in the very last round, where they still contribute a substantial portion of their endowment. There is no clear evidence that they treat the closing rounds as an opportunity to exploit the group; instead, they continue to behave in line with their earlier cooperative tendencies. Occasional fluctuations in the late game appear more like context-sensitive adjustments (to the current contribution pattern of others) than a principled “last-round grab.” They do not show a progressive step-down pattern that would signal strong backward induction; their end-game behavior is consistent with either limited horizon reasoning, a preference for maintaining norms even when the game is about to end, or a belief that others will also keep cooperating. Thus, their type is “low unraveling, norm-stable”: they maintain cooperation through the end rather than deliberately exploiting the final opportunities for unilateral gain.",-1.3032113,-0.54360116,1,End / End / Cooperation,"This cluster groups personas with related strategy patterns around end, game, end game, cooperation, final.",340
