game_id,treatment_name,config_id,created_at,num_rounds,num_players,avatars,valid_number_of_starting_players,has_complete_gold_trajectory,repeat_count
2TDnnb4wn9rwy3CYZ,VALIDATION_2_T,2,2024-07-08T17:49:42Z,10,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
NL69jACziA3jW7h7B,VALIDATION_5_T,5,2024-07-08T17:49:51Z,6,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
3EG5RaDj4z7hkT2JD,VALIDATION_10_T,10,2024-07-08T17:50:51Z,6,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
Fw9DpBqnuKsDtzG3D,VALIDATION_2_C,2,2024-07-08T17:52:54Z,10,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
a4xmZQKTBESW8RKkE,VALIDATION_2_C,2,2024-07-08T17:56:51Z,10,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
jvD9GfjCgL4JoEaMq,VALIDATION_19_T,19,2024-07-08T17:58:26Z,29,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
75Lp6nDFLGvmzj2Bm,VALIDATION_18_C,18,2024-07-08T18:29:09Z,23,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
kHhnJLhpnpMrt2amS,VALIDATION_2_C,2,2024-07-08T18:29:12Z,10,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
gixvAJagenLR4bZqY,VALIDATION_1_C,1,2024-07-08T18:29:32Z,16,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
5CF98timgPxWv28MK,VALIDATION_18_C,18,2024-07-08T18:29:45Z,23,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
E9m93d49i9w459MXY,VALIDATION_5_C,5,2024-07-08T18:29:51Z,6,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
TvaK7RsiSd758hAmp,VALIDATION_1_T,1,2024-07-08T18:29:55Z,16,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
TJPaSpryeQ4jvvYtQ,VALIDATION_1_T,1,2024-07-08T18:29:56Z,16,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
dakGThnA5puHNGNmR,VALIDATION_1_C,1,2024-07-08T18:29:56Z,16,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
b52dPhHFrRzgZqsk3,VALIDATION_10_C,10,2024-07-08T18:30:03Z,6,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,2024-07-08T18:30:07Z,6,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
52QdMhd96PFYubPFc,VALIDATION_10_T,10,2024-07-08T18:30:12Z,6,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
9Ne4CP89dteYMyNu8,VALIDATION_10_C,10,2024-07-08T18:30:12Z,6,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
QxvZZ4MNgzMYj8pbE,VALIDATION_5_T,5,2024-07-08T18:30:19Z,6,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
privie8F5995NBXnB,VALIDATION_19_T,19,2024-07-08T18:30:39Z,29,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
SxP3u469uffATbuCL,VALIDATION_19_C,19,2024-07-08T18:30:53Z,29,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
zKf8JGD6NqbmcmQAK,VALIDATION_19_T,19,2024-07-08T18:31:20Z,29,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
mgm7iMjdkkZB8tkhY,VALIDATION_10_T,10,2024-07-08T18:31:30Z,6,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
cubAELfJtEiE7Ryz6,VALIDATION_2_C,2,2024-07-08T18:31:43Z,10,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
q6MFaNc9JLxdrPuxQ,VALIDATION_18_T,18,2024-07-08T18:31:45Z,23,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
WugGwkWo2nM3RgnwF,VALIDATION_19_C,19,2024-07-08T18:31:57Z,29,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
sX9yfB3XHqdTLM3Ru,VALIDATION_18_T,18,2024-07-08T18:31:57Z,23,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
txwAXk9WTDjLsuzDT,VALIDATION_2_T,2,2024-07-08T18:32:31Z,10,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
3EQGxadfbmAKaACgZ,VALIDATION_5_T,5,2024-07-08T18:32:55Z,6,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
MPJPiSumwWJfssC9c,VALIDATION_2_T,2,2024-07-08T18:33:06Z,10,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
2KKC9nMd8nRXfgH5G,VALIDATION_19_C,19,2024-07-08T18:34:21Z,29,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
2khRAszouj8vP8ZfP,VALIDATION_18_C,18,2024-07-08T18:36:08Z,23,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
J9CZkcA8QR3MTvJaH,VALIDATION_19_T,19,2024-07-08T18:36:45Z,29,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,False,1
KRut4hewrYHiMpHuc,VALIDATION_2_T,2,2024-07-08T18:37:19Z,10,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
W6yW5yAPHDuquwFnB,VALIDATION_18_T,18,2024-07-08T18:38:43Z,23,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,False,1
Fv5X9XRptXYcr6zhW,VALIDATION_5_T,5,2024-07-08T18:38:52Z,6,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
QGdrqfDP5BptHuyjj,VALIDATION_5_C,5,2024-07-08T18:42:02Z,6,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
KK4HShJfMijev4coq,VALIDATION_18_C,18,2024-07-08T19:18:43Z,23,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
RDZjX7FMTaatuhQxb,VALIDATION_10_C,10,2024-07-08T19:18:54Z,6,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
8XtcNG6WNCrzvWCq6,VALIDATION_2_T,2,2024-07-08T19:18:59Z,10,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
pPsoXTn2Pr6iTzqiY,VALIDATION_18_C,18,2024-07-08T19:19:06Z,23,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
kG5yQvHXGpmRr4rPj,VALIDATION_19_T,19,2024-07-08T19:19:07Z,29,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,False,1
dcbuervX39CFjNDsD,VALIDATION_1_C,1,2024-07-08T19:19:17Z,16,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
eKpH6aKdyd57EP3xW,VALIDATION_19_T,19,2024-07-08T19:19:41Z,29,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,False,1
KaWAn4fbzhhqL9sWm,VALIDATION_2_T,2,2024-07-08T19:20:00Z,10,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
dD8G2AvGaxyvEjXS2,VALIDATION_5_T,5,2024-07-08T19:20:50Z,6,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,False,1
mf69tavvQcoqC5iaR,VALIDATION_19_T,19,2024-07-08T19:20:56Z,29,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
yuHiXoSsCmxdnWBCT,VALIDATION_18_T,18,2024-07-08T19:20:57Z,23,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,False,1
QdqBfTFqaaH2BmeGf,VALIDATION_1_T,1,2024-07-08T19:21:01Z,16,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
LWWqAADdcBeuLGk38,VALIDATION_10_T,10,2024-07-08T19:21:15Z,6,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
9oyspxPncwXdAkruR,VALIDATION_2_C,2,2024-07-08T19:21:18Z,10,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
LENkaA2TC6u3FfEPn,VALIDATION_1_C,1,2024-07-08T19:21:27Z,16,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,2024-07-08T19:21:31Z,6,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
6B7rSLCwjDoRiGG4z,VALIDATION_10_C,10,2024-07-08T19:21:33Z,6,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
D3PWPDrNAPhLocZzf,VALIDATION_2_C,2,2024-07-08T19:21:41Z,10,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
C6saDK7dbQmkvtG5X,VALIDATION_5_T,5,2024-07-08T19:21:56Z,6,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
u96ofnTmhTCczDFzw,VALIDATION_5_C,5,2024-07-08T19:21:57Z,6,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
NtGt92nYGEjWzrKCe,VALIDATION_10_T,10,2024-07-08T19:22:02Z,6,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
ezsSJMtgmXMt3CTta,VALIDATION_2_T,2,2024-07-08T19:22:17Z,10,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
tRTwYAfQxrLXoChG4,VALIDATION_5_C,5,2024-07-08T19:23:17Z,6,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
ijzJLqMzzatZAeaNi,VALIDATION_19_C,19,2024-07-08T19:24:23Z,29,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,False,1
CoHyYysb84APn5gDE,VALIDATION_18_T,18,2024-07-08T19:24:56Z,23,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
CxdGPvHo36TqhpAmm,VALIDATION_18_C,18,2024-07-08T19:25:29Z,23,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
WF93PRN6HTPJosFzH,VALIDATION_10_C,10,2024-07-08T19:25:50Z,6,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,False,1
qnwoWA9PooEsojSqN,VALIDATION_19_C,19,2024-07-08T19:26:08Z,29,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
cEQim72euG5jzNSzR,VALIDATION_19_C,19,2024-07-08T19:29:08Z,29,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
iES9Gw5pax3HKCdHt,VALIDATION_10_T,10,2024-07-08T19:30:35Z,6,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
nxzsmGNRBBouE9dSq,VALIDATION_5_C,5,2024-07-08T19:31:25Z,6,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
LxjaP3tPxRDSZivpX,VALIDATION_10_C,10,2024-07-08T20:06:02Z,6,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
CERwfEBrZtGF9Y7LH,VALIDATION_10_C,10,2024-07-08T20:06:11Z,6,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
WwkhvkKay9uqg3wAC,VALIDATION_5_T,5,2024-07-08T20:06:11Z,6,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
jKen5K2Lw8Rmccxh2,VALIDATION_19_C,19,2024-07-08T20:06:14Z,29,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
6Pxb9DsQpyk22cJNr,VALIDATION_1_C,1,2024-07-08T20:06:23Z,16,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
BwwK2gGYkeaWTaxGf,VALIDATION_19_C,19,2024-07-08T20:06:23Z,29,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,False,1
FaKf3DcY6DanqG8kw,VALIDATION_10_C,10,2024-07-08T20:06:55Z,6,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
gRaZAaugSyBEdfDhw,VALIDATION_18_T,18,2024-07-08T20:06:56Z,23,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
XqscHH6F8eWZJM5Az,VALIDATION_2_T,2,2024-07-08T20:07:13Z,10,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
YkcNraHtf4nHSiwYQ,VALIDATION_5_C,5,2024-07-08T20:07:16Z,6,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
tGoAaMWpJTmqmxxMh,VALIDATION_1_T,1,2024-07-08T20:07:38Z,16,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
2gfGWhbozeGdJFuXg,VALIDATION_2_T,2,2024-07-08T20:07:45Z,10,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
uFaYheSQ6WssQwa7w,VALIDATION_19_T,19,2024-07-08T20:08:03Z,29,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
NZpNLYcXAdipwHiuH,VALIDATION_18_C,18,2024-07-08T20:08:53Z,23,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
RhgjrKrR85Xr6QRZ8,VALIDATION_2_C,2,2024-07-08T20:09:13Z,10,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
yB6tLexJ2FZ6h4oim,VALIDATION_1_T,1,2024-07-08T20:09:30Z,16,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
ZvNnTZ4QTMyc2YWhs,VALIDATION_18_T,18,2024-07-08T20:09:31Z,23,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
79kveGWTa4seiDX6H,VALIDATION_10_T,10,2024-07-08T20:09:34Z,6,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
wNsxNofHWZfK3J2p9,VALIDATION_18_C,18,2024-07-08T20:10:31Z,23,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
Hubv6B3PG4JiERQkM,VALIDATION_2_C,2,2024-07-08T20:10:44Z,10,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
v9hzdr6gxdBLtzfBL,VALIDATION_19_T,19,2024-07-08T20:10:46Z,29,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
ubqE84hRkjXyn8o9L,VALIDATION_1_C,1,2024-07-08T20:11:42Z,16,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
bSN2jEMtheLREPnSz,VALIDATION_18_T,18,2024-07-08T20:12:25Z,23,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
efgPmTEtpm9m9QfzL,VALIDATION_5_C,5,2024-07-08T20:14:36Z,6,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
hWgX6ZBKFiRT8dQKD,VALIDATION_18_C,18,2024-07-08T20:15:05Z,23,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
4zByjt6rX7gzj6tiM,VALIDATION_5_T,5,2024-07-08T20:17:17Z,6,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
NFohGRRpskiw4QiC6,VALIDATION_10_T,10,2024-07-08T20:17:20Z,6,3,"[""SLOTH"", ""GORILLA"", ""DUCK""]",True,True,1
J2jBa83Ebi84YadkW,VALIDATION_5_T,5,2024-07-08T20:18:23Z,6,4,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",True,True,1
K3BKmGpJcMFNK3TJz,VALIDATION_0_C,0,2024-07-09T15:26:06Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,False,1
kf8QF2MCDs5kJhToE,VALIDATION_3_T,3,2024-07-09T15:26:42Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
s5axam9Cst4RggTRH,VALIDATION_4_C,4,2024-07-09T15:27:40Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,True,1
Gwqafo2pm3awddFCz,VALIDATION_4_C,4,2024-07-09T15:27:50Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,False,1
qyhbsXkjZiMc28EAG,VALIDATION_0_T,0,2024-07-09T15:28:12Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
ud4ZZqSEuLCbTJhY5,VALIDATION_0_T,0,2024-07-09T15:28:49Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
tjEFcmYxtEBx3PZzY,VALIDATION_0_C,0,2024-07-09T15:29:04Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,False,1
GEyMgmTp37c4DXAWA,VALIDATION_3_T,3,2024-07-09T15:29:45Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
3v9ji6wNY7sXHe8cM,VALIDATION_4_C,4,2024-07-09T15:29:57Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,True,1
vmFLypg96ABkbXMfZ,VALIDATION_3_C,3,2024-07-09T15:30:56Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,False,1
pSCCGRajjjnFinwBp,VALIDATION_4_T,4,2024-07-09T15:30:59Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,False,1
ZH2HEWhT3PjYvZEQ6,VALIDATION_4_T,4,2024-07-09T15:31:10Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,True,1
h8kYzB9zLiEGyJaS7,VALIDATION_0_T,0,2024-07-09T15:35:12Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""CHICK"", ""RABBIT"", ""OWL""]",True,False,1
AJ4ikZuWJeJcEXhgZ,VALIDATION_3_T,3,2024-07-09T15:36:16Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
5mhtM66ewYHNxSp4q,VALIDATION_0_C,0,2024-07-09T15:37:02Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
5bJPLPSiwHm63WZS4,VALIDATION_0_T,0,2024-07-09T16:10:29Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
24hqfcDGXxLrMr7JY,VALIDATION_0_T,0,2024-07-09T16:10:36Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,False,1
DLhhTyaSmN26NPemM,VALIDATION_0_C,0,2024-07-09T16:11:13Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,False,1
aeGpamXB9whsnobRf,VALIDATION_4_C,4,2024-07-09T16:11:15Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,True,1
uW4Cg9gRG7BwbDMJi,VALIDATION_3_C,3,2024-07-09T16:12:20Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
8GneB6qmtDLSnbcJT,VALIDATION_4_T,4,2024-07-09T16:12:25Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,True,1
9aygFvfvCRquDLWYn,VALIDATION_0_T,0,2024-07-09T16:12:43Z,6,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",True,True,1
BJWpJtN2jP8jHntmQ,VALIDATION_4_C,4,2024-07-09T16:13:01Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,True,1
RjouKH2EcY9toqwNu,VALIDATION_3_T,3,2024-07-09T16:13:30Z,26,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",True,True,1
SAGxyic6qFhLZ85XX,VALIDATION_4_T,4,2024-07-09T16:13:33Z,8,7,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE""]",True,True,1
