custom_id,response_id,scenario_hash,scenario_index,sample_within_scenario,left_action,right_action,option_a_action,option_b_action,gold_choice,gold_action,predicted_choice,predicted_action,correct,scenario_type,scenario_type_strict,attribute_level,pedped,parse_success,parse_error,raw_content,exact_format
mm_individual_demo_007_03_ab,grMy2hsEipB2D9kwD,2ea9bc96836b52b20015d5aa83de37ad,7,3,stay,swerve,stay,swerve,A,stay,B,swerve,False,Random,Fitness,Rand,1,True,,B,True
mm_individual_demo_007_04_ab,hfQ5NLwDN5ANG7qiM,2ea9bc96836b52b20015d5aa83de37ad,7,4,stay,swerve,stay,swerve,A,stay,B,swerve,False,Random,Fitness,Rand,1,True,,B,True
mm_individual_demo_007_05_ab,vybo7mZ8ZSi5rgGec,2ea9bc96836b52b20015d5aa83de37ad,7,5,swerve,stay,swerve,stay,B,stay,A,swerve,False,Random,Fitness,Rand,1,True,,A,True
mm_individual_demo_008_01_ab,35TArTFZp5jbDT7nL,b3b0b55b248b225bc05f8005c215cca6,8,1,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,1,True,,B,True
mm_individual_demo_008_02_ab,3pqC59cuHsYNKHeCY,b3b0b55b248b225bc05f8005c215cca6,8,2,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,1,True,,B,True
mm_individual_demo_008_03_ab,7qHyoXbjZqpE3DvDk,b3b0b55b248b225bc05f8005c215cca6,8,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,1,True,,A,True
mm_individual_demo_008_04_ab,9hge69Z9RQfusQsfv,b3b0b55b248b225bc05f8005c215cca6,8,4,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,1,True,,A,True
mm_individual_demo_008_05_ab,wXkBaemzxMf9QBtd3,b3b0b55b248b225bc05f8005c215cca6,8,5,stay,swerve,stay,swerve,B,swerve,A,stay,False,Age,Age,Old,1,True,,A,True
mm_individual_demo_009_01_ab,enZwBZSX5uLTMQ65d,c990d2973cbe75633f5630689d16b050,9,1,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,1,True,,B,True
mm_individual_demo_009_02_ab,g6SKnFGS62K5rCnsa,c990d2973cbe75633f5630689d16b050,9,2,stay,swerve,stay,swerve,B,swerve,A,stay,False,Age,Age,Old,1,True,,A,True
mm_individual_demo_009_03_ab,mRqjfZHcHsv8toY3K,c990d2973cbe75633f5630689d16b050,9,3,stay,swerve,stay,swerve,B,swerve,A,stay,False,Age,Age,Old,1,True,,A,True
mm_individual_demo_009_04_ab,tvjnRT28XZrRfXCs6,c990d2973cbe75633f5630689d16b050,9,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,1,True,,B,True
mm_individual_demo_009_05_ab,x2BfCDgXnssSPtBZv,c990d2973cbe75633f5630689d16b050,9,5,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,1,True,,B,True
mm_individual_demo_010_01_ab,ZJF5GT5GzARwnoXsJ,ae539fd4158c5cbf5e5635085930d412,10,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_010_02_ab,kkH8Ag5GoXvLgZCSt,ae539fd4158c5cbf5e5635085930d412,10,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_010_03_ab,v5Qf5LfixbeP8MKzY,ae539fd4158c5cbf5e5635085930d412,10,3,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_010_04_ab,wZyrSGy2fz846rpiv,ae539fd4158c5cbf5e5635085930d412,10,4,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_010_05_ab,yAid4JSew8xc4TDTe,ae539fd4158c5cbf5e5635085930d412,10,5,stay,swerve,stay,swerve,B,swerve,A,stay,False,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_011_01_ab,E5itG9QPt3yxpBQNv,8438349e35ea65069625edddd52af96a,11,1,swerve,stay,swerve,stay,B,stay,A,swerve,False,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_011_02_ab,Zd2AeLmNuuaeC5odX,8438349e35ea65069625edddd52af96a,11,2,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Random,Fitness,Rand,0,True,,B,True
mm_individual_demo_011_03_ab,j3gZYcbQ48eYBCGba,8438349e35ea65069625edddd52af96a,11,3,swerve,stay,swerve,stay,B,stay,A,swerve,False,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_011_04_ab,tE5atm3r98BwuhuFR,8438349e35ea65069625edddd52af96a,11,4,stay,swerve,stay,swerve,B,swerve,A,stay,False,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_011_05_ab,umKejjda6PfhRvxEb,8438349e35ea65069625edddd52af96a,11,5,swerve,stay,swerve,stay,B,stay,A,swerve,False,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_012_01_ab,4wBLx2NWoWpPDZPL3,fa5312d6d4d9ab53fe9f933029c58b67,12,1,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,0,True,,B,True
mm_individual_demo_012_02_ab,DZNeHqMnDwutd4bvb,fa5312d6d4d9ab53fe9f933029c58b67,12,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,0,True,,A,True
mm_individual_demo_012_03_ab,d2pzyxMxTxXgGzddZ,fa5312d6d4d9ab53fe9f933029c58b67,12,3,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,0,True,,B,True
mm_individual_demo_012_04_ab,j58RSioaPTMuTgNfJ,fa5312d6d4d9ab53fe9f933029c58b67,12,4,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,0,True,,A,True
mm_individual_demo_012_05_ab,psfZ8c3ZNYsPj66fe,fa5312d6d4d9ab53fe9f933029c58b67,12,5,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,0,True,,B,True
mm_individual_demo_013_01_ab,aLn4dj45uxRhtqKxL,68f34fdd904338799cc82431fcf5c4ad,13,1,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Age,Age,Young,0,True,,A,True
mm_individual_demo_013_02_ab,jKxFGwPL5TsDw5Rzb,68f34fdd904338799cc82431fcf5c4ad,13,2,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Age,Age,Young,0,True,,A,True
mm_individual_demo_013_03_ab,pubGNbhvuKyYzE7mR,68f34fdd904338799cc82431fcf5c4ad,13,3,stay,swerve,stay,swerve,A,stay,B,swerve,False,Age,Age,Young,0,True,,B,True
mm_individual_demo_013_04_ab,uJWSRCKcKRnozGcBH,68f34fdd904338799cc82431fcf5c4ad,13,4,stay,swerve,stay,swerve,A,stay,B,swerve,False,Age,Age,Young,0,True,,B,True
mm_individual_demo_013_05_ab,zbnvv5aJtNa72GYkR,68f34fdd904338799cc82431fcf5c4ad,13,5,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Age,Age,Young,0,True,,B,True
mm_individual_demo_014_01_ab,9FkgHyoR4o8vAsh4c,178a4ad0eb24ebd1b5a266880d24c47d,14,1,stay,swerve,stay,swerve,B,swerve,A,stay,False,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_014_02_ab,FnTa5BCj8NutDzQR5,178a4ad0eb24ebd1b5a266880d24c47d,14,2,stay,swerve,stay,swerve,B,swerve,A,stay,False,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_014_03_ab,XtyrFdM3R3xp542AE,178a4ad0eb24ebd1b5a266880d24c47d,14,3,stay,swerve,stay,swerve,B,swerve,A,stay,False,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_014_04_ab,hN2zXfdSc2sMRSvTA,178a4ad0eb24ebd1b5a266880d24c47d,14,4,stay,swerve,stay,swerve,B,swerve,A,stay,False,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_014_05_ab,wo3yYJWijBY7GR82f,178a4ad0eb24ebd1b5a266880d24c47d,14,5,stay,swerve,stay,swerve,A,stay,B,swerve,False,Fitness,Fitness,Fat,0,True,,B,True
mm_individual_demo_015_01_ab,D2RBRTtuaWKd93JCe,c5bcd476c5b67c94730a4ac29600565b,15,1,swerve,stay,swerve,stay,B,stay,A,swerve,False,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_015_02_ab,DE64cnXgLqvJAW35F,c5bcd476c5b67c94730a4ac29600565b,15,2,swerve,stay,swerve,stay,B,stay,A,swerve,False,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_015_03_ab,DnKEFshxv6cBSKoeh,c5bcd476c5b67c94730a4ac29600565b,15,3,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_015_04_ab,jiKpqSwuGA47ozTWk,c5bcd476c5b67c94730a4ac29600565b,15,4,swerve,stay,swerve,stay,B,stay,A,swerve,False,Random,Fitness,Rand,0,True,,A,True
mm_individual_demo_015_05_ab,odSdFRizNSJx83Nf8,c5bcd476c5b67c94730a4ac29600565b,15,5,stay,swerve,stay,swerve,A,stay,B,swerve,False,Random,Fitness,Rand,0,True,,B,True
mm_individual_demo_016_01_ab,32PeQ7k6KBRyeYmEx,be7cb3cd5a62c89f928ef2c6247e6063,16,1,swerve,stay,swerve,stay,A,swerve,B,stay,False,Random,Fitness,Rand,1,True,,B,True
mm_individual_demo_016_02_ab,65abP6jN6wv7R4rcd,be7cb3cd5a62c89f928ef2c6247e6063,16,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Random,Fitness,Rand,1,True,,A,True
mm_individual_demo_016_03_ab,7rXycpFp3mBDHFur5,be7cb3cd5a62c89f928ef2c6247e6063,16,3,swerve,stay,swerve,stay,B,stay,B,stay,True,Random,Fitness,Rand,1,True,,B,True
mm_individual_demo_016_04_ab,cotXerLudv46xSqpw,be7cb3cd5a62c89f928ef2c6247e6063,16,4,stay,swerve,stay,swerve,A,stay,A,stay,True,Random,Fitness,Rand,1,True,,A,True
mm_individual_demo_016_05_ab,nm257moQQRM4AFRFT,be7cb3cd5a62c89f928ef2c6247e6063,16,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Random,Fitness,Rand,1,True,,A,True
mm_individual_demo_017_01_ab,53tWKDMXnYxR4LQZP,09d1fe9f0da9b572a91e67f492369538,17,1,swerve,stay,swerve,stay,A,swerve,B,stay,False,Age,Age,Old,0,True,,B,True
mm_individual_demo_017_02_ab,8ywKGEKQivAgyT3fF,09d1fe9f0da9b572a91e67f492369538,17,2,stay,swerve,stay,swerve,B,swerve,A,stay,False,Age,Age,Old,0,True,,A,True
mm_individual_demo_017_03_ab,A4XeEvvsDmAzqrSw4,09d1fe9f0da9b572a91e67f492369538,17,3,swerve,stay,swerve,stay,A,swerve,B,stay,False,Age,Age,Old,0,True,,B,True
mm_individual_demo_017_04_ab,Z3NNJDammaaPG8e8A,09d1fe9f0da9b572a91e67f492369538,17,4,swerve,stay,swerve,stay,A,swerve,B,stay,False,Age,Age,Old,0,True,,B,True
mm_individual_demo_017_05_ab,yRyZxoD8D8zLgEgY8,09d1fe9f0da9b572a91e67f492369538,17,5,stay,swerve,stay,swerve,B,swerve,A,stay,False,Age,Age,Old,0,True,,A,True
mm_individual_demo_018_01_ab,3QSt7tJyWEwyurQrT,77a76c25e1470b915257b9dc879cda26,18,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Young,1,True,,A,True
mm_individual_demo_018_02_ab,dmcSxJHcnySSheeAs,77a76c25e1470b915257b9dc879cda26,18,2,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Young,1,True,,B,True
mm_individual_demo_018_03_ab,sL4C5t2Zeu6sD56dc,77a76c25e1470b915257b9dc879cda26,18,3,stay,swerve,stay,swerve,A,stay,B,swerve,False,Age,Age,Young,1,True,,B,True
mm_individual_demo_018_04_ab,zp269sseq8NoescCi,77a76c25e1470b915257b9dc879cda26,18,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Young,1,True,,B,True
mm_individual_demo_018_05_ab,zrMpGH3u4DWxZqYL2,77a76c25e1470b915257b9dc879cda26,18,5,stay,swerve,stay,swerve,B,swerve,A,stay,False,Age,Age,Young,1,True,,A,True
mm_individual_demo_019_01_ab,9gsvq8MTYqosAArvy,f7a0546a2fa54119593dec3e4406e135,19,1,stay,swerve,stay,swerve,B,swerve,A,stay,False,Age,Age,Young,1,True,,A,True
mm_individual_demo_019_02_ab,EeJDd4xkkj4WyoFXK,f7a0546a2fa54119593dec3e4406e135,19,2,swerve,stay,swerve,stay,B,stay,A,swerve,False,Age,Age,Young,1,True,,A,True
mm_individual_demo_019_03_ab,aT48ZbCsxLJaC7DJP,f7a0546a2fa54119593dec3e4406e135,19,3,swerve,stay,swerve,stay,A,swerve,B,stay,False,Age,Age,Young,1,True,,B,True
mm_individual_demo_019_04_ab,hdqcQdH3L5k5GAfsj,f7a0546a2fa54119593dec3e4406e135,19,4,swerve,stay,swerve,stay,B,stay,A,swerve,False,Age,Age,Young,1,True,,A,True
mm_individual_demo_019_05_ab,r8t3ysGzMKynjzEMj,f7a0546a2fa54119593dec3e4406e135,19,5,stay,swerve,stay,swerve,A,stay,B,swerve,False,Age,Age,Young,1,True,,B,True
mm_individual_demo_020_01_ab,eotapRHLLhKGdsbRz,2925106b8d39a2daf4ac9515d7e6302a,20,1,swerve,stay,swerve,stay,A,swerve,B,stay,False,Fitness,Fitness,Fat,0,True,,B,True
mm_individual_demo_020_02_ab,sco6FDTHgkcEGSixp,2925106b8d39a2daf4ac9515d7e6302a,20,2,swerve,stay,swerve,stay,A,swerve,B,stay,False,Fitness,Fitness,Fat,0,True,,B,True
mm_individual_demo_020_03_ab,ttbB4ZfGHbvscp5tz,2925106b8d39a2daf4ac9515d7e6302a,20,3,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,0,True,,B,True
mm_individual_demo_020_04_ab,uG9veQpxRPtYkzyAW,2925106b8d39a2daf4ac9515d7e6302a,20,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,0,True,,B,True
mm_individual_demo_020_05_ab,wKEbyzrKhDFoRSGvq,2925106b8d39a2daf4ac9515d7e6302a,20,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,0,True,,A,True
mm_individual_demo_021_01_ab,ApZcvbkgxNazgmDFj,dc392be2ef2f0e0306cf39324f2f372f,21,1,stay,swerve,stay,swerve,B,swerve,A,stay,False,Age,Age,Old,1,True,,A,True
mm_individual_demo_021_02_ab,cjJsErXDQNGFKXFCa,dc392be2ef2f0e0306cf39324f2f372f,21,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,1,True,,A,True
mm_individual_demo_021_03_ab,pgMcsMnfwBWozXADY,dc392be2ef2f0e0306cf39324f2f372f,21,3,swerve,stay,swerve,stay,B,stay,B,stay,True,Age,Age,Old,1,True,,B,True
mm_individual_demo_021_04_ab,r5Ng77TmFJLBdKt8n,dc392be2ef2f0e0306cf39324f2f372f,21,4,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,1,True,,A,True
mm_individual_demo_021_05_ab,sbTX2kYW2oEQDipzK,dc392be2ef2f0e0306cf39324f2f372f,21,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Age,Age,Old,1,True,,A,True
mm_individual_demo_022_01_ab,2jKFztpJSM4PyMF4d,2f2c7f336ec11a8cefc39f15069c4fd5,22,1,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_022_02_ab,6J5o6qCRLBW3wMri8,2f2c7f336ec11a8cefc39f15069c4fd5,22,2,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_022_03_ab,ABCENrwqYRLoH8Kqp,2f2c7f336ec11a8cefc39f15069c4fd5,22,3,stay,swerve,stay,swerve,B,swerve,A,stay,False,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_022_04_ab,taXHjjowusGoxcfhC,2f2c7f336ec11a8cefc39f15069c4fd5,22,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Fitness,Fitness,Fat,1,True,,B,True
mm_individual_demo_022_05_ab,xphjZZZTGEbfYFrmp,2f2c7f336ec11a8cefc39f15069c4fd5,22,5,stay,swerve,stay,swerve,A,stay,A,stay,True,Fitness,Fitness,Fat,1,True,,A,True
mm_individual_demo_023_01_ab,45rfaAKrLSLNaDuC9,0ca24cd58cdf0faeec82c043821094dc,23,1,swerve,stay,swerve,stay,B,stay,B,stay,True,Random,Fitness,Rand,1,True,,B,True
mm_individual_demo_023_02_ab,Y6pFAycXBn9ZaNhQs,0ca24cd58cdf0faeec82c043821094dc,23,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Random,Fitness,Rand,1,True,,A,True
mm_individual_demo_023_03_ab,fcJ825PX2LJMS9Q3J,0ca24cd58cdf0faeec82c043821094dc,23,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Random,Fitness,Rand,1,True,,A,True
mm_individual_demo_023_04_ab,fzRWCCRPCGc9cZYJi,0ca24cd58cdf0faeec82c043821094dc,23,4,swerve,stay,swerve,stay,B,stay,B,stay,True,Random,Fitness,Rand,1,True,,B,True
mm_individual_demo_023_05_ab,zirTqYsdpd8ZD8nTN,0ca24cd58cdf0faeec82c043821094dc,23,5,stay,swerve,stay,swerve,B,swerve,A,stay,False,Random,Fitness,Rand,1,True,,A,True
mm_individual_demo_024_01_ab,3pM3wTa58TMLjif6k,a6d1ea9ffa14fb945cbfb1987b9ea8ca,24,1,stay,swerve,stay,swerve,B,swerve,B,swerve,True,Age,Age,Young,0,True,,B,True
mm_individual_demo_024_02_ab,jCXvgfZ2eHr4KbykQ,a6d1ea9ffa14fb945cbfb1987b9ea8ca,24,2,stay,swerve,stay,swerve,B,swerve,A,stay,False,Age,Age,Young,0,True,,A,True
mm_individual_demo_024_03_ab,jthz9T4LnPQeaxvNX,a6d1ea9ffa14fb945cbfb1987b9ea8ca,24,3,swerve,stay,swerve,stay,B,stay,A,swerve,False,Age,Age,Young,0,True,,A,True
mm_individual_demo_024_04_ab,om2Bq2NKbLBBemHJr,a6d1ea9ffa14fb945cbfb1987b9ea8ca,24,4,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Age,Age,Young,0,True,,A,True
mm_individual_demo_024_05_ab,y7WR8rFtytPXFt3JK,a6d1ea9ffa14fb945cbfb1987b9ea8ca,24,5,stay,swerve,stay,swerve,A,stay,B,swerve,False,Age,Age,Young,0,True,,B,True
mm_individual_demo_025_01_ab,cw8L33D3hFupvCvNe,290aaba99e16d4041861909647e6ff4e,25,1,stay,swerve,stay,swerve,A,stay,A,stay,True,Gender,Gender,Male,1,True,,A,True
mm_individual_demo_025_02_ab,ir6QbKScEQd7QmNre,290aaba99e16d4041861909647e6ff4e,25,2,stay,swerve,stay,swerve,A,stay,A,stay,True,Gender,Gender,Male,1,True,,A,True
mm_individual_demo_025_03_ab,jKkNshDgJ9byPx9qu,290aaba99e16d4041861909647e6ff4e,25,3,stay,swerve,stay,swerve,A,stay,A,stay,True,Gender,Gender,Male,1,True,,A,True
mm_individual_demo_025_04_ab,vQWG6KT2qejff7s9y,290aaba99e16d4041861909647e6ff4e,25,4,stay,swerve,stay,swerve,A,stay,A,stay,True,Gender,Gender,Male,1,True,,A,True
mm_individual_demo_025_05_ab,zefcqGdAzNR5Aumbc,290aaba99e16d4041861909647e6ff4e,25,5,swerve,stay,swerve,stay,B,stay,B,stay,True,Gender,Gender,Male,1,True,,B,True
mm_individual_demo_026_01_ab,BDbvJ6GdP8ufTZFEz,57f2f3f1620ea7cadb3a45a62c948db0,26,1,stay,swerve,stay,swerve,A,stay,B,swerve,False,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_026_02_ab,BdDGndMZAjE8z55AP,57f2f3f1620ea7cadb3a45a62c948db0,26,2,swerve,stay,swerve,stay,B,stay,A,swerve,False,Gender,Gender,Female,1,True,,A,True
mm_individual_demo_026_03_ab,D4NxFS79e6BxPX33x,57f2f3f1620ea7cadb3a45a62c948db0,26,3,stay,swerve,stay,swerve,A,stay,B,swerve,False,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_026_04_ab,fQPj68Jrc3kobb5oa,57f2f3f1620ea7cadb3a45a62c948db0,26,4,stay,swerve,stay,swerve,A,stay,B,swerve,False,Gender,Gender,Female,1,True,,B,True
mm_individual_demo_026_05_ab,q4MtAuior5Qtwykvp,57f2f3f1620ea7cadb3a45a62c948db0,26,5,swerve,stay,swerve,stay,A,swerve,A,swerve,True,Gender,Gender,Female,1,True,,A,True
