custom_id,input_token_estimate
trajectory_completion_compact__VALIDATION_10_C__bZbAH4FHLEBMsmH25__k0__rep1,527
trajectory_completion_compact__VALIDATION_10_C__bZbAH4FHLEBMsmH25__k0__rep2,527
trajectory_completion_compact__VALIDATION_10_C__bZbAH4FHLEBMsmH25__k0__rep3,527
trajectory_completion_compact__VALIDATION_10_C__bZbAH4FHLEBMsmH25__k0__rep4,527
trajectory_completion_compact__VALIDATION_10_C__bZbAH4FHLEBMsmH25__k0__rep5,527
trajectory_completion_compact__VALIDATION_10_C__bZbAH4FHLEBMsmH25__k0__rep6,527
trajectory_completion_compact__VALIDATION_10_C__bZbAH4FHLEBMsmH25__k0__rep7,527
trajectory_completion_compact__VALIDATION_10_C__bZbAH4FHLEBMsmH25__k0__rep8,527
trajectory_completion_compact__VALIDATION_10_C__bZbAH4FHLEBMsmH25__k0__rep9,527
trajectory_completion_compact__VALIDATION_10_C__bZbAH4FHLEBMsmH25__k0__rep10,527
trajectory_completion_compact__VALIDATION_10_T__XcwKJ8eiRs6TmysXX__k0__rep1,707
trajectory_completion_compact__VALIDATION_10_T__XcwKJ8eiRs6TmysXX__k0__rep2,707
trajectory_completion_compact__VALIDATION_10_T__XcwKJ8eiRs6TmysXX__k0__rep3,707
trajectory_completion_compact__VALIDATION_10_T__XcwKJ8eiRs6TmysXX__k0__rep4,707
trajectory_completion_compact__VALIDATION_10_T__XcwKJ8eiRs6TmysXX__k0__rep5,707
trajectory_completion_compact__VALIDATION_10_T__XcwKJ8eiRs6TmysXX__k0__rep6,707
trajectory_completion_compact__VALIDATION_10_T__XcwKJ8eiRs6TmysXX__k0__rep7,707
trajectory_completion_compact__VALIDATION_10_T__XcwKJ8eiRs6TmysXX__k0__rep8,707
trajectory_completion_compact__VALIDATION_10_T__XcwKJ8eiRs6TmysXX__k0__rep9,707
trajectory_completion_compact__VALIDATION_10_T__XcwKJ8eiRs6TmysXX__k0__rep10,707
trajectory_completion_compact__VALIDATION_11_C__PmcxhmDRj2tN3cECC__k0__rep1,744
trajectory_completion_compact__VALIDATION_11_C__PmcxhmDRj2tN3cECC__k0__rep2,744
trajectory_completion_compact__VALIDATION_11_C__PmcxhmDRj2tN3cECC__k0__rep3,744
trajectory_completion_compact__VALIDATION_11_C__PmcxhmDRj2tN3cECC__k0__rep4,744
trajectory_completion_compact__VALIDATION_11_C__PmcxhmDRj2tN3cECC__k0__rep5,744
trajectory_completion_compact__VALIDATION_11_C__PmcxhmDRj2tN3cECC__k0__rep6,744
trajectory_completion_compact__VALIDATION_11_C__PmcxhmDRj2tN3cECC__k0__rep7,744
trajectory_completion_compact__VALIDATION_11_C__PmcxhmDRj2tN3cECC__k0__rep8,744
trajectory_completion_compact__VALIDATION_11_C__PmcxhmDRj2tN3cECC__k0__rep9,744
trajectory_completion_compact__VALIDATION_11_C__PmcxhmDRj2tN3cECC__k0__rep10,744
trajectory_completion_compact__VALIDATION_11_T__925LF9k9CXpz8KjQm__k0__rep1,816
trajectory_completion_compact__VALIDATION_11_T__925LF9k9CXpz8KjQm__k0__rep2,816
trajectory_completion_compact__VALIDATION_11_T__925LF9k9CXpz8KjQm__k0__rep3,816
trajectory_completion_compact__VALIDATION_11_T__925LF9k9CXpz8KjQm__k0__rep4,816
trajectory_completion_compact__VALIDATION_11_T__925LF9k9CXpz8KjQm__k0__rep5,816
trajectory_completion_compact__VALIDATION_11_T__925LF9k9CXpz8KjQm__k0__rep6,816
trajectory_completion_compact__VALIDATION_11_T__925LF9k9CXpz8KjQm__k0__rep7,816
trajectory_completion_compact__VALIDATION_11_T__925LF9k9CXpz8KjQm__k0__rep8,816
trajectory_completion_compact__VALIDATION_11_T__925LF9k9CXpz8KjQm__k0__rep9,816
trajectory_completion_compact__VALIDATION_11_T__925LF9k9CXpz8KjQm__k0__rep10,816
trajectory_completion_compact__VALIDATION_11_T__925LF9k9CXpz8KjQm__k0__rep11,816
trajectory_completion_compact__VALIDATION_12_C__gv6sq5Y4NMqzeGSFH__k0__rep1,540
trajectory_completion_compact__VALIDATION_12_C__gv6sq5Y4NMqzeGSFH__k0__rep2,540
trajectory_completion_compact__VALIDATION_12_C__gv6sq5Y4NMqzeGSFH__k0__rep3,540
trajectory_completion_compact__VALIDATION_12_C__gv6sq5Y4NMqzeGSFH__k0__rep4,540
trajectory_completion_compact__VALIDATION_12_C__gv6sq5Y4NMqzeGSFH__k0__rep5,540
trajectory_completion_compact__VALIDATION_12_C__gv6sq5Y4NMqzeGSFH__k0__rep6,540
trajectory_completion_compact__VALIDATION_12_C__gv6sq5Y4NMqzeGSFH__k0__rep7,540
trajectory_completion_compact__VALIDATION_12_C__gv6sq5Y4NMqzeGSFH__k0__rep8,540
trajectory_completion_compact__VALIDATION_12_C__gv6sq5Y4NMqzeGSFH__k0__rep9,540
trajectory_completion_compact__VALIDATION_12_C__gv6sq5Y4NMqzeGSFH__k0__rep10,540
trajectory_completion_compact__VALIDATION_12_C__gv6sq5Y4NMqzeGSFH__k0__rep11,540
trajectory_completion_compact__VALIDATION_12_C__gv6sq5Y4NMqzeGSFH__k0__rep12,540
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep1,720
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep2,720
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep3,720
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep4,720
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep5,720
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep6,720
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep7,720
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep8,720
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep9,720
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep10,720
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep11,720
trajectory_completion_compact__VALIDATION_12_T__rMnamRP2AWhWgPZ2m__k0__rep12,720
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep1,744
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep2,744
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep3,744
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep4,744
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep5,744
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep6,744
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep7,744
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep8,744
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep9,744
trajectory_completion_compact__VALIDATION_13_C__CbDvrXGkphmfGtH3G__k0__rep10,744
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep1,816
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep2,816
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep3,816
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep4,816
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep5,816
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep6,816
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep7,816
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep8,816
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep9,816
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep10,816
trajectory_completion_compact__VALIDATION_13_T__FvbM5EM5aB5pcjLpA__k0__rep11,816
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep1,727
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep2,727
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep3,727
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep4,727
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep5,727
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep6,727
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep7,727
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep8,727
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep9,727
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep10,727
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep11,727
trajectory_completion_compact__VALIDATION_14_C__zjHbWYPbEC977w5CW__k0__rep12,727
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep1,799
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep2,799
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep3,799
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep4,799
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep5,799
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep6,799
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep7,799
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep8,799
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep9,799
trajectory_completion_compact__VALIDATION_14_T__tCFnJifRgNRyrz7WY__k0__rep10,799
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep1,668
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep2,668
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep3,668
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep4,668
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep5,668
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep6,668
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep7,668
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep8,668
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep9,668
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep10,668
trajectory_completion_compact__VALIDATION_15_C__Lb5CGirJ4pRHAdHzC__k0__rep11,668
trajectory_completion_compact__VALIDATION_15_T__zXKx7QTLiHXMeeBKe__k0__rep1,740
trajectory_completion_compact__VALIDATION_15_T__zXKx7QTLiHXMeeBKe__k0__rep2,740
trajectory_completion_compact__VALIDATION_15_T__zXKx7QTLiHXMeeBKe__k0__rep3,740
trajectory_completion_compact__VALIDATION_15_T__zXKx7QTLiHXMeeBKe__k0__rep4,740
trajectory_completion_compact__VALIDATION_15_T__zXKx7QTLiHXMeeBKe__k0__rep5,740
trajectory_completion_compact__VALIDATION_15_T__zXKx7QTLiHXMeeBKe__k0__rep6,740
trajectory_completion_compact__VALIDATION_15_T__zXKx7QTLiHXMeeBKe__k0__rep7,740
trajectory_completion_compact__VALIDATION_15_T__zXKx7QTLiHXMeeBKe__k0__rep8,740
trajectory_completion_compact__VALIDATION_15_T__zXKx7QTLiHXMeeBKe__k0__rep9,740
trajectory_completion_compact__VALIDATION_16_C__rk28XFsjoeBNZ7wCx__k0__rep1,551
trajectory_completion_compact__VALIDATION_16_C__rk28XFsjoeBNZ7wCx__k0__rep2,551
trajectory_completion_compact__VALIDATION_16_C__rk28XFsjoeBNZ7wCx__k0__rep3,551
trajectory_completion_compact__VALIDATION_16_C__rk28XFsjoeBNZ7wCx__k0__rep4,551
trajectory_completion_compact__VALIDATION_16_C__rk28XFsjoeBNZ7wCx__k0__rep5,551
trajectory_completion_compact__VALIDATION_16_C__rk28XFsjoeBNZ7wCx__k0__rep6,551
trajectory_completion_compact__VALIDATION_16_C__rk28XFsjoeBNZ7wCx__k0__rep7,551
trajectory_completion_compact__VALIDATION_16_C__rk28XFsjoeBNZ7wCx__k0__rep8,551
trajectory_completion_compact__VALIDATION_16_C__rk28XFsjoeBNZ7wCx__k0__rep9,551
trajectory_completion_compact__VALIDATION_16_C__rk28XFsjoeBNZ7wCx__k0__rep10,551
trajectory_completion_compact__VALIDATION_16_T__CapNW6NsJ4cku7sjt__k0__rep1,731
trajectory_completion_compact__VALIDATION_16_T__CapNW6NsJ4cku7sjt__k0__rep2,731
trajectory_completion_compact__VALIDATION_16_T__CapNW6NsJ4cku7sjt__k0__rep3,731
trajectory_completion_compact__VALIDATION_16_T__CapNW6NsJ4cku7sjt__k0__rep4,731
trajectory_completion_compact__VALIDATION_16_T__CapNW6NsJ4cku7sjt__k0__rep5,731
trajectory_completion_compact__VALIDATION_16_T__CapNW6NsJ4cku7sjt__k0__rep6,731
trajectory_completion_compact__VALIDATION_16_T__CapNW6NsJ4cku7sjt__k0__rep7,731
trajectory_completion_compact__VALIDATION_16_T__CapNW6NsJ4cku7sjt__k0__rep8,731
trajectory_completion_compact__VALIDATION_17_C__r7Bk7fEwX3HSRrXMZ__k0__rep1,535
trajectory_completion_compact__VALIDATION_17_C__r7Bk7fEwX3HSRrXMZ__k0__rep2,535
trajectory_completion_compact__VALIDATION_17_C__r7Bk7fEwX3HSRrXMZ__k0__rep3,535
trajectory_completion_compact__VALIDATION_17_C__r7Bk7fEwX3HSRrXMZ__k0__rep4,535
trajectory_completion_compact__VALIDATION_17_C__r7Bk7fEwX3HSRrXMZ__k0__rep5,535
trajectory_completion_compact__VALIDATION_17_C__r7Bk7fEwX3HSRrXMZ__k0__rep6,535
trajectory_completion_compact__VALIDATION_17_C__r7Bk7fEwX3HSRrXMZ__k0__rep7,535
trajectory_completion_compact__VALIDATION_17_C__r7Bk7fEwX3HSRrXMZ__k0__rep8,535
trajectory_completion_compact__VALIDATION_17_C__r7Bk7fEwX3HSRrXMZ__k0__rep9,535
trajectory_completion_compact__VALIDATION_17_C__r7Bk7fEwX3HSRrXMZ__k0__rep10,535
trajectory_completion_compact__VALIDATION_17_C__r7Bk7fEwX3HSRrXMZ__k0__rep11,535
trajectory_completion_compact__VALIDATION_17_T__7FQezekfKk3zctLN8__k0__rep1,715
trajectory_completion_compact__VALIDATION_17_T__7FQezekfKk3zctLN8__k0__rep2,715
trajectory_completion_compact__VALIDATION_17_T__7FQezekfKk3zctLN8__k0__rep3,715
trajectory_completion_compact__VALIDATION_17_T__7FQezekfKk3zctLN8__k0__rep4,715
trajectory_completion_compact__VALIDATION_17_T__7FQezekfKk3zctLN8__k0__rep5,715
trajectory_completion_compact__VALIDATION_17_T__7FQezekfKk3zctLN8__k0__rep6,715
trajectory_completion_compact__VALIDATION_17_T__7FQezekfKk3zctLN8__k0__rep7,715
trajectory_completion_compact__VALIDATION_17_T__7FQezekfKk3zctLN8__k0__rep8,715
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep1,546
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep2,546
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep3,546
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep4,546
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep5,546
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep6,546
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep7,546
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep8,546
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep9,546
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep10,546
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep11,546
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep12,546
trajectory_completion_compact__VALIDATION_18_T__gucxYCpGb5Z3d39ya__k0__rep1,726
trajectory_completion_compact__VALIDATION_18_T__gucxYCpGb5Z3d39ya__k0__rep2,726
trajectory_completion_compact__VALIDATION_18_T__gucxYCpGb5Z3d39ya__k0__rep3,726
trajectory_completion_compact__VALIDATION_18_T__gucxYCpGb5Z3d39ya__k0__rep4,726
trajectory_completion_compact__VALIDATION_18_T__gucxYCpGb5Z3d39ya__k0__rep5,726
trajectory_completion_compact__VALIDATION_18_T__gucxYCpGb5Z3d39ya__k0__rep6,726
trajectory_completion_compact__VALIDATION_18_T__gucxYCpGb5Z3d39ya__k0__rep7,726
trajectory_completion_compact__VALIDATION_18_T__gucxYCpGb5Z3d39ya__k0__rep8,726
trajectory_completion_compact__VALIDATION_18_T__gucxYCpGb5Z3d39ya__k0__rep9,726
trajectory_completion_compact__VALIDATION_18_T__gucxYCpGb5Z3d39ya__k0__rep10,726
trajectory_completion_compact__VALIDATION_19_C__HyMH2wFdBsGCcERZ7__k0__rep1,658
trajectory_completion_compact__VALIDATION_19_C__HyMH2wFdBsGCcERZ7__k0__rep2,658
trajectory_completion_compact__VALIDATION_19_C__HyMH2wFdBsGCcERZ7__k0__rep3,658
trajectory_completion_compact__VALIDATION_19_C__HyMH2wFdBsGCcERZ7__k0__rep4,658
trajectory_completion_compact__VALIDATION_19_C__HyMH2wFdBsGCcERZ7__k0__rep5,658
trajectory_completion_compact__VALIDATION_19_C__HyMH2wFdBsGCcERZ7__k0__rep6,658
trajectory_completion_compact__VALIDATION_19_C__HyMH2wFdBsGCcERZ7__k0__rep7,658
trajectory_completion_compact__VALIDATION_19_C__HyMH2wFdBsGCcERZ7__k0__rep8,658
trajectory_completion_compact__VALIDATION_19_C__HyMH2wFdBsGCcERZ7__k0__rep9,658
trajectory_completion_compact__VALIDATION_19_C__HyMH2wFdBsGCcERZ7__k0__rep10,658
trajectory_completion_compact__VALIDATION_19_T__PrfKWppTZdvPhe4oN__k0__rep1,730
trajectory_completion_compact__VALIDATION_19_T__PrfKWppTZdvPhe4oN__k0__rep2,730
trajectory_completion_compact__VALIDATION_19_T__PrfKWppTZdvPhe4oN__k0__rep3,730
trajectory_completion_compact__VALIDATION_19_T__PrfKWppTZdvPhe4oN__k0__rep4,730
trajectory_completion_compact__VALIDATION_19_T__PrfKWppTZdvPhe4oN__k0__rep5,730
trajectory_completion_compact__VALIDATION_19_T__PrfKWppTZdvPhe4oN__k0__rep6,730
trajectory_completion_compact__VALIDATION_19_T__PrfKWppTZdvPhe4oN__k0__rep7,730
trajectory_completion_compact__VALIDATION_19_T__PrfKWppTZdvPhe4oN__k0__rep8,730
trajectory_completion_compact__VALIDATION_19_T__PrfKWppTZdvPhe4oN__k0__rep9,730
trajectory_completion_compact__VALIDATION_19_T__PrfKWppTZdvPhe4oN__k0__rep10,730
trajectory_completion_compact__VALIDATION_1_C__DYRPApJAy2LnezJW3__k0__rep1,461
trajectory_completion_compact__VALIDATION_1_C__DYRPApJAy2LnezJW3__k0__rep2,461
trajectory_completion_compact__VALIDATION_1_C__DYRPApJAy2LnezJW3__k0__rep3,461
trajectory_completion_compact__VALIDATION_1_C__DYRPApJAy2LnezJW3__k0__rep4,461
trajectory_completion_compact__VALIDATION_1_C__DYRPApJAy2LnezJW3__k0__rep5,461
trajectory_completion_compact__VALIDATION_1_C__DYRPApJAy2LnezJW3__k0__rep6,461
trajectory_completion_compact__VALIDATION_1_C__DYRPApJAy2LnezJW3__k0__rep7,461
trajectory_completion_compact__VALIDATION_1_C__DYRPApJAy2LnezJW3__k0__rep8,461
trajectory_completion_compact__VALIDATION_1_T__Fm7uYc98E2b6kcoDE__k0__rep1,641
trajectory_completion_compact__VALIDATION_1_T__Fm7uYc98E2b6kcoDE__k0__rep2,641
trajectory_completion_compact__VALIDATION_1_T__Fm7uYc98E2b6kcoDE__k0__rep3,641
trajectory_completion_compact__VALIDATION_1_T__Fm7uYc98E2b6kcoDE__k0__rep4,641
trajectory_completion_compact__VALIDATION_1_T__Fm7uYc98E2b6kcoDE__k0__rep5,641
trajectory_completion_compact__VALIDATION_1_T__Fm7uYc98E2b6kcoDE__k0__rep6,641
trajectory_completion_compact__VALIDATION_1_T__Fm7uYc98E2b6kcoDE__k0__rep7,641
trajectory_completion_compact__VALIDATION_1_T__Fm7uYc98E2b6kcoDE__k0__rep8,641
trajectory_completion_compact__VALIDATION_2_C__nHcKpmNKxaNEPMFHn__k0__rep1,656
trajectory_completion_compact__VALIDATION_2_C__nHcKpmNKxaNEPMFHn__k0__rep2,656
trajectory_completion_compact__VALIDATION_2_C__nHcKpmNKxaNEPMFHn__k0__rep3,656
trajectory_completion_compact__VALIDATION_2_C__nHcKpmNKxaNEPMFHn__k0__rep4,656
trajectory_completion_compact__VALIDATION_2_C__nHcKpmNKxaNEPMFHn__k0__rep5,656
trajectory_completion_compact__VALIDATION_2_C__nHcKpmNKxaNEPMFHn__k0__rep6,656
trajectory_completion_compact__VALIDATION_2_C__nHcKpmNKxaNEPMFHn__k0__rep7,656
trajectory_completion_compact__VALIDATION_2_C__nHcKpmNKxaNEPMFHn__k0__rep8,656
trajectory_completion_compact__VALIDATION_2_C__nHcKpmNKxaNEPMFHn__k0__rep9,656
trajectory_completion_compact__VALIDATION_2_T__4BF53pRkes6rAZfB4__k0__rep1,728
trajectory_completion_compact__VALIDATION_2_T__4BF53pRkes6rAZfB4__k0__rep2,728
trajectory_completion_compact__VALIDATION_2_T__4BF53pRkes6rAZfB4__k0__rep3,728
trajectory_completion_compact__VALIDATION_2_T__4BF53pRkes6rAZfB4__k0__rep4,728
trajectory_completion_compact__VALIDATION_2_T__4BF53pRkes6rAZfB4__k0__rep5,728
trajectory_completion_compact__VALIDATION_2_T__4BF53pRkes6rAZfB4__k0__rep6,728
trajectory_completion_compact__VALIDATION_2_T__4BF53pRkes6rAZfB4__k0__rep7,728
trajectory_completion_compact__VALIDATION_2_T__4BF53pRkes6rAZfB4__k0__rep8,728
trajectory_completion_compact__VALIDATION_2_T__4BF53pRkes6rAZfB4__k0__rep9,728
trajectory_completion_compact__VALIDATION_2_T__4BF53pRkes6rAZfB4__k0__rep10,728
trajectory_completion_compact__VALIDATION_2_T__4BF53pRkes6rAZfB4__k0__rep11,728
trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep1,708
trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep2,708
trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep3,708
trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep4,708
trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep5,708
trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep6,708
trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep7,708
trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep8,708
trajectory_completion_compact__VALIDATION_3_C__uW4Cg9gRG7BwbDMJi__k0__rep9,708
trajectory_completion_compact__VALIDATION_3_T__kf8QF2MCDs5kJhToE__k0__rep1,780
trajectory_completion_compact__VALIDATION_3_T__kf8QF2MCDs5kJhToE__k0__rep2,780
trajectory_completion_compact__VALIDATION_3_T__kf8QF2MCDs5kJhToE__k0__rep3,780
trajectory_completion_compact__VALIDATION_3_T__kf8QF2MCDs5kJhToE__k0__rep4,780
trajectory_completion_compact__VALIDATION_3_T__kf8QF2MCDs5kJhToE__k0__rep5,780
trajectory_completion_compact__VALIDATION_3_T__kf8QF2MCDs5kJhToE__k0__rep6,780
trajectory_completion_compact__VALIDATION_3_T__kf8QF2MCDs5kJhToE__k0__rep7,780
trajectory_completion_compact__VALIDATION_3_T__kf8QF2MCDs5kJhToE__k0__rep8,780
trajectory_completion_compact__VALIDATION_3_T__kf8QF2MCDs5kJhToE__k0__rep9,780
trajectory_completion_compact__VALIDATION_3_T__kf8QF2MCDs5kJhToE__k0__rep10,780
trajectory_completion_compact__VALIDATION_4_C__s5axam9Cst4RggTRH__k0__rep1,726
trajectory_completion_compact__VALIDATION_4_C__s5axam9Cst4RggTRH__k0__rep2,726
trajectory_completion_compact__VALIDATION_4_C__s5axam9Cst4RggTRH__k0__rep3,726
trajectory_completion_compact__VALIDATION_4_C__s5axam9Cst4RggTRH__k0__rep4,726
trajectory_completion_compact__VALIDATION_4_C__s5axam9Cst4RggTRH__k0__rep5,726
