scope,config_feature,config_value,n_games,n_players,delta_vs_scope_mean,mean,std,min,p01,p05,p10,p25,p50,p75,p90,p95,p99,max
matched_all,CONFIG_MPCR,0.66,6,90,1.473723640204227,16.363234126984125,4.666776197900632,0.0,1.5257142857142856,7.064285714285714,9.814285714285715,14.071428571428571,18.504464285714285,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.67,4,66,1.1103180797153342,15.999828566495232,5.6846173444462,0.0,0.0,1.1904761904761905,8.946296296296296,14.285714285714286,18.925925925925924,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.68,6,42,0.39489407964437007,15.284404566424268,5.764982189452543,0.0,0.0,3.9983579638752063,8.2816091954023,12.246305418719212,18.620689655172413,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.69,6,62,0.19707694955286925,15.086587436332767,6.69507583194233,0.0,0.0,0.0,3.242105263157895,12.0,18.80701754385965,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_MPCR,0.7,6,22,-0.8562192409886507,14.033291245791247,5.345457445460957,5.25,5.38125,5.88125,6.1125,9.90625,15.925925925925927,18.75,19.846666666666668,19.992592592592594,20.0,20.0
matched_all,CONFIG_allOrNothing,False,183,1960,-0.3486882241884999,14.540822262591398,5.720568356947394,0.0,0.0,3.0,5.68675,10.25,16.5,19.62962962962963,20.0,20.0,20.0,20.0
matched_all,CONFIG_allOrNothing,True,183,1946,0.3511967725639522,15.24070725934385,6.285408072614189,0.0,0.0,0.0,4.152298850574713,12.0,18.571428571428573,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_chat,False,184,1933,-1.363254833587721,13.526255653192177,6.2073082392925,0.0,0.0,0.735714285714286,4.0,9.117647058823529,15.0,19.666666666666668,20.0,20.0,20.0,20.0
matched_all,CONFIG_chat,True,182,1973,1.3356166210466611,16.22512710782656,5.510133135951105,0.0,0.0,2.0,7.151785714285715,14.736842105263158,19.0,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_defaultContribProp,0,193,2078,-0.37325100897331964,14.516259477806578,6.172705040425229,0.0,0.0,0.4942307692307696,4.469333333333334,10.0,17.01923076923077,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_defaultContribProp,1,173,1828,0.4242973723449399,15.313807859124838,5.80985059650961,0.0,0.0,2.2398989898989905,6.3750000000000036,12.0,18.121323529411764,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,1,6,70,-1.403796201065612,13.485714285714286,7.174315817791697,0.0,0.0,0.0,1.9000000000000004,10.0,15.0,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,10,16,163,1.2497533169010815,16.13926380368098,5.112577514071101,0.0,0.0,4.0,9.76,13.3,18.0,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,11,14,128,-0.3102017746586867,14.579308712121211,5.017630314414368,0.0,1.4763636363636365,4.822727272727273,8.154545454545454,11.15909090909091,15.363636363636363,19.09090909090909,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,12,16,187,-1.406533659685424,13.482976827094474,5.935976857950342,0.0,0.0,1.405,5.3500000000000005,8.833333333333332,14.666666666666666,19.166666666666668,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,13,10,105,-2.6193029165723285,12.27020757020757,6.472137631125302,0.0,0.0,0.0153846153846154,2.661538461538462,7.615384615384615,13.923076923076923,18.23076923076923,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,14,12,152,1.880226355325366,16.769736842105264,5.155850540353176,0.0,0.0,4.285714285714286,8.571428571428571,15.714285714285714,19.285714285714285,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,15,10,110,-0.5682983655677774,14.32121212121212,6.679945074872815,0.0,0.0,0.0,1.2000000000000004,10.666666666666666,17.333333333333332,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,16,10,123,1.0954682201500283,15.984978706929926,4.99044899397725,0.0,0.0,5.800000000000001,8.625000000000002,13.46875,18.125,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,17,18,187,-0.1687597265827705,14.720750760197127,5.845405893061368,0.0,0.0,2.5117647058823533,6.31764705882353,10.235294117647058,17.058823529411764,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,18,12,125,0.01715617988676854,14.906666666666666,5.896667615572241,0.0,0.0,1.3333333333333335,6.0,11.11111111111111,16.666666666666668,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,19,10,90,0.8050314235514868,15.694541910331385,5.9892517731597,0.0,0.0,1.0526315789473684,5.05263157894737,13.947368421052632,18.94736842105263,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,2,11,137,-0.9844009977288035,13.905109489051094,5.607090064844415,0.0,0.0,2.9000000000000004,6.300000000000001,10.0,15.0,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,20,14,142,1.9139771054400931,16.80348759221999,5.032372515527739,0.0,0.0,5.050000000000001,9.0,15.0,19.0,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,21,16,176,-0.631059909579319,14.258450577200579,6.042765493992584,0.0,0.0,0.9523809523809523,3.9285714285714284,10.547619047619047,16.428571428571427,19.523809523809526,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,22,12,124,1.536791705651325,16.426302192431223,5.526565890210738,0.0,0.0,2.7954545454545454,7.631818181818184,15.363636363636363,19.295454545454547,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,23,12,124,-0.4188731881271721,14.470637298652726,6.5524951268531435,0.0,0.0,1.0000000000000002,4.3478260869565215,9.641304347826088,18.26086956521739,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,24,12,132,0.6660450687756558,15.555555555555554,6.208241897534115,0.0,0.0,2.1250000000000004,4.166666666666667,11.666666666666666,19.166666666666668,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,25,10,100,-5.609485739305152,9.280024747474746,5.542679064766561,0.0,0.1584,1.4940000000000002,2.98,5.2700000000000005,8.597777777777779,12.010000000000002,18.564,19.81,20.0,20.0
matched_all,CONFIG_numRounds,26,12,123,0.5405294371624656,15.430039923942363,5.574384717589231,0.0,0.8200000000000001,3.326923076923077,6.076923076923078,12.076923076923077,18.153846153846153,19.98076923076923,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,27,14,144,1.8108555309472294,16.700366017727127,4.524857607522786,0.0,1.0988888888888886,8.637037037037038,10.218518518518518,14.953703703703704,19.037037037037038,19.814814814814813,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,28,10,112,0.1669308397507141,15.056441326530612,5.636460538814139,0.0,0.07857142857142864,3.964285714285715,6.6571428571428575,11.455357142857142,17.94642857142857,19.8125,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,29,12,126,0.23134641281263235,15.12085689959253,6.303834479962691,0.0,0.0,0.1724137931034483,4.482758620689655,11.89655172413793,18.620689655172413,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,3,10,88,-1.1129953352647437,13.776515151515154,6.9994930651888865,0.0,0.0,0.0,0.0,9.083333333333334,15.5,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,30,9,117,2.3540000994416843,17.243510586221582,5.021679477437707,0.0,0.7733333333333332,3.8956521739130436,11.066666666666668,16.666666666666668,20.0,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,4,16,153,-0.9025823822047343,13.986928104575163,6.891057256084813,0.0,0.0,0.0,1.0000000000000053,10.0,15.0,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,5,14,167,-0.5581731614305951,14.331337325349303,6.902989768617163,0.0,0.0,0.0,4.0,8.0,16.0,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,6,10,88,0.7430652707958583,15.632575757575756,5.798013438080902,0.0,0.0,3.3333333333333335,6.666666666666667,13.333333333333334,16.666666666666668,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,7,10,127,0.3815806268309032,15.271091113610801,5.345128921681614,0.0,0.11142857142857143,4.6000000000000005,6.885714285714286,12.714285714285715,17.571428571428573,19.92857142857143,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,8,16,158,-0.15827178876904746,14.73123869801085,5.321231926808442,0.0,0.0,4.793750000000001,6.862500000000001,11.625,16.25,19.375,20.0,20.0,20.0,20.0
matched_all,CONFIG_numRounds,9,12,128,-0.23673270900211918,14.652777777777779,6.781957318968463,0.0,0.0,0.0,3.7777777777777803,10.555555555555555,17.77777777777778,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,10,22,216,1.304878197586131,16.19438868436603,5.421298697549821,0.0,0.0,2.585812356979405,7.826086956521739,15.0,18.676470588235297,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,11,20,204,-0.2776108123802228,14.611899674399675,6.151009904517692,0.0,0.0,2.3792735042735047,4.7,10.3125,17.677350427350426,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,12,18,205,-1.0819530222214553,13.807557464558442,6.470153255805888,0.0,0.0,0.13333333333333403,2.898550724637683,8.818181818181818,16.37037037037037,19.5,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,13,20,255,-0.4733277946948906,14.416182692085007,6.390706557721467,0.0,0.0,0.0,4.285714285714286,10.0,16.842105263157894,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,14,20,261,1.432644927109795,16.322155413889693,5.412440233474801,0.0,0.0,2.0588235294117645,8.571428571428571,15.0,18.875,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,15,19,277,-0.09048453220074926,14.799025954579148,5.858462733768396,0.0,0.0,1.7853479853479857,5.138461538461539,11.23076923076923,16.5,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,16,22,345,1.018551196664097,15.908061683443995,5.397606761180139,0.0,0.0,4.222222222222222,7.5,13.25,18.6,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,17,20,339,0.3390333070076945,15.228543793787592,5.94527720174056,0.0,0.0,1.7596638655462185,5.733333333333335,12.380952380952381,18.0,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,18,20,352,-0.1616088447355839,14.727901642044314,6.07467472969091,0.0,0.0,0.5916666666666668,5.5055555555555555,10.494047619047619,17.239737274220033,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,19,20,376,0.5592523643259817,15.44876285110588,5.728255704599836,0.0,0.0,2.4166666666666665,6.767857142857142,11.651785714285714,18.285714285714285,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,2,10,20,1.675752671114843,16.56526315789474,5.894940736481639,0.0,0.6,3.0000000000000004,9.31578947368421,17.0,19.373684210526314,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,20,10,200,-1.2215758908203025,13.667934595959595,6.801490676308499,0.0,0.0,0.9920000000000002,3.95909090909091,8.0,16.295454545454547,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,3,16,48,-1.5968179362748458,13.292692550505052,6.782616278163774,0.0,0.0,3.375,5.0,6.5,15.227272727272727,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,4,24,96,-1.4977494020041089,13.391761084775789,6.156242381890508,0.0,0.0,0.0,3.0952380952380953,9.007936507936508,15.147058823529413,18.666666666666668,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,5,18,88,0.055446536708881666,14.94495702348878,5.679112993278436,0.0,0.0,2.132539682539683,5.363636363636365,11.592592592592592,16.88888888888889,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,6,21,118,-2.151968693881619,12.737541792898279,5.579624172819428,0.0,0.0,3.5040000000000013,4.873369565217391,9.565,13.333333333333334,17.26851851851852,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,7,24,165,0.3143571448952187,15.203867631675116,5.54535989866735,0.0,0.0,2.776470588235296,7.3454545454545475,12.407407407407407,17.5,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,8,22,165,0.025314483571390767,14.914824970351289,6.038624612675278,0.0,0.0,1.7333333333333338,4.500000000000002,11.625,17.8,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_playerCount,9,20,176,-1.2901406116184848,13.599369875161413,6.678782717662214,0.0,0.0,1.318573667711599,3.2709090909090905,7.964285714285714,16.0,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_punishmentExists,False,183,1972,-0.7289441669066594,14.160566319873238,6.3052133678309135,0.0,0.0,0.21061538461538737,4.0,10.0,16.5,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_punishmentExists,True,183,1934,0.7432667513650077,15.632777238144905,5.615341806591727,0.0,0.0,3.2177631578947374,6.428571428571429,12.727272727272727,18.449494949494948,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_punishmentMagnitude,1,8,101,-0.6744830343779089,14.215027452401989,6.84880429423442,0.0,0.0,0.0,2.608695652173913,8.695652173913043,17.692307692307693,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_punishmentMagnitude,10,18,194,0.05210988547695905,14.941620372256857,6.172816735797483,0.0,0.0,0.0,4.474747474747475,10.507575757575758,17.92857142857143,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_punishmentMagnitude,11,32,292,0.06176379337044935,14.951274280150347,5.737764723211074,0.0,0.0,2.1071428571428577,5.521428571428571,11.547846889952154,17.142857142857142,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_punishmentMagnitude,12,10,105,1.548483970262179,16.437994457042077,5.4358678872721065,0.0,0.0,4.428571428571429,8.742857142857142,15.0,19.296296296296298,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_punishmentMagnitude,13,3,38,1.0578579342727341,15.947368421052632,5.8854946216676245,0.0,0.21583333333333335,0.7958333333333334,7.275,15.625,18.75,19.166666666666668,20.0,20.0,20.0,20.0
matched_all,CONFIG_punishmentMagnitude,14,2,12,0.11917006877565761,15.008680555555555,4.559238130499178,4.875,5.52125,8.10625,10.93125,13.015625,14.21875,19.0625,20.0,20.0,20.0,20.0
matched_all,CONFIG_punishmentMagnitude,15,6,66,1.3581838478709578,16.247694334650856,6.586271451055351,0.0,0.0,0.0,2.608695652173913,16.0,20.0,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_punishmentMagnitude,16,2,32,-0.05245691535132657,14.837053571428571,5.21978032181104,0.0,0.775,4.425000000000001,7.307142857142857,12.96875,16.5625,18.75,20.0,20.0,20.0,20.0
matched_all,CONFIG_punishmentMagnitude,2,38,407,0.5697751491445864,15.459285635924484,5.706508778954144,0.0,0.0,2.7362573099415206,6.682051282051282,12.0,18.666666666666668,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_punishmentMagnitude,3,50,566,-0.6033556292676341,14.286154857512264,6.2124274937480735,0.0,0.0,1.6411764705882352,4.873793103448276,9.411764705882353,16.762032085561497,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_punishmentMagnitude,4,42,440,-0.43172031058182725,14.45779017619807,6.0427499750625,0.0,0.0,1.3257575757575761,4.162000000000001,10.0,16.666666666666668,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_punishmentMagnitude,5,34,362,-1.0471830479420596,13.842327438837838,6.562086450100528,0.0,0.0,0.0,3.1263736263736273,10.0,16.076923076923077,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_punishmentMagnitude,6,42,441,0.4469262876983997,15.336436774478297,5.790595164518762,0.0,0.0,2.0,6.666666666666667,11.625,18.25,20.0,20.0,20.0,20.0,20.0
matched_all,CONFIG_punishmentMagnitude,7,35,366,0.7413628375159593,15.630873324295857,5.461459964489343,0.0,0.0,4.285714285714286,6.967261904761905,12.410714285714286,18.492592592592594,20.0,20.0,20.0,20.0,20.0
