metric_scope,treatment_name,cell_name,scenario,case,metric,generated_value,human_value,abs_error,generated_n,human_n
paper_index_scenario,TDP,TDP__AI,AI,,predictability_index_mean,0.2,0.58,0.37999999999999995,50,50
paper_index_scenario,TDP,TDP__AI,AI,,equality_index_mean,0.732,0.9359999999999999,0.20399999999999996,50,50
paper_index_scenario,TDP,TDP__human,human,,payoff_index_mean,0.8469523809523808,0.7039047619047618,0.14304761904761898,50,50
paper_index_scenario,TDP,TDP__human,human,,prosociality_index_mean,0.7881111111111112,0.6185555555555556,0.16955555555555557,50,50
paper_index_scenario,TDP,TDP__human,human,,kindness_index_mean,0.9666666666666666,0.68,0.2866666666666665,50,50
paper_index_scenario,TDP,TDP__human,human,,intentions_index_mean,0.5483333333333333,0.6256666666666667,0.07733333333333337,50,50
paper_index_scenario,TDP,TDP__human,human,,predictability_index_mean,1.0,0.68,0.31999999999999995,50,50
paper_index_scenario,TDP,TDP__human,human,,equality_index_mean,0.9319999999999999,0.956,0.02400000000000002,50,50
paper_index_scenario,TDP,TDP__support,support,,payoff_index_mean,0.9618055555555555,0.7448072562358277,0.2169982993197278,12,49
paper_index_scenario,TDP,TDP__support,support,,prosociality_index_mean,0.9333333333333333,0.6651927437641724,0.268140589569161,10,49
paper_index_scenario,TDP,TDP__support,support,,kindness_index_mean,0.95,0.7159090909090909,0.23409090909090902,10,44
paper_index_scenario,TDP,TDP__support,support,,intentions_index_mean,0.5,0.6358333333333334,0.13583333333333336,1,40
paper_index_scenario,TDP,TDP__support,support,,predictability_index_mean,1.0,0.75,0.25,12,24
paper_index_scenario,TDU,TDU__AI,AI,,payoff_index_mean,0.3762857142857143,0.5846666666666667,0.2083809523809524,50,50
paper_index_scenario,TDU,TDU__AI,AI,,prosociality_index_mean,0.3043333333333333,0.5107777777777777,0.20644444444444437,50,50
paper_index_scenario,TDU,TDU__AI,AI,,kindness_index_mean,0.1733333333333333,0.58,0.4066666666666666,50,50
paper_index_scenario,TDU,TDU__AI,AI,,intentions_index_mean,0.5469999999999999,0.5203333333333334,0.026666666666666505,50,50
paper_index_scenario,TDU,TDU__AI,AI,,predictability_index_mean,0.28,0.58,0.29999999999999993,50,50
paper_index_scenario,TDU,TDU__AI,AI,,equality_index_mean,0.74,0.732,0.008000000000000007,50,50
paper_index_scenario,TDU,TDU__human,human,,payoff_index_mean,0.8628571428571428,0.6704761904761906,0.1923809523809522,50,50
paper_index_scenario,TDU,TDU__human,human,,prosociality_index_mean,0.8066666666666668,0.5842222222222222,0.22244444444444456,50,50
paper_index_scenario,TDU,TDU__human,human,,kindness_index_mean,1.0,0.6866666666666665,0.31333333333333346,50,50
paper_index_scenario,TDU,TDU__human,human,,intentions_index_mean,0.55,0.5786666666666667,0.028666666666666618,50,50
paper_index_scenario,TDU,TDU__human,human,,predictability_index_mean,1.0,0.62,0.38,50,50
paper_index_scenario,TDU,TDU__human,human,,equality_index_mean,0.9399999999999998,0.8559999999999998,0.08400000000000007,50,50
paper_index_scenario,TDU,TDU__support,support,,payoff_index_mean,0.9591666666666665,0.7148326432022085,0.24433402346445798,20,46
paper_index_scenario,TDU,TDU__support,support,,prosociality_index_mean,0.9277777777777778,0.6479347826086955,0.2798429951690823,15,46
paper_index_scenario,TDU,TDU__support,support,,kindness_index_mean,1.0,0.6962962962962962,0.3037037037037038,15,45
paper_index_scenario,TDU,TDU__support,support,,intentions_index_mean,0.5,0.5791666666666667,0.07916666666666672,7,36
paper_index_scenario,TDU,TDU__support,support,,predictability_index_mean,1.0,0.7307692307692307,0.2692307692307693,20,26
paper_index_scenario,TRP,TRP__AI,AI,,payoff_index_mean,0.3340952380952381,0.6461904761904762,0.3120952380952381,50,50
paper_index_scenario,TRP,TRP__AI,AI,,prosociality_index_mean,0.29177777777777775,0.5538888888888889,0.26211111111111113,50,50
paper_index_scenario,TRP,TRP__AI,AI,,kindness_index_mean,0.16666666666666663,0.6,0.43333333333333335,50,50
paper_index_scenario,TRP,TRP__AI,AI,,intentions_index_mean,0.5153333333333334,0.6016666666666667,0.08633333333333326,50,50
paper_index_scenario,TRP,TRP__AI,AI,,predictability_index_mean,0.1,0.56,0.4600000000000001,50,50
paper_index_scenario,TRP,TRP__AI,AI,,equality_index_mean,0.708,0.96,0.252,50,50
paper_index_scenario,TRP,TRP__human,human,,payoff_index_mean,0.7988571428571427,0.730857142857143,0.06799999999999973,50,50
paper_index_scenario,TRP,TRP__human,human,,prosociality_index_mean,0.7353333333333335,0.616,0.11933333333333351,50,50
paper_index_scenario,TRP,TRP__human,human,,kindness_index_mean,0.9133333333333334,0.7133333333333334,0.20000000000000007,50,50
paper_index_scenario,TRP,TRP__human,human,,intentions_index_mean,0.47,0.6099999999999999,0.1399999999999999,50,50
paper_index_scenario,TRP,TRP__human,human,,predictability_index_mean,0.98,0.78,0.19999999999999996,50,50
paper_index_scenario,TRP,TRP__human,human,,equality_index_mean,0.9319999999999999,0.9760000000000001,0.04400000000000015,50,50
paper_index_scenario,TRP,TRP__support,support,,payoff_index_mean,0.8557142857142856,0.7439047619047621,0.11180952380952358,50,50
paper_index_scenario,TRP,TRP__support,support,,prosociality_index_mean,0.8023333333333333,0.6258888888888889,0.1764444444444444,50,50
paper_index_scenario,TRP,TRP__support,support,,kindness_index_mean,0.9866666666666666,0.72,0.2666666666666666,50,50
paper_index_scenario,TRP,TRP__support,support,,intentions_index_mean,0.5389999999999999,0.6196666666666666,0.08066666666666666,50,50
paper_index_scenario,TRP,TRP__support,support,,predictability_index_mean,1.0,0.82,0.18000000000000005,50,50
paper_index_scenario,TRP,TRP__support,support,,equality_index_mean,0.9519999999999998,0.9880000000000001,0.036000000000000254,50,50
paper_index_scenario,TRU,TRU__AI,AI,,payoff_index_mean,0.34380952380952384,0.6442857142857144,0.3004761904761905,50,50
paper_index_scenario,TRU,TRU__AI,AI,,prosociality_index_mean,0.30844444444444447,0.5436666666666666,0.23522222222222217,50,50
paper_index_scenario,TRU,TRU__AI,AI,,kindness_index_mean,0.18666666666666668,0.6066666666666667,0.42000000000000004,50,50
paper_index_scenario,TRU,TRU__AI,AI,,intentions_index_mean,0.49733333333333335,0.597,0.09966666666666663,50,50
paper_index_scenario,TRU,TRU__AI,AI,,predictability_index_mean,0.14,0.6,0.45999999999999996,50,50
paper_index_scenario,TRU,TRU__AI,AI,,equality_index_mean,0.7120000000000001,0.8959999999999999,0.18399999999999983,50,50
paper_index_scenario,TRU,TRU__human,human,,payoff_index_mean,0.8378095238095237,0.7092380952380951,0.12857142857142856,50,50
paper_index_scenario,TRU,TRU__human,human,,prosociality_index_mean,0.7774444444444444,0.5994444444444444,0.17799999999999994,50,50
paper_index_scenario,TRU,TRU__human,human,,kindness_index_mean,0.9799999999999999,0.6866666666666665,0.29333333333333333,50,50
paper_index_scenario,TRU,TRU__human,human,,intentions_index_mean,0.4983333333333333,0.6203333333333334,0.12200000000000011,50,50
paper_index_scenario,TRU,TRU__human,human,,predictability_index_mean,1.0,0.68,0.31999999999999995,50,50
paper_index_scenario,TRU,TRU__human,human,,equality_index_mean,0.9279999999999998,0.9839999999999999,0.05600000000000005,50,50
paper_index_scenario,TRU,TRU__support,support,,payoff_index_mean,0.8588571428571429,0.7049523809523809,0.153904761904762,50,50
paper_index_scenario,TRU,TRU__support,support,,prosociality_index_mean,0.8073333333333333,0.6064444444444443,0.200888888888889,50,50
paper_index_scenario,TRU,TRU__support,support,,kindness_index_mean,0.9866666666666666,0.6999999999999998,0.28666666666666674,50,50
paper_index_scenario,TRU,TRU__support,support,,intentions_index_mean,0.542,0.5973333333333334,0.055333333333333345,50,50
paper_index_scenario,TRU,TRU__support,support,,predictability_index_mean,1.0,0.72,0.28,50,50
paper_index_scenario,TRU,TRU__support,support,,equality_index_mean,0.968,0.92,0.04799999999999993,50,50
