custom_id,persona_pid,persona_source,source_record_id,num_backstory_statements,backstory_sha1,game_id,treatment_name,config_id,num_rounds,players,model,max_persona_chars,top_k,match_rank,player,probability,is_top1
argyle_pgg_match__pid_argyle_anes2016_300477__game_3EG5RaDj4z7hkT2JD__p001__g004,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,10,6,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,2,GORILLA,0.3,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_PmcxhmDRj2tN3cECC__p001__g005,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,PmcxhmDRj2tN3cECC,VALIDATION_11_C,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3,1,CHICK,0.6,True
argyle_pgg_match__pid_argyle_anes2016_300477__game_PmcxhmDRj2tN3cECC__p001__g005,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,PmcxhmDRj2tN3cECC,VALIDATION_11_C,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3,2,GORILLA,0.3,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_PmcxhmDRj2tN3cECC__p001__g005,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,PmcxhmDRj2tN3cECC,VALIDATION_11_C,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3,3,SLOTH,0.1,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_925LF9k9CXpz8KjQm__p001__g006,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,925LF9k9CXpz8KjQm,VALIDATION_11_T,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3,1,SLOTH,0.6,True
argyle_pgg_match__pid_argyle_anes2016_300477__game_925LF9k9CXpz8KjQm__p001__g006,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,925LF9k9CXpz8KjQm,VALIDATION_11_T,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3,2,CHICK,0.25,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_925LF9k9CXpz8KjQm__p001__g006,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,925LF9k9CXpz8KjQm,VALIDATION_11_T,11,26,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE""]",gpt-5-mini,0,3,3,SNAKE,0.15,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_ASQtYBWx6cGN27KxL__p001__g007,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,ASQtYBWx6cGN27KxL,VALIDATION_12_C,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,1,GORILLA,0.7,True
argyle_pgg_match__pid_argyle_anes2016_300477__game_ASQtYBWx6cGN27KxL__p001__g007,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,ASQtYBWx6cGN27KxL,VALIDATION_12_C,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,2,DOG,0.2,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_ASQtYBWx6cGN27KxL__p001__g007,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,ASQtYBWx6cGN27KxL,VALIDATION_12_C,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,3,DUCK,0.1,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_DYFJDsdGg8bppBJ7P__p001__g008,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,1,SLOTH,0.55,True
argyle_pgg_match__pid_argyle_anes2016_300477__game_DYFJDsdGg8bppBJ7P__p001__g008,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,2,DOG,0.3,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_DYFJDsdGg8bppBJ7P__p001__g008,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,12,12,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,3,GORILLA,0.15,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_CbDvrXGkphmfGtH3G__p001__g009,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,0,3,1,SLOTH,0.7,True
argyle_pgg_match__pid_argyle_anes2016_300477__game_CbDvrXGkphmfGtH3G__p001__g009,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,0,3,2,COW,0.2,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_CbDvrXGkphmfGtH3G__p001__g009,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,CbDvrXGkphmfGtH3G,VALIDATION_13_C,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,0,3,3,GORILLA,0.1,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_FvbM5EM5aB5pcjLpA__p001__g010,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,0,3,1,SNAKE,0.6,True
argyle_pgg_match__pid_argyle_anes2016_300477__game_FvbM5EM5aB5pcjLpA__p001__g010,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,0,3,2,DOG,0.3,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_FvbM5EM5aB5pcjLpA__p001__g010,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,13,17,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG""]",gpt-5-mini,0,3,3,CHICKEN,0.1,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_C5Cd8Yq5dDbdycXKB__p001__g011,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,1,PARROT,0.5,True
argyle_pgg_match__pid_argyle_anes2016_300477__game_C5Cd8Yq5dDbdycXKB__p001__g011,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,2,SLOTH,0.3,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_C5Cd8Yq5dDbdycXKB__p001__g011,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,3,CHICKEN,0.2,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_AyQkFs97hRTki5zWR__p001__g012,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,AyQkFs97hRTki5zWR,VALIDATION_14_T,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,1,DUCK,0.55,True
argyle_pgg_match__pid_argyle_anes2016_300477__game_AyQkFs97hRTki5zWR__p001__g012,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,AyQkFs97hRTki5zWR,VALIDATION_14_T,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,2,SLOTH,0.35,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_AyQkFs97hRTki5zWR__p001__g012,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,AyQkFs97hRTki5zWR,VALIDATION_14_T,14,19,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,3,GORILLA,0.1,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_7oRFMBwqmesGX7t3H__p001__g013,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,7oRFMBwqmesGX7t3H,VALIDATION_15_C,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3,1,SLOTH,0.7,True
argyle_pgg_match__pid_argyle_anes2016_300477__game_7oRFMBwqmesGX7t3H__p001__g013,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,7oRFMBwqmesGX7t3H,VALIDATION_15_C,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3,2,COW,0.2,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_7oRFMBwqmesGX7t3H__p001__g013,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,7oRFMBwqmesGX7t3H,VALIDATION_15_C,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3,3,GORILLA,0.1,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_fMhhGrfpZH9ign2AK__p001__g014,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,fMhhGrfpZH9ign2AK,VALIDATION_15_T,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3,1,GORILLA,0.6,True
argyle_pgg_match__pid_argyle_anes2016_300477__game_fMhhGrfpZH9ign2AK__p001__g014,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,fMhhGrfpZH9ign2AK,VALIDATION_15_T,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3,2,SLOTH,0.3,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_fMhhGrfpZH9ign2AK__p001__g014,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,fMhhGrfpZH9ign2AK,VALIDATION_15_T,15,14,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW""]",gpt-5-mini,0,3,3,CHICK,0.1,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_i7C4Y4NiesraiSwwb__p001__g015,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,i7C4Y4NiesraiSwwb,VALIDATION_16_C,16,15,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3,1,CHICKEN,0.6,True
argyle_pgg_match__pid_argyle_anes2016_300477__game_i7C4Y4NiesraiSwwb__p001__g015,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,i7C4Y4NiesraiSwwb,VALIDATION_16_C,16,15,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3,2,RABBIT,0.25,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_i7C4Y4NiesraiSwwb__p001__g015,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,i7C4Y4NiesraiSwwb,VALIDATION_16_C,16,15,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3,3,GORILLA,0.15,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_7tfDsTHHnxsgrhE3d__p001__g016,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,7tfDsTHHnxsgrhE3d,VALIDATION_16_T,16,15,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3,1,MOOSE,0.6,True
argyle_pgg_match__pid_argyle_anes2016_300477__game_7tfDsTHHnxsgrhE3d__p001__g016,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,7tfDsTHHnxsgrhE3d,VALIDATION_16_T,16,15,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3,2,PARROT,0.25,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_7tfDsTHHnxsgrhE3d__p001__g016,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,7tfDsTHHnxsgrhE3d,VALIDATION_16_T,16,15,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK""]",gpt-5-mini,0,3,3,GORILLA,0.15,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_r7Bk7fEwX3HSRrXMZ__p001__g017,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,17,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG"", ""ELEPHANT"", ""WHALE"", ""HORSE""]",gpt-5-mini,0,3,1,OWL,0.5,True
argyle_pgg_match__pid_argyle_anes2016_300477__game_r7Bk7fEwX3HSRrXMZ__p001__g017,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,17,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG"", ""ELEPHANT"", ""WHALE"", ""HORSE""]",gpt-5-mini,0,3,2,DOG,0.3,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_r7Bk7fEwX3HSRrXMZ__p001__g017,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,17,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG"", ""ELEPHANT"", ""WHALE"", ""HORSE""]",gpt-5-mini,0,3,3,COW,0.2,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_7FQezekfKk3zctLN8__p001__g018,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,7FQezekfKk3zctLN8,VALIDATION_17_T,17,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG"", ""ELEPHANT"", ""WHALE"", ""HORSE""]",gpt-5-mini,0,3,1,GORILLA,0.65,True
argyle_pgg_match__pid_argyle_anes2016_300477__game_7FQezekfKk3zctLN8__p001__g018,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,7FQezekfKk3zctLN8,VALIDATION_17_T,17,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG"", ""ELEPHANT"", ""WHALE"", ""HORSE""]",gpt-5-mini,0,3,2,MONKEY,0.2,False
argyle_pgg_match__pid_argyle_anes2016_300477__game_7FQezekfKk3zctLN8__p001__g018,argyle_anes2016_300477,argyle_anes2016_first_person_backstory,300477,10,156a315ea2bca037c00a7d9663d50cda8382be55,7FQezekfKk3zctLN8,VALIDATION_17_T,17,10,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT"", ""MOOSE"", ""RABBIT"", ""OWL"", ""CHICK"", ""SNAKE"", ""CROCODILE"", ""COW"", ""PINGUIN"", ""MONKEY"", ""FROG"", ""ELEPHANT"", ""WHALE"", ""HORSE""]",gpt-5-mini,0,3,3,CROCODILE,0.15,False
