treatment_name,score,model_name,metric_family,metric,metric_label
VALIDATION_6_C,0.34612045940170943,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_6_T,0.1417484364227322,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_7_C,0.3929251848629839,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_7_T,0.1638271670763447,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_8_C,0.09895833333333333,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_8_T,0.06780303030303031,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_9_C,0.10164983164983166,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_9_T,0.09058874458874461,gpt-5-mini twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_0_C,0.11583333333333334,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_0_T,0.09886788048552755,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_10_C,0.11361111111111111,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_10_T,0.16388888888888892,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_11_C,0.11902281746031747,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_11_T,0.32350427350427347,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_12_C,0.28209175084175087,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_12_T,0.09970238095238095,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_13_C,0.13189661319073084,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_13_T,0.1990810149817503,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_14_C,0.19631355588044186,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_14_T,0.20433379851143008,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_15_C,0.04124209124209126,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_15_T,0.06517094017094016,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_16_C,0.4325,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_16_T,0.0694551282051282,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_17_C,0.30198602567023625,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_17_T,0.2705496495100887,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_18_C,0.11775362318840579,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_18_T,0.15643115942028984,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_19_C,0.06522335423197492,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_19_T,0.21009482758620687,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_1_C,0.4002604166666666,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_1_T,0.16089409722222223,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_2_C,0.11027777777777778,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_2_T,0.07488636363636363,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_3_C,0.23466286799620129,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_3_T,0.05024465811965812,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_4_C,0.10208333333333332,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_4_T,0.14484126984126983,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_5_C,0.21296296296296297,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_5_T,0.26875000000000004,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_6_C,0.3691172542735043,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_6_T,0.1206075174825175,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_7_C,0.5078773379730317,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_7_T,0.047905289064006165,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_8_C,0.15659722222222222,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_8_T,0.19090909090909092,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_9_C,0.0853872053872054,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_9_T,0.08523520923520925,gpt-5.1 baseline,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_0_C,0.10083333333333333,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_0_T,0.09609010270774977,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_10_C,0.10638888888888892,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_10_T,0.15222222222222223,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_11_C,0.2536382020757021,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_11_T,0.2151126651126651,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_12_C,0.19297138047138046,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_12_T,0.049603174603174593,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_13_C,0.17535249554367205,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_13_T,0.23475949091757914,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_14_C,0.1401366552956465,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_14_T,0.18521099149388623,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_15_C,0.0782051282051282,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_15_T,0.04012006512006512,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_16_C,0.21849999999999997,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_16_T,0.07278846153846155,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_17_C,0.06393445735550997,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_17_T,0.05066225165562913,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_18_C,0.10507246376811594,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_18_T,0.0819746376811594,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_19_C,0.09043887147335423,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_19_T,0.2940603448275862,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_1_C,0.3420572916666667,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_1_T,0.0990451388888889,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_2_C,0.14888888888888888,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_2_T,0.051818181818181826,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_3_C,0.14887226970560302,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_3_T,0.1573514957264957,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_4_C,0.1199404761904762,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_4_T,0.08928571428571427,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_5_C,0.05092592592592591,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_5_T,0.0916666666666667,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_6_C,0.23904914529914528,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_6_T,0.1641839234708953,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_7_C,0.33357111787733795,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_7_T,0.17766488637459033,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_8_C,0.1107638888888889,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_8_T,0.1143939393939394,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_9_C,0.05757575757575759,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_9_T,0.09776046176046177,gpt-5.1 twin,player_within_config_wd,player_mean_contribution_rate,Player mean contrib
VALIDATION_0_C,0.4656405079827856,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_0_T,0.17062377653967778,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_10_C,0.4945020647267838,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_10_T,0.3974118889849227,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_11_C,0.4235259158956485,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_11_T,0.3457812447845174,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_12_C,0.45929476299518246,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_12_T,0.19681215499729726,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_13_C,0.5779859426807623,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_13_T,0.49404425693202003,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_14_C,0.5814797410192145,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_14_T,0.5221454678362571,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_15_C,0.3954021617318811,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_15_T,0.27561162536075623,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_16_C,0.7652783331211794,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_16_T,0.16550634816145599,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_17_C,0.46015335164830895,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_17_T,0.1621099483195087,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_18_C,0.2901582383698157,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_18_T,0.17185269463454497,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_19_C,0.32936807266009854,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_19_T,0.5005513649425287,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_1_C,0.5611850247524752,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_1_T,0.4225999805862939,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_2_C,0.17682613168724282,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_2_T,0.11605639730639732,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_3_C,0.1885734517123031,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_3_T,0.32991913784667587,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_4_C,0.0662759753840303,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_4_T,0.09717406101645479,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_5_C,0.5428240740740741,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_5_T,0.24840856481481477,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_6_C,0.5870383187012385,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_6_T,0.1940966408364574,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_7_C,0.69868329806786,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_7_T,0.21886698998913567,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_8_C,0.30340238554438187,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_8_T,0.255622803797376,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_9_C,0.3275763649912688,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_9_T,0.21300342553420204,gpt-5-mini baseline,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_0_C,0.18887768746996514,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_0_T,0.08765054134115649,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_10_C,0.27290406222990493,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_10_T,0.3053394794967828,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_11_C,0.24304992026007838,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_11_T,0.17550462614690557,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_12_C,0.27496061266838506,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_12_T,0.14253555682783622,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_13_C,0.49537155618206113,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_13_T,0.46293297238446995,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_14_C,0.3524357769423556,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_14_T,0.40240862573099395,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_15_C,0.1711639637054178,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_15_T,0.09815772581061781,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_16_C,0.47379685163969804,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_16_T,0.09095060898769228,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_17_C,0.3325910128887136,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_17_T,0.21723497849629825,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_18_C,0.1620613915229689,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_18_T,0.07005604929644364,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_19_C,0.2155749692118227,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_19_T,0.42296515804597706,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_1_C,0.4045482673267326,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_1_T,0.3603320350417395,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_2_C,0.03690843621399177,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_2_T,0.06765572390572391,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_3_C,0.16852810928888246,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_3_T,0.2448910065055949,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
VALIDATION_4_C,0.08568643147712465,gpt-5-mini twin,player_within_config_wd,player_mean_normalized_payoff,Player mean payoff
