gameId,playerId,n_observed_rounds,min_contribution,max_contribution,expected_rounds,endowment,valid_number_of_starting_players,CONFIG_chat,CONFIG_punishmentExists,CONFIG_showRewardId,CONFIG_showNRounds,CONFIG_showPunishmentId,CONFIG_rewardExists,CONFIG_showOtherSummaries,CONFIG_allOrNothing,CONFIG_defaultContribProp,complete_round_coverage,always_full,always_zero
2HvMCoKkzNvhYKJgp,fc5HALJgiFC3dWHhj,21,0.0,0.0,21.0,20.0,True,False,False,True,True,True,False,False,False,1.0,True,False,True
2HvMCoKkzNvhYKJgp,gy3JFhCQFfzoACGC9,4,10.0,20.0,21.0,20.0,True,False,False,True,True,True,False,False,False,1.0,False,False,False
2HvMCoKkzNvhYKJgp,npQ9NQ58E53hB7N5C,21,20.0,20.0,21.0,20.0,True,False,False,True,True,True,False,False,False,1.0,True,True,False
2HvMCoKkzNvhYKJgp,qsnrpRFMyBD7xK9xm,21,20.0,20.0,21.0,20.0,True,False,False,True,True,True,False,False,False,1.0,True,True,False
2YFxArCtvNNrLdMEh,8AS2QXCdR3pePLr8B,11,0.0,20.0,11.0,20.0,True,False,True,True,True,True,False,False,False,1.0,True,False,False
2YFxArCtvNNrLdMEh,PrvK7Rz2cL2Pfqfrm,3,0.0,20.0,11.0,20.0,True,False,True,True,True,True,False,False,False,1.0,False,False,False
2YFxArCtvNNrLdMEh,f5zTYPzJ5jvGdR39Z,11,1.0,20.0,11.0,20.0,True,False,True,True,True,True,False,False,False,1.0,True,False,False
2YFxArCtvNNrLdMEh,mqg2PdSZhRpHJYLrW,11,10.0,20.0,11.0,20.0,True,False,True,True,True,True,False,False,False,1.0,True,False,False
2YFxArCtvNNrLdMEh,rgXeqn2NT2JwqxZ64,11,0.0,20.0,11.0,20.0,True,False,True,True,True,True,False,False,False,1.0,True,False,False
2fKfFJWpm9wfoPMfx,7Q8u5GwmqYwqaXYDs,28,0.0,20.0,28.0,20.0,True,False,False,False,False,False,False,False,False,1.0,True,False,False
2fKfFJWpm9wfoPMfx,7ez3SYi3tNx2Bfbei,28,0.0,20.0,28.0,20.0,True,False,False,False,False,False,False,False,False,1.0,True,False,False
2fKfFJWpm9wfoPMfx,CffvC6LTFjNNpgvZC,28,12.0,20.0,28.0,20.0,True,False,False,False,False,False,False,False,False,1.0,True,False,False
2fKfFJWpm9wfoPMfx,HPBpMdpchhh5cz4sv,28,0.0,20.0,28.0,20.0,True,False,False,False,False,False,False,False,False,1.0,True,False,False
2fKfFJWpm9wfoPMfx,SPF9vPF5hRJWzAdJa,28,20.0,20.0,28.0,20.0,True,False,False,False,False,False,False,False,False,1.0,True,True,False
2fKfFJWpm9wfoPMfx,oBmTWSk5vCYru9Mcd,28,20.0,20.0,28.0,20.0,True,False,False,False,False,False,False,False,False,1.0,True,True,False
2fKfFJWpm9wfoPMfx,pCKKPgH9rENJJXNgK,28,10.0,20.0,28.0,20.0,True,False,False,False,False,False,False,False,False,1.0,True,False,False
2fKfFJWpm9wfoPMfx,q3g6KwabjgBtCjJkc,28,0.0,20.0,28.0,20.0,True,False,False,False,False,False,False,False,False,1.0,True,False,False
2fKfFJWpm9wfoPMfx,vbn9iN4G7DZAMbdnp,28,0.0,20.0,28.0,20.0,True,False,False,False,False,False,False,False,False,1.0,True,False,False
2kZ3jKdHmB57javWy,8hZfpp9ZYxgQnC4W2,13,20.0,20.0,13.0,20.0,False,True,False,False,False,False,True,False,False,1.0,True,True,False
2kZ3jKdHmB57javWy,hoNbTgmYK3R2HtYnP,13,10.0,20.0,13.0,20.0,False,True,False,False,False,False,True,False,False,1.0,True,False,False
2kZ3jKdHmB57javWy,tju44RWZEghPjZJYr,13,0.0,20.0,13.0,20.0,False,True,False,False,False,False,True,False,False,1.0,True,False,False
2kZ3jKdHmB57javWy,uQqhvaMfYLCaM9h9g,13,20.0,20.0,13.0,20.0,False,True,False,False,False,False,True,False,False,1.0,True,True,False
2kZ3jKdHmB57javWy,wxwCSxoBMnnyPJGJG,13,0.0,20.0,13.0,20.0,False,True,False,False,False,False,True,False,False,1.0,True,False,False
2kZ3jKdHmB57javWy,yrtT4gQpFJRmx2ZTS,13,0.0,20.0,13.0,20.0,False,True,False,False,False,False,True,False,False,1.0,True,False,False
2r5xvh4mLkmbyTPuW,4gsHBc6PEtAmEAoAs,4,0.0,0.0,23.0,20.0,True,True,True,False,True,False,False,False,True,0.0,False,False,False
2r5xvh4mLkmbyTPuW,5nHzFqz4u4vvpFTbW,23,20.0,20.0,23.0,20.0,True,True,True,False,True,False,False,False,True,0.0,True,True,False
2r5xvh4mLkmbyTPuW,EhWKqX4CqLc3ibSzy,23,20.0,20.0,23.0,20.0,True,True,True,False,True,False,False,False,True,0.0,True,True,False
2r5xvh4mLkmbyTPuW,Gj56ZRACcYwgcQ8rX,23,0.0,20.0,23.0,20.0,True,True,True,False,True,False,False,False,True,0.0,True,False,False
2r5xvh4mLkmbyTPuW,LfhxA6PsupMxSZEhF,23,20.0,20.0,23.0,20.0,True,True,True,False,True,False,False,False,True,0.0,True,True,False
2r5xvh4mLkmbyTPuW,QKXs7ogDhHa26SPuu,23,0.0,20.0,23.0,20.0,True,True,True,False,True,False,False,False,True,0.0,True,False,False
2r5xvh4mLkmbyTPuW,T3wMpaCL5MisTWx55,23,20.0,20.0,23.0,20.0,True,True,True,False,True,False,False,False,True,0.0,True,True,False
2r5xvh4mLkmbyTPuW,fSA7z4MC4ipCwo68C,23,20.0,20.0,23.0,20.0,True,True,True,False,True,False,False,False,True,0.0,True,True,False
2r5xvh4mLkmbyTPuW,n2YEHuZd3p4ZMAmv6,23,20.0,20.0,23.0,20.0,True,True,True,False,True,False,False,False,True,0.0,True,True,False
2r5xvh4mLkmbyTPuW,vvcPXqvweELCPFN85,23,0.0,20.0,23.0,20.0,True,True,True,False,True,False,False,False,True,0.0,True,False,False
33TyenkkqmAAHQSom,BKmFeWvHvGNtz7AMX,17,5.0,10.0,17.0,20.0,True,False,True,False,True,False,False,False,False,0.0,True,False,False
33TyenkkqmAAHQSom,Ckteup7i4djCkuA9e,17,10.0,20.0,17.0,20.0,True,False,True,False,True,False,False,False,False,0.0,True,False,False
33TyenkkqmAAHQSom,DAJxkd75b9zCc2idq,1,0.0,0.0,17.0,20.0,True,False,True,False,True,False,False,False,False,0.0,False,False,False
33TyenkkqmAAHQSom,Ju59MDJzvi3tvsKsZ,17,3.0,20.0,17.0,20.0,True,False,True,False,True,False,False,False,False,0.0,True,False,False
33TyenkkqmAAHQSom,NomfvqqFReX6YdWt2,17,0.0,10.0,17.0,20.0,True,False,True,False,True,False,False,False,False,0.0,True,False,False
33TyenkkqmAAHQSom,WXmp6zK8DnNdT4kfZ,17,1.0,10.0,17.0,20.0,True,False,True,False,True,False,False,False,False,0.0,True,False,False
33TyenkkqmAAHQSom,X2RijbfnLdRnyce4G,6,0.0,20.0,17.0,20.0,True,False,True,False,True,False,False,False,False,0.0,False,False,False
33TyenkkqmAAHQSom,aTedxSvE2BSqp8DcG,17,3.0,20.0,17.0,20.0,True,False,True,False,True,False,False,False,False,0.0,True,False,False
33TyenkkqmAAHQSom,aWKs66yRscSN2XrGN,17,1.0,10.0,17.0,20.0,True,False,True,False,True,False,False,False,False,0.0,True,False,False
33TyenkkqmAAHQSom,bBLaz2vGcF2rt3Jcb,17,0.0,20.0,17.0,20.0,True,False,True,False,True,False,False,False,False,0.0,True,False,False
33TyenkkqmAAHQSom,bibiuSci5uRAjTBng,17,0.0,15.0,17.0,20.0,True,False,True,False,True,False,False,False,False,0.0,True,False,False
33TyenkkqmAAHQSom,dAuWm6qkiaQ6YqRbE,17,0.0,10.0,17.0,20.0,True,False,True,False,True,False,False,False,False,0.0,True,False,False
33TyenkkqmAAHQSom,eHpzc7SmiuAbep39m,17,0.0,20.0,17.0,20.0,True,False,True,False,True,False,False,False,False,0.0,True,False,False
33TyenkkqmAAHQSom,i5LgAzzz3JneY4eEZ,17,1.0,10.0,17.0,20.0,True,False,True,False,True,False,False,False,False,0.0,True,False,False
33TyenkkqmAAHQSom,u8giBwzJTsSAoJAxz,17,0.0,20.0,17.0,20.0,True,False,True,False,True,False,False,False,False,0.0,True,False,False
33TyenkkqmAAHQSom,xKv58uf4nSh3P3rF4,17,1.0,20.0,17.0,20.0,True,False,True,False,True,False,False,False,False,0.0,True,False,False
33TyenkkqmAAHQSom,yK4HYR9kX9F5BmyFq,1,0.0,0.0,17.0,20.0,True,False,True,False,True,False,False,False,False,0.0,False,False,False
3p9Tuh3Z59cdmPNA7,5A4ShTAsoQK5CGWJj,27,10.0,20.0,27.0,20.0,True,True,True,True,True,True,False,True,False,0.0,True,False,False
3p9Tuh3Z59cdmPNA7,AcnLgaaDtGBNDSSFF,27,20.0,20.0,27.0,20.0,True,True,True,True,True,True,False,True,False,0.0,True,True,False
3p9Tuh3Z59cdmPNA7,ZbgKFFo4EsJqrBSGa,27,8.0,20.0,27.0,20.0,True,True,True,True,True,True,False,True,False,0.0,True,False,False
3p9Tuh3Z59cdmPNA7,b4ydfxXYbWtnirZLk,3,0.0,10.0,27.0,20.0,True,True,True,True,True,True,False,True,False,0.0,False,False,False
3p9Tuh3Z59cdmPNA7,eDkdR3KGpSc4YfyF3,27,10.0,20.0,27.0,20.0,True,True,True,True,True,True,False,True,False,0.0,True,False,False
3p9Tuh3Z59cdmPNA7,jZqDckxEMBYuxBvft,27,20.0,20.0,27.0,20.0,True,True,True,True,True,True,False,True,False,0.0,True,True,False
3p9Tuh3Z59cdmPNA7,ohyMWtv53vQEb3QFs,27,20.0,20.0,27.0,20.0,True,True,True,True,True,True,False,True,False,0.0,True,True,False
3sZW8GmBWg97noGXL,N8a7KTWJk3snSGxSv,18,0.0,20.0,18.0,20.0,True,False,True,True,False,True,False,True,True,1.0,True,False,False
3sZW8GmBWg97noGXL,XBsJwxCtWmKyKZnzg,18,0.0,20.0,18.0,20.0,True,False,True,True,False,True,False,True,True,1.0,True,False,False
3sZW8GmBWg97noGXL,XWcXjZYs3WRn7yr7P,18,0.0,20.0,18.0,20.0,True,False,True,True,False,True,False,True,True,1.0,True,False,False
3sZW8GmBWg97noGXL,eJwhAsxn49tpq9WxB,18,0.0,20.0,18.0,20.0,True,False,True,True,False,True,False,True,True,1.0,True,False,False
3sZW8GmBWg97noGXL,eKusaLLsNdssQuLY3,18,0.0,20.0,18.0,20.0,True,False,True,True,False,True,False,True,True,1.0,True,False,False
3sZW8GmBWg97noGXL,fk7DEbzMFoeY2jFmm,18,0.0,20.0,18.0,20.0,True,False,True,True,False,True,False,True,True,1.0,True,False,False
3sZW8GmBWg97noGXL,q84j9JT6ThEEEoNzA,18,0.0,20.0,18.0,20.0,True,False,True,True,False,True,False,True,True,1.0,True,False,False
3sZW8GmBWg97noGXL,szhm2rZLbGZkZgDi6,18,0.0,20.0,18.0,20.0,True,False,True,True,False,True,False,True,True,1.0,True,False,False
3sZW8GmBWg97noGXL,udWzEBWK9zQFswm48,18,0.0,20.0,18.0,20.0,True,False,True,True,False,True,False,True,True,1.0,True,False,False
3sZW8GmBWg97noGXL,w3SeHirdRkxyx5oKP,1,20.0,20.0,18.0,20.0,True,False,True,True,False,True,False,True,True,1.0,False,False,False
3tST6tuakPSj9tKTJ,4E42AzhADNEXPrhWt,4,20.0,20.0,4.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,True,False
3tST6tuakPSj9tKTJ,5keCBFAdcX8fXzcmh,4,20.0,20.0,4.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,True,False
3tST6tuakPSj9tKTJ,6SHNjdpvz9q8jLTNp,4,0.0,0.0,4.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,False,True
3tST6tuakPSj9tKTJ,9nPH5dRCTuvk6QypC,4,20.0,20.0,4.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,True,False
3tST6tuakPSj9tKTJ,Aemmd3HNCJQ5dQWxN,4,20.0,20.0,4.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,True,False
3tST6tuakPSj9tKTJ,BhXXBzbsBLcepyeMB,4,0.0,20.0,4.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,False,False
3tST6tuakPSj9tKTJ,Bor62MB22jAQSevkX,4,0.0,20.0,4.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,False,False
3tST6tuakPSj9tKTJ,HbSTBd8AD5zu76sfN,4,0.0,20.0,4.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,False,False
3tST6tuakPSj9tKTJ,QujaKrGtgSZL9qHmb,4,20.0,20.0,4.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,True,False
3tST6tuakPSj9tKTJ,X8nw86qLRcxXy6F4M,4,20.0,20.0,4.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,True,False
3tST6tuakPSj9tKTJ,YZERvGGDByERFmq3J,4,20.0,20.0,4.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,True,False
3tST6tuakPSj9tKTJ,dQtsyQR9jsKrqWqDd,4,0.0,20.0,4.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,False,False
3tST6tuakPSj9tKTJ,oNNL2b7PPQDheFGrp,1,0.0,0.0,4.0,20.0,True,False,False,False,False,False,False,True,True,0.0,False,False,False
3tST6tuakPSj9tKTJ,pGvbduhyEYSxon7uG,4,20.0,20.0,4.0,20.0,True,False,False,False,False,False,False,True,True,0.0,True,True,False
3uYh9GbzKBb7ZadHf,8wTpxFv49dfTfhnE3,23,19.0,20.0,23.0,20.0,True,True,False,False,True,False,True,False,False,0.0,True,False,False
3uYh9GbzKBb7ZadHf,Hzjpw3RP7MYtj5ciw,23,2.0,20.0,23.0,20.0,True,True,False,False,True,False,True,False,False,0.0,True,False,False
3uYh9GbzKBb7ZadHf,KQGJeAzabom74EAoo,23,0.0,20.0,23.0,20.0,True,True,False,False,True,False,True,False,False,0.0,True,False,False
3uYh9GbzKBb7ZadHf,YvS4A5zc87CEv9JqD,23,0.0,20.0,23.0,20.0,True,True,False,False,True,False,True,False,False,0.0,True,False,False
3uYh9GbzKBb7ZadHf,jyFNsXDsoAoC7nhaC,23,0.0,20.0,23.0,20.0,True,True,False,False,True,False,True,False,False,0.0,True,False,False
3uYh9GbzKBb7ZadHf,kWSnLBN9FBMQBJ4ys,23,0.0,20.0,23.0,20.0,True,True,False,False,True,False,True,False,False,0.0,True,False,False
3uqZPGxnY38PPCreu,5orJSbeZm5Qo6Nf2c,20,20.0,20.0,20.0,20.0,True,True,True,True,True,True,False,False,True,1.0,True,True,False
3uqZPGxnY38PPCreu,9LB69vvE5YJ8FTABn,20,20.0,20.0,20.0,20.0,True,True,True,True,True,True,False,False,True,1.0,True,True,False
3uqZPGxnY38PPCreu,CDdfDBS3TJuwo5sdT,20,0.0,20.0,20.0,20.0,True,True,True,True,True,True,False,False,True,1.0,True,False,False
3uqZPGxnY38PPCreu,EBB5atRiWmHKS6tBq,20,0.0,20.0,20.0,20.0,True,True,True,True,True,True,False,False,True,1.0,True,False,False
3uqZPGxnY38PPCreu,Ju3dxdJ7tkNLYWE6D,20,0.0,20.0,20.0,20.0,True,True,True,True,True,True,False,False,True,1.0,True,False,False
3uqZPGxnY38PPCreu,QYXyzaFFBFotLBssR,20,0.0,20.0,20.0,20.0,True,True,True,True,True,True,False,False,True,1.0,True,False,False
3uqZPGxnY38PPCreu,Tp8oQGvpodpWCxH4M,20,0.0,20.0,20.0,20.0,True,True,True,True,True,True,False,False,True,1.0,True,False,False
3uqZPGxnY38PPCreu,hCZFZSeJ2Jjj4oqhY,20,0.0,20.0,20.0,20.0,True,True,True,True,True,True,False,False,True,1.0,True,False,False
3zSNGrLvJJYZhmW2p,FKriQtdFBTrWrfGBH,19,0.0,20.0,19.0,20.0,True,True,True,True,False,True,True,True,True,1.0,True,False,False
3zSNGrLvJJYZhmW2p,Hzpx2jqhYSZdif4ZN,19,0.0,20.0,19.0,20.0,True,True,True,True,False,True,True,True,True,1.0,True,False,False
3zSNGrLvJJYZhmW2p,LbA9WeT3GTZMSNzNY,19,0.0,20.0,19.0,20.0,True,True,True,True,False,True,True,True,True,1.0,True,False,False
3zSNGrLvJJYZhmW2p,Mm6mgT6wHK3JH9kjZ,19,0.0,20.0,19.0,20.0,True,True,True,True,False,True,True,True,True,1.0,True,False,False
3zSNGrLvJJYZhmW2p,PFhmYJ38xLnXPkaM8,19,0.0,20.0,19.0,20.0,True,True,True,True,False,True,True,True,True,1.0,True,False,False
3zSNGrLvJJYZhmW2p,hTdGbCFuP3T9rYtNd,19,0.0,20.0,19.0,20.0,True,True,True,True,False,True,True,True,True,1.0,True,False,False
3zSNGrLvJJYZhmW2p,kbxi5o3HFQXMGo5oX,19,20.0,20.0,19.0,20.0,True,True,True,True,False,True,True,True,True,1.0,True,True,False
3zSNGrLvJJYZhmW2p,nyi8ePouSTATiREKQ,19,0.0,20.0,19.0,20.0,True,True,True,True,False,True,True,True,True,1.0,True,False,False
3zSNGrLvJJYZhmW2p,pZ23AK9eSGXF7kbub,19,0.0,20.0,19.0,20.0,True,True,True,True,False,True,True,True,True,1.0,True,False,False
3zSNGrLvJJYZhmW2p,qjKeypvMTCWMtaeRg,19,0.0,20.0,19.0,20.0,True,True,True,True,False,True,True,True,True,1.0,True,False,False
3zSNGrLvJJYZhmW2p,tF4Dus9NMgschoP7L,19,0.0,20.0,19.0,20.0,True,True,True,True,False,True,True,True,True,1.0,True,False,False
3zSNGrLvJJYZhmW2p,zJd7D32NZfC6rjKSJ,19,0.0,20.0,19.0,20.0,True,True,True,True,False,True,True,True,True,1.0,True,False,False
4Menw33JLbdtzSvug,7m8GgZcSDPpiGtu7Q,12,20.0,20.0,12.0,20.0,True,False,True,False,True,False,True,True,False,1.0,True,True,False
4Menw33JLbdtzSvug,ECyY6RJL7xsZmJcZy,12,15.0,20.0,12.0,20.0,True,False,True,False,True,False,True,True,False,1.0,True,False,False
4Menw33JLbdtzSvug,FKuMFB4zi8ekBPnZF,12,19.0,20.0,12.0,20.0,True,False,True,False,True,False,True,True,False,1.0,True,False,False
4Menw33JLbdtzSvug,QzzkxSSxwrNBFkdcq,12,10.0,20.0,12.0,20.0,True,False,True,False,True,False,True,True,False,1.0,True,False,False
4Menw33JLbdtzSvug,RaWhpevajiCWcjtYd,6,10.0,20.0,12.0,20.0,True,False,True,False,True,False,True,True,False,1.0,False,False,False
4Menw33JLbdtzSvug,TaJQBuPufXkWZhmN4,12,0.0,20.0,12.0,20.0,True,False,True,False,True,False,True,True,False,1.0,True,False,False
4Menw33JLbdtzSvug,XnjCBRwp52oLMcNTh,12,10.0,20.0,12.0,20.0,True,False,True,False,True,False,True,True,False,1.0,True,False,False
4Menw33JLbdtzSvug,dwTAozr8scqjx5evW,12,20.0,20.0,12.0,20.0,True,False,True,False,True,False,True,True,False,1.0,True,True,False
4Menw33JLbdtzSvug,oFSk487cqv3tc54Sv,12,20.0,20.0,12.0,20.0,True,False,True,False,True,False,True,True,False,1.0,True,True,False
4Menw33JLbdtzSvug,qzp8RyXNHPzFLMT55,12,10.0,20.0,12.0,20.0,True,False,True,False,True,False,True,True,False,1.0,True,False,False
4Z5uDYPcFsmMAnBJf,2zj2Qk9kmEu38LcJT,10,0.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,False,False
4Z5uDYPcFsmMAnBJf,5rhN945uHvjCg8w2p,10,20.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,True,False
4Z5uDYPcFsmMAnBJf,8jSfSZWk5i4EejQBa,10,20.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,True,False
4Z5uDYPcFsmMAnBJf,9Yg6AsY5zPPfompXq,10,0.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,False,False
4Z5uDYPcFsmMAnBJf,H36NKQ2ZF8myF5c3a,10,20.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,True,False
4Z5uDYPcFsmMAnBJf,LJTJvtYkxWvRD5fqP,10,0.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,False,False
4Z5uDYPcFsmMAnBJf,QDWtgTdWgBPwpn897,10,0.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,False,False
4Z5uDYPcFsmMAnBJf,SixqSafHmEgkEQi9W,10,20.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,True,False
4Z5uDYPcFsmMAnBJf,TzB5CfRi6HZpFfi4j,10,0.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,False,False
4Z5uDYPcFsmMAnBJf,XapD84w5S9DedSpNY,10,0.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,False,False
4Z5uDYPcFsmMAnBJf,YbKArS3qM2Xpmy32a,10,20.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,True,False
4Z5uDYPcFsmMAnBJf,ado5nqWyycfo2E6Yp,10,20.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,True,False
4Z5uDYPcFsmMAnBJf,bWKDiiKFsMkEyEEYc,10,0.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,False,False
4Z5uDYPcFsmMAnBJf,bvJBu6hpBkzGgwSXN,10,0.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,False,False
4Z5uDYPcFsmMAnBJf,gEGGvnybrjtcx726q,10,0.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,False,False
4Z5uDYPcFsmMAnBJf,jvJ3zAdipfTnBfqCi,10,20.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,True,False
4Z5uDYPcFsmMAnBJf,nE4ku9WPBGT2Wbkt8,10,0.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,False,False
4Z5uDYPcFsmMAnBJf,w9T3tcvXrSpm2sNTt,10,20.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,True,False
4Z5uDYPcFsmMAnBJf,wRraedvynMNyJ3x7c,10,0.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,False,False
4Z5uDYPcFsmMAnBJf,wkDv5qjbPAwJTuSuA,10,20.0,20.0,10.0,20.0,True,True,True,False,True,False,True,True,True,1.0,True,True,False
4jSXooYhn8K6Cucgv,2YnqAfE2FSnFPJjnN,12,20.0,20.0,12.0,20.0,True,False,False,False,True,False,True,True,False,1.0,True,True,False
4jSXooYhn8K6Cucgv,BzjpsaRjqTZWNod2G,12,0.0,20.0,12.0,20.0,True,False,False,False,True,False,True,True,False,1.0,True,False,False
4jSXooYhn8K6Cucgv,EMRDDM4KagfGrFyhb,12,20.0,20.0,12.0,20.0,True,False,False,False,True,False,True,True,False,1.0,True,True,False
4jSXooYhn8K6Cucgv,W477XeF8g6ySxM89F,12,0.0,20.0,12.0,20.0,True,False,False,False,True,False,True,True,False,1.0,True,False,False
4jSXooYhn8K6Cucgv,mKuKPrjr3urdkzja3,12,10.0,20.0,12.0,20.0,True,False,False,False,True,False,True,True,False,1.0,True,False,False
4jSXooYhn8K6Cucgv,scrBLGtZNt9KHHWWC,12,20.0,20.0,12.0,20.0,True,False,False,False,True,False,True,True,False,1.0,True,True,False
4jSXooYhn8K6Cucgv,svqaBDv5mt4tYJq3i,12,0.0,20.0,12.0,20.0,True,False,False,False,True,False,True,True,False,1.0,True,False,False
4jSXooYhn8K6Cucgv,swomPrsZH2HWdQNtw,12,10.0,20.0,12.0,20.0,True,False,False,False,True,False,True,True,False,1.0,True,False,False
4jSXooYhn8K6Cucgv,wtJrhmYkpRuryg3du,12,5.0,20.0,12.0,20.0,True,False,False,False,True,False,True,True,False,1.0,True,False,False
4jSXooYhn8K6Cucgv,yGgvz3P2nE476FEDd,12,20.0,20.0,12.0,20.0,True,False,False,False,True,False,True,True,False,1.0,True,True,False
4nKD5eDXT2JfQEFC2,F87ewJKbJdsdrg5Ha,18,0.0,20.0,18.0,20.0,True,True,False,True,False,True,False,False,True,0.0,True,False,False
