unit_id,profile_id,summary,source_row_id,matching_age_bracket,matching_sex,matching_education
1512,multi_game_llm_fvk2c_demo_profile_00054,"31-year-old, male, College or university.",multi_game_demo_source_02981,30-49,male,college/postsecondary
1518,multi_game_llm_fvk2c_demo_profile_00055,"24-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_02407,18-29,male,high school
1525,multi_game_llm_fvk2c_demo_profile_00056,"30-year-old, self-described, Prefer not to say.",multi_game_demo_source_02932,30-49,,
153,multi_game_llm_fvk2c_demo_profile_00057,"29-year-old, male, College or university.",multi_game_demo_source_01135,18-29,male,college/postsecondary
1530,multi_game_llm_fvk2c_demo_profile_00058,"52-year-old, male, Secondary school up to age of 16.",multi_game_demo_source_02050,50-64,male,high school
1535,multi_game_llm_fvk2c_demo_profile_00059,"59-year-old, male, Secondary school up to age of 16.",multi_game_demo_source_02840,50-64,male,high school
1541,multi_game_llm_fvk2c_demo_profile_00060,"35-year-old, female, College or university.",multi_game_demo_source_01945,30-49,female,college/postsecondary
1546,multi_game_llm_fvk2c_demo_profile_00061,"49-year-old, female, College or university.",multi_game_demo_source_02512,30-49,female,college/postsecondary
1557,multi_game_llm_fvk2c_demo_profile_00062,"55-year-old, female, Post-graduate degree.",multi_game_demo_source_02058,50-64,female,postgraduate
1576,multi_game_llm_fvk2c_demo_profile_00063,"59-year-old, female, Post-graduate degree.",multi_game_demo_source_02105,50-64,female,postgraduate
158,multi_game_llm_fvk2c_demo_profile_00064,"31-year-old, male, College or university.",multi_game_demo_source_01163,30-49,male,college/postsecondary
1586,multi_game_llm_fvk2c_demo_profile_00065,"33-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_02616,30-49,male,high school
1594,multi_game_llm_fvk2c_demo_profile_00066,"33-year-old, female, College or university.",multi_game_demo_source_00404,30-49,female,college/postsecondary
1596,multi_game_llm_fvk2c_demo_profile_00067,"44-year-old, female, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_01731,30-49,female,high school
1599,multi_game_llm_fvk2c_demo_profile_00068,"39-year-old, female, Post-graduate degree.",multi_game_demo_source_02157,30-49,female,postgraduate
1608,multi_game_llm_fvk2c_demo_profile_00069,"38-year-old, male, College or university.",multi_game_demo_source_02528,30-49,male,college/postsecondary
1611,multi_game_llm_fvk2c_demo_profile_00070,"37-year-old, female, College or university.",multi_game_demo_source_01571,30-49,female,college/postsecondary
1618,multi_game_llm_fvk2c_demo_profile_00071,"34-year-old, female, College or university.",multi_game_demo_source_01123,30-49,female,college/postsecondary
1622,multi_game_llm_fvk2c_demo_profile_00072,"28-year-old, female, College or university.",multi_game_demo_source_00928,18-29,female,college/postsecondary
1636,multi_game_llm_fvk2c_demo_profile_00073,"35-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_01265,30-49,male,high school
1638,multi_game_llm_fvk2c_demo_profile_00074,"50-year-old, female, College or university.",multi_game_demo_source_01453,50-64,female,college/postsecondary
1655,multi_game_llm_fvk2c_demo_profile_00075,"44-year-old, female, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_02149,30-49,female,high school
1661,multi_game_llm_fvk2c_demo_profile_00076,"39-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_02659,30-49,male,high school
1668,multi_game_llm_fvk2c_demo_profile_00077,"46-year-old, female, College or university.",multi_game_demo_source_00219,30-49,female,college/postsecondary
1671,multi_game_llm_fvk2c_demo_profile_00078,"66-year-old, male, College or university.",multi_game_demo_source_02792,65+,male,college/postsecondary
1741,multi_game_llm_fvk2c_demo_profile_00079,"31-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_01589,30-49,male,high school
1742,multi_game_llm_fvk2c_demo_profile_00080,"38-year-old, male, Post-graduate degree.",multi_game_demo_source_01070,30-49,male,postgraduate
1743,multi_game_llm_fvk2c_demo_profile_00081,"25-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_02011,18-29,male,high school
1746,multi_game_llm_fvk2c_demo_profile_00082,"38-year-old, female, College or university.",multi_game_demo_source_01709,30-49,female,college/postsecondary
1760,multi_game_llm_fvk2c_demo_profile_00083,"40-year-old, male, College or university.",multi_game_demo_source_00762,30-49,male,college/postsecondary
177,multi_game_llm_fvk2c_demo_profile_00084,"20-year-old, male, College or university.",multi_game_demo_source_00963,18-29,male,college/postsecondary
1775,multi_game_llm_fvk2c_demo_profile_00085,"34-year-old, male, Secondary school up to age of 16.",multi_game_demo_source_02151,30-49,male,high school
1777,multi_game_llm_fvk2c_demo_profile_00086,"38-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_01777,30-49,male,high school
1781,multi_game_llm_fvk2c_demo_profile_00087,"25-year-old, female, College or university.",multi_game_demo_source_01508,18-29,female,college/postsecondary
1782,multi_game_llm_fvk2c_demo_profile_00088,"29-year-old, male, Post-graduate degree.",multi_game_demo_source_01011,18-29,male,postgraduate
1784,multi_game_llm_fvk2c_demo_profile_00089,"34-year-old, female, Post-graduate degree.",multi_game_demo_source_02274,30-49,female,postgraduate
1802,multi_game_llm_fvk2c_demo_profile_00090,"35-year-old, female, College or university.",multi_game_demo_source_01171,30-49,female,college/postsecondary
1805,multi_game_llm_fvk2c_demo_profile_00091,"29-year-old, male, College or university.",multi_game_demo_source_00981,18-29,male,college/postsecondary
1807,multi_game_llm_fvk2c_demo_profile_00092,"38-year-old, male, College or university.",multi_game_demo_source_02662,30-49,male,college/postsecondary
1817,multi_game_llm_fvk2c_demo_profile_00093,"48-year-old, female, College or university.",multi_game_demo_source_00789,30-49,female,college/postsecondary
1820,multi_game_llm_fvk2c_demo_profile_00094,"71-year-old, female, College or university.",multi_game_demo_source_00679,65+,female,college/postsecondary
1828,multi_game_llm_fvk2c_demo_profile_00095,"40-year-old, female, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_02135,30-49,female,high school
1831,multi_game_llm_fvk2c_demo_profile_00096,"26-year-old, female, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_01863,18-29,female,high school
1836,multi_game_llm_fvk2c_demo_profile_00097,"29-year-old, female, College or university.",multi_game_demo_source_00146,18-29,female,college/postsecondary
1840,multi_game_llm_fvk2c_demo_profile_00098,"26-year-old, female, College or university.",multi_game_demo_source_00252,18-29,female,college/postsecondary
1842,multi_game_llm_fvk2c_demo_profile_00099,"38-year-old, male, Post-graduate degree.",multi_game_demo_source_01128,30-49,male,postgraduate
185,multi_game_llm_fvk2c_demo_profile_00100,"28-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_02489,18-29,male,high school
1850,multi_game_llm_fvk2c_demo_profile_00101,"39-year-old, female, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_01199,30-49,female,high school
1885,multi_game_llm_fvk2c_demo_profile_00102,"68-year-old, female, Post-graduate degree.",multi_game_demo_source_02353,65+,female,postgraduate
1888,multi_game_llm_fvk2c_demo_profile_00103,"58-year-old, female, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_00946,50-64,female,high school
1910,multi_game_llm_fvk2c_demo_profile_00104,"56-year-old, female, College or university.",multi_game_demo_source_00716,50-64,female,college/postsecondary
1915,multi_game_llm_fvk2c_demo_profile_00105,"30-year-old, female, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_02367,30-49,female,high school
1924,multi_game_llm_fvk2c_demo_profile_00106,"33-year-old, female, Post-graduate degree.",multi_game_demo_source_02620,30-49,female,postgraduate
1934,multi_game_llm_fvk2c_demo_profile_00107,"35-year-old, male, College or university.",multi_game_demo_source_00238,30-49,male,college/postsecondary
1938,multi_game_llm_fvk2c_demo_profile_00108,"32-year-old, female, College or university.",multi_game_demo_source_00176,30-49,female,college/postsecondary
1979,multi_game_llm_fvk2c_demo_profile_00109,"32-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_02007,30-49,male,high school
198,multi_game_llm_fvk2c_demo_profile_00110,"22-year-old, female, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_01005,18-29,female,high school
1980,multi_game_llm_fvk2c_demo_profile_00111,"31-year-old, female, Post-graduate degree.",multi_game_demo_source_01715,30-49,female,postgraduate
2017,multi_game_llm_fvk2c_demo_profile_00112,"77-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_00450,65+,male,high school
2025,multi_game_llm_fvk2c_demo_profile_00113,"60-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_02571,50-64,male,high school
2036,multi_game_llm_fvk2c_demo_profile_00114,"57-year-old, female, College or university.",multi_game_demo_source_01347,50-64,female,college/postsecondary
2049,multi_game_llm_fvk2c_demo_profile_00115,"61-year-old, female, College or university.",multi_game_demo_source_02676,50-64,female,college/postsecondary
205,multi_game_llm_fvk2c_demo_profile_00116,"41-year-old, female, Post-graduate degree.",multi_game_demo_source_02381,30-49,female,postgraduate
2050,multi_game_llm_fvk2c_demo_profile_00117,"49-year-old, female, Secondary school up to age of 16.",multi_game_demo_source_02109,30-49,female,high school
2065,multi_game_llm_fvk2c_demo_profile_00118,"46-year-old, male, Post-graduate degree.",multi_game_demo_source_00690,30-49,male,postgraduate
2066,multi_game_llm_fvk2c_demo_profile_00119,"53-year-old, female, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_02293,50-64,female,high school
2078,multi_game_llm_fvk2c_demo_profile_00120,"20-year-old, male, Prefer not to say.",multi_game_demo_source_00156,18-29,male,
2086,multi_game_llm_fvk2c_demo_profile_00121,"44-year-old, male, College or university.",multi_game_demo_source_01705,30-49,male,college/postsecondary
2089,multi_game_llm_fvk2c_demo_profile_00122,"43-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_01210,30-49,male,high school
2103,multi_game_llm_fvk2c_demo_profile_00123,"54-year-old, male, College or university.",multi_game_demo_source_02979,50-64,male,college/postsecondary
2108,multi_game_llm_fvk2c_demo_profile_00124,"26-year-old, female, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_00594,18-29,female,high school
2120,multi_game_llm_fvk2c_demo_profile_00125,"40-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_02830,30-49,male,high school
2123,multi_game_llm_fvk2c_demo_profile_00126,"60-year-old, female, Secondary school up to age of 16.",multi_game_demo_source_00272,50-64,female,high school
2140,multi_game_llm_fvk2c_demo_profile_00127,"26-year-old, female, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_01863,18-29,female,high school
2145,multi_game_llm_fvk2c_demo_profile_00128,"27-year-old, male, Post-graduate degree.",multi_game_demo_source_01735,18-29,male,postgraduate
2155,multi_game_llm_fvk2c_demo_profile_00129,"40-year-old, male, Post-graduate degree.",multi_game_demo_source_02687,30-49,male,postgraduate
2159,multi_game_llm_fvk2c_demo_profile_00130,"42-year-old, female, College or university.",multi_game_demo_source_00893,30-49,female,college/postsecondary
2166,multi_game_llm_fvk2c_demo_profile_00131,"65-year-old, male, College or university.",multi_game_demo_source_02697,65+,male,college/postsecondary
2178,multi_game_llm_fvk2c_demo_profile_00132,"18-year-old, female, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_02009,18-29,female,high school
218,multi_game_llm_fvk2c_demo_profile_00133,"38-year-old, male, College or university.",multi_game_demo_source_02662,30-49,male,college/postsecondary
2183,multi_game_llm_fvk2c_demo_profile_00134,"50-year-old, male, Secondary school up to age of 16.",multi_game_demo_source_00597,50-64,male,high school
2202,multi_game_llm_fvk2c_demo_profile_00135,"31-year-old, male, College or university.",multi_game_demo_source_02267,30-49,male,college/postsecondary
2219,multi_game_llm_fvk2c_demo_profile_00136,"63-year-old, male, Post-graduate degree.",multi_game_demo_source_02816,50-64,male,postgraduate
2234,multi_game_llm_fvk2c_demo_profile_00137,"29-year-old, female, College or university.",multi_game_demo_source_00146,18-29,female,college/postsecondary
2239,multi_game_llm_fvk2c_demo_profile_00138,"40-year-old, male, College or university.",multi_game_demo_source_01092,30-49,male,college/postsecondary
2241,multi_game_llm_fvk2c_demo_profile_00139,"44-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_01903,30-49,male,high school
2250,multi_game_llm_fvk2c_demo_profile_00140,"27-year-old, female, Post-graduate degree.",multi_game_demo_source_00316,18-29,female,postgraduate
2259,multi_game_llm_fvk2c_demo_profile_00141,"75-year-old, male, College or university.",multi_game_demo_source_01525,65+,male,college/postsecondary
2283,multi_game_llm_fvk2c_demo_profile_00142,"68-year-old, female, College or university.",multi_game_demo_source_01881,65+,female,college/postsecondary
2284,multi_game_llm_fvk2c_demo_profile_00143,"47-year-old, female, College or university.",multi_game_demo_source_02284,30-49,female,college/postsecondary
2302,multi_game_llm_fvk2c_demo_profile_00144,"53-year-old, male, College or university.",multi_game_demo_source_02772,50-64,male,college/postsecondary
2304,multi_game_llm_fvk2c_demo_profile_00145,"26-year-old, male, College or university.",multi_game_demo_source_01225,18-29,male,college/postsecondary
231,multi_game_llm_fvk2c_demo_profile_00146,"33-year-old, male, Secondary school up to age of 16.",multi_game_demo_source_01317,30-49,male,high school
2310,multi_game_llm_fvk2c_demo_profile_00147,"57-year-old, female, Post-graduate degree.",multi_game_demo_source_01418,50-64,female,postgraduate
2317,multi_game_llm_fvk2c_demo_profile_00148,"49-year-old, male, Post-graduate degree.",multi_game_demo_source_02854,30-49,male,postgraduate
2336,multi_game_llm_fvk2c_demo_profile_00149,"26-year-old, female, College or university.",multi_game_demo_source_00586,18-29,female,college/postsecondary
2343,multi_game_llm_fvk2c_demo_profile_00150,"27-year-old, male, Post-graduate degree.",multi_game_demo_source_01495,18-29,male,postgraduate
2346,multi_game_llm_fvk2c_demo_profile_00151,"35-year-old, female, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_00149,30-49,female,high school
2347,multi_game_llm_fvk2c_demo_profile_00152,"34-year-old, female, College or university.",multi_game_demo_source_01272,30-49,female,college/postsecondary
2348,multi_game_llm_fvk2c_demo_profile_00153,"35-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_02826,30-49,male,high school
2352,multi_game_llm_fvk2c_demo_profile_00154,"31-year-old, female, College or university.",multi_game_demo_source_01854,30-49,female,college/postsecondary
2354,multi_game_llm_fvk2c_demo_profile_00155,"31-year-old, female, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_01045,30-49,female,high school
236,multi_game_llm_fvk2c_demo_profile_00156,"32-year-old, female, College or university.",multi_game_demo_source_02975,30-49,female,college/postsecondary
2360,multi_game_llm_fvk2c_demo_profile_00157,"51-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_01805,50-64,male,high school
2371,multi_game_llm_fvk2c_demo_profile_00158,"44-year-old, male, Post-graduate degree.",multi_game_demo_source_02837,30-49,male,postgraduate
2376,multi_game_llm_fvk2c_demo_profile_00159,"63-year-old, female, College or university.",multi_game_demo_source_00049,50-64,female,college/postsecondary
2404,multi_game_llm_fvk2c_demo_profile_00160,"23-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_01376,18-29,male,high school
2406,multi_game_llm_fvk2c_demo_profile_00161,"42-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_02496,30-49,male,high school
2410,multi_game_llm_fvk2c_demo_profile_00162,"41-year-old, female, Post-graduate degree.",multi_game_demo_source_02265,30-49,female,postgraduate
2419,multi_game_llm_fvk2c_demo_profile_00163,"24-year-old, female, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_01218,18-29,female,high school
2436,multi_game_llm_fvk2c_demo_profile_00164,"48-year-old, male, College or university.",multi_game_demo_source_01487,30-49,male,college/postsecondary
2438,multi_game_llm_fvk2c_demo_profile_00165,"41-year-old, male, Post-graduate degree.",multi_game_demo_source_01257,30-49,male,postgraduate
2443,multi_game_llm_fvk2c_demo_profile_00166,"52-year-old, self-described, Post-graduate degree.",multi_game_demo_source_01583,50-64,,postgraduate
2444,multi_game_llm_fvk2c_demo_profile_00167,"53-year-old, male, College or university.",multi_game_demo_source_00689,50-64,male,college/postsecondary
2445,multi_game_llm_fvk2c_demo_profile_00168,"50-year-old, male, Post-graduate degree.",multi_game_demo_source_02349,50-64,male,postgraduate
2448,multi_game_llm_fvk2c_demo_profile_00169,"57-year-old, female, College or university.",multi_game_demo_source_00233,50-64,female,college/postsecondary
2475,multi_game_llm_fvk2c_demo_profile_00170,"51-year-old, female, College or university.",multi_game_demo_source_01240,50-64,female,college/postsecondary
2486,multi_game_llm_fvk2c_demo_profile_00171,"52-year-old, female, College or university.",multi_game_demo_source_00843,50-64,female,college/postsecondary
2508,multi_game_llm_fvk2c_demo_profile_00172,"28-year-old, male, Post-graduate degree.",multi_game_demo_source_02196,18-29,male,postgraduate
2520,multi_game_llm_fvk2c_demo_profile_00173,"49-year-old, male, Post-graduate degree.",multi_game_demo_source_02240,30-49,male,postgraduate
2522,multi_game_llm_fvk2c_demo_profile_00174,"54-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_02126,50-64,male,high school
2540,multi_game_llm_fvk2c_demo_profile_00175,"30-year-old, male, Post-graduate degree.",multi_game_demo_source_02764,30-49,male,postgraduate
2546,multi_game_llm_fvk2c_demo_profile_00176,"31-year-old, male, College or university.",multi_game_demo_source_02786,30-49,male,college/postsecondary
2549,multi_game_llm_fvk2c_demo_profile_00177,"37-year-old, male, Post-graduate degree.",multi_game_demo_source_00552,30-49,male,postgraduate
2557,multi_game_llm_fvk2c_demo_profile_00178,"29-year-old, male, College or university.",multi_game_demo_source_00344,18-29,male,college/postsecondary
257,multi_game_llm_fvk2c_demo_profile_00179,"63-year-old, female, College or university.",multi_game_demo_source_00396,50-64,female,college/postsecondary
2578,multi_game_llm_fvk2c_demo_profile_00180,"29-year-old, female, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_02180,18-29,female,high school
258,multi_game_llm_fvk2c_demo_profile_00181,"29-year-old, male, College or university.",multi_game_demo_source_02901,18-29,male,college/postsecondary
2580,multi_game_llm_fvk2c_demo_profile_00182,"27-year-old, male, Post-graduate degree.",multi_game_demo_source_02773,18-29,male,postgraduate
2588,multi_game_llm_fvk2c_demo_profile_00183,"52-year-old, male, College or university.",multi_game_demo_source_01998,50-64,male,college/postsecondary
2590,multi_game_llm_fvk2c_demo_profile_00184,"59-year-old, male, Secondary school up to age of 16.",multi_game_demo_source_02894,50-64,male,high school
2599,multi_game_llm_fvk2c_demo_profile_00185,"25-year-old, male, College or university.",multi_game_demo_source_02605,18-29,male,college/postsecondary
2644,multi_game_llm_fvk2c_demo_profile_00186,"18-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_00044,18-29,male,high school
2666,multi_game_llm_fvk2c_demo_profile_00187,"38-year-old, female, Post-graduate degree.",multi_game_demo_source_00357,30-49,female,postgraduate
2686,multi_game_llm_fvk2c_demo_profile_00188,"57-year-old, male, Post-graduate degree.",multi_game_demo_source_02582,50-64,male,postgraduate
2693,multi_game_llm_fvk2c_demo_profile_00189,"38-year-old, female, College or university.",multi_game_demo_source_00247,30-49,female,college/postsecondary
2699,multi_game_llm_fvk2c_demo_profile_00190,"28-year-old, male, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_02933,18-29,male,high school
2713,multi_game_llm_fvk2c_demo_profile_00191,"59-year-old, male, Post-graduate degree.",multi_game_demo_source_02474,50-64,male,postgraduate
2718,multi_game_llm_fvk2c_demo_profile_00192,"23-year-old, male, College or university.",multi_game_demo_source_02862,18-29,male,college/postsecondary
2727,multi_game_llm_fvk2c_demo_profile_00193,"60-year-old, female, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_01078,50-64,female,high school
2738,multi_game_llm_fvk2c_demo_profile_00194,"34-year-old, female, Higher or secondary or further education (A-levels, BTEC, etc.).",multi_game_demo_source_00445,30-49,female,high school
