metric_family,metric_scope,metric,distance_kind,n_groups,mean_value,median_value,stderr
mean_alignment_abs_error,scenario,UGProposer_decision_direct_mean,,6,0.7813675213675215,0.8399999999999999,0.13227201974986139
mean_alignment_abs_error,scenario,UGProposer_decision_nonnull_rate,,6,0.16499999999999998,0.0,0.07394818005423348
mean_alignment_abs_error,session,UGProposer_delegated,,4,0.6599999999999999,0.6499999999999999,0.021602468994692862
mean_alignment_abs_error,scenario,UGResponder_decision_direct_mean,,6,1.6939031339031336,1.8399999999999999,0.1545005182605379
mean_alignment_abs_error,scenario,UGResponder_decision_nonnull_rate,,6,0.14250000000000002,0.0,0.06470123646422841
mean_alignment_abs_error,session,UGResponder_delegated,,4,0.57,0.5800000000000001,0.04999999999999998
mean_alignment_abs_error,paper_index_session,delegation_index_mean,,4,0.5071428571428572,0.5157142857142858,0.04193451324816525
mean_alignment_abs_error,paper_index_scenario,equality_index_mean,,6,0.15627350427350434,0.16800000000000026,0.02645440394997227
mean_alignment_abs_error,paper_index_scenario,intentions_index_mean,,6,0.15994940476190475,0.1551666666666667,0.014008718818087004
mean_alignment_abs_error,paper_index_scenario,kindness_index_mean,,6,0.15572706228956235,0.1755555555555557,0.014347247256009688
mean_alignment_abs_error,paper_index_scenario,payoff_index_mean,,6,0.089084435053356,0.09412086640211648,0.009708816435001178
mean_alignment_abs_error,paper_index_scenario,predictability_index_mean,,6,0.281288821472645,0.27461538461538465,0.02179151905047016
mean_alignment_abs_error,paper_index_scenario,prosociality_index_mean,,6,0.13003996430588047,0.13389021164021175,0.01557684605622835
