metric_scope,treatment_name,cell_name,scenario,case,metric,generated_value,human_value,abs_error,generated_n,human_n
paper_index_scenario,TDP,TDP__AI,AI,,intentions_index_mean,0.45133333333333325,0.6013333333333333,0.15000000000000002,50,50
paper_index_scenario,TDP,TDP__AI,AI,,predictability_index_mean,0.84,0.58,0.26,50,50
paper_index_scenario,TDP,TDP__AI,AI,,equality_index_mean,0.9640000000000001,0.9359999999999999,0.028000000000000136,50,50
paper_index_scenario,TDP,TDP__human,human,,payoff_index_mean,0.826952380952381,0.7039047619047618,0.12304761904761918,50,50
paper_index_scenario,TDP,TDP__human,human,,prosociality_index_mean,0.8101111111111112,0.6185555555555556,0.1915555555555556,50,50
paper_index_scenario,TDP,TDP__human,human,,kindness_index_mean,0.9,0.68,0.21999999999999997,50,50
paper_index_scenario,TDP,TDP__human,human,,intentions_index_mean,0.4703333333333333,0.6256666666666667,0.15533333333333338,50,50
paper_index_scenario,TDP,TDP__human,human,,predictability_index_mean,1.0,0.68,0.31999999999999995,50,50
paper_index_scenario,TDP,TDP__human,human,,equality_index_mean,1.1480000000000001,0.956,0.19200000000000017,50,50
paper_index_scenario,TDP,TDP__support,support,,payoff_index_mean,0.8875,0.7448072562358277,0.1426927437641723,8,49
paper_index_scenario,TDP,TDP__support,support,,prosociality_index_mean,0.7666666666666666,0.6651927437641724,0.10147392290249424,5,49
paper_index_scenario,TDP,TDP__support,support,,kindness_index_mean,0.8,0.7159090909090909,0.0840909090909091,5,44
paper_index_scenario,TDP,TDP__support,support,,intentions_index_mean,0.5,0.6358333333333334,0.13583333333333336,2,40
paper_index_scenario,TDP,TDP__support,support,,predictability_index_mean,1.0,0.75,0.25,8,24
paper_index_scenario,TDU,TDU__AI,AI,,payoff_index_mean,0.5197142857142857,0.5846666666666667,0.06495238095238098,50,50
paper_index_scenario,TDU,TDU__AI,AI,,prosociality_index_mean,0.447,0.5107777777777777,0.06377777777777766,50,50
paper_index_scenario,TDU,TDU__AI,AI,,kindness_index_mean,0.3666666666666667,0.58,0.21333333333333326,50,50
paper_index_scenario,TDU,TDU__AI,AI,,intentions_index_mean,0.469,0.5203333333333334,0.05133333333333345,50,50
paper_index_scenario,TDU,TDU__AI,AI,,predictability_index_mean,0.66,0.58,0.08000000000000007,50,50
paper_index_scenario,TDU,TDU__AI,AI,,equality_index_mean,0.94,0.732,0.20799999999999996,50,50
paper_index_scenario,TDU,TDU__human,human,,payoff_index_mean,0.8121904761904762,0.6704761904761906,0.14171428571428568,50,50
paper_index_scenario,TDU,TDU__human,human,,prosociality_index_mean,0.7768888888888889,0.5842222222222222,0.19266666666666665,50,50
paper_index_scenario,TDU,TDU__human,human,,kindness_index_mean,0.86,0.6866666666666665,0.17333333333333345,50,50
paper_index_scenario,TDU,TDU__human,human,,intentions_index_mean,0.48266666666666663,0.5786666666666667,0.09600000000000003,50,50
paper_index_scenario,TDU,TDU__human,human,,predictability_index_mean,1.0,0.62,0.38,50,50
paper_index_scenario,TDU,TDU__human,human,,equality_index_mean,1.14,0.8559999999999998,0.28400000000000014,50,50
paper_index_scenario,TDU,TDU__support,support,,payoff_index_mean,0.8164880952380952,0.7148326432022085,0.10165545203588666,12,46
paper_index_scenario,TDU,TDU__support,support,,prosociality_index_mean,0.756060606060606,0.6479347826086955,0.10812582345191046,11,46
paper_index_scenario,TDU,TDU__support,support,,kindness_index_mean,0.9393939393939394,0.6962962962962962,0.24309764309764326,11,45
paper_index_scenario,TDU,TDU__support,support,,intentions_index_mean,0.48666666666666664,0.5791666666666667,0.09250000000000008,10,36
paper_index_scenario,TDU,TDU__support,support,,predictability_index_mean,1.0,0.7307692307692307,0.2692307692307693,10,26
paper_index_scenario,TDU,TDU__support,support,,equality_index_mean,1.2,0.9444444444444442,0.25555555555555576,3,36
paper_index_scenario,TRP,TRP__AI,AI,,payoff_index_mean,0.5426666666666666,0.6461904761904762,0.10352380952380957,50,50
paper_index_scenario,TRP,TRP__AI,AI,,prosociality_index_mean,0.5051111111111112,0.5538888888888889,0.0487777777777777,50,50
paper_index_scenario,TRP,TRP__AI,AI,,kindness_index_mean,0.4133333333333333,0.6,0.1866666666666667,50,50
paper_index_scenario,TRP,TRP__AI,AI,,intentions_index_mean,0.3553333333333334,0.6016666666666667,0.2463333333333333,50,50
paper_index_scenario,TRP,TRP__AI,AI,,predictability_index_mean,0.92,0.56,0.36,50,50
paper_index_scenario,TRP,TRP__AI,AI,,equality_index_mean,0.9279999999999998,0.96,0.03200000000000014,50,50
paper_index_scenario,TRP,TRP__human,human,,payoff_index_mean,0.7538095238095238,0.730857142857143,0.022952380952380835,50,50
paper_index_scenario,TRP,TRP__human,human,,prosociality_index_mean,0.7474444444444446,0.616,0.13144444444444459,50,50
paper_index_scenario,TRP,TRP__human,human,,kindness_index_mean,0.8066666666666665,0.7133333333333334,0.09333333333333316,50,50
paper_index_scenario,TRP,TRP__human,human,,intentions_index_mean,0.3963333333333334,0.6099999999999999,0.21366666666666645,50,50
paper_index_scenario,TRP,TRP__human,human,,predictability_index_mean,1.0,0.78,0.21999999999999997,50,50
paper_index_scenario,TRP,TRP__human,human,,equality_index_mean,1.064,0.9760000000000001,0.08799999999999997,50,50
paper_index_scenario,TRP,TRP__support,support,,payoff_index_mean,0.8225714285714285,0.7439047619047621,0.07866666666666644,50,50
paper_index_scenario,TRP,TRP__support,support,,prosociality_index_mean,0.8103333333333333,0.6258888888888889,0.1844444444444444,50,50
paper_index_scenario,TRP,TRP__support,support,,kindness_index_mean,0.8733333333333333,0.72,0.15333333333333332,50,50
paper_index_scenario,TRP,TRP__support,support,,intentions_index_mean,0.449,0.6196666666666666,0.17066666666666658,50,50
paper_index_scenario,TRP,TRP__support,support,,predictability_index_mean,1.0,0.82,0.18000000000000005,50,50
paper_index_scenario,TRP,TRP__support,support,,equality_index_mean,1.2399999999999998,0.9880000000000001,0.25199999999999967,50,50
paper_index_scenario,TRU,TRU__AI,AI,,payoff_index_mean,0.5833333333333334,0.6442857142857144,0.06095238095238098,50,50
paper_index_scenario,TRU,TRU__AI,AI,,prosociality_index_mean,0.5825555555555556,0.5436666666666666,0.03888888888888897,50,50
paper_index_scenario,TRU,TRU__AI,AI,,kindness_index_mean,0.52,0.6066666666666667,0.08666666666666667,50,50
paper_index_scenario,TRU,TRU__AI,AI,,intentions_index_mean,0.3436666666666667,0.597,0.2533333333333333,50,50
paper_index_scenario,TRU,TRU__AI,AI,,predictability_index_mean,0.86,0.6,0.26,50,50
paper_index_scenario,TRU,TRU__AI,AI,,equality_index_mean,0.9760000000000001,0.8959999999999999,0.08000000000000018,50,50
paper_index_scenario,TRU,TRU__human,human,,payoff_index_mean,0.8083809523809523,0.7092380952380951,0.0991428571428572,50,50
paper_index_scenario,TRU,TRU__human,human,,prosociality_index_mean,0.803111111111111,0.5994444444444444,0.20366666666666655,50,50
paper_index_scenario,TRU,TRU__human,human,,kindness_index_mean,0.88,0.6866666666666665,0.19333333333333347,50,50
paper_index_scenario,TRU,TRU__human,human,,intentions_index_mean,0.43333333333333335,0.6203333333333334,0.18700000000000006,50,50
paper_index_scenario,TRU,TRU__human,human,,predictability_index_mean,1.0,0.68,0.31999999999999995,50,50
paper_index_scenario,TRU,TRU__human,human,,equality_index_mean,1.1520000000000001,0.9839999999999999,0.16800000000000026,50,50
paper_index_scenario,TRU,TRU__support,support,,payoff_index_mean,0.8229523809523809,0.7049523809523809,0.118,50,50
paper_index_scenario,TRU,TRU__support,support,,prosociality_index_mean,0.8174444444444443,0.6064444444444443,0.21099999999999997,50,50
paper_index_scenario,TRU,TRU__support,support,,kindness_index_mean,0.8933333333333333,0.6999999999999998,0.19333333333333347,50,50
paper_index_scenario,TRU,TRU__support,support,,intentions_index_mean,0.44233333333333336,0.5973333333333334,0.15500000000000003,50,50
paper_index_scenario,TRU,TRU__support,support,,predictability_index_mean,1.0,0.72,0.28,50,50
paper_index_scenario,TRU,TRU__support,support,,equality_index_mean,1.196,0.92,0.2759999999999999,50,50
