simbench_row_id,simbench_split_baseline,dataset_name_baseline,group_size_baseline,option_count_baseline,expected_request_count_baseline,completed_request_count_baseline,missing_request_count_baseline,full_request_success_count_baseline,full_request_failure_count_baseline,valid_prediction_count_baseline,invalid_or_missing_prediction_count_baseline,completion_rate_baseline,parse_success_rate_baseline,full_request_success_rate_baseline,valid_prediction_rate_baseline,evaluated_baseline,predicted_distribution_json_baseline,gold_distribution_json_baseline,predicted_modal_label_baseline,gold_modal_label_baseline,modal_match_baseline,predicted_entropy_baseline,gold_entropy_baseline,uniform_baseline_tvd_baseline,dataset_uniform_baseline_tvd_mean_baseline,tvd_baseline,jsd_baseline,simbench_score_raw_baseline,simbench_score_baseline,simbench_split_persona_summary,dataset_name_persona_summary,group_size_persona_summary,option_count_persona_summary,expected_request_count_persona_summary,completed_request_count_persona_summary,missing_request_count_persona_summary,full_request_success_count_persona_summary,full_request_failure_count_persona_summary,valid_prediction_count_persona_summary,invalid_or_missing_prediction_count_persona_summary,completion_rate_persona_summary,parse_success_rate_persona_summary,full_request_success_rate_persona_summary,valid_prediction_rate_persona_summary,evaluated_persona_summary,predicted_distribution_json_persona_summary,gold_distribution_json_persona_summary,predicted_modal_label_persona_summary,gold_modal_label_persona_summary,modal_match_persona_summary,predicted_entropy_persona_summary,gold_entropy_persona_summary,uniform_baseline_tvd_persona_summary,dataset_uniform_baseline_tvd_mean_persona_summary,tvd_persona_summary,jsd_persona_summary,simbench_score_raw_persona_summary,simbench_score_persona_summary
simbenchpop_000010,SimBenchPop,WisdomOfCrowds,515,5,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.7, ""B"": 0.1, ""C"": 0.05, ""D"": 0.05, ""E"": 0.1}","{""A"": 0.2912621359223301, ""B"": 0.003883495145631068, ""C"": 0.5029126213592233, ""D"": 0.017475728155339806, ""E"": 0.18446601941747573}",A,C,0.0,1.0097627067113208,1.1090341193941908,0.3941747572815534,0.5574116514549817,0.5373786407766991,0.1892993981320862,0.0359393468471489,3.5939346847148945,SimBenchPop,WisdomOfCrowds,515,5,64,64,0,14,50,64,0,1.0,0.21875,0.21875,1.0,True,"{""A"": 0.39578125000000003, ""B"": 0.054531249999999955, ""C"": 0.053124999999999985, ""D"": 0.049687499999999975, ""E"": 0.44687500000000013}","{""A"": 0.2912621359223301, ""B"": 0.003883495145631068, ""C"": 0.5029126213592233, ""D"": 0.017475728155339806, ""E"": 0.18446601941747573}",E,C,0,1.1905143179536684,1.1090341193941908,0.3941747572815534,0.5574116514549817,0.4497876213592234,0.1543167711106169,0.1930781852421511,19.307818524215115
simbenchpop_000011,SimBenchPop,WisdomOfCrowds,516,4,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.1, ""B"": 0.05, ""C"": 0.75, ""D"": 0.1}","{""A"": 0.05813953488372093, ""B"": 0.01744186046511628, ""C"": 0.7810077519379846, ""D"": 0.1434108527131783}",C,C,1.0,0.8260651866153443,0.7075734437615774,0.5310077519379846,0.5574116514549817,0.0744186046511628,0.0090047637429292,0.8664925563415979,86.6492556341598,SimBenchPop,WisdomOfCrowds,516,4,64,64,0,14,50,64,0,1.0,0.21875,0.21875,1.0,True,"{""A"": 0.08985650510204077, ""B"": 0.06111154001074112, ""C"": 0.7771391648764769, ""D"": 0.07189279001074111}","{""A"": 0.05813953488372093, ""B"": 0.01744186046511628, ""C"": 0.7810077519379846, ""D"": 0.1434108527131783}",C,C,1,0.772531152052317,0.7075734437615774,0.5310077519379846,0.5574116514549817,0.0753866497639447,0.0141968830032834,0.8647558773355974,86.47558773355975
simbenchpop_000012,SimBenchPop,WisdomOfCrowds,512,4,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.2, ""B"": 0.1, ""C"": 0.6, ""D"": 0.1}","{""A"": 0.01953125, ""B"": 0.025390625, ""C"": 0.88671875, ""D"": 0.068359375}",C,C,1.0,1.0888999753452235,0.4601537214460666,0.63671875,0.5574116514549817,0.28671875,0.0704132186340017,0.4856247635807513,48.56247635807514,SimBenchPop,WisdomOfCrowds,512,4,64,64,0,14,50,64,0,1.0,0.21875,0.21875,1.0,True,"{""A"": 0.0906661184210526, ""B"": 0.07046874999999997, ""C"": 0.7034621710526318, ""D"": 0.1354029605263157}","{""A"": 0.01953125, ""B"": 0.025390625, ""C"": 0.88671875, ""D"": 0.068359375}",C,C,1,0.9227497574289362,0.4601537214460666,0.63671875,0.5574116514549817,0.1832565789473682,0.0288753461620372,0.671236547587365,67.12365475873649
simbenchpop_000013,SimBenchPop,WisdomOfCrowds,518,4,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.6000000000000001, ""B"": 0.10000000000000002, ""C"": 0.20000000000000004, ""D"": 0.10000000000000002}","{""A"": 0.03088803088803089, ""B"": 0.11776061776061778, ""C"": 0.8455598455598455, ""D"": 0.005791505791505791}",A,C,0.0,1.0888999753452235,0.5309936884345869,0.5955598455598455,0.5574116514549817,0.6633204633204632,0.2900028064542534,-0.1900010729754813,-19.00010729754813,SimBenchPop,WisdomOfCrowds,518,4,64,64,0,14,50,64,0,1.0,0.21875,0.21875,1.0,True,"{""A"": 0.10261904761904758, ""B"": 0.2239136904761904, ""C"": 0.573467261904762, ""D"": 0.1}","{""A"": 0.03088803088803089, ""B"": 0.11776061776061778, ""C"": 0.8455598455598455, ""D"": 0.005791505791505791}",C,C,1,1.117859191527122,0.5309936884345869,0.5955598455598455,0.5574116514549817,0.2720925836550835,0.0571066949928466,0.5118641977704362,51.186419777043625
simbenchpop_000014,SimBenchPop,WisdomOfCrowds,517,4,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.75, ""B"": 0.05, ""C"": 0.05, ""D"": 0.15}","{""A"": 0.14313346228239845, ""B"": 0.0, ""C"": 0.8297872340425532, ""D"": 0.027079303675048357}",A,C,0.0,0.799902779427117,0.5308037299594128,0.5797872340425532,0.5574116514549817,0.7797872340425531,0.362773417924938,-0.3989431903820388,-39.89431903820388,SimBenchPop,WisdomOfCrowds,517,4,64,64,0,14,50,64,0,1.0,0.21875,0.21875,1.0,True,"{""A"": 0.5313541666666667, ""B"": 0.06001736111111105, ""C"": 0.109704861111111, ""D"": 0.2989236111111111}","{""A"": 0.14313346228239845, ""B"": 0.0, ""C"": 0.8297872340425532, ""D"": 0.027079303675048357}",A,C,0,1.1082393278209397,0.5308037299594128,0.5797872340425532,0.5574116514549817,0.7200823729314422,0.3028706068475628,-0.2918322949508676,-29.18322949508676
simbenchpop_000015,SimBenchPop,WisdomOfCrowds,510,4,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.25, ""B"": 0.65, ""C"": 0.05, ""D"": 0.05}","{""A"": 0.050980392156862744, ""B"": 0.8098039215686275, ""C"": 0.12156862745098039, ""D"": 0.01764705882352941}",B,B,1.0,0.926155713095467,0.649995590521731,0.5598039215686275,0.5574116514549817,0.2313725490196078,0.0519633853092784,0.5849161953904829,58.49161953904829,SimBenchPop,WisdomOfCrowds,510,4,64,64,0,14,50,64,0,1.0,0.21875,0.21875,1.0,True,"{""A"": 0.24454081632653055, ""B"": 0.47950573979591854, ""C"": 0.17219706632653062, ""D"": 0.10375637755102038}","{""A"": 0.050980392156862744, ""B"": 0.8098039215686275, ""C"": 0.12156862745098039, ""D"": 0.01764705882352941}",B,B,1,1.234837525241727,0.649995590521731,0.5598039215686275,0.5574116514549817,0.3302981817727089,0.0749670327696606,0.4074429895561937,40.74429895561937
simbenchpop_000016,SimBenchPop,WisdomOfCrowds,518,4,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.05, ""B"": 0.05, ""C"": 0.1, ""D"": 0.8}","{""A"": 0.0250965250965251, ""B"": 0.8899613899613901, ""C"": 0.009652509652509654, ""D"": 0.0752895752895753}",D,B,0.0,0.7083465777061715,0.4357533634377037,0.63996138996139,0.5574116514549817,0.83996138996139,0.4268930915432074,-0.5068960036427008,-50.689600364270085,SimBenchPop,WisdomOfCrowds,518,4,64,64,0,14,50,64,0,1.0,0.21875,0.21875,1.0,True,"{""A"": 0.1624245882563552, ""B"": 0.21052995211242395, ""C"": 0.07149713942594582, ""D"": 0.5555483202052751}","{""A"": 0.0250965250965251, ""B"": 0.8899613899613901, ""C"": 0.009652509652509654, ""D"": 0.0752895752895753}",D,B,0,1.138413476870423,0.4357533634377037,0.63996138996139,0.5574116514549817,0.6794314378489661,0.2575339993265246,-0.2189042623624437,-21.890426236244377
simbenchpop_000017,SimBenchPop,WisdomOfCrowds,516,4,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.65, ""B"": 0.2, ""C"": 0.1, ""D"": 0.05}","{""A"": 0.5290697674418605, ""B"": 0.046511627906976744, ""C"": 0.41472868217054265, ""D"": 0.009689922480620155}",A,A,1.0,0.9819416009240194,0.8894688802282847,0.4437984496124031,0.5574116514549817,0.3147286821705426,0.0879715179652604,0.4353747695280082,43.53747695280082,SimBenchPop,WisdomOfCrowds,516,4,64,64,0,14,50,64,0,1.0,0.21875,0.21875,1.0,True,"{""A"": 0.4001562500000002, ""B"": 0.13203124999999996, ""C"": 0.4114062499999999, ""D"": 0.056406250000000005}","{""A"": 0.5290697674418605, ""B"": 0.046511627906976744, ""C"": 0.41472868217054265, ""D"": 0.009689922480620155}",C,A,0,1.16140728906874,0.8894688802282847,0.4437984496124031,0.5574116514549817,0.132235949612403,0.0242959551145567,0.7627678767258728,76.27678767258728
simbenchpop_000018,SimBenchPop,WisdomOfCrowds,513,4,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.1, ""B"": 0.05, ""C"": 0.05, ""D"": 0.8}","{""A"": 0.05068226120857701, ""B"": 0.0038986354775828462, ""C"": 0.027290448343079924, ""D"": 0.9181286549707602}",D,D,1.0,0.7083465777061715,0.3494731760752046,0.6681286549707602,0.5574116514549817,0.1181286549707602,0.0195187214234478,0.7880764518244007,78.80764518244007,SimBenchPop,WisdomOfCrowds,513,4,64,64,0,14,50,64,0,1.0,0.21875,0.21875,1.0,True,"{""A"": 0.06109374999999994, ""B"": 0.05796874999999995, ""C"": 0.06156249999999995, ""D"": 0.8193750000000002}","{""A"": 0.05068226120857701, ""B"": 0.0038986354775828462, ""C"": 0.027290448343079924, ""D"": 0.9181286549707602}",D,D,1,0.6707129527829861,0.3494731760752046,0.6681286549707602,0.5574116514549817,0.09875365497076,0.019205242679561,0.8228353233862467,82.28353233862467
simbenchpop_000019,SimBenchPop,WisdomOfCrowds,514,4,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.7000000000000001, ""B"": 0.10000000000000002, ""C"": 0.10000000000000002, ""D"": 0.10000000000000002}","{""A"": 0.311284046692607, ""B"": 0.5019455252918288, ""C"": 0.1828793774319066, ""D"": 0.0038910505836575876}",A,B,0.0,0.9404479886553264,1.041547414790399,0.3132295719844358,0.5574116514549817,0.4848249027237354,0.1454729040357837,0.1302210826447151,13.02210826447151,SimBenchPop,WisdomOfCrowds,514,4,64,64,0,14,50,64,0,1.0,0.21875,0.21875,1.0,True,"{""A"": 0.5782812500000001, ""B"": 0.2437499999999999, ""C"": 0.08156249999999997, ""D"": 0.09640625000000001}","{""A"": 0.311284046692607, ""B"": 0.5019455252918288, ""C"": 0.1828793774319066, ""D"": 0.003891050583657587}",A,B,0,1.0907412422906515,1.041547414790399,0.3132295719844358,0.5574116514549817,0.3595124027237355,0.0796542392001171,0.3550324938753619,35.503249387536194
simbenchpop_000020,SimBenchPop,WisdomOfCrowds,515,6,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.05, ""B"": 0.15, ""C"": 0.45, ""D"": 0.25, ""E"": 0.1, ""F"": 0.0}","{""A"": 0.08737864077669903, ""B"": 0.3262135922330097, ""C"": 0.4349514563106796, ""D"": 0.10485436893203884, ""E"": 0.04271844660194175, ""F"": 0.003883495145631068}",C,C,1.0,1.3705151742879562,1.3332371083444847,0.427831715210356,0.5574116514549817,0.2174757281553398,0.0418792514851284,0.6098471792118543,60.98471792118543,SimBenchPop,WisdomOfCrowds,515,6,64,64,0,14,50,64,0,1.0,0.21875,0.21875,1.0,True,"{""A"": 0.09249999999999997, ""B"": 0.22578125000000004, ""C"": 0.32890625, ""D"": 0.2003125, ""E"": 0.09999999999999999, ""F"": 0.05249999999999995}","{""A"": 0.08737864077669903, ""B"": 0.3262135922330097, ""C"": 0.4349514563106796, ""D"": 0.10485436893203884, ""E"": 0.04271844660194175, ""F"": 0.003883495145631068}",C,C,1,1.6289944212101957,1.3332371083444847,0.427831715210356,0.5574116514549817,0.2064775485436892,0.0343000259254378,0.6295779824394916,62.95779824394915
simbenchpop_000021,SimBenchPop,WisdomOfCrowds,516,6,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.02, ""B"": 0.03, ""C"": 0.15, ""D"": 0.3, ""E"": 0.4, ""F"": 0.1}","{""A"": 0.03294573643410853, ""B"": 0.21899224806201553, ""C"": 0.13178294573643412, ""D"": 0.1996124031007752, ""E"": 0.34689922480620156, ""F"": 0.06976744186046512}",E,E,1.0,1.425971838107892,1.58678156948739,0.2655038759689922,0.5574116514549817,0.201937984496124,0.0489621266568681,0.6377219888227736,63.772198882277365,SimBenchPop,WisdomOfCrowds,516,6,64,64,0,14,50,64,0,1.0,0.21875,0.21875,1.0,True,"{""A"": 0.06187499999999998, ""B"": 0.16187499999999994, ""C"": 0.29062500000000013, ""D"": 0.25187500000000007, ""E"": 0.16109374999999995, ""F"": 0.07265624999999995}","{""A"": 0.03294573643410853, ""B"": 0.21899224806201553, ""C"": 0.13178294573643412, ""D"": 0.1996124031007752, ""E"": 0.34689922480620156, ""F"": 0.06976744186046512}",C,E,0,1.6579871930389969,1.58678156948739,0.2655038759689922,0.5574116514549817,0.2429227228682172,0.0386192411433266,0.5641951110384416,56.41951110384416
simbenchpop_000022,SimBenchPop,WisdomOfCrowds,515,6,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,True,"{""A"": 0.05, ""B"": 0.3, ""C"": 0.4, ""D"": 0.15, ""E"": 0.1, ""F"": 0.0}","{""A"": 0.20582524271844663, ""B"": 0.6019417475728155, ""C"": 0.0854368932038835, ""D"": 0.06601941747572816, ""E"": 0.03495145631067961, ""F"": 0.005825242718446601}",C,B,0.0,1.392321254757429,1.167691004679431,0.4744336569579288,0.5574116514549817,0.4635922330097087,0.1251188001913176,0.1683126253288411,16.831262532884118,SimBenchPop,WisdomOfCrowds,515,6,64,64,0,14,50,64,0,1.0,0.21875,0.21875,1.0,True,"{""A"": 0.15343749999999998, ""B"": 0.30968749999999995, ""C"": 0.30546875000000007, ""D"": 0.13312500000000002, ""E"": 0.06281249999999997, ""F"": 0.03546875}","{""A"": 0.20582524271844663, ""B"": 0.6019417475728155, ""C"": 0.0854368932038835, ""D"": 0.06601941747572816, ""E"": 0.03495145631067961, ""F"": 0.005825242718446601}",B,B,1,1.5735995042309363,1.167691004679431,0.4744336569579288,0.5574116514549817,0.3446419902912622,0.0722955967907101,0.3817101070785625,38.171010707856254
