custom_id,estimated_input_chars,estimated_input_tokens_char4
persona_chip_match__pid_222__record_chip4__cohort_05_m7xlsd__game_1__p001__g035,18429,4607
persona_chip_match__pid_222__record_chip4__cohort_05_m89542__game_1__p001__g036,18603,4651
persona_chip_match__pid_222__record_chip4__cohort_05_m898xg__game_1__p001__g037,18598,4650
persona_chip_match__pid_222__record_chip4__cohort_06_m89b9z__game_1__p001__g038,18423,4606
persona_chip_match__pid_222__record_chip4__cohort_06_m8acrp__game_1__p001__g039,18772,4693
persona_chip_match__pid_222__record_chip4__cohort_07_m8ad4g__game_1__p001__g040,18985,4746
persona_chip_match__pid_222__record_chip4__cohort_01_m898xg__game_2_alt_profile__p001__g041,18230,4558
persona_chip_match__pid_222__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p001__g042,18684,4671
persona_chip_match__pid_222__record_chip4__cohort_02_m89542__game_2_alt_profile__p001__g043,18379,4595
persona_chip_match__pid_222__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p001__g044,18457,4614
persona_chip_match__pid_222__record_chip4__cohort_03_m898xg__game_2_alt_profile__p001__g045,18621,4655
persona_chip_match__pid_222__record_chip4__cohort_04_m89542__game_2_alt_profile__p001__g046,18719,4680
persona_chip_match__pid_222__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p001__g047,18580,4645
persona_chip_match__pid_222__record_chip4__cohort_05_m898xg__game_2_alt_profile__p001__g048,18963,4741
persona_chip_match__pid_1096__record_chip2__cohort_01_m7xia7__game_1__p002__g001,18274,4568
persona_chip_match__pid_1096__record_chip2__cohort_02_m7xiz2__game_1__p002__g002,18635,4659
persona_chip_match__pid_1096__record_chip2__cohort_03_m8aexq__game_1__p002__g003,18689,4672
persona_chip_match__pid_1096__record_chip2__cohort_05_m7xjzy__game_1__p002__g004,18633,4658
persona_chip_match__pid_1096__record_chip2__cohort_07_m8ag8i__game_1__p002__g005,18797,4699
persona_chip_match__pid_1096__record_chip2__cohort_12_m8agmu__game_1__p002__g006,18758,4690
persona_chip_match__pid_1096__record_chip2__cohort_14_m8agmu__game_1__p002__g007,18752,4688
persona_chip_match__pid_1096__record_chip2__cohort_15_m8agmu__game_1__p002__g008,18815,4704
persona_chip_match__pid_1096__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p002__g009,18539,4635
persona_chip_match__pid_1096__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p002__g010,18641,4660
persona_chip_match__pid_1096__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p002__g011,18772,4693
persona_chip_match__pid_1096__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p002__g012,18981,4745
persona_chip_match__pid_1096__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p002__g013,18735,4684
persona_chip_match__pid_1096__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p002__g014,18564,4641
persona_chip_match__pid_1096__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p002__g015,18496,4624
persona_chip_match__pid_1096__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p002__g016,18540,4635
persona_chip_match__pid_1096__record_chip3__cohort_01_m8aiq8__game_1__p002__g017,18700,4675
persona_chip_match__pid_1096__record_chip3__cohort_05_m8aiq8__game_1__p002__g018,18657,4664
persona_chip_match__pid_1096__record_chip3__g11_m5wp7b__game_1__p002__g019,19087,4772
persona_chip_match__pid_1096__record_chip3__g17_m5wp8w__game_1__p002__g020,18759,4690
persona_chip_match__pid_1096__record_chip3__g20_m5wq93__game_1__p002__g021,18830,4708
persona_chip_match__pid_1096__record_chip3__g6_m5wp77__game_1__p002__g022,18822,4706
persona_chip_match__pid_1096__record_chip3__g7_m5wp78__game_1__p002__g023,19136,4784
persona_chip_match__pid_1096__record_chip3__g9_m5wp79__game_1__p002__g024,18723,4681
persona_chip_match__pid_1096__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p002__g025,18489,4622
persona_chip_match__pid_1096__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p002__g026,18675,4669
persona_chip_match__pid_1096__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p002__g027,18553,4638
persona_chip_match__pid_1096__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p002__g028,18783,4696
persona_chip_match__pid_1096__record_chip3__g12_m5wp8p__game_2_alt_profile__p002__g029,18575,4644
persona_chip_match__pid_1096__record_chip3__g13_m5wp8q__game_2_alt_profile__p002__g030,19187,4797
persona_chip_match__pid_1096__record_chip3__g3_m5wp6q__game_2_alt_profile__p002__g031,19025,4756
persona_chip_match__pid_1096__record_chip3__g7_m5wp78__game_2_alt_profile__p002__g032,19237,4809
persona_chip_match__pid_1096__record_chip4__cohort_02_m89542__game_1__p002__g033,18743,4686
persona_chip_match__pid_1096__record_chip4__cohort_04_m8aboy__game_1__p002__g034,18886,4722
persona_chip_match__pid_1096__record_chip4__cohort_05_m7xlsd__game_1__p002__g035,18805,4701
persona_chip_match__pid_1096__record_chip4__cohort_05_m89542__game_1__p002__g036,18979,4745
persona_chip_match__pid_1096__record_chip4__cohort_05_m898xg__game_1__p002__g037,18974,4744
persona_chip_match__pid_1096__record_chip4__cohort_06_m89b9z__game_1__p002__g038,18799,4700
persona_chip_match__pid_1096__record_chip4__cohort_06_m8acrp__game_1__p002__g039,19148,4787
persona_chip_match__pid_1096__record_chip4__cohort_07_m8ad4g__game_1__p002__g040,19361,4840
persona_chip_match__pid_1096__record_chip4__cohort_01_m898xg__game_2_alt_profile__p002__g041,18606,4652
persona_chip_match__pid_1096__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p002__g042,19060,4765
persona_chip_match__pid_1096__record_chip4__cohort_02_m89542__game_2_alt_profile__p002__g043,18755,4689
persona_chip_match__pid_1096__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p002__g044,18833,4708
persona_chip_match__pid_1096__record_chip4__cohort_03_m898xg__game_2_alt_profile__p002__g045,18997,4749
persona_chip_match__pid_1096__record_chip4__cohort_04_m89542__game_2_alt_profile__p002__g046,19095,4774
persona_chip_match__pid_1096__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p002__g047,18956,4739
persona_chip_match__pid_1096__record_chip4__cohort_05_m898xg__game_2_alt_profile__p002__g048,19339,4835
persona_chip_match__pid_2004__record_chip2__cohort_01_m7xia7__game_1__p003__g001,17316,4329
persona_chip_match__pid_2004__record_chip2__cohort_02_m7xiz2__game_1__p003__g002,17677,4419
persona_chip_match__pid_2004__record_chip2__cohort_03_m8aexq__game_1__p003__g003,17731,4433
persona_chip_match__pid_2004__record_chip2__cohort_05_m7xjzy__game_1__p003__g004,17675,4419
persona_chip_match__pid_2004__record_chip2__cohort_07_m8ag8i__game_1__p003__g005,17839,4460
persona_chip_match__pid_2004__record_chip2__cohort_12_m8agmu__game_1__p003__g006,17800,4450
persona_chip_match__pid_2004__record_chip2__cohort_14_m8agmu__game_1__p003__g007,17794,4448
persona_chip_match__pid_2004__record_chip2__cohort_15_m8agmu__game_1__p003__g008,17857,4464
persona_chip_match__pid_2004__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p003__g009,17581,4395
persona_chip_match__pid_2004__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p003__g010,17683,4421
persona_chip_match__pid_2004__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p003__g011,17814,4454
persona_chip_match__pid_2004__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p003__g012,18023,4506
persona_chip_match__pid_2004__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p003__g013,17777,4444
persona_chip_match__pid_2004__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p003__g014,17606,4402
persona_chip_match__pid_2004__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p003__g015,17538,4384
persona_chip_match__pid_2004__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p003__g016,17582,4396
persona_chip_match__pid_2004__record_chip3__cohort_01_m8aiq8__game_1__p003__g017,17742,4436
persona_chip_match__pid_2004__record_chip3__cohort_05_m8aiq8__game_1__p003__g018,17699,4425
persona_chip_match__pid_2004__record_chip3__g11_m5wp7b__game_1__p003__g019,18129,4532
persona_chip_match__pid_2004__record_chip3__g17_m5wp8w__game_1__p003__g020,17801,4450
persona_chip_match__pid_2004__record_chip3__g20_m5wq93__game_1__p003__g021,17872,4468
persona_chip_match__pid_2004__record_chip3__g6_m5wp77__game_1__p003__g022,17864,4466
persona_chip_match__pid_2004__record_chip3__g7_m5wp78__game_1__p003__g023,18178,4544
persona_chip_match__pid_2004__record_chip3__g9_m5wp79__game_1__p003__g024,17765,4441
persona_chip_match__pid_2004__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p003__g025,17531,4383
persona_chip_match__pid_2004__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p003__g026,17717,4429
persona_chip_match__pid_2004__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p003__g027,17595,4399
persona_chip_match__pid_2004__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p003__g028,17825,4456
persona_chip_match__pid_2004__record_chip3__g12_m5wp8p__game_2_alt_profile__p003__g029,17617,4404
persona_chip_match__pid_2004__record_chip3__g13_m5wp8q__game_2_alt_profile__p003__g030,18229,4557
persona_chip_match__pid_2004__record_chip3__g3_m5wp6q__game_2_alt_profile__p003__g031,18067,4517
persona_chip_match__pid_2004__record_chip3__g7_m5wp78__game_2_alt_profile__p003__g032,18279,4570
persona_chip_match__pid_2004__record_chip4__cohort_02_m89542__game_1__p003__g033,17785,4446
persona_chip_match__pid_2004__record_chip4__cohort_04_m8aboy__game_1__p003__g034,17928,4482
persona_chip_match__pid_2004__record_chip4__cohort_05_m7xlsd__game_1__p003__g035,17847,4462
persona_chip_match__pid_2004__record_chip4__cohort_05_m89542__game_1__p003__g036,18021,4505
persona_chip_match__pid_2004__record_chip4__cohort_05_m898xg__game_1__p003__g037,18016,4504
persona_chip_match__pid_2004__record_chip4__cohort_06_m89b9z__game_1__p003__g038,17841,4460
persona_chip_match__pid_2004__record_chip4__cohort_06_m8acrp__game_1__p003__g039,18190,4548
persona_chip_match__pid_2004__record_chip4__cohort_07_m8ad4g__game_1__p003__g040,18403,4601
persona_chip_match__pid_2004__record_chip4__cohort_01_m898xg__game_2_alt_profile__p003__g041,17648,4412
persona_chip_match__pid_2004__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p003__g042,18102,4526
persona_chip_match__pid_2004__record_chip4__cohort_02_m89542__game_2_alt_profile__p003__g043,17797,4449
persona_chip_match__pid_2004__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p003__g044,17875,4469
persona_chip_match__pid_2004__record_chip4__cohort_03_m898xg__game_2_alt_profile__p003__g045,18039,4510
persona_chip_match__pid_2004__record_chip4__cohort_04_m89542__game_2_alt_profile__p003__g046,18137,4534
persona_chip_match__pid_2004__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p003__g047,17998,4500
persona_chip_match__pid_2004__record_chip4__cohort_05_m898xg__game_2_alt_profile__p003__g048,18381,4595
persona_chip_match__pid_1715__record_chip2__cohort_01_m7xia7__game_1__p004__g001,17325,4331
persona_chip_match__pid_1715__record_chip2__cohort_02_m7xiz2__game_1__p004__g002,17686,4422
persona_chip_match__pid_1715__record_chip2__cohort_03_m8aexq__game_1__p004__g003,17740,4435
persona_chip_match__pid_1715__record_chip2__cohort_05_m7xjzy__game_1__p004__g004,17684,4421
persona_chip_match__pid_1715__record_chip2__cohort_07_m8ag8i__game_1__p004__g005,17848,4462
persona_chip_match__pid_1715__record_chip2__cohort_12_m8agmu__game_1__p004__g006,17809,4452
persona_chip_match__pid_1715__record_chip2__cohort_14_m8agmu__game_1__p004__g007,17803,4451
persona_chip_match__pid_1715__record_chip2__cohort_15_m8agmu__game_1__p004__g008,17866,4466
persona_chip_match__pid_1715__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p004__g009,17590,4398
persona_chip_match__pid_1715__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p004__g010,17692,4423
persona_chip_match__pid_1715__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p004__g011,17823,4456
persona_chip_match__pid_1715__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p004__g012,18032,4508
persona_chip_match__pid_1715__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p004__g013,17786,4446
persona_chip_match__pid_1715__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p004__g014,17615,4404
persona_chip_match__pid_1715__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p004__g015,17547,4387
persona_chip_match__pid_1715__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p004__g016,17591,4398
persona_chip_match__pid_1715__record_chip3__cohort_01_m8aiq8__game_1__p004__g017,17751,4438
persona_chip_match__pid_1715__record_chip3__cohort_05_m8aiq8__game_1__p004__g018,17708,4427
persona_chip_match__pid_1715__record_chip3__g11_m5wp7b__game_1__p004__g019,18138,4534
persona_chip_match__pid_1715__record_chip3__g17_m5wp8w__game_1__p004__g020,17810,4452
persona_chip_match__pid_1715__record_chip3__g20_m5wq93__game_1__p004__g021,17881,4470
persona_chip_match__pid_1715__record_chip3__g6_m5wp77__game_1__p004__g022,17873,4468
persona_chip_match__pid_1715__record_chip3__g7_m5wp78__game_1__p004__g023,18187,4547
persona_chip_match__pid_1715__record_chip3__g9_m5wp79__game_1__p004__g024,17774,4444
persona_chip_match__pid_1715__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p004__g025,17540,4385
persona_chip_match__pid_1715__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p004__g026,17726,4432
persona_chip_match__pid_1715__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p004__g027,17604,4401
persona_chip_match__pid_1715__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p004__g028,17834,4458
persona_chip_match__pid_1715__record_chip3__g12_m5wp8p__game_2_alt_profile__p004__g029,17626,4406
persona_chip_match__pid_1715__record_chip3__g13_m5wp8q__game_2_alt_profile__p004__g030,18238,4560
persona_chip_match__pid_1715__record_chip3__g3_m5wp6q__game_2_alt_profile__p004__g031,18076,4519
persona_chip_match__pid_1715__record_chip3__g7_m5wp78__game_2_alt_profile__p004__g032,18288,4572
persona_chip_match__pid_1715__record_chip4__cohort_02_m89542__game_1__p004__g033,17794,4448
persona_chip_match__pid_1715__record_chip4__cohort_04_m8aboy__game_1__p004__g034,17937,4484
persona_chip_match__pid_1715__record_chip4__cohort_05_m7xlsd__game_1__p004__g035,17856,4464
persona_chip_match__pid_1715__record_chip4__cohort_05_m89542__game_1__p004__g036,18030,4508
persona_chip_match__pid_1715__record_chip4__cohort_05_m898xg__game_1__p004__g037,18025,4506
persona_chip_match__pid_1715__record_chip4__cohort_06_m89b9z__game_1__p004__g038,17850,4462
persona_chip_match__pid_1715__record_chip4__cohort_06_m8acrp__game_1__p004__g039,18199,4550
persona_chip_match__pid_1715__record_chip4__cohort_07_m8ad4g__game_1__p004__g040,18412,4603
persona_chip_match__pid_1715__record_chip4__cohort_01_m898xg__game_2_alt_profile__p004__g041,17657,4414
persona_chip_match__pid_1715__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p004__g042,18111,4528
persona_chip_match__pid_1715__record_chip4__cohort_02_m89542__game_2_alt_profile__p004__g043,17806,4452
persona_chip_match__pid_1715__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p004__g044,17884,4471
persona_chip_match__pid_1715__record_chip4__cohort_03_m898xg__game_2_alt_profile__p004__g045,18048,4512
persona_chip_match__pid_1715__record_chip4__cohort_04_m89542__game_2_alt_profile__p004__g046,18146,4536
persona_chip_match__pid_1715__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p004__g047,18007,4502
persona_chip_match__pid_1715__record_chip4__cohort_05_m898xg__game_2_alt_profile__p004__g048,18390,4598
persona_chip_match__pid_1709__record_chip2__cohort_01_m7xia7__game_1__p005__g001,18180,4545
persona_chip_match__pid_1709__record_chip2__cohort_02_m7xiz2__game_1__p005__g002,18541,4635
persona_chip_match__pid_1709__record_chip2__cohort_03_m8aexq__game_1__p005__g003,18595,4649
persona_chip_match__pid_1709__record_chip2__cohort_05_m7xjzy__game_1__p005__g004,18539,4635
persona_chip_match__pid_1709__record_chip2__cohort_07_m8ag8i__game_1__p005__g005,18703,4676
persona_chip_match__pid_1709__record_chip2__cohort_12_m8agmu__game_1__p005__g006,18664,4666
persona_chip_match__pid_1709__record_chip2__cohort_14_m8agmu__game_1__p005__g007,18658,4664
persona_chip_match__pid_1709__record_chip2__cohort_15_m8agmu__game_1__p005__g008,18721,4680
persona_chip_match__pid_1709__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p005__g009,18445,4611
persona_chip_match__pid_1709__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p005__g010,18547,4637
persona_chip_match__pid_1709__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p005__g011,18678,4670
persona_chip_match__pid_1709__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p005__g012,18887,4722
persona_chip_match__pid_1709__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p005__g013,18641,4660
persona_chip_match__pid_1709__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p005__g014,18470,4618
persona_chip_match__pid_1709__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p005__g015,18402,4600
persona_chip_match__pid_1709__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p005__g016,18446,4612
persona_chip_match__pid_1709__record_chip3__cohort_01_m8aiq8__game_1__p005__g017,18606,4652
persona_chip_match__pid_1709__record_chip3__cohort_05_m8aiq8__game_1__p005__g018,18563,4641
persona_chip_match__pid_1709__record_chip3__g11_m5wp7b__game_1__p005__g019,18993,4748
persona_chip_match__pid_1709__record_chip3__g17_m5wp8w__game_1__p005__g020,18665,4666
persona_chip_match__pid_1709__record_chip3__g20_m5wq93__game_1__p005__g021,18736,4684
persona_chip_match__pid_1709__record_chip3__g6_m5wp77__game_1__p005__g022,18728,4682
persona_chip_match__pid_1709__record_chip3__g7_m5wp78__game_1__p005__g023,19042,4760
persona_chip_match__pid_1709__record_chip3__g9_m5wp79__game_1__p005__g024,18629,4657
persona_chip_match__pid_1709__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p005__g025,18395,4599
persona_chip_match__pid_1709__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p005__g026,18581,4645
persona_chip_match__pid_1709__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p005__g027,18459,4615
persona_chip_match__pid_1709__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p005__g028,18689,4672
persona_chip_match__pid_1709__record_chip3__g12_m5wp8p__game_2_alt_profile__p005__g029,18481,4620
persona_chip_match__pid_1709__record_chip3__g13_m5wp8q__game_2_alt_profile__p005__g030,19093,4773
persona_chip_match__pid_1709__record_chip3__g3_m5wp6q__game_2_alt_profile__p005__g031,18931,4733
persona_chip_match__pid_1709__record_chip3__g7_m5wp78__game_2_alt_profile__p005__g032,19143,4786
persona_chip_match__pid_1709__record_chip4__cohort_02_m89542__game_1__p005__g033,18649,4662
persona_chip_match__pid_1709__record_chip4__cohort_04_m8aboy__game_1__p005__g034,18792,4698
persona_chip_match__pid_1709__record_chip4__cohort_05_m7xlsd__game_1__p005__g035,18711,4678
persona_chip_match__pid_1709__record_chip4__cohort_05_m89542__game_1__p005__g036,18885,4721
persona_chip_match__pid_1709__record_chip4__cohort_05_m898xg__game_1__p005__g037,18880,4720
persona_chip_match__pid_1709__record_chip4__cohort_06_m89b9z__game_1__p005__g038,18705,4676
persona_chip_match__pid_1709__record_chip4__cohort_06_m8acrp__game_1__p005__g039,19054,4764
persona_chip_match__pid_1709__record_chip4__cohort_07_m8ad4g__game_1__p005__g040,19267,4817
persona_chip_match__pid_1709__record_chip4__cohort_01_m898xg__game_2_alt_profile__p005__g041,18512,4628
persona_chip_match__pid_1709__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p005__g042,18966,4742
persona_chip_match__pid_1709__record_chip4__cohort_02_m89542__game_2_alt_profile__p005__g043,18661,4665
persona_chip_match__pid_1709__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p005__g044,18739,4685
persona_chip_match__pid_1709__record_chip4__cohort_03_m898xg__game_2_alt_profile__p005__g045,18903,4726
persona_chip_match__pid_1709__record_chip4__cohort_04_m89542__game_2_alt_profile__p005__g046,19001,4750
persona_chip_match__pid_1709__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p005__g047,18862,4716
persona_chip_match__pid_1709__record_chip4__cohort_05_m898xg__game_2_alt_profile__p005__g048,19245,4811
persona_chip_match__pid_1611__record_chip2__cohort_01_m7xia7__game_1__p006__g001,17409,4352
persona_chip_match__pid_1611__record_chip2__cohort_02_m7xiz2__game_1__p006__g002,17770,4442
persona_chip_match__pid_1611__record_chip2__cohort_03_m8aexq__game_1__p006__g003,17824,4456
persona_chip_match__pid_1611__record_chip2__cohort_05_m7xjzy__game_1__p006__g004,17768,4442
persona_chip_match__pid_1611__record_chip2__cohort_07_m8ag8i__game_1__p006__g005,17932,4483
persona_chip_match__pid_1611__record_chip2__cohort_12_m8agmu__game_1__p006__g006,17893,4473
persona_chip_match__pid_1611__record_chip2__cohort_14_m8agmu__game_1__p006__g007,17887,4472
persona_chip_match__pid_1611__record_chip2__cohort_15_m8agmu__game_1__p006__g008,17950,4488
persona_chip_match__pid_1611__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p006__g009,17674,4418
persona_chip_match__pid_1611__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p006__g010,17776,4444
persona_chip_match__pid_1611__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p006__g011,17907,4477
persona_chip_match__pid_1611__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p006__g012,18116,4529
persona_chip_match__pid_1611__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p006__g013,17870,4468
persona_chip_match__pid_1611__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p006__g014,17699,4425
persona_chip_match__pid_1611__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p006__g015,17631,4408
persona_chip_match__pid_1611__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p006__g016,17675,4419
persona_chip_match__pid_1611__record_chip3__cohort_01_m8aiq8__game_1__p006__g017,17835,4459
persona_chip_match__pid_1611__record_chip3__cohort_05_m8aiq8__game_1__p006__g018,17792,4448
persona_chip_match__pid_1611__record_chip3__g11_m5wp7b__game_1__p006__g019,18222,4556
persona_chip_match__pid_1611__record_chip3__g17_m5wp8w__game_1__p006__g020,17894,4474
persona_chip_match__pid_1611__record_chip3__g20_m5wq93__game_1__p006__g021,17965,4491
persona_chip_match__pid_1611__record_chip3__g6_m5wp77__game_1__p006__g022,17957,4489
persona_chip_match__pid_1611__record_chip3__g7_m5wp78__game_1__p006__g023,18271,4568
persona_chip_match__pid_1611__record_chip3__g9_m5wp79__game_1__p006__g024,17858,4464
persona_chip_match__pid_1611__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p006__g025,17624,4406
persona_chip_match__pid_1611__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p006__g026,17810,4452
persona_chip_match__pid_1611__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p006__g027,17688,4422
persona_chip_match__pid_1611__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p006__g028,17918,4480
persona_chip_match__pid_1611__record_chip3__g12_m5wp8p__game_2_alt_profile__p006__g029,17710,4428
persona_chip_match__pid_1611__record_chip3__g13_m5wp8q__game_2_alt_profile__p006__g030,18322,4580
persona_chip_match__pid_1611__record_chip3__g3_m5wp6q__game_2_alt_profile__p006__g031,18160,4540
persona_chip_match__pid_1611__record_chip3__g7_m5wp78__game_2_alt_profile__p006__g032,18372,4593
persona_chip_match__pid_1611__record_chip4__cohort_02_m89542__game_1__p006__g033,17878,4470
persona_chip_match__pid_1611__record_chip4__cohort_04_m8aboy__game_1__p006__g034,18021,4505
persona_chip_match__pid_1611__record_chip4__cohort_05_m7xlsd__game_1__p006__g035,17940,4485
persona_chip_match__pid_1611__record_chip4__cohort_05_m89542__game_1__p006__g036,18114,4528
persona_chip_match__pid_1611__record_chip4__cohort_05_m898xg__game_1__p006__g037,18109,4527
