record_id,treatment_name,n_requests,n_players,top1_total,top1_unique_players,top1_effective_n,top1_effective_n_share_of_players,top1_top_player,top1_top_player_count,top1_top_player_share,top1_uniform_expected_share,probability_unique_players,probability_effective_n,top_probability_player,top_probability_share
chip2__cohort_15_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,32,3,32.0,2,1.2633812503027273,0.42112708343424243,camel-pink-767,30.0,0.9375,0.3333333333333333,3,2.4376291081930157,camel-pink-767,0.643125
chip2__cohort_18_m8agzl__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,32,3,32.0,3,1.6679356965569503,0.5559785655189834,turtle-yellow-3106,27.0,0.84375,0.3333333333333333,3,2.5700468825337337,turtle-yellow-3106,0.5981250000000001
chip2__cohort_20_m8agzl__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,32,3,32.0,3,2.6672284496003122,0.8890761498667707,unicorn-pink-1559,15.0,0.46875,0.3333333333333333,3,2.92016131912002,bat-purple-4553,0.398125
chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,32,3,32.0,3,2.8182213824676525,0.9394071274892175,goose-green-3433,15.0,0.46875,0.3333333333333333,3,2.926138135465895,goose-green-3433,0.39875000000000005
chip3__cohort_01_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,2.1132144230091714,0.7044048076697238,goose-green-3433,21.0,0.65625,0.3333333333333333,3,2.7268697655306853,goose-green-3433,0.5306250000000001
chip3__cohort_02_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,2.4471461657205658,0.8157153885735219,cat-orange-2462,19.0,0.59375,0.3333333333333333,3,2.871457426746279,cat-orange-2462,0.45125000000000004
chip3__cohort_03_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,2.759537472461462,0.9198458241538207,badger-red-5032,17.0,0.53125,0.3333333333333333,3,2.956397646334715,badger-red-5032,0.41531250000000003
chip3__cohort_05_m8aiq8__game_1,CHIP3__GAME_1,32,3,32.0,3,2.3743888938571454,0.7914629646190484,alligator-blue-3197,18.0,0.5625,0.3333333333333333,3,2.837913147808894,alligator-blue-3197,0.44906250000000003
chip3__cohort_06_m8ak4g__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,2.499924953703035,0.8333083179010116,whale-red-86,20.0,0.625,0.3333333333333333,3,2.8284965912574274,whale-red-86,0.4868750000000001
chip3__g11_m5wp7b__game_1,CHIP3__GAME_1,32,3,32.0,3,2.2400024102770772,0.7466674700923591,cat-green-4185,21.0,0.65625,0.3333333333333333,3,2.7953541970459406,cat-green-4185,0.5071875
chip3__g12_m5wp8p__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,2.3743888938571454,0.7914629646190484,bear-purple-7271,18.0,0.5625,0.3333333333333333,3,2.8457878210389387,bear-purple-7271,0.4540625
chip3__g13_m5wp8q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,2.882066504819336,0.9606888349397787,gorilla-yellow-5964,15.0,0.46875,0.3333333333333333,3,2.971280559382303,gorilla-yellow-5964,0.39562500000000006
chip3__g17_m5wp8w__game_1,CHIP3__GAME_1,32,3,32.0,2,1.9960950200730567,0.665365006691019,iguana-blue-1059,17.0,0.53125,0.3333333333333333,3,2.6581769367343777,owl-green-168,0.445
chip3__g20_m5wq93__game_1,CHIP3__GAME_1,32,3,32.0,2,1.9843952490181156,0.6614650830060386,lion-blue-472,18.0,0.5625,0.3333333333333333,3,2.7315606067631877,lion-blue-472,0.456875
chip3__g3_m5wp6q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,2.9434675963654358,0.9811558654551452,kangaroo-blue-9562,13.0,0.40625,0.3333333333333333,3,2.977978233210032,kangaroo-blue-9562,0.36812500000000004
chip3__g6_m5wp77__game_1,CHIP3__GAME_1,32,3,32.0,3,2.524944422019916,0.8416481406733053,dog-green-8079,19.0,0.59375,0.3333333333333333,3,2.7266126087500453,dog-green-8079,0.5121875000000001
chip3__g7_m5wp78__game_1,CHIP3__GAME_1,32,3,32.0,3,1.9274401820514206,0.6424800606838069,badger-green-4722,25.0,0.78125,0.3333333333333333,3,2.710786215899241,badger-green-4722,0.5506250000000001
chip3__g7_m5wp78__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,2.6672284496003122,0.8890761498667707,unicorn-blue-7096,15.0,0.46875,0.3333333333333333,3,2.9431838335995035,unicorn-blue-7096,0.3965625
chip3__g9_m5wp79__game_1,CHIP3__GAME_1,32,3,32.0,3,2.8182213824676525,0.9394071274892175,alligator-orange-6315,15.0,0.46875,0.3333333333333333,3,2.8230234313058307,alligator-orange-6315,0.46500000000000014
chip4__cohort_01_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,3,2.3743888938571454,0.7914629646190484,buffalo-yellow-4552,18.0,0.5625,0.3333333333333333,3,2.7347206245841247,buffalo-yellow-4552,0.468125
chip4__cohort_02_m7xl5i__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,2,1.5424913566151934,0.5141637855383978,peacock-red-7894,27.0,0.84375,0.3333333333333333,3,2.6694409468836513,peacock-red-7894,0.568125
chip4__cohort_02_m89542__game_1,CHIP4__GAME_1,32,3,32.0,3,2.339359233680122,0.7797864112267073,otter-yellow-9944,19.0,0.59375,0.3333333333333333,3,2.7532058715826153,otter-yellow-9944,0.49750000000000005
chip4__cohort_02_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,3,2.5457771405860634,0.8485923801953544,bear-blue-8468,16.0,0.5,0.3333333333333333,3,2.7283833734058476,bear-blue-8468,0.46249999999999997
chip4__cohort_02_m8aboy__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,3,2.951151785867524,0.9837172619558413,badger-purple-8825,12.0,0.375,0.3333333333333333,3,2.962263973122353,otter-orange-6095,0.40593750000000006
chip4__cohort_03_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,3,2.1975387105464486,0.7325129035154828,camel-blue-7414,23.0,0.71875,0.3333333333333333,3,2.7735843541521765,camel-blue-7414,0.525625
chip4__cohort_04_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,3,2.766721294131918,0.9222404313773059,butterfly-yellow-2785,14.0,0.4375,0.3333333333333333,3,2.958758070573293,butterfly-yellow-2785,0.3953125
chip4__cohort_04_m8aboy__game_1,CHIP4__GAME_1,32,3,32.0,3,2.673193818477041,0.8910646061590137,ram-red-1301,14.0,0.4375,0.3333333333333333,3,2.8019051597093085,ram-red-1301,0.42718750000000005
chip4__cohort_05_m7xlsd__game_1,CHIP4__GAME_1,32,3,32.0,3,2.8387205126507515,0.9462401708835838,whale-pink-487,14.0,0.4375,0.3333333333333333,3,2.9128813799380224,whale-pink-487,0.40000000000000013
chip4__cohort_05_m7xlsd__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,2,1.2633812503027273,0.42112708343424243,whale-pink-487,30.0,0.9375,0.3333333333333333,3,2.4443008565064006,whale-pink-487,0.645625
chip4__cohort_05_m89542__game_1,CHIP4__GAME_1,32,3,32.0,3,1.4488966823777039,0.48296556079256797,ram-purple-8899,29.0,0.90625,0.3333333333333333,3,2.5382423910218663,ram-purple-8899,0.6165625
chip4__cohort_05_m898xg__game_1,CHIP4__GAME_1,32,3,32.0,3,1.6679356965569503,0.5559785655189834,butterfly-purple-4350,27.0,0.84375,0.3333333333333333,3,2.5681870278692047,butterfly-purple-4350,0.5990624999999999
chip4__cohort_05_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,3,2.392739436740695,0.7975798122468983,butterfly-purple-4350,20.0,0.625,0.3333333333333333,3,2.833700751834778,butterfly-purple-4350,0.4946875000000001
chip4__cohort_06_m89b9z__game_1,CHIP4__GAME_1,32,3,32.0,3,2.193800143154352,0.731266714384784,duck-purple-3491,19.0,0.59375,0.3333333333333333,3,2.6255196609860625,duck-purple-3491,0.505625
chip4__cohort_06_m8acrp__game_1,CHIP4__GAME_1,32,3,32.0,3,1.9981845626935966,0.6660615208978655,pig-green-499,23.0,0.71875,0.3333333333333333,3,2.60478189497405,pig-green-499,0.5446875
chip4__cohort_07_m8ad4g__game_1,CHIP4__GAME_1,32,3,32.0,3,2.15788102188112,0.7192936739603734,kangaroo-red-5113,20.0,0.625,0.3333333333333333,3,2.6605412239580524,kangaroo-red-5113,0.525625
