model_name,score_family,metric,score
twin_sampled_seed_0_gpt_5_1,mean_abs_log_sd_ratio,mean_round_normalized_efficiency,0.5464571691231102
gpt-5.1,mean_abs_log_sd_ratio,mean_total_contribution_rate,0.5390576723857832
twin_sampled_seed_0_gpt_5_1,mean_abs_log_sd_ratio,mean_total_contribution_rate,0.4980619444850767
gpt-5.1,mean_abs_log_sd_ratio,mean_within_round_contribution_rate_var,1.1764077655960867
twin_sampled_seed_0_gpt_5_1,mean_abs_log_sd_ratio,mean_within_round_contribution_rate_var,0.9993163531664789
gpt-5.1,mean_abs_log_sd_ratio,round_normalized_efficiency_decay_slope,0.9241640665776412
twin_sampled_seed_0_gpt_5_1,mean_abs_log_sd_ratio,round_normalized_efficiency_decay_slope,0.9002982359502283
gpt-5.1,mean_abs_log_sd_ratio,total_contribution_rate_decay_slope,0.5997032972335512
twin_sampled_seed_0_gpt_5_1,mean_abs_log_sd_ratio,total_contribution_rate_decay_slope,0.6131471289738637
gpt-5.1,mean_wasserstein_distance,final_round_normalized_efficiency,0.525916482197462
twin_sampled_seed_0_gpt_5_1,mean_wasserstein_distance,final_round_normalized_efficiency,0.4610493027349369
gpt-5.1,mean_wasserstein_distance,final_total_contribution_rate,0.3959488634271179
twin_sampled_seed_0_gpt_5_1,mean_wasserstein_distance,final_total_contribution_rate,0.3343241125732891
gpt-5.1,mean_wasserstein_distance,mean_round_normalized_efficiency,0.24208682824425906
twin_sampled_seed_0_gpt_5_1,mean_wasserstein_distance,mean_round_normalized_efficiency,0.20425837956883935
gpt-5.1,mean_wasserstein_distance,mean_total_contribution_rate,0.1817056689150654
twin_sampled_seed_0_gpt_5_1,mean_wasserstein_distance,mean_total_contribution_rate,0.15350689056185127
gpt-5.1,mean_wasserstein_distance,mean_within_round_contribution_rate_var,0.05617562985700013
twin_sampled_seed_0_gpt_5_1,mean_wasserstein_distance,mean_within_round_contribution_rate_var,0.05374814587208597
gpt-5.1,mean_wasserstein_distance,round_normalized_efficiency_decay_slope,0.5417108881111887
twin_sampled_seed_0_gpt_5_1,mean_wasserstein_distance,round_normalized_efficiency_decay_slope,0.45597661627978014
gpt-5.1,mean_wasserstein_distance,total_contribution_rate_decay_slope,0.4402765078289759
twin_sampled_seed_0_gpt_5_1,mean_wasserstein_distance,total_contribution_rate_decay_slope,0.33146956497377833
gpt-5.1,rmse_of_config_means,final_round_normalized_efficiency,0.5055262317525993
twin_sampled_seed_0_gpt_5_1,rmse_of_config_means,final_round_normalized_efficiency,0.4367503505286219
gpt-5.1,rmse_of_config_means,final_total_contribution_rate,0.45729932801339557
twin_sampled_seed_0_gpt_5_1,rmse_of_config_means,final_total_contribution_rate,0.3756620874808957
gpt-5.1,rmse_of_config_means,mean_round_normalized_efficiency,0.24664756583269518
twin_sampled_seed_0_gpt_5_1,rmse_of_config_means,mean_round_normalized_efficiency,0.19491972518145476
gpt-5.1,rmse_of_config_means,mean_total_contribution_rate,0.20415239885668138
twin_sampled_seed_0_gpt_5_1,rmse_of_config_means,mean_total_contribution_rate,0.15403923026933575
gpt-5.1,rmse_of_config_means,mean_within_round_contribution_rate_var,0.06113699665592489
twin_sampled_seed_0_gpt_5_1,rmse_of_config_means,mean_within_round_contribution_rate_var,0.05803509321815914
gpt-5.1,rmse_of_config_means,round_normalized_efficiency_decay_slope,0.5624404186674201
twin_sampled_seed_0_gpt_5_1,rmse_of_config_means,round_normalized_efficiency_decay_slope,0.4556291752069857
gpt-5.1,rmse_of_config_means,total_contribution_rate_decay_slope,0.48015186172908847
twin_sampled_seed_0_gpt_5_1,rmse_of_config_means,total_contribution_rate_decay_slope,0.35721686739009195
