custom_id,estimated_input_chars,estimated_input_tokens_char4
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p001__g016,10196,2549
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__cohort_01_m8aiq8__game_1__p001__g017,10356,2589
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__cohort_05_m8aiq8__game_1__p001__g018,10313,2578
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g11_m5wp7b__game_1__p001__g019,10743,2686
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g17_m5wp8w__game_1__p001__g020,10415,2604
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g20_m5wq93__game_1__p001__g021,10486,2622
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g6_m5wp77__game_1__p001__g022,10478,2620
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g7_m5wp78__game_1__p001__g023,10792,2698
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g9_m5wp79__game_1__p001__g024,10379,2595
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p001__g025,10145,2536
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p001__g026,10331,2583
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p001__g027,10209,2552
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p001__g028,10439,2610
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g12_m5wp8p__game_2_alt_profile__p001__g029,10231,2558
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g13_m5wp8q__game_2_alt_profile__p001__g030,10843,2711
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g3_m5wp6q__game_2_alt_profile__p001__g031,10681,2670
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g7_m5wp78__game_2_alt_profile__p001__g032,10893,2723
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_02_m89542__game_1__p001__g033,10399,2600
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_04_m8aboy__game_1__p001__g034,10542,2636
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_05_m7xlsd__game_1__p001__g035,10461,2615
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_05_m89542__game_1__p001__g036,10635,2659
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_05_m898xg__game_1__p001__g037,10630,2658
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_06_m89b9z__game_1__p001__g038,10455,2614
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_06_m8acrp__game_1__p001__g039,10804,2701
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_07_m8ad4g__game_1__p001__g040,11017,2754
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_01_m898xg__game_2_alt_profile__p001__g041,10262,2566
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p001__g042,10716,2679
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_02_m89542__game_2_alt_profile__p001__g043,10411,2603
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p001__g044,10489,2622
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_03_m898xg__game_2_alt_profile__p001__g045,10653,2663
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_04_m89542__game_2_alt_profile__p001__g046,10751,2688
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p001__g047,10612,2653
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip4__cohort_05_m898xg__game_2_alt_profile__p001__g048,10995,2749
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip2__cohort_01_m7xia7__game_1__p002__g001,11664,2916
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip2__cohort_02_m7xiz2__game_1__p002__g002,12025,3006
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip2__cohort_03_m8aexq__game_1__p002__g003,12079,3020
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip2__cohort_05_m7xjzy__game_1__p002__g004,12023,3006
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip2__cohort_07_m8ag8i__game_1__p002__g005,12187,3047
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip2__cohort_12_m8agmu__game_1__p002__g006,12148,3037
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip2__cohort_14_m8agmu__game_1__p002__g007,12142,3036
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip2__cohort_15_m8agmu__game_1__p002__g008,12205,3051
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p002__g009,11929,2982
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p002__g010,12031,3008
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p002__g011,12162,3040
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p002__g012,12371,3093
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p002__g013,12125,3031
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p002__g014,11954,2988
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p002__g015,11886,2972
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p002__g016,11930,2982
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip3__cohort_01_m8aiq8__game_1__p002__g017,12090,3022
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip3__cohort_05_m8aiq8__game_1__p002__g018,12047,3012
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip3__g11_m5wp7b__game_1__p002__g019,12477,3119
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip3__g17_m5wp8w__game_1__p002__g020,12149,3037
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip3__g20_m5wq93__game_1__p002__g021,12220,3055
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip3__g6_m5wp77__game_1__p002__g022,12212,3053
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip3__g7_m5wp78__game_1__p002__g023,12526,3132
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip3__g9_m5wp79__game_1__p002__g024,12113,3028
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p002__g025,11879,2970
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p002__g026,12065,3016
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p002__g027,11943,2986
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p002__g028,12173,3043
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip3__g12_m5wp8p__game_2_alt_profile__p002__g029,11965,2991
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip3__g13_m5wp8q__game_2_alt_profile__p002__g030,12577,3144
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip3__g3_m5wp6q__game_2_alt_profile__p002__g031,12415,3104
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip3__g7_m5wp78__game_2_alt_profile__p002__g032,12627,3157
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip4__cohort_02_m89542__game_1__p002__g033,12133,3033
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip4__cohort_04_m8aboy__game_1__p002__g034,12276,3069
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip4__cohort_05_m7xlsd__game_1__p002__g035,12195,3049
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip4__cohort_05_m89542__game_1__p002__g036,12369,3092
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip4__cohort_05_m898xg__game_1__p002__g037,12364,3091
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip4__cohort_06_m89b9z__game_1__p002__g038,12189,3047
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip4__cohort_06_m8acrp__game_1__p002__g039,12538,3134
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip4__cohort_07_m8ad4g__game_1__p002__g040,12751,3188
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip4__cohort_01_m898xg__game_2_alt_profile__p002__g041,11996,2999
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p002__g042,12450,3112
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip4__cohort_02_m89542__game_2_alt_profile__p002__g043,12145,3036
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p002__g044,12223,3056
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip4__cohort_03_m898xg__game_2_alt_profile__p002__g045,12387,3097
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip4__cohort_04_m89542__game_2_alt_profile__p002__g046,12485,3121
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p002__g047,12346,3086
nemotron_chip_match__pid_nemotron_c36692df108d__record_chip4__cohort_05_m898xg__game_2_alt_profile__p002__g048,12729,3182
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip2__cohort_01_m7xia7__game_1__p003__g001,9876,2469
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip2__cohort_02_m7xiz2__game_1__p003__g002,10237,2559
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip2__cohort_03_m8aexq__game_1__p003__g003,10291,2573
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip2__cohort_05_m7xjzy__game_1__p003__g004,10235,2559
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip2__cohort_07_m8ag8i__game_1__p003__g005,10399,2600
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip2__cohort_12_m8agmu__game_1__p003__g006,10360,2590
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip2__cohort_14_m8agmu__game_1__p003__g007,10354,2588
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip2__cohort_15_m8agmu__game_1__p003__g008,10417,2604
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p003__g009,10141,2535
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p003__g010,10243,2561
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p003__g011,10374,2594
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p003__g012,10583,2646
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p003__g013,10337,2584
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p003__g014,10166,2542
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p003__g015,10098,2524
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p003__g016,10142,2536
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip3__cohort_01_m8aiq8__game_1__p003__g017,10302,2576
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip3__cohort_05_m8aiq8__game_1__p003__g018,10259,2565
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip3__g11_m5wp7b__game_1__p003__g019,10689,2672
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip3__g17_m5wp8w__game_1__p003__g020,10361,2590
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip3__g20_m5wq93__game_1__p003__g021,10432,2608
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip3__g6_m5wp77__game_1__p003__g022,10424,2606
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip3__g7_m5wp78__game_1__p003__g023,10738,2684
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip3__g9_m5wp79__game_1__p003__g024,10325,2581
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p003__g025,10091,2523
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p003__g026,10277,2569
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p003__g027,10155,2539
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p003__g028,10385,2596
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip3__g12_m5wp8p__game_2_alt_profile__p003__g029,10177,2544
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip3__g13_m5wp8q__game_2_alt_profile__p003__g030,10789,2697
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip3__g3_m5wp6q__game_2_alt_profile__p003__g031,10627,2657
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip3__g7_m5wp78__game_2_alt_profile__p003__g032,10839,2710
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip4__cohort_02_m89542__game_1__p003__g033,10345,2586
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip4__cohort_04_m8aboy__game_1__p003__g034,10488,2622
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip4__cohort_05_m7xlsd__game_1__p003__g035,10407,2602
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip4__cohort_05_m89542__game_1__p003__g036,10581,2645
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip4__cohort_05_m898xg__game_1__p003__g037,10576,2644
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip4__cohort_06_m89b9z__game_1__p003__g038,10401,2600
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip4__cohort_06_m8acrp__game_1__p003__g039,10750,2688
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip4__cohort_07_m8ad4g__game_1__p003__g040,10963,2741
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip4__cohort_01_m898xg__game_2_alt_profile__p003__g041,10208,2552
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p003__g042,10662,2666
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip4__cohort_02_m89542__game_2_alt_profile__p003__g043,10357,2589
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p003__g044,10435,2609
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip4__cohort_03_m898xg__game_2_alt_profile__p003__g045,10599,2650
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip4__cohort_04_m89542__game_2_alt_profile__p003__g046,10697,2674
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p003__g047,10558,2640
nemotron_chip_match__pid_nemotron_81c867ee329d__record_chip4__cohort_05_m898xg__game_2_alt_profile__p003__g048,10941,2735
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip2__cohort_01_m7xia7__game_1__p004__g001,10610,2652
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip2__cohort_02_m7xiz2__game_1__p004__g002,10971,2743
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip2__cohort_03_m8aexq__game_1__p004__g003,11025,2756
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip2__cohort_05_m7xjzy__game_1__p004__g004,10969,2742
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip2__cohort_07_m8ag8i__game_1__p004__g005,11133,2783
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip2__cohort_12_m8agmu__game_1__p004__g006,11094,2774
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip2__cohort_14_m8agmu__game_1__p004__g007,11088,2772
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip2__cohort_15_m8agmu__game_1__p004__g008,11151,2788
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p004__g009,10875,2719
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p004__g010,10977,2744
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p004__g011,11108,2777
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p004__g012,11317,2829
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p004__g013,11071,2768
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p004__g014,10900,2725
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p004__g015,10832,2708
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p004__g016,10876,2719
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip3__cohort_01_m8aiq8__game_1__p004__g017,11036,2759
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip3__cohort_05_m8aiq8__game_1__p004__g018,10993,2748
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip3__g11_m5wp7b__game_1__p004__g019,11423,2856
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip3__g17_m5wp8w__game_1__p004__g020,11095,2774
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip3__g20_m5wq93__game_1__p004__g021,11166,2792
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip3__g6_m5wp77__game_1__p004__g022,11158,2790
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip3__g7_m5wp78__game_1__p004__g023,11472,2868
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip3__g9_m5wp79__game_1__p004__g024,11059,2765
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p004__g025,10825,2706
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p004__g026,11011,2753
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p004__g027,10889,2722
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p004__g028,11119,2780
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip3__g12_m5wp8p__game_2_alt_profile__p004__g029,10911,2728
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip3__g13_m5wp8q__game_2_alt_profile__p004__g030,11523,2881
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip3__g3_m5wp6q__game_2_alt_profile__p004__g031,11361,2840
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip3__g7_m5wp78__game_2_alt_profile__p004__g032,11573,2893
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip4__cohort_02_m89542__game_1__p004__g033,11079,2770
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip4__cohort_04_m8aboy__game_1__p004__g034,11222,2806
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip4__cohort_05_m7xlsd__game_1__p004__g035,11141,2785
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip4__cohort_05_m89542__game_1__p004__g036,11315,2829
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip4__cohort_05_m898xg__game_1__p004__g037,11310,2828
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip4__cohort_06_m89b9z__game_1__p004__g038,11135,2784
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip4__cohort_06_m8acrp__game_1__p004__g039,11484,2871
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip4__cohort_07_m8ad4g__game_1__p004__g040,11697,2924
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip4__cohort_01_m898xg__game_2_alt_profile__p004__g041,10942,2736
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p004__g042,11396,2849
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip4__cohort_02_m89542__game_2_alt_profile__p004__g043,11091,2773
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p004__g044,11169,2792
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip4__cohort_03_m898xg__game_2_alt_profile__p004__g045,11333,2833
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip4__cohort_04_m89542__game_2_alt_profile__p004__g046,11431,2858
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p004__g047,11292,2823
nemotron_chip_match__pid_nemotron_8d1dc8f0a145__record_chip4__cohort_05_m898xg__game_2_alt_profile__p004__g048,11675,2919
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_01_m7xia7__game_1__p005__g001,10071,2518
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_02_m7xiz2__game_1__p005__g002,10432,2608
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_03_m8aexq__game_1__p005__g003,10486,2622
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_05_m7xjzy__game_1__p005__g004,10430,2608
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_07_m8ag8i__game_1__p005__g005,10594,2648
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_12_m8agmu__game_1__p005__g006,10555,2639
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_14_m8agmu__game_1__p005__g007,10549,2637
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_15_m8agmu__game_1__p005__g008,10612,2653
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p005__g009,10336,2584
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p005__g010,10438,2610
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p005__g011,10569,2642
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p005__g012,10778,2694
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p005__g013,10532,2633
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p005__g014,10361,2590
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p005__g015,10293,2573
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p005__g016,10337,2584
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__cohort_01_m8aiq8__game_1__p005__g017,10497,2624
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__cohort_05_m8aiq8__game_1__p005__g018,10454,2614
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__g11_m5wp7b__game_1__p005__g019,10884,2721
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__g17_m5wp8w__game_1__p005__g020,10556,2639
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__g20_m5wq93__game_1__p005__g021,10627,2657
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__g6_m5wp77__game_1__p005__g022,10619,2655
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__g7_m5wp78__game_1__p005__g023,10933,2733
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__g9_m5wp79__game_1__p005__g024,10520,2630
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p005__g025,10286,2572
nemotron_chip_match__pid_nemotron_2dbb30158a18__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p005__g026,10472,2618
