unit_id,twin_pid,headline,summary,background_summary,age_bracket,sex_assigned_at_birth,education_harmonized,match_level,reuse_count_before,reuse_count_after,sampled_target_source_row_id,target_matching_age_bracket,target_matching_sex,target_matching_education
1083,1013,"Reflective, structure-seeking, empathic","Strongest supported tendencies are reflective, structure-seeking, and empathic. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 18-29; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,18-29,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01942,18-29,female,college/postsecondary
1089,1583,"Reflective, behaviorally stable, cooperation-oriented","Strongest supported tendencies are reflective, behaviorally stable, and cooperation-oriented. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 18-29; Sex assigned at birth: Male; Completed education: Postgraduate.,18-29,male,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02729,18-29,male,postgraduate
1095,1186,"Inequality-tolerant, empathic, reflective","Strongest supported tendencies are inequality-tolerant, empathic, and reflective. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.","Age: 30-49; Sex assigned at birth: Female; Completed education: Some college, no degree.",30-49,female,high school,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01506,30-49,female,high school
1097,1887,"Strong logical reasoner, short-horizon, structure-seeking","Strongest supported tendencies are strong logical reasoner, short-horizon, and structure-seeking. Social evidence is mixed between self-report and direct allocation tasks.",Age: 18-29; Sex assigned at birth: Male; Completed education: Postgraduate.,18-29,male,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01814,18-29,male,postgraduate
11,1488,"Strong logical reasoner, behaviorally stable, patient","Strongest supported tendencies are strong logical reasoner, behaviorally stable, and patient. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 50-64; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,50-64,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02902,50-64,male,college/postsecondary
1100,583,"Short-horizon, inequality-tolerant, cooperation-oriented","Strongest supported tendencies are short-horizon, inequality-tolerant, and cooperation-oriented. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.","Age: 50-64; Sex assigned at birth: Male; Completed education: Some college, no degree.",50-64,male,high school,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02181,50-64,male,high school
1111,709,"Patient, more intuitive, cooperation-oriented","Strongest supported tendencies are patient, more intuitive, and cooperation-oriented. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 18-29; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,18-29,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01890,18-29,female,college/postsecondary
1121,1821,"Behaviorally stable, patient, empathic","Strongest supported tendencies are behaviorally stable, patient, and empathic. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: Associate's degree.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01625,30-49,female,college/postsecondary
1122,1964,"Reflective, inequality-tolerant, patient","Strongest supported tendencies are reflective, inequality-tolerant, and patient. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 18-29; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,18-29,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01674,18-29,female,college/postsecondary
1124,1583,"Reflective, behaviorally stable, cooperation-oriented","Strongest supported tendencies are reflective, behaviorally stable, and cooperation-oriented. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 18-29; Sex assigned at birth: Male; Completed education: Postgraduate.,18-29,male,postgraduate,matching_age_bracket+matching_sex+matching_education,1,2,multi_game_demo_source_02795,18-29,male,postgraduate
1155,957,"Empathic, structure-seeking, behaviorally stable","Strongest supported tendencies are empathic, structure-seeking, and behaviorally stable. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: Associate's degree.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_00829,30-49,female,college/postsecondary
1160,2047,"Patient, empathic, socially adaptive","Strongest supported tendencies are patient, empathic, and socially adaptive. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02439,30-49,female,college/postsecondary
1173,601,"Reflective, behaviorally stable, patient","Strongest supported tendencies are reflective, behaviorally stable, and patient. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Male; Completed education: Postgraduate.,30-49,male,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02006,30-49,male,postgraduate
1179,353,"Behaviorally stable, guarded against exploitation, empathic","Strongest supported tendencies are behaviorally stable, guarded against exploitation, and empathic. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively strong.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_00009,30-49,male,college/postsecondary
1194,1863,"Inequality-tolerant, empathic, structure-seeking","Strongest supported tendencies are inequality-tolerant, empathic, and structure-seeking. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01179,30-49,female,college/postsecondary
1213,1297,"Reflective, behaviorally stable, patient","Strongest supported tendencies are reflective, behaviorally stable, and patient. Social evidence is mixed between self-report and direct allocation tasks.",Age: 65+; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,65+,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02563,65+,male,college/postsecondary
1216,1205,"Cooperation-oriented, generosity-forward, comfortable with uncertainty","Strongest supported tendencies are cooperation-oriented, generosity-forward, and comfortable with uncertainty. Cooperative self-report and direct allocation behavior point in the same general direction.","Age: 50-64; Sex assigned at birth: Male; Completed education: Some college, no degree.",50-64,male,high school,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01657,50-64,male,high school
1229,2028,"Behaviorally stable, patient, inequality-tolerant","Strongest supported tendencies are behaviorally stable, patient, and inequality-tolerant. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 18-29; Sex assigned at birth: Female; Completed education: Postgraduate.,18-29,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_00101,18-29,female,postgraduate
1237,1857,"Inequality-tolerant, patient, structure-seeking","Strongest supported tendencies are inequality-tolerant, patient, and structure-seeking. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: Postgraduate.,30-49,male,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02287,30-49,male,postgraduate
1238,1378,"Structure-seeking, cooperation-oriented, short-horizon","Strongest supported tendencies are structure-seeking, cooperation-oriented, and short-horizon. Cooperative self-report and direct allocation behavior point in the same general direction.","Age: 50-64; Sex assigned at birth: Male; Completed education: Some college, no degree.",50-64,male,high school,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02181,50-64,male,high school
124,1813,"Reflective, behaviorally stable, patient","Strongest supported tendencies are reflective, behaviorally stable, and patient. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: Postgraduate.,30-49,male,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02531,30-49,male,postgraduate
1247,559,"More intuitive, inequality-tolerant, empathic","Strongest supported tendencies are more intuitive, inequality-tolerant, and empathic. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: Postgraduate.,30-49,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_00526,30-49,female,postgraduate
1266,463,"Strong logical reasoner, empathic, cooperation-oriented","Strongest supported tendencies are strong logical reasoner, empathic, and cooperation-oriented. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 18-29; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,18-29,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_00267,18-29,female,college/postsecondary
1291,1496,"Reflective, inequality-tolerant, patient","Strongest supported tendencies are reflective, inequality-tolerant, and patient. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 18-29; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,18-29,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02581,18-29,male,college/postsecondary
1370,1572,"Strong logical reasoner, patient, structure-seeking","Strongest supported tendencies are strong logical reasoner, patient, and structure-seeking. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_00067,30-49,female,college/postsecondary
1377,282,"Reflective, empathic, inequality-tolerant","Strongest supported tendencies are reflective, empathic, and inequality-tolerant. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 18-29; Sex assigned at birth: Male; Completed education: Postgraduate.,18-29,male,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01619,18-29,male,postgraduate
1390,706,"Behaviorally stable, strong logical reasoner, empathic","Strongest supported tendencies are behaviorally stable, strong logical reasoner, and empathic. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 50-64; Sex assigned at birth: Female; Completed education: Postgraduate.,50-64,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_00241,50-64,female,postgraduate
1402,1930,"Short-horizon, inequality-tolerant, strong logical reasoner","Strongest supported tendencies are short-horizon, inequality-tolerant, and strong logical reasoner. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.","Age: 18-29; Sex assigned at birth: Male; Completed education: Some college, no degree.",18-29,male,high school,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_00896,18-29,male,high school
1404,1174,"More intuitive, behaviorally stable, inequality-tolerant","Strongest supported tendencies are more intuitive, behaviorally stable, and inequality-tolerant. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 50-64; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,50-64,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01438,50-64,female,college/postsecondary
1406,1505,"Reflective, structure-seeking, empathic","Strongest supported tendencies are reflective, structure-seeking, and empathic. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.","Age: 18-29; Sex assigned at birth: Female; Completed education: Some college, no degree.",18-29,female,high school,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01264,18-29,female,high school
1407,412,"Structure-seeking, reflective, cooperation-oriented","Strongest supported tendencies are structure-seeking, reflective, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01206,30-49,male,college/postsecondary
1421,1184,"Behaviorally stable, reflective, patient","Strongest supported tendencies are behaviorally stable, reflective, and patient. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Male; Completed education: High school graduate.,30-49,male,high school,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_00085,30-49,male,high school
1422,1432,"Empathic, structure-seeking, cooperation-oriented","Strongest supported tendencies are empathic, structure-seeking, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks.",Age: 18-29; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,18-29,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_00016,18-29,female,college/postsecondary
143,296,"Reflective, empathic, cooperation-oriented","Strongest supported tendencies are reflective, empathic, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: Postgraduate.,30-49,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_00372,30-49,female,postgraduate
1442,2046,"Reflective, patient, empathic","Strongest supported tendencies are reflective, patient, and empathic. Social evidence is mixed between self-report and direct allocation tasks.",Age: 18-29; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,18-29,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_00025,18-29,male,college/postsecondary
1454,1251,"Strong logical reasoner, empathic, patient","Strongest supported tendencies are strong logical reasoner, empathic, and patient. Social evidence is mixed between self-report and direct allocation tasks.",Age: 18-29; Sex assigned at birth: Female; Completed education: Postgraduate.,18-29,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02005,18-29,female,postgraduate
1467,19,"Empathic, patient, socially adaptive","Strongest supported tendencies are empathic, patient, and socially adaptive. Cooperative self-report is stronger than direct allocation behavior.",Age: 30-49; Sex assigned at birth: Female; Completed education: Postgraduate.,30-49,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01572,30-49,female,postgraduate
147,1360,"Reflective, structure-seeking, inequality-tolerant","Strongest supported tendencies are reflective, structure-seeking, and inequality-tolerant. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 50-64; Sex assigned at birth: Female; Completed education: Postgraduate.,50-64,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01935,50-64,female,postgraduate
1470,1997,"Inequality-tolerant, strong logical reasoner, cooperation-oriented","Strongest supported tendencies are inequality-tolerant, strong logical reasoner, and cooperation-oriented. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: Postgraduate.,30-49,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_00770,30-49,female,postgraduate
1479,916,"Structure-seeking, strong logical reasoner, resource-protective","Strongest supported tendencies are structure-seeking, strong logical reasoner, and resource-protective. Social evidence is mixed between self-report and direct allocation tasks.",Age: 50-64; Sex assigned at birth: Male; Completed education: Associate's degree.,50-64,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01840,50-64,male,college/postsecondary
149,869,"Structure-seeking, strong logical reasoner, cooperation-oriented","Strongest supported tendencies are structure-seeking, strong logical reasoner, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02284,30-49,female,college/postsecondary
1494,365,"Behaviorally stable, cooperation-oriented, short-horizon","Strongest supported tendencies are behaviorally stable, cooperation-oriented, and short-horizon. Social evidence is mixed between self-report and direct allocation tasks.",Age: 18-29; Sex assigned at birth: Female; Completed education: Postgraduate.,18-29,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01147,18-29,female,postgraduate
1505,1535,"More intuitive, inequality-tolerant, cooperation-oriented","Strongest supported tendencies are more intuitive, inequality-tolerant, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.","Age: 30-49; Sex assigned at birth: Female; Completed education: Some college, no degree.",30-49,female,high school,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01378,30-49,female,high school
1512,412,"Structure-seeking, reflective, cooperation-oriented","Strongest supported tendencies are structure-seeking, reflective, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,1,2,multi_game_demo_source_02981,30-49,male,college/postsecondary
1518,1291,"Reflective, moderately empathic, moderately socially adaptive","Strongest supported tendencies are reflective, moderately empathic, and moderately socially adaptive. Social evidence is mixed between self-report and direct allocation tasks.","Age: 18-29; Sex assigned at birth: Male; Completed education: Some college, no degree.",18-29,male,high school,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02407,18-29,male,high school
1525,1315,"Structure-seeking, patient, moderately cooperative","Strongest supported tendencies are structure-seeking, patient, and moderately cooperative. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket,0,1,multi_game_demo_source_02932,30-49,,
153,2011,"Empathic, cooperation-oriented, short-horizon","Strongest supported tendencies are empathic, cooperation-oriented, and short-horizon. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 18-29; Sex assigned at birth: Male; Completed education: Associate's degree.,18-29,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01135,18-29,male,college/postsecondary
1530,64,"Behaviorally stable, inequality-tolerant, empathic","Strongest supported tendencies are behaviorally stable, inequality-tolerant, and empathic. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 50-64; Sex assigned at birth: Male; Completed education: High school graduate.,50-64,male,high school,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02050,50-64,male,high school
1535,918,"Empathic, structure-seeking, inequality-tolerant","Strongest supported tendencies are empathic, structure-seeking, and inequality-tolerant. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.","Age: 50-64; Sex assigned at birth: Male; Completed education: Some college, no degree.",50-64,male,high school,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02840,50-64,male,high school
1541,1643,"Inequality-tolerant, empathic, patient","Strongest supported tendencies are inequality-tolerant, empathic, and patient. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: Associate's degree.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01945,30-49,female,college/postsecondary
1546,469,"Empathic, inequality-tolerant, cooperation-oriented","Strongest supported tendencies are empathic, inequality-tolerant, and cooperation-oriented. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02512,30-49,female,college/postsecondary
1557,701,"Reflective, patient, cooperation-oriented","Strongest supported tendencies are reflective, patient, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks.",Age: 50-64; Sex assigned at birth: Female; Completed education: Postgraduate.,50-64,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02058,50-64,female,postgraduate
1576,126,"Behaviorally stable, structure-seeking, patient","Strongest supported tendencies are behaviorally stable, structure-seeking, and patient. Social evidence is mixed between self-report and direct allocation tasks.",Age: 50-64; Sex assigned at birth: Female; Completed education: Postgraduate.,50-64,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02105,50-64,female,postgraduate
158,1582,"More intuitive, structure-seeking, moderately cooperative","Strongest supported tendencies are more intuitive, structure-seeking, and moderately cooperative. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01163,30-49,male,college/postsecondary
1586,178,"More intuitive, behaviorally stable, structure-seeking","Strongest supported tendencies are more intuitive, behaviorally stable, and structure-seeking. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.","Age: 30-49; Sex assigned at birth: Male; Completed education: Some college, no degree.",30-49,male,high school,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02616,30-49,male,high school
1594,1069,"More intuitive, structure-seeking, empathic","Strongest supported tendencies are more intuitive, structure-seeking, and empathic. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_00404,30-49,female,college/postsecondary
1596,1841,"Empathic, strong logical reasoner, inequality-tolerant","Strongest supported tendencies are empathic, strong logical reasoner, and inequality-tolerant. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.","Age: 30-49; Sex assigned at birth: Female; Completed education: Some college, no degree.",30-49,female,high school,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01731,30-49,female,high school
1599,989,"More intuitive, inequality-tolerant, cooperation-oriented","Strongest supported tendencies are more intuitive, inequality-tolerant, and cooperation-oriented. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: Postgraduate.,30-49,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02157,30-49,female,postgraduate
1608,1899,"Behaviorally stable, strong logical reasoner, empathic","Strongest supported tendencies are behaviorally stable, strong logical reasoner, and empathic. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_02528,30-49,male,college/postsecondary
1611,1687,"Behaviorally stable, cooperation-oriented, structure-seeking","Strongest supported tendencies are behaviorally stable, cooperation-oriented, and structure-seeking. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01571,30-49,female,college/postsecondary
1618,1913,"Empathic, inequality-tolerant, patient","Strongest supported tendencies are empathic, inequality-tolerant, and patient. Both self-report and direct allocation behavior lean resource-protective rather than generous. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_01123,30-49,female,college/postsecondary
1622,426,"More intuitive, patient, cooperation-oriented","Strongest supported tendencies are more intuitive, patient, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks.",Age: 18-29; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,18-29,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,multi_game_demo_source_00928,18-29,female,college/postsecondary
