treatment_name,metric,generated_game_count,human_game_count,generated_treatment_mean,human_treatment_mean,abs_error,squared_error
VALIDATION_16_T,mean_round_normalized_efficiency,8,8,0.7470370370370369,0.6374174641868304,0.10961957285020651,0.012016450751861734
VALIDATION_17_C,mean_round_normalized_efficiency,11,11,0.6577682294843469,0.65641856149909,0.0013496679852569304,1.8216036704275018e-06
VALIDATION_17_T,mean_round_normalized_efficiency,8,8,0.7326987248813018,0.7070926183908826,0.025606106490419278,0.0006556726895986923
VALIDATION_18_C,mean_round_normalized_efficiency,12,12,0.6347924010967488,0.6746722392260814,0.0398798381293326,0.0015904014892217703
VALIDATION_18_T,mean_round_normalized_efficiency,10,10,0.703400411280846,0.7492598766612921,0.04585946538044616,0.00210309056498034
VALIDATION_19_C,mean_round_normalized_efficiency,10,10,0.5463900862068966,0.6884749589490969,0.14208487274220039,0.020188111062167276
VALIDATION_19_T,mean_round_normalized_efficiency,10,10,0.5101831896551724,0.9161253078817735,0.4059421182266011,0.16478900335029978
VALIDATION_1_C,mean_round_normalized_efficiency,8,8,0.3719317244224422,0.7107312293729372,0.338799504950495,0.11478510455470048
VALIDATION_1_T,mean_round_normalized_efficiency,8,8,0.6247421617161715,0.5367207217045233,0.08802144001164813,0.0077477739017241705
VALIDATION_2_C,mean_round_normalized_efficiency,9,9,0.7345679012345678,0.6121399176954732,0.12242798353909468,0.014988611153448838
VALIDATION_2_T,mean_round_normalized_efficiency,11,11,0.5979587542087542,0.5964856902356902,0.001473063973064015,2.169917468739141e-06
VALIDATION_3_C,mean_round_normalized_efficiency,9,9,0.7499128902006598,0.7243827331663213,0.025530157034338474,0.0006517889181979823
VALIDATION_3_T,mean_round_normalized_efficiency,10,10,0.7023611879726986,0.8406524047309558,0.13829121675825717,0.01912446063247927
VALIDATION_4_C,mean_round_normalized_efficiency,12,12,0.5945829589697517,0.7088570587787647,0.11427409980901304,0.013058569887160275
VALIDATION_4_T,mean_round_normalized_efficiency,9,9,0.8566062693421186,0.6769700525500093,0.17963621679210928,0.03226917038338169
VALIDATION_5_C,mean_round_normalized_efficiency,9,9,0.6732253086419753,0.8896604938271605,0.21643518518518523,0.04684418938614542
VALIDATION_5_T,mean_round_normalized_efficiency,12,12,0.5769675925925927,0.515625,0.06134259259259267,0.0037629136659808053
VALIDATION_6_C,mean_round_normalized_efficiency,12,12,0.45638744370596357,0.7622492414527681,0.3058617977468045,0.09355143932090713
VALIDATION_6_T,mean_round_normalized_efficiency,11,11,0.594346782820579,0.7292945281181497,0.1349477452975707,0.018210893960898013
VALIDATION_7_C,mean_round_normalized_efficiency,11,11,0.5502007860560492,0.9474061927399294,0.39720540668388027,0.15777213509890672
VALIDATION_7_T,mean_round_normalized_efficiency,12,12,0.6881383145363409,0.8411101216870578,0.1529718071507169,0.023400373782956122
VALIDATION_8_C,mean_round_normalized_efficiency,12,12,0.662568306010929,0.6112644648023144,0.05130384120861453,0.0026320841227587344
VALIDATION_8_T,mean_round_normalized_efficiency,11,11,0.6439393939393941,0.5382447912100757,0.10569460272931841,0.011171349046108442
VALIDATION_9_C,mean_round_normalized_efficiency,11,11,0.6567860422405878,0.7119815523982189,0.055195510157631134,0.0030465443415611617
VALIDATION_9_T,mean_round_normalized_efficiency,11,11,0.6344046525864707,0.6151555907616513,0.019249061824819447,0.0003705263811357214
VALIDATION_0_C,mean_total_contribution_rate,10,10,0.7716666666666666,0.7081481481481481,0.06351851851851853,0.0040346021947873815
VALIDATION_0_T,mean_total_contribution_rate,12,12,0.8986111111111112,0.8206404320987654,0.07797067901234589,0.006079426785646276
VALIDATION_10_C,mean_total_contribution_rate,10,10,0.7313888888888889,0.6966666666666668,0.0347222222222221,0.0012056327160493742
VALIDATION_10_T,mean_total_contribution_rate,10,10,0.7822222222222223,0.6980555555555557,0.08416666666666661,0.007084027777777769
VALIDATION_11_C,mean_total_contribution_rate,10,10,0.5182692307692308,0.7712762237762238,0.25300699300699303,0.06401253851044061
VALIDATION_11_T,mean_total_contribution_rate,11,11,0.6433566433566434,0.8503496503496503,0.20699300699300682,0.04284610494400697
VALIDATION_12_C,mean_total_contribution_rate,12,12,0.5428240740740741,0.7465277777777777,0.2037037037037036,0.04149519890260627
VALIDATION_12_T,mean_total_contribution_rate,12,12,0.8020833333333331,0.8930555555555556,0.09097222222222245,0.008275945216049425
VALIDATION_13_C,mean_total_contribution_rate,10,10,0.6958272058823529,0.8770542851756087,0.18122707929325577,0.03284325426916401
VALIDATION_13_T,mean_total_contribution_rate,11,11,0.6821022727272728,0.9326987840590781,0.2505965113318054,0.06279861149167167
VALIDATION_14_C,mean_total_contribution_rate,12,12,0.7138523391812868,0.810124269005848,0.09627192982456123,0.009268284472145243
VALIDATION_14_T,mean_total_contribution_rate,10,10,0.7114912280701755,0.8944298245614035,0.182938596491228,0.03346653008618034
VALIDATION_15_C,mean_total_contribution_rate,11,11,0.6443556443556443,0.6560780128961947,0.01172236854055042,0.0001374139242004862
VALIDATION_15_T,mean_total_contribution_rate,9,9,0.8223443223443224,0.8450065983399316,0.022662275995609216,0.0005135787533011657
VALIDATION_16_C,mean_total_contribution_rate,10,10,0.5866666666666667,0.8465396825396825,0.2598730158730158,0.06753398437893673
VALIDATION_16_T,mean_total_contribution_rate,8,8,0.7708333333333334,0.8576851851851852,0.08685185185185185,0.007543244170096021
VALIDATION_17_C,mean_total_contribution_rate,11,11,0.6574162679425838,0.6217183444350627,0.0356979235075211,0.0012743417427488275
VALIDATION_17_T,mean_total_contribution_rate,8,8,0.7347587719298245,0.7132947470486171,0.021464024881207466,0.0004607043641010932
VALIDATION_18_C,mean_total_contribution_rate,12,12,0.6277173913043479,0.6132246376811595,0.01449275362318836,0.00021003990758243932
VALIDATION_18_T,mean_total_contribution_rate,10,10,0.7076086956521739,0.7278985507246376,0.020289855072463725,0.00041167821886158197
VALIDATION_19_C,mean_total_contribution_rate,10,10,0.5511637931034483,0.6382902298850575,0.08712643678160914,0.007591015986259734
VALIDATION_19_T,mean_total_contribution_rate,10,10,0.5157327586206896,0.8140660919540229,0.29833333333333334,0.08900277777777778
VALIDATION_1_C,mean_total_contribution_rate,8,8,0.3760416666666666,0.7180989583333334,0.34205729166666676,0.11700319078233513
VALIDATION_1_T,mean_total_contribution_rate,8,8,0.6312500000000001,0.5815104166666667,0.04973958333333339,0.002474026150173617
VALIDATION_2_C,mean_total_contribution_rate,9,9,0.7344444444444443,0.5927777777777778,0.1416666666666665,0.020069444444444397
VALIDATION_2_T,mean_total_contribution_rate,11,11,0.6019318181818182,0.63625,0.0343181818181818,0.0011777376033057841
VALIDATION_3_C,mean_total_contribution_rate,9,9,0.7522792022792023,0.6416524216524215,0.11062678062678077,0.012238284591845878
VALIDATION_3_T,mean_total_contribution_rate,10,10,0.7051602564102564,0.8729807692307692,0.1678205128205128,0.0281637245233399
VALIDATION_4_C,mean_total_contribution_rate,12,12,0.5952380952380952,0.6674107142857143,0.07217261904761907,0.005208886940192747
VALIDATION_4_T,mean_total_contribution_rate,9,9,0.867063492063492,0.7804232804232804,0.08664021164021163,0.007506526273060663
VALIDATION_5_C,mean_total_contribution_rate,9,9,0.6435185185185186,0.6574074074074074,0.01388888888888884,0.00019290123456789987
VALIDATION_5_T,mean_total_contribution_rate,12,12,0.6458333333333333,0.7395833333333334,0.09375000000000011,0.00878906250000002
VALIDATION_6_C,mean_total_contribution_rate,12,12,0.4565504807692307,0.7100946362665113,0.25354415549728054,0.06428463878682918
VALIDATION_6_T,mean_total_contribution_rate,11,11,0.5952578671328671,0.7705997364378047,0.17534186930493756,0.030744771131349803
VALIDATION_7_C,mean_total_contribution_rate,11,11,0.550263157894737,0.9035639287612972,0.3533007708665602,0.12482143469490567
VALIDATION_7_T,mean_total_contribution_rate,12,12,0.6888815789473685,0.8626699561403509,0.17378837719298246,0.030202400047370345
VALIDATION_8_C,mean_total_contribution_rate,12,12,0.6690972222222221,0.6371527777777778,0.03194444444444433,0.0010204475308641903
VALIDATION_8_T,mean_total_contribution_rate,11,11,0.6696969696969697,0.6191666666666668,0.050530303030302925,0.002553311524334241
VALIDATION_9_C,mean_total_contribution_rate,11,11,0.6555555555555554,0.6517405742405742,0.0038149813149812584,1.4554082433656131e-05
VALIDATION_9_T,mean_total_contribution_rate,11,11,0.6356565656565656,0.703251676774404,0.06759511111783845,0.004569099047032927
