custom_id,input_tokens_tiktoken
concordia_compact_chip_match__pid_concordia_5d41cb61a36a__record_chip4__cohort_02_m89542__game_1__p002__g033,1744
concordia_compact_chip_match__pid_concordia_5d41cb61a36a__record_chip4__cohort_04_m8aboy__game_1__p002__g034,1746
concordia_compact_chip_match__pid_concordia_5d41cb61a36a__record_chip4__cohort_05_m7xlsd__game_1__p002__g035,1790
concordia_compact_chip_match__pid_concordia_5d41cb61a36a__record_chip4__cohort_05_m89542__game_1__p002__g036,1799
concordia_compact_chip_match__pid_concordia_5d41cb61a36a__record_chip4__cohort_05_m898xg__game_1__p002__g037,1780
concordia_compact_chip_match__pid_concordia_5d41cb61a36a__record_chip4__cohort_06_m89b9z__game_1__p002__g038,1765
concordia_compact_chip_match__pid_concordia_5d41cb61a36a__record_chip4__cohort_06_m8acrp__game_1__p002__g039,1890
concordia_compact_chip_match__pid_concordia_5d41cb61a36a__record_chip4__cohort_07_m8ad4g__game_1__p002__g040,1932
concordia_compact_chip_match__pid_concordia_5d41cb61a36a__record_chip4__cohort_01_m898xg__game_2_alt_profile__p002__g041,1646
concordia_compact_chip_match__pid_concordia_5d41cb61a36a__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p002__g042,1874
concordia_compact_chip_match__pid_concordia_5d41cb61a36a__record_chip4__cohort_02_m89542__game_2_alt_profile__p002__g043,1746
concordia_compact_chip_match__pid_concordia_5d41cb61a36a__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p002__g044,1739
concordia_compact_chip_match__pid_concordia_5d41cb61a36a__record_chip4__cohort_03_m898xg__game_2_alt_profile__p002__g045,1804
concordia_compact_chip_match__pid_concordia_5d41cb61a36a__record_chip4__cohort_04_m89542__game_2_alt_profile__p002__g046,1860
concordia_compact_chip_match__pid_concordia_5d41cb61a36a__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p002__g047,1853
concordia_compact_chip_match__pid_concordia_5d41cb61a36a__record_chip4__cohort_05_m898xg__game_2_alt_profile__p002__g048,1916
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip2__cohort_01_m7xia7__game_1__p003__g001,1523
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip2__cohort_02_m7xiz2__game_1__p003__g002,1686
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip2__cohort_03_m8aexq__game_1__p003__g003,1655
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip2__cohort_05_m7xjzy__game_1__p003__g004,1688
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip2__cohort_07_m8ag8i__game_1__p003__g005,1741
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip2__cohort_12_m8agmu__game_1__p003__g006,1682
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip2__cohort_14_m8agmu__game_1__p003__g007,1748
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip2__cohort_15_m8agmu__game_1__p003__g008,1680
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p003__g009,1627
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p003__g010,1686
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p003__g011,1704
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p003__g012,1775
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p003__g013,1759
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p003__g014,1586
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p003__g015,1572
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p003__g016,1611
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip3__cohort_01_m8aiq8__game_1__p003__g017,1661
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip3__cohort_05_m8aiq8__game_1__p003__g018,1650
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip3__g11_m5wp7b__game_1__p003__g019,1872
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip3__g17_m5wp8w__game_1__p003__g020,1708
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip3__g20_m5wq93__game_1__p003__g021,1718
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip3__g6_m5wp77__game_1__p003__g022,1755
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip3__g7_m5wp78__game_1__p003__g023,1829
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip3__g9_m5wp79__game_1__p003__g024,1628
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p003__g025,1574
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p003__g026,1687
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p003__g027,1607
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p003__g028,1692
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip3__g12_m5wp8p__game_2_alt_profile__p003__g029,1639
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip3__g13_m5wp8q__game_2_alt_profile__p003__g030,1837
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip3__g3_m5wp6q__game_2_alt_profile__p003__g031,1770
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip3__g7_m5wp78__game_2_alt_profile__p003__g032,1877
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip4__cohort_02_m89542__game_1__p003__g033,1722
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip4__cohort_04_m8aboy__game_1__p003__g034,1724
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip4__cohort_05_m7xlsd__game_1__p003__g035,1768
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip4__cohort_05_m89542__game_1__p003__g036,1777
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip4__cohort_05_m898xg__game_1__p003__g037,1758
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip4__cohort_06_m89b9z__game_1__p003__g038,1743
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip4__cohort_06_m8acrp__game_1__p003__g039,1868
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip4__cohort_07_m8ad4g__game_1__p003__g040,1910
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip4__cohort_01_m898xg__game_2_alt_profile__p003__g041,1624
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p003__g042,1852
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip4__cohort_02_m89542__game_2_alt_profile__p003__g043,1724
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p003__g044,1717
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip4__cohort_03_m898xg__game_2_alt_profile__p003__g045,1782
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip4__cohort_04_m89542__game_2_alt_profile__p003__g046,1838
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p003__g047,1831
concordia_compact_chip_match__pid_concordia_1928b2a67ed0__record_chip4__cohort_05_m898xg__game_2_alt_profile__p003__g048,1894
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip2__cohort_01_m7xia7__game_1__p004__g001,1539
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip2__cohort_02_m7xiz2__game_1__p004__g002,1702
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip2__cohort_03_m8aexq__game_1__p004__g003,1671
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip2__cohort_05_m7xjzy__game_1__p004__g004,1704
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip2__cohort_07_m8ag8i__game_1__p004__g005,1757
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip2__cohort_12_m8agmu__game_1__p004__g006,1698
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip2__cohort_14_m8agmu__game_1__p004__g007,1764
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip2__cohort_15_m8agmu__game_1__p004__g008,1696
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p004__g009,1643
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p004__g010,1702
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p004__g011,1720
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p004__g012,1791
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p004__g013,1775
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p004__g014,1602
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p004__g015,1588
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p004__g016,1627
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip3__cohort_01_m8aiq8__game_1__p004__g017,1677
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip3__cohort_05_m8aiq8__game_1__p004__g018,1666
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip3__g11_m5wp7b__game_1__p004__g019,1888
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip3__g17_m5wp8w__game_1__p004__g020,1724
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip3__g20_m5wq93__game_1__p004__g021,1734
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip3__g6_m5wp77__game_1__p004__g022,1771
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip3__g7_m5wp78__game_1__p004__g023,1845
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip3__g9_m5wp79__game_1__p004__g024,1644
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p004__g025,1590
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p004__g026,1703
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p004__g027,1623
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p004__g028,1708
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip3__g12_m5wp8p__game_2_alt_profile__p004__g029,1655
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip3__g13_m5wp8q__game_2_alt_profile__p004__g030,1853
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip3__g3_m5wp6q__game_2_alt_profile__p004__g031,1786
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip3__g7_m5wp78__game_2_alt_profile__p004__g032,1893
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip4__cohort_02_m89542__game_1__p004__g033,1738
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip4__cohort_04_m8aboy__game_1__p004__g034,1740
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip4__cohort_05_m7xlsd__game_1__p004__g035,1784
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip4__cohort_05_m89542__game_1__p004__g036,1793
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip4__cohort_05_m898xg__game_1__p004__g037,1774
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip4__cohort_06_m89b9z__game_1__p004__g038,1759
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip4__cohort_06_m8acrp__game_1__p004__g039,1884
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip4__cohort_07_m8ad4g__game_1__p004__g040,1926
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip4__cohort_01_m898xg__game_2_alt_profile__p004__g041,1640
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p004__g042,1868
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip4__cohort_02_m89542__game_2_alt_profile__p004__g043,1740
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p004__g044,1733
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip4__cohort_03_m898xg__game_2_alt_profile__p004__g045,1798
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip4__cohort_04_m89542__game_2_alt_profile__p004__g046,1854
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p004__g047,1847
concordia_compact_chip_match__pid_concordia_7b95ebdd263b__record_chip4__cohort_05_m898xg__game_2_alt_profile__p004__g048,1910
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip2__cohort_01_m7xia7__game_1__p005__g001,1532
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip2__cohort_02_m7xiz2__game_1__p005__g002,1695
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip2__cohort_03_m8aexq__game_1__p005__g003,1664
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip2__cohort_05_m7xjzy__game_1__p005__g004,1697
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip2__cohort_07_m8ag8i__game_1__p005__g005,1750
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip2__cohort_12_m8agmu__game_1__p005__g006,1691
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip2__cohort_14_m8agmu__game_1__p005__g007,1757
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip2__cohort_15_m8agmu__game_1__p005__g008,1689
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p005__g009,1636
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p005__g010,1695
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p005__g011,1713
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p005__g012,1784
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p005__g013,1768
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p005__g014,1595
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p005__g015,1581
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p005__g016,1620
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip3__cohort_01_m8aiq8__game_1__p005__g017,1670
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip3__cohort_05_m8aiq8__game_1__p005__g018,1659
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip3__g11_m5wp7b__game_1__p005__g019,1881
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip3__g17_m5wp8w__game_1__p005__g020,1717
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip3__g20_m5wq93__game_1__p005__g021,1727
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip3__g6_m5wp77__game_1__p005__g022,1764
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip3__g7_m5wp78__game_1__p005__g023,1838
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip3__g9_m5wp79__game_1__p005__g024,1637
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p005__g025,1583
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p005__g026,1696
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p005__g027,1616
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p005__g028,1701
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip3__g12_m5wp8p__game_2_alt_profile__p005__g029,1648
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip3__g13_m5wp8q__game_2_alt_profile__p005__g030,1846
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip3__g3_m5wp6q__game_2_alt_profile__p005__g031,1779
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip3__g7_m5wp78__game_2_alt_profile__p005__g032,1886
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip4__cohort_02_m89542__game_1__p005__g033,1731
concordia_compact_chip_match__pid_concordia_9d585a2b2483__record_chip4__cohort_04_m8aboy__game_1__p005__g034,1733
