custom_id,persona_pid,persona_source,condition,profile_mode,persona_index,source_key,name,raw_profile_chars,raw_profile_sha1,record_id,unit_id,treatment_name,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,players,model,top_k,match_rank,player,probability,is_top1,player_key,match_probability,final_surplus,final_welfare,proposer_mean_net_surplus,proposer_acceptance_rate,proposer_mean_trade_ratio,response_acceptance_rate,response_mean_net_surplus_if_accepted,received_trade_rate
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_05_m7xjzy__game_1__p001__g004,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_05_m7xjzy__game_1,chip2__cohort_05_m7xjzy__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 05-m7xjzy,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""owl-yellow-7660"", ""iguana-red-1137"", ""whale-blue-4588""]",gpt-5-mini,3,2,iguana-red-1137,0.18,False,chip2__cohort_05_m7xjzy__game_1::iguana-red-1137,0.18,2.5999999999999996,8.6,0.9666666666666667,0.6666666666666666,1.1333333333333333,0.16666666666666666,-0.8,0.16666666666666666
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_05_m7xjzy__game_1__p001__g004,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_05_m7xjzy__game_1,chip2__cohort_05_m7xjzy__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 05-m7xjzy,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""owl-yellow-7660"", ""iguana-red-1137"", ""whale-blue-4588""]",gpt-5-mini,3,3,whale-blue-4588,0.1,False,chip2__cohort_05_m7xjzy__game_1::whale-blue-4588,0.1,3.8000000000000007,16.8,0.6333333333333333,0.0,0.8666666666666667,0.3333333333333333,1.9000000000000004,0.3333333333333333
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_07_m8ag8i__game_1__p001__g005,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_07_m8ag8i__game_1,chip2__cohort_07_m8ag8i__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 07-m8ag8i,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""whale-green-1798"", ""swan-pink-1424"", ""turtle-yellow-7601""]",gpt-5-mini,3,1,whale-green-1798,0.72,True,chip2__cohort_07_m8ag8i__game_1::whale-green-1798,0.72,5.300000000000001,18.3,1.4000000000000001,0.6666666666666666,1.0,0.3333333333333333,2.05,0.3333333333333333
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_07_m8ag8i__game_1__p001__g005,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_07_m8ag8i__game_1,chip2__cohort_07_m8ag8i__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 07-m8ag8i,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""whale-green-1798"", ""swan-pink-1424"", ""turtle-yellow-7601""]",gpt-5-mini,3,2,swan-pink-1424,0.22,False,chip2__cohort_07_m8ag8i__game_1::swan-pink-1424,0.22,1.5999999999999996,7.6,0.13333333333333333,1.0,1.8333333333333333,0.16666666666666666,1.2,0.16666666666666666
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_07_m8ag8i__game_1__p001__g005,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_07_m8ag8i__game_1,chip2__cohort_07_m8ag8i__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 07-m8ag8i,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""whale-green-1798"", ""swan-pink-1424"", ""turtle-yellow-7601""]",gpt-5-mini,3,3,turtle-yellow-7601,0.06,False,chip2__cohort_07_m8ag8i__game_1::turtle-yellow-7601,0.06,0.5999999999999996,7.6,2.1,0.0,0.39999999999999997,0.3333333333333333,0.3,0.3333333333333333
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_12_m8agmu__game_1__p001__g006,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_12_m8agmu__game_1,chip2__cohort_12_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 12-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""monkey-pink-6874"", ""buffalo-orange-6610"", ""goose-purple-9985""]",gpt-5-mini,3,1,monkey-pink-6874,0.75,True,chip2__cohort_12_m8agmu__game_1::monkey-pink-6874,0.75,-2.3000000000000007,10.7,1.1000000000000003,0.3333333333333333,1.0,0.3333333333333333,-0.85,0.3333333333333333
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_12_m8agmu__game_1__p001__g006,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_12_m8agmu__game_1,chip2__cohort_12_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 12-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""monkey-pink-6874"", ""buffalo-orange-6610"", ""goose-purple-9985""]",gpt-5-mini,3,2,goose-purple-9985,0.15,False,chip2__cohort_12_m8agmu__game_1::goose-purple-9985,0.15,-0.5999999999999996,11.4,1.033333333333333,0.0,1.0158730158730158,0.3333333333333333,-0.09999999999999987,0.16666666666666666
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_12_m8agmu__game_1__p001__g006,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_12_m8agmu__game_1,chip2__cohort_12_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 12-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""monkey-pink-6874"", ""buffalo-orange-6610"", ""goose-purple-9985""]",gpt-5-mini,3,3,buffalo-orange-6610,0.1,False,chip2__cohort_12_m8agmu__game_1::buffalo-orange-6610,0.1,2.3000000000000007,14.3,0.6333333333333332,1.0,0.8333333333333334,0.16666666666666666,0.3999999999999999,0.16666666666666666
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_14_m8agmu__game_1__p001__g007,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_14_m8agmu__game_1,chip2__cohort_14_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 14-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""ram-pink-8623"", ""squid-yellow-4597"", ""otter-pink-5988""]",gpt-5-mini,3,1,ram-pink-8623,0.8,True,chip2__cohort_14_m8agmu__game_1::ram-pink-8623,0.8,-5.0,5.0,-1.0,0.6666666666666666,2.888888888888889,0.3333333333333333,-0.75,0.3333333333333333
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_14_m8agmu__game_1__p001__g007,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_14_m8agmu__game_1,chip2__cohort_14_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 14-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""ram-pink-8623"", ""squid-yellow-4597"", ""otter-pink-5988""]",gpt-5-mini,3,2,squid-yellow-4597,0.15,False,chip2__cohort_14_m8agmu__game_1::squid-yellow-4597,0.15,4.5,13.5,1.0333333333333332,0.6666666666666666,0.5555555555555555,0.5,0.8666666666666668,0.5
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_14_m8agmu__game_1__p001__g007,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_14_m8agmu__game_1,chip2__cohort_14_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 14-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""ram-pink-8623"", ""squid-yellow-4597"", ""otter-pink-5988""]",gpt-5-mini,3,3,otter-pink-5988,0.05,False,chip2__cohort_14_m8agmu__game_1::otter-pink-5988,0.05,0.5,9.5,0.8999999999999999,0.3333333333333333,0.8055555555555555,0.3333333333333333,1.5500000000000003,0.0
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_15_m8agmu__game_1__p001__g008,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_15_m8agmu__game_1,chip2__cohort_15_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 15-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""camel-pink-767"", ""butterfly-yellow-2139"", ""alligator-orange-9612""]",gpt-5-mini,3,1,camel-pink-767,0.65,True,chip2__cohort_15_m8agmu__game_1::camel-pink-767,0.65,3.5,18.5,1.5,0.6666666666666666,1.0,0.3333333333333333,1.75,0.16666666666666666
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_15_m8agmu__game_1__p001__g008,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_15_m8agmu__game_1,chip2__cohort_15_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 15-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""camel-pink-767"", ""butterfly-yellow-2139"", ""alligator-orange-9612""]",gpt-5-mini,3,2,alligator-orange-9612,0.3,False,chip2__cohort_15_m8agmu__game_1::alligator-orange-9612,0.3,2.0,10.0,0.4000000000000001,0.6666666666666666,1.0,0.3333333333333333,0.30000000000000004,0.3333333333333333
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_15_m8agmu__game_1__p001__g008,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_15_m8agmu__game_1,chip2__cohort_15_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 15-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""camel-pink-767"", ""butterfly-yellow-2139"", ""alligator-orange-9612""]",gpt-5-mini,3,3,butterfly-yellow-2139,0.05,False,chip2__cohort_15_m8agmu__game_1::butterfly-yellow-2139,0.05,0.3000000000000007,11.3,3.433333333333333,0.0,0.503921568627451,0.3333333333333333,0.34999999999999987,0.16666666666666666
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p001__g009,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_04_m8aexq__game_2_alt_profile,chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 04-m8aexq,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""iguana-orange-9224"", ""ram-red-5745"", ""dolphin-purple-6605""]",gpt-5-mini,3,1,iguana-orange-9224,0.75,True,chip2__cohort_04_m8aexq__game_2_alt_profile::iguana-orange-9224,0.75,0.5,6.5,0.7333333333333334,0.3333333333333333,0.7777777777777777,0.3333333333333333,0.44999999999999996,0.3333333333333333
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p001__g009,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_04_m8aexq__game_2_alt_profile,chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 04-m8aexq,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""iguana-orange-9224"", ""ram-red-5745"", ""dolphin-purple-6605""]",gpt-5-mini,3,2,dolphin-purple-6605,0.2,False,chip2__cohort_04_m8aexq__game_2_alt_profile::dolphin-purple-6605,0.2,0.0,10.0,0.5,0.0,0.6944444444444443,0.16666666666666666,0.0,0.16666666666666666
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p001__g009,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_04_m8aexq__game_2_alt_profile,chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 04-m8aexq,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""iguana-orange-9224"", ""ram-red-5745"", ""dolphin-purple-6605""]",gpt-5-mini,3,3,ram-red-5745,0.05,False,chip2__cohort_04_m8aexq__game_2_alt_profile::ram-red-5745,0.05,1.5,11.5,1.0,0.6666666666666666,0.5,0.0,nan,0.0
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p001__g010,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_05_m7xjzy__game_2_alt_profile,chip2__cohort_05_m7xjzy__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 05-m7xjzy,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p2 (n=20),"[""iguana-red-1137"", ""owl-yellow-7660"", ""whale-blue-4588""]",gpt-5-mini,3,1,iguana-red-1137,0.7,True,chip2__cohort_05_m7xjzy__game_2_alt_profile::iguana-red-1137,0.7,1.9000000000000004,14.9,3.233333333333333,0.3333333333333333,0.9333333333333332,0.16666666666666666,1.7000000000000002,0.16666666666666666
concordia_compact_chip_match__pid_concordia_7515c263835a__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p001__g010,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,compact,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,760,a1721756c50b1d5e266d1d16fc5edeb8c3db352d,chip2__cohort_05_m7xjzy__game_2_alt_profile,chip2__cohort_05_m7xjzy__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 05-m7xjzy,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p2 (n=20),"[""iguana-red-1137"", ""owl-yellow-7660"", ""whale-blue-4588""]",gpt-5-mini,3,2,owl-yellow-7660,0.2,False,chip2__cohort_05_m7xjzy__game_2_alt_profile::owl-yellow-7660,0.2,2.1999999999999993,13.2,0.7999999999999998,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.75,0.16666666666666666
