participant,cluster_id,cluster_title,weight,non_negligible
aWKs66yRscSN2XrGN,5,**Moderate Conditional Cooperation**,1.0,True
bBLaz2vGcF2rt3Jcb,16,**Rigid Full Cooperation**,1.0,True
bibiuSci5uRAjTBng,17,**Conditional High Contribution**,1.0,True
dAuWm6qkiaQ6YqRbE,17,**Conditional High Contribution**,1.0,True
eHpzc7SmiuAbep39m,17,**Conditional High Contribution**,1.0,True
i5LgAzzz3JneY4eEZ,8,**Consistent Free-Riding**,1.0,True
u8giBwzJTsSAoJAxz,5,**Moderate Conditional Cooperation**,1.0,True
xKv58uf4nSh3P3rF4,17,**Conditional High Contribution**,1.0,True
5A4ShTAsoQK5CGWJj,14,**Unwavering Full Cooperation**,1.0,True
AcnLgaaDtGBNDSSFF,14,**Unwavering Full Cooperation**,1.0,True
ZbgKFFo4EsJqrBSGa,15,**Steadfast High Contribution**,1.0,True
eDkdR3KGpSc4YfyF3,14,**Unwavering Full Cooperation**,1.0,True
jZqDckxEMBYuxBvft,14,**Unwavering Full Cooperation**,1.0,True
ohyMWtv53vQEb3QFs,14,**Unwavering Full Cooperation**,1.0,True
N8a7KTWJk3snSGxSv,17,**Conditional High Contribution**,1.0,True
XBsJwxCtWmKyKZnzg,17,**Conditional High Contribution**,1.0,True
XWcXjZYs3WRn7yr7P,5,**Moderate Conditional Cooperation**,1.0,True
eJwhAsxn49tpq9WxB,5,**Moderate Conditional Cooperation**,1.0,True
eKusaLLsNdssQuLY3,17,**Conditional High Contribution**,1.0,True
fk7DEbzMFoeY2jFmm,5,**Moderate Conditional Cooperation**,1.0,True
q84j9JT6ThEEEoNzA,5,**Moderate Conditional Cooperation**,1.0,True
szhm2rZLbGZkZgDi6,17,**Conditional High Contribution**,1.0,True
udWzEBWK9zQFswm48,18,**Predominantly Free-Riding**,1.0,True
5keCBFAdcX8fXzcmh,19,**Rigid Full Cooperation**,1.0,True
6SHNjdpvz9q8jLTNp,8,**Consistent Free-Riding**,1.0,True
9nPH5dRCTuvk6QypC,19,**Rigid Full Cooperation**,1.0,True
Aemmd3HNCJQ5dQWxN,19,**Rigid Full Cooperation**,1.0,True
BhXXBzbsBLcepyeMB,0,**Volatile Conditional Cooperation**,1.0,True
Bor62MB22jAQSevkX,22,**Strategic Free-Riding**,1.0,True
HbSTBd8AD5zu76sfN,11,**Conditional High Contribution**,1.0,True
QujaKrGtgSZL9qHmb,19,**Rigid Full Cooperation**,1.0,True
X8nw86qLRcxXy6F4M,19,**Rigid Full Cooperation**,1.0,True
YZERvGGDByERFmq3J,19,**Rigid Full Cooperation**,1.0,True
dQtsyQR9jsKrqWqDd,0,**Volatile Conditional Cooperation**,1.0,True
pGvbduhyEYSxon7uG,19,**Rigid Full Cooperation**,1.0,True
8wTpxFv49dfTfhnE3,2,**Steadfast Full Cooperation**,1.0,True
Hzjpw3RP7MYtj5ciw,15,**Steadfast High Contribution**,1.0,True
KQGJeAzabom74EAoo,6,**Inconsistent Conditional Cooperation**,1.0,True
YvS4A5zc87CEv9JqD,6,**Inconsistent Conditional Cooperation**,1.0,True
jyFNsXDsoAoC7nhaC,6,**Inconsistent Conditional Cooperation**,1.0,True
kWSnLBN9FBMQBJ4ys,6,**Inconsistent Conditional Cooperation**,1.0,True
5orJSbeZm5Qo6Nf2c,3,**Strict Full Cooperation**,1.0,True
9LB69vvE5YJ8FTABn,14,**Unwavering Full Cooperation**,1.0,True
CDdfDBS3TJuwo5sdT,14,**Unwavering Full Cooperation**,1.0,True
EBB5atRiWmHKS6tBq,1,**High Unconditional Cooperation**,1.0,True
Ju3dxdJ7tkNLYWE6D,12,**Stable High Contribution**,1.0,True
QYXyzaFFBFotLBssR,10,**Strong High Contribution**,1.0,True
Tp8oQGvpodpWCxH4M,12,**Stable High Contribution**,1.0,True
hCZFZSeJ2Jjj4oqhY,10,**Strong High Contribution**,1.0,True
FKriQtdFBTrWrfGBH,6,**Inconsistent Conditional Cooperation**,1.0,True
Hzpx2jqhYSZdif4ZN,12,**Stable High Contribution**,1.0,True
LbA9WeT3GTZMSNzNY,6,**Inconsistent Conditional Cooperation**,1.0,True
Mm6mgT6wHK3JH9kjZ,6,**Inconsistent Conditional Cooperation**,1.0,True
PFhmYJ38xLnXPkaM8,10,**Strong High Contribution**,1.0,True
hTdGbCFuP3T9rYtNd,6,**Inconsistent Conditional Cooperation**,1.0,True
kbxi5o3HFQXMGo5oX,10,**Strong High Contribution**,1.0,True
nyi8ePouSTATiREKQ,12,**Stable High Contribution**,1.0,True
pZ23AK9eSGXF7kbub,6,**Inconsistent Conditional Cooperation**,1.0,True
qjKeypvMTCWMtaeRg,10,**Strong High Contribution**,1.0,True
tF4Dus9NMgschoP7L,21,**High Conditional Contribution**,1.0,True
zJd7D32NZfC6rjKSJ,8,**Consistent Free-Riding**,1.0,True
7m8GgZcSDPpiGtu7Q,16,**Rigid Full Cooperation**,1.0,True
ECyY6RJL7xsZmJcZy,10,**Strong High Contribution**,1.0,True
FKuMFB4zi8ekBPnZF,7,**Stable High Contribution**,1.0,True
QzzkxSSxwrNBFkdcq,7,**Stable High Contribution**,1.0,True
TaJQBuPufXkWZhmN4,7,**Stable High Contribution**,1.0,True
XnjCBRwp52oLMcNTh,10,**Strong High Contribution**,1.0,True
dwTAozr8scqjx5evW,3,**Strict Full Cooperation**,1.0,True
oFSk487cqv3tc54Sv,3,**Strict Full Cooperation**,1.0,True
qzp8RyXNHPzFLMT55,5,**Moderate Conditional Cooperation**,1.0,True
2zj2Qk9kmEu38LcJT,1,**High Unconditional Cooperation**,1.0,True
5rhN945uHvjCg8w2p,14,**Unwavering Full Cooperation**,1.0,True
8jSfSZWk5i4EejQBa,14,**Unwavering Full Cooperation**,1.0,True
9Yg6AsY5zPPfompXq,7,**Stable High Contribution**,1.0,True
H36NKQ2ZF8myF5c3a,3,**Strict Full Cooperation**,1.0,True
LJTJvtYkxWvRD5fqP,10,**Strong High Contribution**,1.0,True
QDWtgTdWgBPwpn897,12,**Stable High Contribution**,1.0,True
SixqSafHmEgkEQi9W,10,**Strong High Contribution**,1.0,True
TzB5CfRi6HZpFfi4j,8,**Consistent Free-Riding**,1.0,True
XapD84w5S9DedSpNY,12,**Stable High Contribution**,1.0,True
YbKArS3qM2Xpmy32a,14,**Unwavering Full Cooperation**,1.0,True
ado5nqWyycfo2E6Yp,10,**Strong High Contribution**,1.0,True
bWKDiiKFsMkEyEEYc,10,**Strong High Contribution**,1.0,True
bvJBu6hpBkzGgwSXN,8,**Consistent Free-Riding**,1.0,True
gEGGvnybrjtcx726q,6,**Inconsistent Conditional Cooperation**,1.0,True
jvJ3zAdipfTnBfqCi,14,**Unwavering Full Cooperation**,1.0,True
nE4ku9WPBGT2Wbkt8,2,**Steadfast Full Cooperation**,1.0,True
w9T3tcvXrSpm2sNTt,3,**Strict Full Cooperation**,1.0,True
wRraedvynMNyJ3x7c,10,**Strong High Contribution**,1.0,True
wkDv5qjbPAwJTuSuA,3,**Strict Full Cooperation**,1.0,True
2YnqAfE2FSnFPJjnN,10,**Strong High Contribution**,1.0,True
BzjpsaRjqTZWNod2G,18,**Predominantly Free-Riding**,1.0,True
EMRDDM4KagfGrFyhb,10,**Strong High Contribution**,1.0,True
W477XeF8g6ySxM89F,4,**Flexible Conditional Contribution**,1.0,True
mKuKPrjr3urdkzja3,18,**Predominantly Free-Riding**,1.0,True
scrBLGtZNt9KHHWWC,1,**High Unconditional Cooperation**,1.0,True
svqaBDv5mt4tYJq3i,18,**Predominantly Free-Riding**,1.0,True
swomPrsZH2HWdQNtw,18,**Predominantly Free-Riding**,1.0,True
wtJrhmYkpRuryg3du,18,**Predominantly Free-Riding**,1.0,True
yGgvz3P2nE476FEDd,1,**High Unconditional Cooperation**,1.0,True
F87ewJKbJdsdrg5Ha,20,**Conditional Cooperative Behavior**,1.0,True
LQiG35LCxfCusLoaH,13,**Near-Maximal Cooperation**,1.0,True
LysM5MbDovTmE9dKe,2,**Steadfast Full Cooperation**,1.0,True
McW5SNbKayq2yESYS,20,**Conditional Cooperative Behavior**,1.0,True
PBdpHrKtxHQErpwJJ,13,**Near-Maximal Cooperation**,1.0,True
QX4LnDtuTK6MFXq96,13,**Near-Maximal Cooperation**,1.0,True
Rc9mK92qAFR7Y7eDc,20,**Conditional Cooperative Behavior**,1.0,True
TCPt3ftKtvckJdSQL,13,**Near-Maximal Cooperation**,1.0,True
a29NEChz52pPH3hQz,13,**Near-Maximal Cooperation**,1.0,True
fcGcsjc6gnYMNgdNE,20,**Conditional Cooperative Behavior**,1.0,True
jK4hbgcWxQm7atMzM,20,**Conditional Cooperative Behavior**,1.0,True
jdB42gn5SYhviF46B,13,**Near-Maximal Cooperation**,1.0,True
jwKbbrKTisDs26yyB,13,**Near-Maximal Cooperation**,1.0,True
mRjoD5ndc5Wj5KWHP,20,**Conditional Cooperative Behavior**,1.0,True
y3WCz8dkcoCi4WhSP,22,**Strategic Free-Riding**,1.0,True
zBc4CrYJHP7xEke3B,13,**Near-Maximal Cooperation**,1.0,True
2xMFSc5bZ2mmYQApu,5,**Moderate Conditional Cooperation**,1.0,True
6cHmYeyLKDGTLtT93,16,**Rigid Full Cooperation**,1.0,True
CQaFJMXJruRmma6Sz,5,**Moderate Conditional Cooperation**,1.0,True
CjofogznymYT6G9mW,5,**Moderate Conditional Cooperation**,1.0,True
FC4yio6a4QPAYa62p,16,**Rigid Full Cooperation**,1.0,True
JTjY3WgRyruztkjCt,5,**Moderate Conditional Cooperation**,1.0,True
LRo7pqiD8Si8xz4jH,5,**Moderate Conditional Cooperation**,1.0,True
LpvjT3rPDxPcwoNKm,7,**Stable High Contribution**,1.0,True
Nx9zo3Gcuv4J7k3yZ,5,**Moderate Conditional Cooperation**,1.0,True
R5nAno98ayCkzMPWD,16,**Rigid Full Cooperation**,1.0,True
aRMHmGitnnjX8HouH,3,**Strict Full Cooperation**,1.0,True
axHLp7jdfTkkkFvrL,16,**Rigid Full Cooperation**,1.0,True
iiBkcEMR72RNKADMM,5,**Moderate Conditional Cooperation**,1.0,True
jXuhHkv6XG5inyXNy,5,**Moderate Conditional Cooperation**,1.0,True
ovTcJ5pyoPpqaGvqX,5,**Moderate Conditional Cooperation**,1.0,True
y4KbXRM6uubxgefAp,5,**Moderate Conditional Cooperation**,1.0,True
9Fckk2cA9uBMSZtZ5,22,**Strategic Free-Riding**,1.0,True
fAztBxsD33WX7soa2,22,**Strategic Free-Riding**,1.0,True
qfBNFNAN6JZ3k2Ygq,22,**Strategic Free-Riding**,1.0,True
2xN7K7LarwxdZqiQA,4,**Flexible Conditional Contribution**,1.0,True
35zeW6HwFYRFXk3gm,18,**Predominantly Free-Riding**,1.0,True
5LSu4XrmAhpWgb4fm,4,**Flexible Conditional Contribution**,1.0,True
9QeXXd5nZtvR6HTvC,4,**Flexible Conditional Contribution**,1.0,True
CNaLur8TJ2kmfoE3E,4,**Flexible Conditional Contribution**,1.0,True
FqaiyYp24fqS7Ewdg,4,**Flexible Conditional Contribution**,1.0,True
GbcDXcozYnYZeDWiz,4,**Flexible Conditional Contribution**,1.0,True
HsH3aArzNZHXLBhKJ,4,**Flexible Conditional Contribution**,1.0,True
TjfvMSDvjmxF7oD7H,4,**Flexible Conditional Contribution**,1.0,True
YaPR6P55aeGCPjtNu,18,**Predominantly Free-Riding**,1.0,True
cMp3BAPyu3mXf6pax,4,**Flexible Conditional Contribution**,1.0,True
k8adfDzfN87udhSL9,4,**Flexible Conditional Contribution**,1.0,True
o6xqgNFwoT9pa4eay,4,**Flexible Conditional Contribution**,1.0,True
sHL8zbSNCAe2kJfpx,8,**Consistent Free-Riding**,1.0,True
tcShpMrtLFa7M4892,4,**Flexible Conditional Contribution**,1.0,True
wBbN64YzKKLX7hcpP,4,**Flexible Conditional Contribution**,1.0,True
wmKh5kDgaWzkvAdGB,4,**Flexible Conditional Contribution**,1.0,True
yA6rEJc24GueiAY4z,4,**Flexible Conditional Contribution**,1.0,True
yZ8ffQASgWtQjSjmg,4,**Flexible Conditional Contribution**,1.0,True
Pcs69AynKa7MTfY44,14,**Unwavering Full Cooperation**,1.0,True
axjGeSnkvZ2GKsfkc,19,**Rigid Full Cooperation**,1.0,True
qrsCZrKuFdtgZcymh,14,**Unwavering Full Cooperation**,1.0,True
bLH3Dd5PjW8FoLRq4,3,**Strict Full Cooperation**,1.0,True
cJH6QuNoS6T6F9gGc,1,**High Unconditional Cooperation**,1.0,True
yeCAsCQA5hAGDExyZ,21,**High Conditional Contribution**,1.0,True
4BiTaMHuLF3NuHYDm,6,**Inconsistent Conditional Cooperation**,1.0,True
4mxQjdCwzDNLHR8Ym,10,**Strong High Contribution**,1.0,True
LFR6LnKF7cdfcqstr,14,**Unwavering Full Cooperation**,1.0,True
RgAPbJca9oSSTAPGu,10,**Strong High Contribution**,1.0,True
YCLaN7cqoaxgkkppJ,2,**Steadfast Full Cooperation**,1.0,True
aaBPXZgY5CscqkHio,15,**Steadfast High Contribution**,1.0,True
dbL9X4B96nk6axCJo,10,**Strong High Contribution**,1.0,True
e4XxwtABwj9n9qSHJ,10,**Strong High Contribution**,1.0,True
houbetPipqBjuopGj,10,**Strong High Contribution**,1.0,True
nANiLYQEiBQLt8unF,10,**Strong High Contribution**,1.0,True
qzG6DDRcZMWHCwcpm,10,**Strong High Contribution**,1.0,True
s8bjKgFqbtQ48zoWu,10,**Strong High Contribution**,1.0,True
sXWbTk85tAEcmeuWL,10,**Strong High Contribution**,1.0,True
shnuwRogBcJfo8QKt,2,**Steadfast Full Cooperation**,1.0,True
tpMKhydxPoakfKoGt,3,**Strict Full Cooperation**,1.0,True
w8hgCmfJKiDxKtdoD,14,**Unwavering Full Cooperation**,1.0,True
3LBvg6dixST9N65PQ,20,**Conditional Cooperative Behavior**,1.0,True
8igSF9Y75AAwaEGyW,6,**Inconsistent Conditional Cooperation**,1.0,True
ABMMofMB9PRgGmoE3,6,**Inconsistent Conditional Cooperation**,1.0,True
H63skTduNqdk2dXov,15,**Steadfast High Contribution**,1.0,True
HNphjWmAw4jxJJ2yW,21,**High Conditional Contribution**,1.0,True
L2BDwctk89y52iz2N,21,**High Conditional Contribution**,1.0,True
LKtbbLJhQPJ55Zwr4,8,**Consistent Free-Riding**,1.0,True
MSBfuuPgDovF7onnc,6,**Inconsistent Conditional Cooperation**,1.0,True
RQeWWHSJ3WNrZfQkG,21,**High Conditional Contribution**,1.0,True
T7vAX3498EJKXNPvm,6,**Inconsistent Conditional Cooperation**,1.0,True
TfEnttqxP2ohHqu8e,21,**High Conditional Contribution**,1.0,True
YfxxL6dJof2XyLYcK,2,**Steadfast Full Cooperation**,1.0,True
ZeKgJRer2GQcuAJxR,21,**High Conditional Contribution**,1.0,True
aTZRdh4xKqF8PimxX,20,**Conditional Cooperative Behavior**,1.0,True
hjsfEGgk4PbuWrj64,15,**Steadfast High Contribution**,1.0,True
mPeT5RLtg29RyNEo4,21,**High Conditional Contribution**,1.0,True
tg69Nn6Tz6Nb9HDZ6,20,**Conditional Cooperative Behavior**,1.0,True
vtfv4Y32LkuhvjPeT,8,**Consistent Free-Riding**,1.0,True
xTAnc8ze4xBm5a3kN,15,**Steadfast High Contribution**,1.0,True
4zCnawJXKBDWrshhW,9,**Stable Full Cooperation**,1.0,True
5SByZYEt86JjRpd57,9,**Stable Full Cooperation**,1.0,True
5ucJygzZcHMysMcNm,22,**Strategic Free-Riding**,1.0,True
BSosKHA6jzB9WbYrk,9,**Stable Full Cooperation**,1.0,True
KoJYSJEEWBY3xsh3x,13,**Near-Maximal Cooperation**,1.0,True
LiRYB9TESCdQnnFMP,20,**Conditional Cooperative Behavior**,1.0,True
S6L7cEkAa8dr7uQE2,9,**Stable Full Cooperation**,1.0,True
bFJqjz6iYfFMmksAN,9,**Stable Full Cooperation**,1.0,True
bSuGzbEb43FJH94te,9,**Stable Full Cooperation**,1.0,True
gRP5Lo22qDXaxw7em,22,**Strategic Free-Riding**,1.0,True
hPFE3JGmCzo4zLquL,22,**Strategic Free-Riding**,1.0,True
nrDzxRcyzLMQjmgfv,22,**Strategic Free-Riding**,1.0,True
qM3YWhTFXGkrzcbXY,9,**Stable Full Cooperation**,1.0,True
uv8twJm6ZqaNKxJm6,11,**Conditional High Contribution**,1.0,True
wYprjZtitDaedoN2j,9,**Stable Full Cooperation**,1.0,True
WW7zFvg6j5wtagHHm,18,**Predominantly Free-Riding**,1.0,True
dzMx39Ek9LRKkgeLf,17,**Conditional High Contribution**,1.0,True
hwGAH4iDvuZSvMxNo,17,**Conditional High Contribution**,1.0,True
mshD389BR2GypuzYY,12,**Stable High Contribution**,1.0,True
28u8gtGofWNb6zYyW,12,**Stable High Contribution**,1.0,True
DojC2G2FQwAxDKi7B,7,**Stable High Contribution**,1.0,True
GoD4pcqQ3SmGDqTZi,10,**Strong High Contribution**,1.0,True
MYKF3Q8fHuuXDdxEu,7,**Stable High Contribution**,1.0,True
PHoGZFjYHgjWPgQnB,5,**Moderate Conditional Cooperation**,1.0,True
emDjJ5MjdRyTzwaBw,14,**Unwavering Full Cooperation**,1.0,True
kfiJGWoc8AZSXFhG4,3,**Strict Full Cooperation**,1.0,True
uceMGeaNKkLFikxZX,10,**Strong High Contribution**,1.0,True
vSjLHzkwM4ZiaM944,7,**Stable High Contribution**,1.0,True
xvBseZREaSfo9N3Xt,1,**High Unconditional Cooperation**,1.0,True
KtJ2dtbsnY8kvizpC,2,**Steadfast Full Cooperation**,1.0,True
PdiRTaqEcrsP7bY4j,15,**Steadfast High Contribution**,1.0,True
ScDiiFoGyLcDYrQZf,6,**Inconsistent Conditional Cooperation**,1.0,True
YTMLLYLNcR2ESWN8C,15,**Steadfast High Contribution**,1.0,True
bah3RYgTpPnLhHp6t,15,**Steadfast High Contribution**,1.0,True
evarahBcEwaMh4W8v,6,**Inconsistent Conditional Cooperation**,1.0,True
nb5BpLJLoWipwqR36,2,**Steadfast Full Cooperation**,1.0,True
p2jT6THfKg8gk28tR,15,**Steadfast High Contribution**,1.0,True
psWevbioNRF3cRFZT,15,**Steadfast High Contribution**,1.0,True
r7uFJ78hjcXb9yqtD,6,**Inconsistent Conditional Cooperation**,1.0,True
53oHMupRvwmNsQXhZ,13,**Near-Maximal Cooperation**,1.0,True
6CZp9dhsKnXoF6sNP,22,**Strategic Free-Riding**,1.0,True
8pPfE6QtLSSySsHL4,20,**Conditional Cooperative Behavior**,1.0,True
BeKjoJe3kPKE7fGh7,20,**Conditional Cooperative Behavior**,1.0,True
C3NJv3Gpc9ciSwJzE,20,**Conditional Cooperative Behavior**,1.0,True
S4Bxk59rDBg26x294,22,**Strategic Free-Riding**,1.0,True
ZJR8gjfMvR4HdYx7S,20,**Conditional Cooperative Behavior**,1.0,True
ZdiEciwv6MkcWTYi2,22,**Strategic Free-Riding**,1.0,True
hXXFBQ8ZomDDDocP3,22,**Strategic Free-Riding**,1.0,True
9F68tanXAY9irS78K,8,**Consistent Free-Riding**,1.0,True
GBTZhGncer6vTZFQ3,15,**Steadfast High Contribution**,1.0,True
HFdfZTyHG9s8ByyXG,8,**Consistent Free-Riding**,1.0,True
PpS8MxZaZ7sioaJYx,6,**Inconsistent Conditional Cooperation**,1.0,True
TMWMxyHqYMi5Gf8Nf,2,**Steadfast Full Cooperation**,1.0,True
ewaHWRDDzMKSEruPv,6,**Inconsistent Conditional Cooperation**,1.0,True
gNWSfbcfzoQWXr2Le,2,**Steadfast Full Cooperation**,1.0,True
kvTBq2c89cRwgqJnc,15,**Steadfast High Contribution**,1.0,True
3Pg2nkexZMDj4xaqh,4,**Flexible Conditional Contribution**,1.0,True
8NLSqPXMMeXDC4fzs,18,**Predominantly Free-Riding**,1.0,True
Jms8gXRA9obAWozbZ,18,**Predominantly Free-Riding**,1.0,True
PJLj66ad4dtJcFypb,4,**Flexible Conditional Contribution**,1.0,True
QqWCNGxrczb2msF73,4,**Flexible Conditional Contribution**,1.0,True
RPRZ5dJQN86sGdruo,1,**High Unconditional Cooperation**,1.0,True
Sm4noQyj4sFGPF2eA,1,**High Unconditional Cooperation**,1.0,True
SxGXyPc5An2s5KhXw,1,**High Unconditional Cooperation**,1.0,True
Tj2BNiGLJEcSksYFS,1,**High Unconditional Cooperation**,1.0,True
WCpeB6Zcd3i8rxKQt,4,**Flexible Conditional Contribution**,1.0,True
YuFeZvmC6wnFQfike,18,**Predominantly Free-Riding**,1.0,True
Z73brWi73Koeef64m,18,**Predominantly Free-Riding**,1.0,True
f4HYfvNB6rPa8kR5S,1,**High Unconditional Cooperation**,1.0,True
jwRJgv6mD4TgXYwDx,18,**Predominantly Free-Riding**,1.0,True
vewabdFmSexer4RLQ,4,**Flexible Conditional Contribution**,1.0,True
4wv3iNGi2vBWguS64,7,**Stable High Contribution**,1.0,True
CmKgwvbucagDazxJi,7,**Stable High Contribution**,1.0,True
D5j8JbxnucM6Fvm6o,7,**Stable High Contribution**,1.0,True
MzTjvqS3adRuC9FCM,7,**Stable High Contribution**,1.0,True
NE3YARiKcmbE3Qa3i,5,**Moderate Conditional Cooperation**,1.0,True
Q44bFFhPnPBNT6Y4P,5,**Moderate Conditional Cooperation**,1.0,True
XLM5C7LeJ3uyLsS9p,7,**Stable High Contribution**,1.0,True
Y9QKysS5iRiGkwp6d,3,**Strict Full Cooperation**,1.0,True
bj2tWD2LDENNtvQz9,7,**Stable High Contribution**,1.0,True
fTbckz9CgQqxZimhP,5,**Moderate Conditional Cooperation**,1.0,True
hZicA2kAoMFbbFiS9,7,**Stable High Contribution**,1.0,True
kKSMfiEC6SQry2Ex4,5,**Moderate Conditional Cooperation**,1.0,True
r8SCg73PCXEQvcbse,7,**Stable High Contribution**,1.0,True
ruqspc2zHWneE8dzh,16,**Rigid Full Cooperation**,1.0,True
t9Ngb9YgsGAjizJmi,7,**Stable High Contribution**,1.0,True
x4RCzSNd65ycsAZNC,12,**Stable High Contribution**,1.0,True
yue4nqbk8d52YhjF6,16,**Rigid Full Cooperation**,1.0,True
3sJ4PqeKKz84Eg24M,12,**Stable High Contribution**,1.0,True
CmRrDfr55fxYMYZhA,2,**Steadfast Full Cooperation**,1.0,True
GCvW4Wo85KTHahdaT,21,**High Conditional Contribution**,1.0,True
cEx5ZG5HbSwB7YXo7,21,**High Conditional Contribution**,1.0,True
si8AcMvLoekrYrrMY,21,**High Conditional Contribution**,1.0,True
C936e744Mn8WxmMXL,15,**Steadfast High Contribution**,1.0,True
L3hrMnuS2gDGbuz4i,2,**Steadfast Full Cooperation**,1.0,True
TNgEtBidRfaLtq6eE,8,**Consistent Free-Riding**,1.0,True
bNZcbdfto4c6EQ3pa,2,**Steadfast Full Cooperation**,1.0,True
d7tGrEERq6X6DEPwx,15,**Steadfast High Contribution**,1.0,True
dY9qzbX4raDFDGnbB,21,**High Conditional Contribution**,1.0,True
odpczfvtFHBFQ54aJ,2,**Steadfast Full Cooperation**,1.0,True
pveMZYoNsduQPDKd8,21,**High Conditional Contribution**,1.0,True
tbo98puj9LSgcKihz,15,**Steadfast High Contribution**,1.0,True
v5qg4Ngf6YysPSMik,15,**Steadfast High Contribution**,1.0,True
vE4h3jDu3uurua879,15,**Steadfast High Contribution**,1.0,True
3eRBzaqoGskQxTYFW,7,**Stable High Contribution**,1.0,True
6EJdYivKoDA9Aj34T,5,**Moderate Conditional Cooperation**,1.0,True
