unit_id,twin_pid,headline,summary,background_summary,age_bracket,sex_assigned_at_birth,education_harmonized,match_level,reuse_count_before,reuse_count_after,sampled_target_source_row_id,target_matching_age_bracket,target_matching_sex,target_matching_education
06mfopjs,423,"Reflective, behaviorally stable, cooperation-oriented","Strongest supported tendencies are reflective, behaviorally stable, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 18-29; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,18-29,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01945,18-29,male,college/postsecondary
09bgz4bu,401,"Inequality-tolerant, more intuitive, cooperation-oriented","Strongest supported tendencies are inequality-tolerant, more intuitive, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 18-29; Sex assigned at birth: Male; Completed education: Less than high school.,18-29,male,high school,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01462,18-29,male,high school
09c9rf7v,2023,"More intuitive, empathic, structure-seeking","Strongest supported tendencies are more intuitive, empathic, and structure-seeking. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: High school graduate.,30-49,female,high school,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01267,30-49,female,high school
09rqx4uq,1632,"Reflective, patient, empathic","Strongest supported tendencies are reflective, patient, and empathic. Social evidence is mixed between self-report and direct allocation tasks.",Age: 18-29; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,18-29,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01089,18-29,female,college/postsecondary
09vwx04x,1566,"Strong logical reasoner, empathic, behaviorally stable","Strongest supported tendencies are strong logical reasoner, empathic, and behaviorally stable. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 18-29; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,18-29,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01122,18-29,male,college/postsecondary
09x7uvd0,1455,"More intuitive, empathic, short-horizon","Strongest supported tendencies are more intuitive, empathic, and short-horizon. Social evidence is mixed between self-report and direct allocation tasks.",Age: 18-29; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,18-29,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01873,18-29,female,college/postsecondary
09y07ob4,198,"Strong logical reasoner, structure-seeking, inequality-tolerant","Strongest supported tendencies are strong logical reasoner, structure-seeking, and inequality-tolerant. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00556,30-49,female,college/postsecondary
0bbscwqf,1917,"Empathic, cooperation-oriented, comfortable with uncertainty","Strongest supported tendencies are empathic, cooperation-oriented, and comfortable with uncertainty. Cooperative self-report is stronger than direct allocation behavior.",Age: 18-29; Sex assigned at birth: Female; Completed education: Associate's degree.,18-29,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01635,18-29,female,college/postsecondary
0bhpk52r,750,"Empathic, cooperation-oriented, inequality-tolerant","Strongest supported tendencies are empathic, cooperation-oriented, and inequality-tolerant. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: Postgraduate.,30-49,male,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01344,30-49,male,postgraduate
0ccif91b,1069,"More intuitive, structure-seeking, empathic","Strongest supported tendencies are more intuitive, structure-seeking, and empathic. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00006,30-49,female,college/postsecondary
0cqpyzro,363,"Comfortable with uncertainty, reflective, less guarded","Strongest supported tendencies are comfortable with uncertainty, reflective, and less guarded. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Male; Completed education: High school graduate.,30-49,male,high school,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00790,30-49,male,high school
0dgqcg7v,211,"Reflective, structure-seeking, patient","Strongest supported tendencies are reflective, structure-seeking, and patient. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 50-64; Sex assigned at birth: Female; Completed education: Postgraduate.,50-64,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01718,50-64,female,postgraduate
0e20qls4,1131,"Inequality-tolerant, cooperation-oriented, structure-seeking","Strongest supported tendencies are inequality-tolerant, cooperation-oriented, and structure-seeking. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01111,30-49,male,college/postsecondary
0fhgvroy,1230,"Reflective, cooperation-oriented, inequality-tolerant","Strongest supported tendencies are reflective, cooperation-oriented, and inequality-tolerant. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00068,30-49,male,college/postsecondary
0gygf8b0,1274,"Inequality-tolerant, empathic, patient","Strongest supported tendencies are inequality-tolerant, empathic, and patient. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01533,30-49,female,college/postsecondary
0hbvf9yq,1406,"Reflective, patient, empathic","Strongest supported tendencies are reflective, patient, and empathic. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.","Age: 18-29; Sex assigned at birth: Male; Completed education: Some college, no degree.",18-29,male,high school,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01462,18-29,male,high school
0himwaks,1781,"Patient, strong logical reasoner, empathic","Strongest supported tendencies are patient, strong logical reasoner, and empathic. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Male; Completed education: High school graduate.,30-49,male,high school,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01696,30-49,male,high school
0hsj7r3t,1060,"Behaviorally stable, cooperation-oriented, empathic","Strongest supported tendencies are behaviorally stable, cooperation-oriented, and empathic. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00352,30-49,male,college/postsecondary
0i1ucuab,1017,"Structure-seeking, patient, cooperation-oriented","Strongest supported tendencies are structure-seeking, patient, and cooperation-oriented. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: Associate's degree.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00179,30-49,female,college/postsecondary
0jk811d8,580,"Behaviorally stable, empathic, moderately cooperative","Strongest supported tendencies are behaviorally stable, empathic, and moderately cooperative. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: Postgraduate.,30-49,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01729,30-49,female,postgraduate
0jo78c23,906,"More intuitive, resource-protective, moderately guarded","Strongest supported tendencies are more intuitive, resource-protective, and moderately guarded. Social evidence is mixed between self-report and direct allocation tasks.",Age: 18-29; Sex assigned at birth: Male; Completed education: Associate's degree.,18-29,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00045,18-29,male,college/postsecondary
0ki3gzxu,1057,"Structure-seeking, empathic, more intuitive","Strongest supported tendencies are structure-seeking, empathic, and more intuitive. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: Postgraduate.,30-49,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01085,30-49,female,postgraduate
0kj460f8,1771,"More intuitive, resource-protective, short-horizon","Strongest supported tendencies are more intuitive, resource-protective, and short-horizon. Social evidence is mixed between self-report and direct allocation tasks.",Age: 18-29; Sex assigned at birth: Male; Completed education: Associate's degree.,18-29,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00162,18-29,male,college/postsecondary
0m4fqa3c,895,"Strong logical reasoner, patient, behaviorally stable","Strongest supported tendencies are strong logical reasoner, patient, and behaviorally stable. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: Postgraduate.,30-49,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00601,30-49,female,postgraduate
0m7xfyrf,67,"Empathic, reflective, behaviorally stable","Strongest supported tendencies are empathic, reflective, and behaviorally stable. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.","Age: 30-49; Sex assigned at birth: Male; Completed education: Some college, no degree.",30-49,male,high school,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00964,30-49,male,high school
0mb9rgae,489,"More intuitive, socially adaptive, moderately cooperative","Strongest supported tendencies are more intuitive, socially adaptive, and moderately cooperative. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00847,30-49,female,college/postsecondary
0n0vn4et,444,"Reflective, empathic, cooperation-oriented","Strongest supported tendencies are reflective, empathic, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 18-29; Sex assigned at birth: Male; Completed education: Postgraduate.,18-29,male,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00808,18-29,male,postgraduate
0nelw9on,658,"Patient, structure-seeking, cooperation-oriented","Strongest supported tendencies are patient, structure-seeking, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: Postgraduate.,30-49,male,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00057,30-49,male,postgraduate
0nz7ibqq,1261,"Strong logical reasoner, behaviorally stable, cooperation-oriented","Strongest supported tendencies are strong logical reasoner, behaviorally stable, and cooperation-oriented. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 30-49; Sex assigned at birth: Male; Completed education: Postgraduate.,30-49,male,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00011,30-49,male,postgraduate
0o0az476,1223,"More intuitive, empathic, socially adaptive","Strongest supported tendencies are more intuitive, empathic, and socially adaptive. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: Postgraduate.,30-49,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00249,30-49,female,postgraduate
0oe9tq4w,1515,"Reflective, inequality-tolerant, structure-seeking","Strongest supported tendencies are reflective, inequality-tolerant, and structure-seeking. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00017,30-49,female,college/postsecondary
0p11mh6p,838,"Strong logical reasoner, structure-seeking, empathic","Strongest supported tendencies are strong logical reasoner, structure-seeking, and empathic. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: Postgraduate.,30-49,male,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01344,30-49,male,postgraduate
0p36jbf4,120,"Strong logical reasoner, behaviorally stable, inequality-tolerant","Strongest supported tendencies are strong logical reasoner, behaviorally stable, and inequality-tolerant. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 65+; Sex assigned at birth: Male; Completed education: Associate's degree.,65+,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01053,65+,male,college/postsecondary
0qjdnsy8,626,"Cooperation-oriented, empathic, inequality-tolerant","Strongest supported tendencies are cooperation-oriented, empathic, and inequality-tolerant. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01297,30-49,male,college/postsecondary
0qle7ojp,1061,"Inequality-tolerant, reflective, cooperation-oriented","Strongest supported tendencies are inequality-tolerant, reflective, and cooperation-oriented. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00516,30-49,male,college/postsecondary
0qncdp9c,1270,"Inequality-tolerant, empathic, cooperation-oriented","Strongest supported tendencies are inequality-tolerant, empathic, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 18-29; Sex assigned at birth: Female; Completed education: Associate's degree.,18-29,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01233,18-29,female,college/postsecondary
0qypvj20,648,"Strong logical reasoner, empathic, inequality-tolerant","Strongest supported tendencies are strong logical reasoner, empathic, and inequality-tolerant. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01531,30-49,female,college/postsecondary
0qzrk6y4,1875,"More intuitive, structure-seeking, guarded against exploitation","Strongest supported tendencies are more intuitive, structure-seeking, and guarded against exploitation. Cooperative self-report is stronger than direct allocation behavior.",Age: 18-29; Sex assigned at birth: Female; Completed education: Postgraduate.,18-29,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00769,18-29,female,postgraduate
0rkfpg4y,1053,"More intuitive, behaviorally stable, empathic","Strongest supported tendencies are more intuitive, behaviorally stable, and empathic. Social evidence is mixed between self-report and direct allocation tasks.",Age: 18-29; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,18-29,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00924,18-29,female,college/postsecondary
0rst3pzg,1267,"Structure-seeking, short-horizon, cooperation-oriented","Strongest supported tendencies are structure-seeking, short-horizon, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.","Age: 65+; Sex assigned at birth: Male; Completed education: Some college, no degree.",65+,male,high school,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01998,65+,male,high school
0run6fwe,699,"Empathic, patient, cooperation-oriented","Strongest supported tendencies are empathic, patient, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks.",Age: 18-29; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,18-29,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01613,18-29,female,college/postsecondary
0txfdz91,1806,"Inequality-tolerant, structure-seeking, short-horizon","Strongest supported tendencies are inequality-tolerant, structure-seeking, and short-horizon. Cooperative self-report is stronger than direct allocation behavior. Fairness-enforcement signals are relatively weak.",Age: 50-64; Sex assigned at birth: Female; Completed education: Postgraduate.,50-64,female,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01965,50-64,female,postgraduate
0uddip6e,446,"Generosity-forward, more intuitive, inequality-tolerant","Strongest supported tendencies are generosity-forward, more intuitive, and inequality-tolerant. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.","Age: 30-49; Sex assigned at birth: Female; Completed education: Some college, no degree.",30-49,female,high school,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00761,30-49,female,high school
0uv2u7fc,1764,"More intuitive, structure-seeking, short-horizon","Strongest supported tendencies are more intuitive, structure-seeking, and short-horizon. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 18-29; Sex assigned at birth: Male; Completed education: Postgraduate.,18-29,male,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01374,18-29,male,postgraduate
0w0ctdq7,16,"Cooperation-oriented, behaviorally stable, patient","Strongest supported tendencies are cooperation-oriented, behaviorally stable, and patient. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.","Age: 50-64; Sex assigned at birth: Male; Completed education: Some college, no degree.",50-64,male,high school,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01904,50-64,male,high school
0wflnbp0,529,"Empathic, inequality-tolerant, socially adaptive","Strongest supported tendencies are empathic, inequality-tolerant, and socially adaptive. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01303,30-49,male,college/postsecondary
0wupqta6,1805,"Patient, moderately structure-seeking, moderately stable","Strongest supported tendencies are patient, moderately structure-seeking, and moderately stable. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01684,30-49,male,college/postsecondary
0x1heyif,604,"Strong logical reasoner, behaviorally stable, patient","Strongest supported tendencies are strong logical reasoner, behaviorally stable, and patient. Cooperative self-report is stronger than direct allocation behavior. Fairness-enforcement signals are relatively weak.",Age: 50-64; Sex assigned at birth: Male; Completed education: Postgraduate.,50-64,male,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01379,50-64,male,postgraduate
0x8u9a82,1985,"Behaviorally stable, cooperation-oriented, more intuitive","Strongest supported tendencies are behaviorally stable, cooperation-oriented, and more intuitive. Social evidence is mixed between self-report and direct allocation tasks.","Age: 18-29; Sex assigned at birth: Male; Completed education: Some college, no degree.",18-29,male,high school,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01411,18-29,male,high school
0xr34tdz,1927,"Behaviorally stable, patient, inequality-tolerant","Strongest supported tendencies are behaviorally stable, patient, and inequality-tolerant. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00780,30-49,male,college/postsecondary
0y8l8fyi,1758,"Behaviorally stable, socially adaptive, cooperation-oriented","Strongest supported tendencies are behaviorally stable, socially adaptive, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: Postgraduate.,30-49,male,postgraduate,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01753,30-49,male,postgraduate
0yglyhdd,1078,"Empathic, socially adaptive, structure-seeking","Strongest supported tendencies are empathic, socially adaptive, and structure-seeking. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_00271,30-49,female,college/postsecondary
0zjur574,1821,"Behaviorally stable, patient, empathic","Strongest supported tendencies are behaviorally stable, patient, and empathic. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: Associate's degree.,30-49,female,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01160,30-49,female,college/postsecondary
10sh2gpu,943,"Patient, empathic, cooperation-oriented","Strongest supported tendencies are patient, empathic, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01446,30-49,male,college/postsecondary
11ap908k,470,"More intuitive, short-horizon, more behaviorally variable","Strongest supported tendencies are more intuitive, short-horizon, and more behaviorally variable. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively strong.","Age: 18-29; Sex assigned at birth: Male; Completed education: Some college, no degree.",18-29,male,high school,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01694,18-29,male,high school
11iudqza,1442,"Reflective, inequality-tolerant, behaviorally stable","Strongest supported tendencies are reflective, inequality-tolerant, and behaviorally stable. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 65+; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,65+,male,college/postsecondary,matching_age_bracket+matching_sex+matching_education,0,1,minority_demo_source_01053,65+,male,college/postsecondary
