record_id,treatment_code,case_group,game,role_slice,expected_payoff,data_source,variant,model
198,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2017,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2065,TRU,Benchmark,Sender,both,5.357142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2103,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2145,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2159,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2166,TRP,Benchmark,Sender,both,5.3979591836734695,human,demographic_only_row_resampled_seed_0,gpt-5-mini
218,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2250,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2284,TRU,Benchmark,Sender,both,5.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2310,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2360,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2376,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2406,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2410,TRP,Benchmark,Sender,both,5.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2419,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2443,TRU,Benchmark,Sender,both,5.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2444,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2445,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2448,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2475,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2522,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2557,TRU,Benchmark,Sender,both,5.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
257,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2588,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2599,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2644,TRU,Benchmark,Sender,both,5.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2686,TRU,Benchmark,Sender,both,5.357142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2713,TRP,Benchmark,Sender,both,5.3979591836734695,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2718,TRP,Benchmark,Sender,both,5.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2738,TRU,Benchmark,Sender,both,5.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2763,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2823,TRP,Benchmark,Sender,both,5.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2857,TRP,Benchmark,Sender,both,5.3979591836734695,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2859,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2889,TRU,Benchmark,Sender,both,5.357142857142857,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2956,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2980,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2989,TRP,Benchmark,Sender,both,5.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
299,TRU,Benchmark,Sender,both,5.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
371,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
385,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
401,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
41,TRU,Benchmark,Sender,both,5.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
438,TRP,Benchmark,Sender,both,5.3979591836734695,human,demographic_only_row_resampled_seed_0,gpt-5-mini
446,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
457,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
468,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
485,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
510,TRP,Benchmark,Sender,both,5.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
539,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
587,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
722,TRP,Benchmark,Sender,both,5.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
77,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
780,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
797,TRU,Benchmark,Sender,both,5.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
82,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
935,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
941,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
942,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
947,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
966,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
972,TRP,Benchmark,Sender,both,5.775510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
999,TRU,Benchmark,Sender,both,5.6938775510204085,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1005,TRU,Benchmark,Receiver,both,5.122448979591836,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1083,TRU,Benchmark,Receiver,both,5.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1089,TRP,Benchmark,Receiver,both,5.122448979591836,human,demographic_only_row_resampled_seed_0,gpt-5-mini
11,TRP,Benchmark,Receiver,both,5.061224489795919,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1111,TRP,Benchmark,Receiver,both,5.061224489795919,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1121,TRU,Benchmark,Receiver,both,5.061224489795919,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1160,TRP,Benchmark,Receiver,both,5.122448979591836,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1194,TRU,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1229,TRU,Benchmark,Receiver,both,5.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1237,TRU,Benchmark,Receiver,both,5.23469387755102,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1247,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1377,TRU,Benchmark,Receiver,both,5.244897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1390,TRU,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1407,TRU,Benchmark,Receiver,both,5.122448979591836,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1442,TRP,Benchmark,Receiver,both,5.061224489795919,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1467,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1494,TRU,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1535,TRP,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1541,TRU,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1557,TRU,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1586,TRP,Benchmark,Receiver,both,5.061224489795919,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1594,TRU,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1596,TRU,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1618,TRU,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1638,TRP,Benchmark,Receiver,both,5.122448979591836,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1671,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1741,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1743,TRU,Benchmark,Receiver,both,5.244897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1760,TRP,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1782,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1828,TRU,Benchmark,Receiver,both,5.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1831,TRU,Benchmark,Receiver,both,5.244897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1842,TRU,Benchmark,Receiver,both,5.244897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1924,TRU,Benchmark,Receiver,both,5.275510204081633,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1934,TRP,Benchmark,Receiver,both,5.061224489795919,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1938,TRP,Benchmark,Receiver,both,5.122448979591836,human,demographic_only_row_resampled_seed_0,gpt-5-mini
198,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2017,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2065,TRU,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2103,TRU,Benchmark,Receiver,both,5.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2145,TRU,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2159,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2166,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
218,TRU,Benchmark,Receiver,both,5.244897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2250,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2284,TRU,Benchmark,Receiver,both,5.122448979591836,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2310,TRU,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2360,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2376,TRU,Benchmark,Receiver,both,5.244897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2406,TRU,Benchmark,Receiver,both,5.153061224489796,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2410,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2419,TRP,Benchmark,Receiver,both,5.061224489795919,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2443,TRU,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2444,TRP,Benchmark,Receiver,both,5.061224489795919,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2445,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2448,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2475,TRU,Benchmark,Receiver,both,5.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2522,TRP,Benchmark,Receiver,both,5.061224489795919,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2557,TRU,Benchmark,Receiver,both,5.23469387755102,human,demographic_only_row_resampled_seed_0,gpt-5-mini
257,TRP,Benchmark,Receiver,both,5.061224489795919,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2588,TRU,Benchmark,Receiver,both,5.244897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2599,TRU,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2644,TRU,Benchmark,Receiver,both,5.204081632653061,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2686,TRU,Benchmark,Receiver,both,5.214285714285714,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2713,TRP,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2718,TRP,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2738,TRU,Benchmark,Receiver,both,5.36734693877551,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2763,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2823,TRP,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2857,TRP,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2859,TRU,Benchmark,Receiver,both,5.122448979591836,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2889,TRU,Benchmark,Receiver,both,5.214285714285714,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2956,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2980,TRP,Benchmark,Receiver,both,5.061224489795919,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2989,TRP,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
299,TRU,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
371,TRU,Benchmark,Receiver,both,5.244897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
385,TRU,Benchmark,Receiver,both,5.122448979591836,human,demographic_only_row_resampled_seed_0,gpt-5-mini
401,TRU,Benchmark,Receiver,both,5.244897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
41,TRU,Benchmark,Receiver,both,5.244897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
438,TRP,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
446,TRU,Benchmark,Receiver,both,5.204081632653061,human,demographic_only_row_resampled_seed_0,gpt-5-mini
457,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
468,TRP,Benchmark,Receiver,both,5.122448979591836,human,demographic_only_row_resampled_seed_0,gpt-5-mini
485,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
510,TRP,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
539,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
587,TRU,Benchmark,Receiver,both,5.244897959183674,human,demographic_only_row_resampled_seed_0,gpt-5-mini
722,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
77,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
780,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
797,TRU,Benchmark,Receiver,both,5.214285714285714,human,demographic_only_row_resampled_seed_0,gpt-5-mini
82,TRP,Benchmark,Receiver,both,5.122448979591836,human,demographic_only_row_resampled_seed_0,gpt-5-mini
935,TRU,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
941,TRU,Benchmark,Receiver,both,5.122448979591836,human,demographic_only_row_resampled_seed_0,gpt-5-mini
942,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
947,TRP,Benchmark,Receiver,both,5.020408163265306,human,demographic_only_row_resampled_seed_0,gpt-5-mini
966,TRU,Benchmark,Receiver,both,5.183673469387755,human,demographic_only_row_resampled_seed_0,gpt-5-mini
972,TRP,Benchmark,Receiver,both,5.091836734693878,human,demographic_only_row_resampled_seed_0,gpt-5-mini
999,TRU,Benchmark,Receiver,both,5.122448979591836,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1005,TRU,Benchmark,PD,both,5.6020408163265305,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1083,TRU,Benchmark,PD,both,5.6020408163265305,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1089,TRP,Benchmark,PD,both,4.479591836734694,human,demographic_only_row_resampled_seed_0,gpt-5-mini
11,TRP,Benchmark,PD,both,5.8061224489795915,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1111,TRP,Benchmark,PD,both,4.479591836734694,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1121,TRU,Benchmark,PD,both,3.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1160,TRP,Benchmark,PD,both,3.163265306122449,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1194,TRU,Benchmark,PD,both,3.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1229,TRU,Benchmark,PD,both,3.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1237,TRU,Benchmark,PD,both,4.295918367346939,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1247,TRP,Benchmark,PD,both,5.8061224489795915,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1377,TRU,Benchmark,PD,both,3.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1390,TRU,Benchmark,PD,both,3.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1407,TRU,Benchmark,PD,both,5.6020408163265305,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1442,TRP,Benchmark,PD,both,3.163265306122449,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1467,TRP,Benchmark,PD,both,4.479591836734694,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1494,TRU,Benchmark,PD,both,3.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1535,TRP,Benchmark,PD,both,3.163265306122449,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1541,TRU,Benchmark,PD,both,5.6020408163265305,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1557,TRU,Benchmark,PD,both,3.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1586,TRP,Benchmark,PD,both,5.8061224489795915,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1594,TRU,Benchmark,PD,both,4.295918367346939,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1596,TRU,Benchmark,PD,both,5.6020408163265305,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1618,TRU,Benchmark,PD,both,3.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1638,TRP,Benchmark,PD,both,3.163265306122449,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1671,TRP,Benchmark,PD,both,4.469387755102041,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1741,TRP,Benchmark,PD,both,3.163265306122449,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1743,TRU,Benchmark,PD,both,3.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1760,TRP,Benchmark,PD,both,5.8061224489795915,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1782,TRP,Benchmark,PD,both,3.163265306122449,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1828,TRU,Benchmark,PD,both,5.6020408163265305,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1831,TRU,Benchmark,PD,both,3.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1842,TRU,Benchmark,PD,both,5.6020408163265305,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1924,TRU,Benchmark,PD,both,3.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1934,TRP,Benchmark,PD,both,5.8061224489795915,human,demographic_only_row_resampled_seed_0,gpt-5-mini
1938,TRP,Benchmark,PD,both,3.163265306122449,human,demographic_only_row_resampled_seed_0,gpt-5-mini
198,TRP,Benchmark,PD,both,3.163265306122449,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2017,TRP,Benchmark,PD,both,5.8061224489795915,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2065,TRU,Benchmark,PD,both,5.6020408163265305,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2103,TRU,Benchmark,PD,both,5.6020408163265305,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2145,TRU,Benchmark,PD,both,5.6020408163265305,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2159,TRP,Benchmark,PD,both,5.8061224489795915,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2166,TRP,Benchmark,PD,both,3.163265306122449,human,demographic_only_row_resampled_seed_0,gpt-5-mini
218,TRU,Benchmark,PD,both,5.6020408163265305,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2250,TRP,Benchmark,PD,both,4.479591836734694,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2284,TRU,Benchmark,PD,both,3.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2310,TRU,Benchmark,PD,both,3.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2360,TRP,Benchmark,PD,both,3.163265306122449,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2376,TRU,Benchmark,PD,both,3.0,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2406,TRU,Benchmark,PD,both,5.6020408163265305,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2410,TRP,Benchmark,PD,both,3.163265306122449,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2419,TRP,Benchmark,PD,both,3.163265306122449,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2443,TRU,Benchmark,PD,both,5.6020408163265305,human,demographic_only_row_resampled_seed_0,gpt-5-mini
2444,TRP,Benchmark,PD,both,3.163265306122449,human,demographic_only_row_resampled_seed_0,gpt-5-mini
