metric_family,case_group,role_slice,game,metric,distance_kind,score,generated_n,human_n
payoff_distribution_distance,AIR,no,Sender,sender_expected_payoff,wasserstein_1d,0.37799955146893915,91,100
payoff_distribution_distance,AIR,no,Receiver,receiver_expected_payoff,wasserstein_1d,0.0,91,100
payoff_distribution_distance,AIR,no,PD,pd_expected_payoff,wasserstein_1d,0.9154945054945055,91,100
payoff_distribution_distance,AIR,no,SH,sh_expected_payoff,wasserstein_1d,1.6325274725274723,91,100
payoff_distribution_distance,AIR,no,C,c_expected_payoff,wasserstein_1d,0.12273155416012559,91,100
payoff_distribution_distance,AIR,no,Proposer,proposer_expected_payoff,wasserstein_1d,3.329529042386185,91,100
payoff_distribution_distance,AIR,no,Responder,responder_expected_payoff,wasserstein_1d,0.918954922628392,91,100
payoff_distribution_distance,AIR,yes,Sender,sender_expected_payoff,wasserstein_1d,0.0033594976452119485,91,100
payoff_distribution_distance,AIR,yes,Receiver,receiver_expected_payoff,wasserstein_1d,0.004743215967705747,91,100
payoff_distribution_distance,AIR,yes,PD,pd_expected_payoff,wasserstein_1d,0.00244897959183673,91,100
payoff_distribution_distance,AIR,yes,SH,sh_expected_payoff,wasserstein_1d,0.013563579277865003,91,100
payoff_distribution_distance,AIR,yes,C,c_expected_payoff,wasserstein_1d,0.015507961426328801,91,100
payoff_distribution_distance,AIR,yes,Proposer,proposer_expected_payoff,wasserstein_1d,0.03584211706660685,91,100
payoff_distribution_distance,AIR,yes,Responder,responder_expected_payoff,wasserstein_1d,0.024680421619197146,91,100
payoff_distribution_distance,TD,both,Sender,sender_expected_payoff,wasserstein_1d,0.12846938775510205,100,100
payoff_distribution_distance,TD,both,Receiver,receiver_expected_payoff,wasserstein_1d,0.02602040816326527,100,100
payoff_distribution_distance,TD,both,PD,pd_expected_payoff,wasserstein_1d,0.6900000000000001,100,100
payoff_distribution_distance,TD,both,SH,sh_expected_payoff,wasserstein_1d,0.2440816326530612,100,100
payoff_distribution_distance,TD,both,C,c_expected_payoff,wasserstein_1d,0.34346938775510205,100,100
payoff_distribution_distance,TD,both,Proposer,proposer_expected_payoff,wasserstein_1d,1.0270408163265308,100,100
payoff_distribution_distance,TD,both,Responder,responder_expected_payoff,wasserstein_1d,1.3187755102040815,100,100
payoff_distribution_distance,TD,no,Sender,sender_expected_payoff,wasserstein_1d,0.10163265306122447,100,100
payoff_distribution_distance,TD,no,Receiver,receiver_expected_payoff,wasserstein_1d,0.022857142857143,100,100
payoff_distribution_distance,TD,no,PD,pd_expected_payoff,wasserstein_1d,0.6471428571428571,100,100
payoff_distribution_distance,TD,no,SH,sh_expected_payoff,wasserstein_1d,0.3263265306122448,100,100
payoff_distribution_distance,TD,no,C,c_expected_payoff,wasserstein_1d,0.276734693877551,100,100
payoff_distribution_distance,TD,no,Proposer,proposer_expected_payoff,wasserstein_1d,1.7814285714285714,100,100
payoff_distribution_distance,TD,no,Responder,responder_expected_payoff,wasserstein_1d,1.3289795918367344,100,100
payoff_distribution_distance,TD,yes,Sender,sender_expected_payoff,wasserstein_1d,0.19653061224489782,100,100
payoff_distribution_distance,TD,yes,Receiver,receiver_expected_payoff,wasserstein_1d,0.03244897959183672,100,100
payoff_distribution_distance,TD,yes,PD,pd_expected_payoff,wasserstein_1d,0.906326530612245,100,100
payoff_distribution_distance,TD,yes,SH,sh_expected_payoff,wasserstein_1d,0.1553061224489796,100,100
payoff_distribution_distance,TD,yes,C,c_expected_payoff,wasserstein_1d,0.4089795918367347,100,100
payoff_distribution_distance,TD,yes,Proposer,proposer_expected_payoff,wasserstein_1d,0.30204081632653057,100,100
payoff_distribution_distance,TD,yes,Responder,responder_expected_payoff,wasserstein_1d,1.4285714285714284,100,100
payoff_distribution_distance,OD,both,Sender,sender_expected_payoff,wasserstein_1d,0.1348979591836735,100,100
payoff_distribution_distance,OD,both,Receiver,receiver_expected_payoff,wasserstein_1d,0.012142857142857127,100,100
payoff_distribution_distance,OD,both,PD,pd_expected_payoff,wasserstein_1d,0.6246938775510202,100,100
payoff_distribution_distance,OD,both,SH,sh_expected_payoff,wasserstein_1d,0.08867346938775501,100,100
payoff_distribution_distance,OD,both,C,c_expected_payoff,wasserstein_1d,0.3489795918367347,100,100
payoff_distribution_distance,OD,both,Proposer,proposer_expected_payoff,wasserstein_1d,0.3190816326530612,100,100
payoff_distribution_distance,OD,both,Responder,responder_expected_payoff,wasserstein_1d,0.8853061224489795,100,100
payoff_distribution_distance,OD,no,Sender,sender_expected_payoff,wasserstein_1d,0.1838775510204082,100,100
payoff_distribution_distance,OD,no,Receiver,receiver_expected_payoff,wasserstein_1d,0.019183673469387732,100,100
payoff_distribution_distance,OD,no,PD,pd_expected_payoff,wasserstein_1d,0.8344897959183674,100,100
payoff_distribution_distance,OD,no,SH,sh_expected_payoff,wasserstein_1d,0.13204081632653059,100,100
payoff_distribution_distance,OD,no,C,c_expected_payoff,wasserstein_1d,0.3838775510204082,100,100
payoff_distribution_distance,OD,no,Proposer,proposer_expected_payoff,wasserstein_1d,0.5387755102040817,100,100
payoff_distribution_distance,OD,no,Responder,responder_expected_payoff,wasserstein_1d,1.1973469387755102,100,100
payoff_distribution_distance,OD,yes,Sender,sender_expected_payoff,wasserstein_1d,0.0859183673469388,100,100
payoff_distribution_distance,OD,yes,Receiver,receiver_expected_payoff,wasserstein_1d,0.014489795918367306,100,100
payoff_distribution_distance,OD,yes,PD,pd_expected_payoff,wasserstein_1d,0.41326530612244883,100,100
payoff_distribution_distance,OD,yes,SH,sh_expected_payoff,wasserstein_1d,0.03877551020408163,100,100
payoff_distribution_distance,OD,yes,C,c_expected_payoff,wasserstein_1d,0.31408163265306116,100,100
payoff_distribution_distance,OD,yes,Proposer,proposer_expected_payoff,wasserstein_1d,0.09285714285714289,100,100
payoff_distribution_distance,OD,yes,Responder,responder_expected_payoff,wasserstein_1d,1.0246938775510204,100,100
