custom_id,persona_pid,persona_source,game_id,treatment_name,config_id,num_rounds,players,model,max_persona_chars,top_k,match_rank,player,probability,is_top1
persona_match__pid_327__game_T8RpnDhSrnavwJQL2__p001__g005,327,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,1,SLOTH,0.65,True
persona_match__pid_327__game_T8RpnDhSrnavwJQL2__p001__g005,327,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,2,CHICKEN,0.3,False
persona_match__pid_327__game_T8RpnDhSrnavwJQL2__p001__g005,327,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,3,GORILLA,0.05,False
persona_match__pid_1199__game_3Ce6KgbmNCQEwYBfk__p002__g001,1199,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,DUCK,0.7,True
persona_match__pid_1199__game_3Ce6KgbmNCQEwYBfk__p002__g001,1199,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,SLOTH,0.2,False
persona_match__pid_1199__game_3Ce6KgbmNCQEwYBfk__p002__g001,1199,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,CHICKEN,0.1,False
persona_match__pid_1199__game_TvaK7RsiSd758hAmp__p002__g002,1199,twin_direct_persona_summary,TvaK7RsiSd758hAmp,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,1,SLOTH,0.8,True
persona_match__pid_1199__game_TvaK7RsiSd758hAmp__p002__g002,1199,twin_direct_persona_summary,TvaK7RsiSd758hAmp,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,2,GORILLA,0.15,False
persona_match__pid_1199__game_TvaK7RsiSd758hAmp__p002__g002,1199,twin_direct_persona_summary,TvaK7RsiSd758hAmp,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,3,DUCK,0.05,False
persona_match__pid_1199__game_6sSM4xSyZQkaxyHav__p002__g003,1199,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,DUCK,0.6,True
persona_match__pid_1199__game_6sSM4xSyZQkaxyHav__p002__g003,1199,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,SLOTH,0.3,False
persona_match__pid_1199__game_6sSM4xSyZQkaxyHav__p002__g003,1199,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,GORILLA,0.1,False
persona_match__pid_1199__game_JgQY6iNGkRDTwiYTC__p002__g004,1199,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,DUCK,0.65,True
persona_match__pid_1199__game_JgQY6iNGkRDTwiYTC__p002__g004,1199,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,GORILLA,0.25,False
persona_match__pid_1199__game_JgQY6iNGkRDTwiYTC__p002__g004,1199,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,SLOTH,0.1,False
persona_match__pid_1199__game_T8RpnDhSrnavwJQL2__p002__g005,1199,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,1,SLOTH,0.72,True
persona_match__pid_1199__game_T8RpnDhSrnavwJQL2__p002__g005,1199,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,2,CHICKEN,0.18,False
persona_match__pid_1199__game_T8RpnDhSrnavwJQL2__p002__g005,1199,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,3,DUCK,0.1,False
persona_match__pid_836__game_3Ce6KgbmNCQEwYBfk__p003__g001,836,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,CHICKEN,0.6,True
persona_match__pid_836__game_3Ce6KgbmNCQEwYBfk__p003__g001,836,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,DUCK,0.3,False
persona_match__pid_836__game_3Ce6KgbmNCQEwYBfk__p003__g001,836,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,SLOTH,0.1,False
persona_match__pid_836__game_TvaK7RsiSd758hAmp__p003__g002,836,twin_direct_persona_summary,TvaK7RsiSd758hAmp,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,1,GORILLA,0.7,True
persona_match__pid_836__game_TvaK7RsiSd758hAmp__p003__g002,836,twin_direct_persona_summary,TvaK7RsiSd758hAmp,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,2,SLOTH,0.3,False
persona_match__pid_836__game_6sSM4xSyZQkaxyHav__p003__g003,836,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,DUCK,0.75,True
persona_match__pid_836__game_6sSM4xSyZQkaxyHav__p003__g003,836,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,SLOTH,0.2,False
persona_match__pid_836__game_6sSM4xSyZQkaxyHav__p003__g003,836,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,GORILLA,0.05,False
persona_match__pid_836__game_JgQY6iNGkRDTwiYTC__p003__g004,836,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,SLOTH,0.75,True
persona_match__pid_836__game_JgQY6iNGkRDTwiYTC__p003__g004,836,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,CHICKEN,0.25,False
persona_match__pid_836__game_T8RpnDhSrnavwJQL2__p003__g005,836,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,1,SLOTH,0.75,True
persona_match__pid_836__game_T8RpnDhSrnavwJQL2__p003__g005,836,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,2,CHICKEN,0.15,False
persona_match__pid_836__game_T8RpnDhSrnavwJQL2__p003__g005,836,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,3,GORILLA,0.1,False
persona_match__pid_1667__game_3Ce6KgbmNCQEwYBfk__p004__g001,1667,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,DUCK,0.6,True
persona_match__pid_1667__game_3Ce6KgbmNCQEwYBfk__p004__g001,1667,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,CHICKEN,0.3,False
persona_match__pid_1667__game_3Ce6KgbmNCQEwYBfk__p004__g001,1667,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,SLOTH,0.1,False
persona_match__pid_1667__game_TvaK7RsiSd758hAmp__p004__g002,1667,twin_direct_persona_summary,TvaK7RsiSd758hAmp,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,1,GORILLA,0.8,True
persona_match__pid_1667__game_TvaK7RsiSd758hAmp__p004__g002,1667,twin_direct_persona_summary,TvaK7RsiSd758hAmp,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,2,SLOTH,0.2,False
persona_match__pid_1667__game_6sSM4xSyZQkaxyHav__p004__g003,1667,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,SLOTH,0.65,True
persona_match__pid_1667__game_6sSM4xSyZQkaxyHav__p004__g003,1667,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,DUCK,0.25,False
persona_match__pid_1667__game_6sSM4xSyZQkaxyHav__p004__g003,1667,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,GORILLA,0.1,False
persona_match__pid_1667__game_JgQY6iNGkRDTwiYTC__p004__g004,1667,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,SLOTH,0.75,True
persona_match__pid_1667__game_JgQY6iNGkRDTwiYTC__p004__g004,1667,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,GORILLA,0.15,False
persona_match__pid_1667__game_JgQY6iNGkRDTwiYTC__p004__g004,1667,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,DUCK,0.1,False
persona_match__pid_1667__game_T8RpnDhSrnavwJQL2__p004__g005,1667,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,1,SLOTH,0.75,True
persona_match__pid_1667__game_T8RpnDhSrnavwJQL2__p004__g005,1667,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,2,CHICKEN,0.2,False
persona_match__pid_1667__game_T8RpnDhSrnavwJQL2__p004__g005,1667,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,3,DUCK,0.05,False
persona_match__pid_333__game_3Ce6KgbmNCQEwYBfk__p005__g001,333,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,CHICKEN,0.7,True
persona_match__pid_333__game_3Ce6KgbmNCQEwYBfk__p005__g001,333,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,SLOTH,0.2,False
persona_match__pid_333__game_3Ce6KgbmNCQEwYBfk__p005__g001,333,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,DUCK,0.1,False
persona_match__pid_333__game_TvaK7RsiSd758hAmp__p005__g002,333,twin_direct_persona_summary,TvaK7RsiSd758hAmp,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,1,GORILLA,0.7,True
persona_match__pid_333__game_TvaK7RsiSd758hAmp__p005__g002,333,twin_direct_persona_summary,TvaK7RsiSd758hAmp,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,2,SLOTH,0.3,False
persona_match__pid_333__game_6sSM4xSyZQkaxyHav__p005__g003,333,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,DUCK,0.75,True
persona_match__pid_333__game_6sSM4xSyZQkaxyHav__p005__g003,333,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,SLOTH,0.2,False
persona_match__pid_333__game_6sSM4xSyZQkaxyHav__p005__g003,333,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,GORILLA,0.05,False
persona_match__pid_333__game_JgQY6iNGkRDTwiYTC__p005__g004,333,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,SLOTH,0.7,True
persona_match__pid_333__game_JgQY6iNGkRDTwiYTC__p005__g004,333,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,DUCK,0.2,False
persona_match__pid_333__game_JgQY6iNGkRDTwiYTC__p005__g004,333,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,GORILLA,0.1,False
persona_match__pid_333__game_T8RpnDhSrnavwJQL2__p005__g005,333,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,1,SLOTH,0.75,True
persona_match__pid_333__game_T8RpnDhSrnavwJQL2__p005__g005,333,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,2,CHICKEN,0.25,False
persona_match__pid_448__game_3Ce6KgbmNCQEwYBfk__p006__g001,448,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,GORILLA,0.75,True
persona_match__pid_448__game_3Ce6KgbmNCQEwYBfk__p006__g001,448,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,SLOTH,0.25,False
persona_match__pid_448__game_TvaK7RsiSd758hAmp__p006__g002,448,twin_direct_persona_summary,TvaK7RsiSd758hAmp,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,1,GORILLA,0.7,True
persona_match__pid_448__game_TvaK7RsiSd758hAmp__p006__g002,448,twin_direct_persona_summary,TvaK7RsiSd758hAmp,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,2,SLOTH,0.25,False
persona_match__pid_448__game_TvaK7RsiSd758hAmp__p006__g002,448,twin_direct_persona_summary,TvaK7RsiSd758hAmp,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,3,DUCK,0.05,False
persona_match__pid_448__game_6sSM4xSyZQkaxyHav__p006__g003,448,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,SLOTH,0.6,True
persona_match__pid_448__game_6sSM4xSyZQkaxyHav__p006__g003,448,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,DUCK,0.3,False
persona_match__pid_448__game_6sSM4xSyZQkaxyHav__p006__g003,448,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,GORILLA,0.1,False
persona_match__pid_448__game_JgQY6iNGkRDTwiYTC__p006__g004,448,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,DUCK,0.8,True
persona_match__pid_448__game_JgQY6iNGkRDTwiYTC__p006__g004,448,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,GORILLA,0.15,False
persona_match__pid_448__game_JgQY6iNGkRDTwiYTC__p006__g004,448,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,SLOTH,0.05,False
persona_match__pid_448__game_T8RpnDhSrnavwJQL2__p006__g005,448,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,1,CHICKEN,0.55,True
persona_match__pid_448__game_T8RpnDhSrnavwJQL2__p006__g005,448,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,2,SLOTH,0.3,False
persona_match__pid_448__game_T8RpnDhSrnavwJQL2__p006__g005,448,twin_direct_persona_summary,T8RpnDhSrnavwJQL2,VALIDATION_8_T,8,2,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN"", ""DOG"", ""PARROT""]",gpt-5-mini,0,3,3,DOG,0.15,False
persona_match__pid_1898__game_3Ce6KgbmNCQEwYBfk__p007__g001,1898,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,SLOTH,0.65,True
persona_match__pid_1898__game_3Ce6KgbmNCQEwYBfk__p007__g001,1898,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,CHICKEN,0.25,False
persona_match__pid_1898__game_3Ce6KgbmNCQEwYBfk__p007__g001,1898,twin_direct_persona_summary,3Ce6KgbmNCQEwYBfk,VALIDATION_19_C,19,29,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,DUCK,0.1,False
persona_match__pid_1898__game_TvaK7RsiSd758hAmp__p007__g002,1898,twin_direct_persona_summary,TvaK7RsiSd758hAmp,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,1,SLOTH,0.85,True
persona_match__pid_1898__game_TvaK7RsiSd758hAmp__p007__g002,1898,twin_direct_persona_summary,TvaK7RsiSd758hAmp,VALIDATION_1_T,1,16,"[""SLOTH"", ""GORILLA"", ""DUCK""]",gpt-5-mini,0,3,2,GORILLA,0.15,False
persona_match__pid_1898__game_6sSM4xSyZQkaxyHav__p007__g003,1898,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,SLOTH,0.5,True
persona_match__pid_1898__game_6sSM4xSyZQkaxyHav__p007__g003,1898,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,DUCK,0.35,False
persona_match__pid_1898__game_6sSM4xSyZQkaxyHav__p007__g003,1898,twin_direct_persona_summary,6sSM4xSyZQkaxyHav,VALIDATION_5_C,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,CHICKEN,0.15,False
persona_match__pid_1898__game_JgQY6iNGkRDTwiYTC__p007__g004,1898,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,1,SLOTH,0.75,True
persona_match__pid_1898__game_JgQY6iNGkRDTwiYTC__p007__g004,1898,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,2,CHICKEN,0.15,False
persona_match__pid_1898__game_JgQY6iNGkRDTwiYTC__p007__g004,1898,twin_direct_persona_summary,JgQY6iNGkRDTwiYTC,VALIDATION_5_T,5,6,"[""SLOTH"", ""GORILLA"", ""DUCK"", ""CHICKEN""]",gpt-5-mini,0,3,3,GORILLA,0.1,False
