Cohort,Stage ID,Round,Turn (player number),Turn (sender ID),Turn (sender name),Turn (avatar),Offer (timestamp),Buy offer (RED),Buy offer (BLUE),Buy offer (GREEN),Sell offer (RED),Sell offer (BLUE),Sell offer (GREEN),Offer status,Offer recipient,Sender payout before turn,Sender payout after turn,Recipient payout before turn,Recipient payout after turn,player 1,player 2,player 3,player 1 (is sender),player 1 (is selected recipient),player 1 offer timestamp,player 1 offer response,player 1 RED before turn,player 1 RED after turn,player 1 BLUE before turn,player 1 BLUE after turn,player 1 GREEN before turn,player 1 GREEN after turn,player 1 RED value,player 1 BLUE value,player 1 GREEN value,player 1 payout before turn,player 1 payout after turn,player 2 (is sender),player 2 (is selected recipient),player 2 offer timestamp,player 2 offer response,player 2 RED before turn,player 2 RED after turn,player 2 BLUE before turn,player 2 BLUE after turn,player 2 GREEN before turn,player 2 GREEN after turn,player 2 RED value,player 2 BLUE value,player 2 GREEN value,player 2 payout before turn,player 2 payout after turn,player 3 (is sender),player 3 (is selected recipient),player 3 offer timestamp,player 3 offer response,player 3 RED before turn,player 3 RED after turn,player 3 BLUE before turn,player 3 BLUE after turn,player 3 GREEN before turn,player 3 GREEN after turn,player 3 RED value,player 3 BLUE value,player 3 GREEN value,player 3 payout before turn,player 3 payout after turn
g1-m5wp46,Second negotiation game-negotiation2_alternate_profile,0,1,goose-green-2832,Goose,🪿,2025-01-14 08:58:36.000,5,0,0,0,0,5,ACCEPTED,bear-yellow-1294,21,22.5,17,18.5,bear-yellow-1294,goose-green-2832,ram-blue-9899,false,true,2025-01-14 08:58:43.000,true,10,5,10,10,10,15,0.2,1,0.5,17,18.5,true,false,n/a,n/a,10,15,10,10,10,5,0.8,0.8,0.5,21,22.5,false,false,2025-01-14 08:58:38.000,false,10,10,10,10,10,10,0.5,0.8,0.5,18,18
g1-m5wp46,Second negotiation game-negotiation2_alternate_profile,0,2,ram-blue-9899,Ram,🐏,2025-01-14 08:58:57.000,0,4,0,5,0,0,ACCEPTED,goose-green-2832,18,18.71,22.5,23.3,bear-yellow-1294,goose-green-2832,ram-blue-9899,false,false,2025-01-14 08:59:04.000,false,5,5,10,10,15,15,0.2,1,0.5,18.5,18.5,false,true,2025-01-14 08:59:07.000,true,15,20,10,6,5,5,0.8,0.8,0.5,22.5,23.3,true,false,n/a,n/a,10,5,10,14,10,10,0.5,0.8,0.5,18,18.71
g1-m5wp46,Second negotiation game-negotiation2_alternate_profile,1,0,bear-yellow-1294,Bear,🐻,2025-01-14 08:59:23.000,0,5,0,5,0,0,DECLINED,,18.5,18.5,,,bear-yellow-1294,goose-green-2832,ram-blue-9899,true,false,n/a,n/a,5,5,10,10,15,15,0.2,1,0.5,18.5,18.5,false,false,2025-01-14 08:59:31.000,false,20,20,6,6,5,5,0.8,0.8,0.5,23.3,23.3,false,false,2025-01-14 08:59:28.000,false,5,5,14,14,10,10,0.5,0.8,0.5,18.71,18.71
g1-m5wp46,Second negotiation game-negotiation2_alternate_profile,1,1,goose-green-2832,Goose,🪿,2025-01-14 08:59:49.000,0,5,0,0,0,5,DECLINED,,23.3,23.3,,,bear-yellow-1294,goose-green-2832,ram-blue-9899,false,false,2025-01-14 09:00:05.000,false,5,5,10,10,15,15,0.2,1,0.5,18.5,18.5,true,false,n/a,n/a,20,20,6,6,5,5,0.8,0.8,0.5,23.3,23.3,false,false,2025-01-14 08:59:51.000,false,5,5,14,14,10,10,0.5,0.8,0.5,18.71,18.71
g1-m5wp46,Second negotiation game-negotiation2_alternate_profile,1,2,ram-blue-9899,Ram,🐏,2025-01-14 09:00:19.000,0,6,0,0,0,5,DECLINED,,18.71,18.71,,,bear-yellow-1294,goose-green-2832,ram-blue-9899,false,false,2025-01-14 09:00:24.000,false,5,5,10,10,15,15,0.2,1,0.5,18.5,18.5,false,false,2025-01-14 09:00:28.000,false,20,20,6,6,5,5,0.8,0.8,0.5,23.3,23.3,true,false,n/a,n/a,5,5,14,14,10,10,0.5,0.8,0.5,18.71,18.71
g1-m5wp46,Second negotiation game-negotiation2_alternate_profile,2,0,bear-yellow-1294,Bear,🐻,2025-01-14 09:00:42.000,0,0,5,5,0,0,ACCEPTED,goose-green-2832,18.5,20,23.3,24.8,bear-yellow-1294,goose-green-2832,ram-blue-9899,true,false,n/a,n/a,5,0,10,10,15,20,0.2,1,0.5,18.5,20,false,true,2025-01-14 09:00:52.000,true,20,25,6,6,5,0,0.8,0.8,0.5,23.3,24.8,false,false,2025-01-14 09:00:47.000,false,5,5,14,14,10,10,0.5,0.8,0.5,18.71,18.71
g1-m5wp46,Second negotiation game-negotiation2_alternate_profile,2,1,goose-green-2832,Goose,🪿,2025-01-14 09:01:20.000,0,1,0,1,0,0,DECLINED,,24.8,24.8,,,bear-yellow-1294,goose-green-2832,ram-blue-9899,false,false,2025-01-14 09:01:26.000,false,0,0,10,10,20,20,0.2,1,0.5,20,20,true,false,n/a,n/a,25,25,6,6,0,0,0.8,0.8,0.5,24.8,24.8,false,false,2025-01-14 09:01:24.000,false,5,5,14,14,10,10,0.5,0.8,0.5,18.71,18.71
g1-m5wp46,Second negotiation game-negotiation2_alternate_profile,2,2,ram-blue-9899,Ram,🐏,2025-01-14 09:01:36.000,0,6,0,5,0,0,DECLINED,,18.71,18.71,,,bear-yellow-1294,goose-green-2832,ram-blue-9899,false,false,2025-01-14 09:01:41.000,false,0,0,10,10,20,20,0.2,1,0.5,20,20,false,false,2025-01-14 09:01:43.000,false,25,25,6,6,0,0,0.8,0.8,0.5,24.8,24.8,true,false,n/a,n/a,5,5,14,14,10,10,0.5,0.8,0.5,18.71,18.71
g2-m5wp6p,First negotiation game-negotiation1,0,0,buffalo-purple-5232,Buffalo,🐃,2025-01-14 08:57:00.000,0,0,3,5,0,0,ACCEPTED,cat-yellow-2069,12,10.5,25,28.5,buffalo-purple-5232,cat-yellow-2069,duck-green-2458,true,false,n/a,n/a,10,5,10,10,10,13,0.6000000000000001,0.1,0.5,12,10.5,false,true,2025-01-14 08:57:14.000,true,10,15,10,10,10,7,1,1,0.5,25,28.5,false,false,2025-01-14 08:57:05.000,true,10,10,10,10,10,10,1,0.7000000000000001,0.5,22,22
g2-m5wp6p,First negotiation game-negotiation1,0,1,cat-yellow-2069,Cat,🐱,2025-01-14 08:58:06.000,0,5,0,0,0,3,ACCEPTED,buffalo-purple-5232,28.5,32,10.5,11.5,buffalo-purple-5232,cat-yellow-2069,duck-green-2458,false,true,2025-01-14 08:59:21.000,true,5,5,10,5,13,16,0.6000000000000001,0.1,0.5,10.5,11.5,true,false,n/a,n/a,15,15,10,15,7,4,1,1,0.5,28.5,32,false,false,2025-01-14 08:58:10.000,false,10,10,10,10,10,10,1,0.7000000000000001,0.5,22,22
g2-m5wp6p,First negotiation game-negotiation1,0,2,duck-green-2458,Duck,🦆,2025-01-14 08:59:30.000,4,0,0,0,3,0,DECLINED,,22,22,,,buffalo-purple-5232,cat-yellow-2069,duck-green-2458,false,false,2025-01-14 08:59:41.000,false,5,5,5,5,16,16,0.6000000000000001,0.1,0.5,11.5,11.5,false,false,2025-01-14 08:59:43.000,false,15,15,15,15,4,4,1,1,0.5,32,32,true,false,n/a,n/a,10,10,10,10,10,10,1,0.7000000000000001,0.5,22,22
g2-m5wp6p,First negotiation game-negotiation1,1,0,buffalo-purple-5232,Buffalo,🐃,2025-01-14 09:00:12.000,2,0,0,0,0,3,DECLINED,,11.5,11.5,,,buffalo-purple-5232,cat-yellow-2069,duck-green-2458,true,false,n/a,n/a,5,5,5,5,16,16,0.6000000000000001,0.1,0.5,11.5,11.5,false,false,2025-01-14 09:00:27.000,false,15,15,15,15,4,4,1,1,0.5,32,32,false,false,2025-01-14 09:00:15.000,false,10,10,10,10,10,10,1,0.7000000000000001,0.5,22,22
g2-m5wp6p,First negotiation game-negotiation1,1,1,cat-yellow-2069,Cat,🐱,2025-01-14 09:01:15.000,0,5,0,0,0,3,ACCEPTED,buffalo-purple-5232,32,35.5,11.5,12.5,buffalo-purple-5232,cat-yellow-2069,duck-green-2458,false,true,2025-01-14 09:01:24.000,true,5,5,5,0,16,19,0.6000000000000001,0.1,0.5,11.5,12.5,true,false,n/a,n/a,15,15,15,20,4,1,1,1,0.5,32,35.5,false,false,2025-01-14 09:01:18.000,false,10,10,10,10,10,10,1,0.7000000000000001,0.5,22,22
g2-m5wp6p,First negotiation game-negotiation1,1,2,duck-green-2458,Duck,🦆,2025-01-14 09:01:37.000,4,0,0,0,5,0,ACCEPTED,cat-yellow-2069,22,22.5,35.5,36.5,buffalo-purple-5232,cat-yellow-2069,duck-green-2458,false,false,2025-01-14 09:01:47.000,false,5,5,0,0,19,19,0.6000000000000001,0.1,0.5,12.5,12.5,false,true,2025-01-14 09:01:55.000,true,15,11,20,25,1,1,1,1,0.5,35.5,36.5,true,false,n/a,n/a,10,14,10,5,10,10,1,0.7000000000000001,0.5,22,22.5
g2-m5wp6p,First negotiation game-negotiation1,2,0,buffalo-purple-5232,Buffalo,🐃,2025-01-14 09:03:25.000,0,0,4,2,0,0,DECLINED,,12.5,12.5,,,buffalo-purple-5232,cat-yellow-2069,duck-green-2458,true,false,n/a,n/a,5,5,0,0,19,19,0.6000000000000001,0.1,0.5,12.5,12.5,false,false,2025-01-14 09:04:03.000,false,11,11,25,25,1,1,1,1,0.5,36.5,36.5,false,false,2025-01-14 09:03:32.000,false,14,14,5,5,10,10,1,0.7000000000000001,0.5,22.5,22.5
g2-m5wp6p,First negotiation game-negotiation1,2,1,cat-yellow-2069,Cat,🐱,2025-01-14 09:04:56.000,0,5,0,3,0,0,DECLINED,,36.5,36.5,,,buffalo-purple-5232,cat-yellow-2069,duck-green-2458,false,false,2025-01-14 09:05:18.000,false,5,5,0,0,19,19,0.6000000000000001,0.1,0.5,12.5,12.5,true,false,n/a,n/a,11,11,25,25,1,1,1,1,0.5,36.5,36.5,false,false,2025-01-14 09:05:01.000,false,14,14,5,5,10,10,1,0.7000000000000001,0.5,22.5,22.5
g2-m5wp6p,First negotiation game-negotiation1,2,2,duck-green-2458,Duck,🦆,2025-01-14 09:05:28.000,3,0,0,0,0,5,ACCEPTED,buffalo-purple-5232,22.5,23,12.5,13.2,buffalo-purple-5232,cat-yellow-2069,duck-green-2458,false,true,2025-01-14 09:05:37.000,true,5,2,0,0,19,24,0.6000000000000001,0.1,0.5,12.5,13.2,false,false,2025-01-14 09:05:35.000,false,11,11,25,25,1,1,1,1,0.5,36.5,36.5,true,false,n/a,n/a,14,17,5,5,10,5,1,0.7000000000000001,0.5,22.5,23
g2-m5wp6p,Second negotiation game-negotiation2_alternate_profile,0,0,buffalo-purple-5232,Buffalo,🐃,2025-01-14 09:07:03.000,3,0,0,0,4,0,ACCEPTED,duck-green-2458,15,17.3,18,20.4,buffalo-purple-5232,cat-yellow-2069,duck-green-2458,true,false,n/a,n/a,10,13,10,6,10,10,0.9,0.1,0.5,15,17.3,false,false,2025-01-14 09:07:08.000,false,10,10,10,10,10,10,0.4,0.2,0.5,11,11,false,true,2025-01-14 09:07:07.000,true,10,7,10,14,10,10,0.4,0.9,0.5,18,20.4
g2-m5wp6p,Second negotiation game-negotiation2_alternate_profile,0,1,cat-yellow-2069,Cat,🐱,2025-01-14 09:08:27.000,0,0,7,0,4,0,ACCEPTED,duck-green-2458,11,13.7,20.4,20.5,buffalo-purple-5232,cat-yellow-2069,duck-green-2458,false,false,2025-01-14 09:08:36.000,false,13,13,6,6,10,10,0.9,0.1,0.5,17.3,17.3,true,false,n/a,n/a,10,10,10,6,10,17,0.4,0.2,0.5,11,13.7,false,true,2025-01-14 09:08:33.000,true,7,7,14,18,10,3,0.4,0.9,0.5,20.4,20.5
g2-m5wp6p,Second negotiation game-negotiation2_alternate_profile,0,2,duck-green-2458,Duck,🦆,2025-01-14 09:08:54.000,0,3,0,4,0,0,ACCEPTED,buffalo-purple-5232,20.5,21.6,17.3,20.6,buffalo-purple-5232,cat-yellow-2069,duck-green-2458,false,true,2025-01-14 09:09:01.000,true,13,17,6,3,10,10,0.9,0.1,0.5,17.3,20.6,false,false,2025-01-14 09:09:05.000,true,10,10,6,6,17,17,0.4,0.2,0.5,13.7,13.7,true,false,n/a,n/a,7,3,18,21,3,3,0.4,0.9,0.5,20.5,21.6
g2-m5wp6p,Second negotiation game-negotiation2_alternate_profile,1,0,buffalo-purple-5232,Buffalo,🐃,2025-01-14 09:09:27.000,0,0,4,2,0,0,DECLINED,,20.6,20.6,,,buffalo-purple-5232,cat-yellow-2069,duck-green-2458,true,false,n/a,n/a,17,17,3,3,10,10,0.9,0.1,0.5,20.6,20.6,false,false,2025-01-14 09:09:32.000,false,10,10,6,6,17,17,0.4,0.2,0.5,13.7,13.7,false,false,2025-01-14 09:09:30.000,false,3,3,21,21,3,3,0.4,0.9,0.5,21.6,21.6
g2-m5wp6p,Second negotiation game-negotiation2_alternate_profile,1,1,cat-yellow-2069,Cat,🐱,2025-01-14 09:10:26.000,0,0,10,6,0,0,ACCEPTED,buffalo-purple-5232,13.7,16.3,20.6,21,buffalo-purple-5232,cat-yellow-2069,duck-green-2458,false,true,2025-01-14 09:10:32.000,true,17,23,3,3,10,0,0.9,0.1,0.5,20.6,21,true,false,n/a,n/a,10,4,6,6,17,27,0.4,0.2,0.5,13.7,16.3,false,false,2025-01-14 09:10:30.000,false,3,3,21,21,3,3,0.4,0.9,0.5,21.6,21.6
g2-m5wp6p,Second negotiation game-negotiation2_alternate_profile,1,2,duck-green-2458,Duck,🦆,2025-01-14 09:10:41.000,0,4,0,3,0,0,ACCEPTED,cat-yellow-2069,21.6,24,16.3,16.7,buffalo-purple-5232,cat-yellow-2069,duck-green-2458,false,false,2025-01-14 09:10:55.000,false,23,23,3,3,0,0,0.9,0.1,0.5,21,21,false,true,2025-01-14 09:11:13.000,true,4,7,6,2,27,27,0.4,0.2,0.5,16.3,16.7,true,false,n/a,n/a,3,0,21,25,3,3,0.4,0.9,0.5,21.6,24
g2-m5wp6p,Second negotiation game-negotiation2_alternate_profile,2,0,buffalo-purple-5232,Buffalo,🐃,2025-01-14 09:12:01.000,2,0,0,0,1,0,DECLINED,,21,21,,,buffalo-purple-5232,cat-yellow-2069,duck-green-2458,true,false,n/a,n/a,23,23,3,3,0,0,0.9,0.1,0.5,21,21,false,false,2025-01-14 09:12:05.000,false,7,7,2,2,27,27,0.4,0.2,0.5,16.7,16.7,false,false,2025-01-14 09:12:05.000,false,0,0,25,25,3,3,0.4,0.9,0.5,24,24
g2-m5wp6p,Second negotiation game-negotiation2_alternate_profile,2,1,cat-yellow-2069,Cat,🐱,2025-01-14 09:12:25.000,0,0,3,0,2,0,DECLINED,,16.7,16.7,,,buffalo-purple-5232,cat-yellow-2069,duck-green-2458,false,false,2025-01-14 09:12:31.000,false,23,23,3,3,0,0,0.9,0.1,0.5,21,21,true,false,n/a,n/a,7,7,2,2,27,27,0.4,0.2,0.5,16.7,16.7,false,false,2025-01-14 09:12:34.000,false,0,0,25,25,3,3,0.4,0.9,0.5,24,24
g2-m5wp6p,Second negotiation game-negotiation2_alternate_profile,2,2,duck-green-2458,Duck,🦆,2025-01-14 09:12:41.000,0,3,0,0,0,3,ACCEPTED,buffalo-purple-5232,24,25.2,21,22.2,buffalo-purple-5232,cat-yellow-2069,duck-green-2458,false,true,2025-01-14 09:12:47.000,true,23,23,3,0,0,3,0.9,0.1,0.5,21,22.2,false,false,2025-01-14 09:12:49.000,false,7,7,2,2,27,27,0.4,0.2,0.5,16.7,16.7,true,false,n/a,n/a,0,0,25,28,3,0,0.4,0.9,0.5,24,25.2
g3-m5wp6q,First negotiation game-negotiation1,0,0,butterfly-blue-7661,Butterfly,🦋,2025-01-14 08:55:49.000,0,0,2,1,0,0,DECLINED,,24,24,,,butterfly-blue-7661,kangaroo-blue-9562,squid-purple-3630,true,false,n/a,n/a,10,10,10,10,10,10,1,0.9,0.5,24,24,false,false,2025-01-14 08:56:12.000,false,10,10,10,10,10,10,0.4,0.1,0.5,10,10,false,false,2025-01-14 08:56:06.000,false,10,10,10,10,10,10,0.9,0.8,0.5,22,22
g3-m5wp6q,First negotiation game-negotiation1,0,1,kangaroo-blue-9562,Kangaroo,🦘,2025-01-14 08:56:43.000,0,0,3,2,0,0,ACCEPTED,squid-purple-3630,10,10.7,22,22.3,butterfly-blue-7661,kangaroo-blue-9562,squid-purple-3630,false,false,2025-01-14 08:56:52.000,true,10,10,10,10,10,10,1,0.9,0.5,24,24,true,false,n/a,n/a,10,8,10,10,10,13,0.4,0.1,0.5,10,10.7,false,true,2025-01-14 08:56:55.000,true,10,12,10,10,10,7,0.9,0.8,0.5,22,22.3
g3-m5wp6q,First negotiation game-negotiation1,0,2,squid-purple-3630,Squid,🦑,2025-01-14 08:57:30.000,10,0,0,0,10,0,DECLINED,,22.3,22.3,,,butterfly-blue-7661,kangaroo-blue-9562,squid-purple-3630,false,false,2025-01-14 08:58:42.000,false,10,10,10,10,10,10,1,0.9,0.5,24,24,false,false,2025-01-14 08:57:46.000,false,8,8,10,10,13,13,0.4,0.1,0.5,10.7,10.7,true,false,n/a,n/a,12,12,10,10,7,7,0.9,0.8,0.5,22.3,22.3
g3-m5wp6q,First negotiation game-negotiation1,1,0,butterfly-blue-7661,Butterfly,🦋,2025-01-14 09:00:38.000,5,0,0,0,0,5,ACCEPTED,kangaroo-blue-9562,24,26.5,10.7,11.2,butterfly-blue-7661,kangaroo-blue-9562,squid-purple-3630,true,false,n/a,n/a,10,15,10,10,10,5,1,0.9,0.5,24,26.5,false,true,2025-01-14 09:01:12.000,true,8,3,10,10,13,18,0.4,0.1,0.5,10.7,11.2,false,false,2025-01-14 09:00:51.000,false,12,12,10,10,7,7,0.9,0.8,0.5,22.3,22.3
g3-m5wp6q,First negotiation game-negotiation1,1,1,kangaroo-blue-9562,Kangaroo,🦘,2025-01-14 09:01:33.000,0,0,4,2,0,0,ACCEPTED,butterfly-blue-7661,11.2,12.4,26.5,26.5,butterfly-blue-7661,kangaroo-blue-9562,squid-purple-3630,false,true,2025-01-14 09:01:53.000,true,15,17,10,10,5,1,1,0.9,0.5,26.5,26.5,true,false,n/a,n/a,3,1,10,10,18,22,0.4,0.1,0.5,11.2,12.4,false,false,2025-01-14 09:01:38.000,false,12,12,10,10,7,7,0.9,0.8,0.5,22.3,22.3
g3-m5wp6q,First negotiation game-negotiation1,1,2,squid-purple-3630,Squid,🦑,2025-01-14 09:03:02.000,0,7,0,0,0,7,ACCEPTED,kangaroo-blue-9562,22.3,24.4,12.4,15.2,butterfly-blue-7661,kangaroo-blue-9562,squid-purple-3630,false,false,2025-01-14 09:04:24.000,false,17,17,10,10,1,1,1,0.9,0.5,26.5,26.5,false,true,2025-01-14 09:03:20.000,true,1,1,10,3,22,29,0.4,0.1,0.5,12.4,15.2,true,false,n/a,n/a,12,12,10,17,7,0,0.9,0.8,0.5,22.3,24.4
g3-m5wp6q,First negotiation game-negotiation1,2,0,butterfly-blue-7661,Butterfly,🦋,2025-01-14 09:05:06.000,10,0,0,0,10,0,DECLINED,,26.5,26.5,,,butterfly-blue-7661,kangaroo-blue-9562,squid-purple-3630,true,false,n/a,n/a,17,17,10,10,1,1,1,0.9,0.5,26.5,26.5,false,false,2025-01-14 09:05:29.000,false,1,1,3,3,29,29,0.4,0.1,0.5,15.2,15.2,false,false,2025-01-14 09:05:23.000,false,12,12,17,17,0,0,0.9,0.8,0.5,24.4,24.4
g3-m5wp6q,First negotiation game-negotiation1,2,1,kangaroo-blue-9562,Kangaroo,🦘,2025-01-14 09:06:10.000,3,0,0,0,1,0,DECLINED,,15.2,15.2,,,butterfly-blue-7661,kangaroo-blue-9562,squid-purple-3630,false,false,2025-01-14 09:06:39.000,false,17,17,10,10,1,1,1,0.9,0.5,26.5,26.5,true,false,n/a,n/a,1,1,3,3,29,29,0.4,0.1,0.5,15.2,15.2,false,false,2025-01-14 09:06:25.000,false,12,12,17,17,0,0,0.9,0.8,0.5,24.4,24.4
g3-m5wp6q,First negotiation game-negotiation1,2,2,squid-purple-3630,Squid,🦑,2025-01-14 09:07:36.000,0,10,0,8,0,0,DECLINED,,24.4,24.4,,,butterfly-blue-7661,kangaroo-blue-9562,squid-purple-3630,false,false,2025-01-14 09:08:07.000,false,17,17,10,10,1,1,1,0.9,0.5,26.5,26.5,false,false,2025-01-14 09:07:55.000,false,1,1,3,3,29,29,0.4,0.1,0.5,15.2,15.2,true,false,n/a,n/a,12,12,17,17,0,0,0.9,0.8,0.5,24.4,24.4
g3-m5wp6q,Second negotiation game-negotiation2_alternate_profile,0,0,butterfly-blue-7661,Butterfly,🦋,2025-01-14 09:15:01.000,0,0,10,0,7,0,ACCEPTED,squid-purple-3630,9,13.3,17,17.61,butterfly-blue-7661,kangaroo-blue-9562,squid-purple-3630,true,false,n/a,n/a,10,10,10,3,10,20,0.30000000000000004,0.1,0.5,9,13.3,false,false,2025-01-14 09:16:21.000,false,10,10,10,10,10,10,0.7000000000000001,0.2,0.5,14,14,false,true,2025-01-14 09:16:03.000,true,10,10,10,17,10,0,0.4,0.8,0.5,17,17.61
