custom_id,input_tokens_tiktoken
personahub_elite_preview_chip_match__pid_personahub_elite_b52c91b15358__record_chip4__cohort_02_m89542__game_2_alt_profile__p002__g043,1709
personahub_elite_preview_chip_match__pid_personahub_elite_b52c91b15358__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p002__g044,1702
personahub_elite_preview_chip_match__pid_personahub_elite_b52c91b15358__record_chip4__cohort_03_m898xg__game_2_alt_profile__p002__g045,1767
personahub_elite_preview_chip_match__pid_personahub_elite_b52c91b15358__record_chip4__cohort_04_m89542__game_2_alt_profile__p002__g046,1823
personahub_elite_preview_chip_match__pid_personahub_elite_b52c91b15358__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p002__g047,1816
personahub_elite_preview_chip_match__pid_personahub_elite_b52c91b15358__record_chip4__cohort_05_m898xg__game_2_alt_profile__p002__g048,1879
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip2__cohort_01_m7xia7__game_1__p003__g001,1483
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip2__cohort_02_m7xiz2__game_1__p003__g002,1646
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip2__cohort_03_m8aexq__game_1__p003__g003,1615
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip2__cohort_05_m7xjzy__game_1__p003__g004,1648
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip2__cohort_07_m8ag8i__game_1__p003__g005,1701
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip2__cohort_12_m8agmu__game_1__p003__g006,1642
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip2__cohort_14_m8agmu__game_1__p003__g007,1708
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip2__cohort_15_m8agmu__game_1__p003__g008,1640
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p003__g009,1587
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p003__g010,1646
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p003__g011,1664
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p003__g012,1735
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p003__g013,1719
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p003__g014,1546
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p003__g015,1532
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p003__g016,1571
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip3__cohort_01_m8aiq8__game_1__p003__g017,1621
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip3__cohort_05_m8aiq8__game_1__p003__g018,1610
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip3__g11_m5wp7b__game_1__p003__g019,1832
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip3__g17_m5wp8w__game_1__p003__g020,1668
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip3__g20_m5wq93__game_1__p003__g021,1678
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip3__g6_m5wp77__game_1__p003__g022,1715
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip3__g7_m5wp78__game_1__p003__g023,1789
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip3__g9_m5wp79__game_1__p003__g024,1588
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p003__g025,1534
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p003__g026,1647
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p003__g027,1567
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p003__g028,1652
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip3__g12_m5wp8p__game_2_alt_profile__p003__g029,1599
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip3__g13_m5wp8q__game_2_alt_profile__p003__g030,1797
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip3__g3_m5wp6q__game_2_alt_profile__p003__g031,1730
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip3__g7_m5wp78__game_2_alt_profile__p003__g032,1837
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip4__cohort_02_m89542__game_1__p003__g033,1682
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip4__cohort_04_m8aboy__game_1__p003__g034,1684
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip4__cohort_05_m7xlsd__game_1__p003__g035,1728
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip4__cohort_05_m89542__game_1__p003__g036,1737
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip4__cohort_05_m898xg__game_1__p003__g037,1718
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip4__cohort_06_m89b9z__game_1__p003__g038,1703
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip4__cohort_06_m8acrp__game_1__p003__g039,1828
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip4__cohort_07_m8ad4g__game_1__p003__g040,1870
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip4__cohort_01_m898xg__game_2_alt_profile__p003__g041,1584
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p003__g042,1812
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip4__cohort_02_m89542__game_2_alt_profile__p003__g043,1684
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p003__g044,1677
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip4__cohort_03_m898xg__game_2_alt_profile__p003__g045,1742
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip4__cohort_04_m89542__game_2_alt_profile__p003__g046,1798
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p003__g047,1791
personahub_elite_preview_chip_match__pid_personahub_elite_f370f5996b73__record_chip4__cohort_05_m898xg__game_2_alt_profile__p003__g048,1854
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip2__cohort_01_m7xia7__game_1__p004__g001,1501
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip2__cohort_02_m7xiz2__game_1__p004__g002,1664
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip2__cohort_03_m8aexq__game_1__p004__g003,1633
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip2__cohort_05_m7xjzy__game_1__p004__g004,1666
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip2__cohort_07_m8ag8i__game_1__p004__g005,1719
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip2__cohort_12_m8agmu__game_1__p004__g006,1660
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip2__cohort_14_m8agmu__game_1__p004__g007,1726
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip2__cohort_15_m8agmu__game_1__p004__g008,1658
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p004__g009,1605
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p004__g010,1664
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p004__g011,1682
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p004__g012,1753
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p004__g013,1737
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p004__g014,1564
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p004__g015,1550
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p004__g016,1589
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip3__cohort_01_m8aiq8__game_1__p004__g017,1639
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip3__cohort_05_m8aiq8__game_1__p004__g018,1628
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip3__g11_m5wp7b__game_1__p004__g019,1850
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip3__g17_m5wp8w__game_1__p004__g020,1686
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip3__g20_m5wq93__game_1__p004__g021,1696
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip3__g6_m5wp77__game_1__p004__g022,1733
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip3__g7_m5wp78__game_1__p004__g023,1807
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip3__g9_m5wp79__game_1__p004__g024,1606
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p004__g025,1552
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p004__g026,1665
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p004__g027,1585
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p004__g028,1670
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip3__g12_m5wp8p__game_2_alt_profile__p004__g029,1617
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip3__g13_m5wp8q__game_2_alt_profile__p004__g030,1815
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip3__g3_m5wp6q__game_2_alt_profile__p004__g031,1748
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip3__g7_m5wp78__game_2_alt_profile__p004__g032,1855
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip4__cohort_02_m89542__game_1__p004__g033,1700
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip4__cohort_04_m8aboy__game_1__p004__g034,1702
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip4__cohort_05_m7xlsd__game_1__p004__g035,1746
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip4__cohort_05_m89542__game_1__p004__g036,1755
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip4__cohort_05_m898xg__game_1__p004__g037,1736
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip4__cohort_06_m89b9z__game_1__p004__g038,1721
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip4__cohort_06_m8acrp__game_1__p004__g039,1846
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip4__cohort_07_m8ad4g__game_1__p004__g040,1888
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip4__cohort_01_m898xg__game_2_alt_profile__p004__g041,1602
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p004__g042,1830
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip4__cohort_02_m89542__game_2_alt_profile__p004__g043,1702
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p004__g044,1695
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip4__cohort_03_m898xg__game_2_alt_profile__p004__g045,1760
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip4__cohort_04_m89542__game_2_alt_profile__p004__g046,1816
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p004__g047,1809
personahub_elite_preview_chip_match__pid_personahub_elite_7b0c0ebfc408__record_chip4__cohort_05_m898xg__game_2_alt_profile__p004__g048,1872
personahub_elite_preview_chip_match__pid_personahub_elite_2f52dbaaa283__record_chip2__cohort_01_m7xia7__game_1__p005__g001,1477
personahub_elite_preview_chip_match__pid_personahub_elite_2f52dbaaa283__record_chip2__cohort_02_m7xiz2__game_1__p005__g002,1640
personahub_elite_preview_chip_match__pid_personahub_elite_2f52dbaaa283__record_chip2__cohort_03_m8aexq__game_1__p005__g003,1609
personahub_elite_preview_chip_match__pid_personahub_elite_2f52dbaaa283__record_chip2__cohort_05_m7xjzy__game_1__p005__g004,1642
personahub_elite_preview_chip_match__pid_personahub_elite_2f52dbaaa283__record_chip2__cohort_07_m8ag8i__game_1__p005__g005,1695
personahub_elite_preview_chip_match__pid_personahub_elite_2f52dbaaa283__record_chip2__cohort_12_m8agmu__game_1__p005__g006,1636
personahub_elite_preview_chip_match__pid_personahub_elite_2f52dbaaa283__record_chip2__cohort_14_m8agmu__game_1__p005__g007,1702
personahub_elite_preview_chip_match__pid_personahub_elite_2f52dbaaa283__record_chip2__cohort_15_m8agmu__game_1__p005__g008,1634
personahub_elite_preview_chip_match__pid_personahub_elite_2f52dbaaa283__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p005__g009,1581
personahub_elite_preview_chip_match__pid_personahub_elite_2f52dbaaa283__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p005__g010,1640
personahub_elite_preview_chip_match__pid_personahub_elite_2f52dbaaa283__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p005__g011,1658
personahub_elite_preview_chip_match__pid_personahub_elite_2f52dbaaa283__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p005__g012,1729
personahub_elite_preview_chip_match__pid_personahub_elite_2f52dbaaa283__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p005__g013,1713
