custom_id,entity_kind,entity_id,treatment_name,round_number,num_active_players,total_contribution,total_contribution_rate,total_round_payoff,round_normalized_efficiency,within_round_contribution_rate_var,message_count,has_chat
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep3,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep3,VALIDATION_0_C,2,10,60,0.3,510.0,0.2980769230769231,0.20999999999999996,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep4,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep4,VALIDATION_0_C,2,10,60,0.3,510.0,0.2980769230769231,0.20999999999999996,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep5,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep5,VALIDATION_0_C,2,10,20,0.1,300.0,0.09615384615384616,0.09000000000000001,3,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep6,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep6,VALIDATION_0_C,2,10,160,0.8,1030.0,0.7980769230769231,0.16,3,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep7,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep7,VALIDATION_0_C,2,10,60,0.3,510.0,0.2980769230769231,0.20999999999999996,3,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep8,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep8,VALIDATION_0_C,2,10,100,0.5,720.0,0.5,0.25,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep9,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep9,VALIDATION_0_C,2,10,100,0.5,720.0,0.5,0.25,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep10,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep10,VALIDATION_0_C,2,10,60,0.3,510.0,0.2980769230769231,0.20999999999999996,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep1,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep1,VALIDATION_0_C,3,10,100,0.5,720.0,0.5,0.25,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep2,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep2,VALIDATION_0_C,3,10,40,0.2,410.0,0.20192307692307693,0.16000000000000006,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep3,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep3,VALIDATION_0_C,3,10,40,0.2,410.0,0.20192307692307693,0.16000000000000006,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep4,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep4,VALIDATION_0_C,3,10,100,0.5,720.0,0.5,0.25,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep5,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep5,VALIDATION_0_C,3,10,80,0.4,620.0,0.40384615384615385,0.24000000000000005,3,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep6,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep6,VALIDATION_0_C,3,10,100,0.5,720.0,0.5,0.25,3,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep7,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep7,VALIDATION_0_C,3,10,20,0.1,300.0,0.09615384615384616,0.09000000000000001,3,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep8,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep8,VALIDATION_0_C,3,10,60,0.3,510.0,0.2980769230769231,0.20999999999999996,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep9,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep9,VALIDATION_0_C,3,10,60,0.3,510.0,0.2980769230769231,0.20999999999999996,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep10,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep10,VALIDATION_0_C,3,10,20,0.1,300.0,0.09615384615384616,0.09000000000000001,3,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep1,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep1,VALIDATION_0_C,4,10,60,0.3,510.0,0.2980769230769231,0.20999999999999996,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep2,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep2,VALIDATION_0_C,4,10,20,0.1,300.0,0.09615384615384616,0.09000000000000001,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep3,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep3,VALIDATION_0_C,4,10,20,0.1,300.0,0.09615384615384616,0.09000000000000001,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep4,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep4,VALIDATION_0_C,4,10,40,0.2,410.0,0.20192307692307693,0.16000000000000006,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep5,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep5,VALIDATION_0_C,4,10,120,0.6,820.0,0.5961538461538461,0.24,3,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep6,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep6,VALIDATION_0_C,4,10,60,0.3,510.0,0.2980769230769231,0.20999999999999996,3,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep7,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep7,VALIDATION_0_C,4,10,80,0.4,620.0,0.40384615384615385,0.24000000000000005,5,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep8,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep8,VALIDATION_0_C,4,10,40,0.2,410.0,0.20192307692307693,0.16000000000000006,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep9,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep9,VALIDATION_0_C,4,10,40,0.2,410.0,0.20192307692307693,0.16000000000000006,3,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep10,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep10,VALIDATION_0_C,4,10,0,0.0,200.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep1,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep1,VALIDATION_0_C,5,10,80,0.4,620.0,0.40384615384615385,0.24000000000000005,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep2,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep2,VALIDATION_0_C,5,10,0,0.0,200.0,0.0,0.0,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep3,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep3,VALIDATION_0_C,5,10,20,0.1,300.0,0.09615384615384616,0.09000000000000001,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep4,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep4,VALIDATION_0_C,5,10,0,0.0,200.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep5,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep5,VALIDATION_0_C,5,10,60,0.3,510.0,0.2980769230769231,0.20999999999999996,3,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep6,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep6,VALIDATION_0_C,5,10,40,0.2,410.0,0.20192307692307693,0.16000000000000006,3,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep7,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep7,VALIDATION_0_C,5,10,40,0.2,410.0,0.20192307692307693,0.16000000000000006,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep8,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep8,VALIDATION_0_C,5,10,120,0.6,820.0,0.5961538461538461,0.24000000000000005,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep9,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep9,VALIDATION_0_C,5,10,20,0.1,300.0,0.09615384615384616,0.09000000000000001,3,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep10,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep10,VALIDATION_0_C,5,10,40,0.2,410.0,0.20192307692307693,0.16000000000000006,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep1,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep1,VALIDATION_0_C,6,10,0,0.0,200.0,0.0,0.0,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep2,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep2,VALIDATION_0_C,6,10,0,0.0,200.0,0.0,0.0,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep3,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep3,VALIDATION_0_C,6,10,0,0.0,200.0,0.0,0.0,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep4,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep4,VALIDATION_0_C,6,10,40,0.2,410.0,0.20192307692307693,0.16000000000000006,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep5,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep5,VALIDATION_0_C,6,10,0,0.0,200.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep6,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep6,VALIDATION_0_C,6,10,0,0.0,200.0,0.0,0.0,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep7,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep7,VALIDATION_0_C,6,10,0,0.0,200.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep8,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep8,VALIDATION_0_C,6,10,20,0.1,300.0,0.09615384615384616,0.09000000000000001,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep9,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep9,VALIDATION_0_C,6,10,40,0.2,410.0,0.20192307692307693,0.16000000000000006,4,1
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep10,generated,trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep10,VALIDATION_0_C,6,10,0,0.0,200.0,0.0,0.0,4,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep1,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep1,VALIDATION_0_T,1,10,100,0.5,692.0,0.47307692307692306,0.25,4,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep2,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep2,VALIDATION_0_T,1,10,160,0.8,1006.0,0.775,0.16,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep3,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep3,VALIDATION_0_T,1,10,140,0.7,902.0,0.675,0.21000000000000002,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep4,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep4,VALIDATION_0_T,1,10,80,0.4,608.0,0.3923076923076923,0.24000000000000005,5,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep5,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep5,VALIDATION_0_T,1,10,140,0.7,914.0,0.6865384615384615,0.20999999999999996,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep6,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep6,VALIDATION_0_T,1,10,100,0.5,720.0,0.5,0.25,4,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep7,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep7,VALIDATION_0_T,1,10,140,0.7,918.0,0.6903846153846154,0.20999999999999996,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep8,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep8,VALIDATION_0_T,1,10,140,0.7,918.0,0.6903846153846154,0.20999999999999996,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep9,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep9,VALIDATION_0_T,1,10,100,0.5,704.0,0.4846153846153846,0.25,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep10,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep10,VALIDATION_0_T,1,10,120,0.6,808.0,0.5846153846153846,0.24,4,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep11,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep11,VALIDATION_0_T,1,10,140,0.7,914.0,0.6865384615384615,0.20999999999999996,5,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep12,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep12,VALIDATION_0_T,1,10,120,0.6,812.0,0.5884615384615385,0.24,5,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep1,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep1,VALIDATION_0_T,2,10,120,0.6,804.0,0.5807692307692308,0.24000000000000005,4,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep2,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep2,VALIDATION_0_T,2,10,160,0.8,1014.0,0.7826923076923077,0.16,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep3,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep3,VALIDATION_0_T,2,10,180,0.9,1112.0,0.8769230769230769,0.09,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep4,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep4,VALIDATION_0_T,2,10,140,0.7,918.0,0.6903846153846154,0.21000000000000002,5,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep5,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep5,VALIDATION_0_T,2,10,180,0.9,1132.0,0.8961538461538462,0.09,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep6,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep6,VALIDATION_0_T,2,10,140,0.7,914.0,0.6865384615384615,0.21000000000000002,5,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep7,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep7,VALIDATION_0_T,2,10,160,0.8,1018.0,0.7865384615384615,0.16,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep8,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep8,VALIDATION_0_T,2,10,180,0.9,1128.0,0.8923076923076924,0.09,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep9,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep9,VALIDATION_0_T,2,10,160,0.8,1018.0,0.7865384615384615,0.16,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep10,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep10,VALIDATION_0_T,2,10,160,0.8,1022.0,0.7903846153846154,0.16,5,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep11,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep11,VALIDATION_0_T,2,10,160,0.8,1022.0,0.7903846153846154,0.16,5,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep12,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep12,VALIDATION_0_T,2,10,160,0.8,1022.0,0.7903846153846154,0.16,5,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep1,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep1,VALIDATION_0_T,3,10,140,0.7,914.0,0.6865384615384615,0.20999999999999996,4,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep2,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep2,VALIDATION_0_T,3,10,140,0.7,910.0,0.6826923076923077,0.20999999999999996,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep3,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep3,VALIDATION_0_T,3,10,200,1.0,1240.0,1.0,0.0,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep4,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep4,VALIDATION_0_T,3,10,180,0.9,1132.0,0.8961538461538462,0.09,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep5,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep5,VALIDATION_0_T,3,10,160,0.8,1010.0,0.7788461538461539,0.16,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep6,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep6,VALIDATION_0_T,3,10,160,0.8,1014.0,0.7826923076923077,0.16000000000000003,5,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep7,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep7,VALIDATION_0_T,3,10,160,0.8,1014.0,0.7826923076923077,0.16,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep8,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep8,VALIDATION_0_T,3,10,180,0.9,1132.0,0.8961538461538462,0.09000000000000001,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep9,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep9,VALIDATION_0_T,3,10,180,0.9,1132.0,0.8961538461538462,0.09,2,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep10,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep10,VALIDATION_0_T,3,10,180,0.9,1128.0,0.8923076923076924,0.09,5,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep11,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep11,VALIDATION_0_T,3,10,160,0.8,1022.0,0.7903846153846154,0.16,5,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep12,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep12,VALIDATION_0_T,3,10,180,0.9,1132.0,0.8961538461538462,0.09000000000000001,4,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep1,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep1,VALIDATION_0_T,4,10,180,0.9,1124.0,0.8884615384615384,0.09000000000000001,4,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep2,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep2,VALIDATION_0_T,4,10,140,0.7,918.0,0.6903846153846154,0.20999999999999996,3,1
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep3,generated,trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep3,VALIDATION_0_T,4,10,180,0.9,1120.0,0.8846153846153846,0.09000000000000001,3,1
