custom_id,persona_pid,persona_source,source_dataset,source_row_idx,uuid,persona_chars,raw_profile_chars,profile_sha1,raw_profile_sha1,age,sex,marital_status,education_level,bachelors_field,occupation,city,state,country,record_id,unit_id,treatment_name,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,players,model,top_k
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p001__g011,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_05_m8aexq__game_2_alt_profile,chip2__cohort_05_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 05-m8aexq,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""duck-pink-5390"", ""gorilla-purple-6898"", ""kangaroo-purple-4743""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p001__g012,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_12_m8agmu__game_2_alt_profile,chip2__cohort_12_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 12-m8agmu,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""goose-purple-9985"", ""buffalo-orange-6610"", ""monkey-pink-6874""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p001__g013,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_14_m8agmu__game_2_alt_profile,chip2__cohort_14_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 14-m8agmu,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""otter-pink-5988"", ""ram-pink-8623"", ""squid-yellow-4597""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p001__g014,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_15_m8agmu__game_2_alt_profile,chip2__cohort_15_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 15-m8agmu,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""camel-pink-767"", ""butterfly-yellow-2139"", ""alligator-orange-9612""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p001__g015,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_18_m8agzl__game_2_alt_profile,chip2__cohort_18_m8agzl__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 18-m8agzl,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""pig-blue-1277"", ""turtle-yellow-3106"", ""elephant-yellow-5788""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p001__g016,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_20_m8agzl__game_2_alt_profile,chip2__cohort_20_m8agzl__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 20-m8agzl,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""tiger-yellow-3019"", ""bat-purple-4553"", ""unicorn-pink-1559""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__cohort_01_m8aiq8__game_1__p001__g017,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,"[""buffalo-green-2230"", ""bear-green-5745"", ""goose-green-3433""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__cohort_05_m8aiq8__game_1__p001__g018,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip3__cohort_05_m8aiq8__game_1,chip3__cohort_05_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 05-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,"[""alligator-blue-3197"", ""lion-orange-6194"", ""iguana-orange-3232""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g11_m5wp7b__game_1__p001__g019,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip3__g11_m5wp7b__game_1,chip3__g11_m5wp7b__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g11-m5wp7b,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""cat-green-4185"", ""iguana-yellow-3262"", ""zebra-pink-2457""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g17_m5wp8w__game_1__p001__g020,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip3__g17_m5wp8w__game_1,chip3__g17_m5wp8w__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g17-m5wp8w,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""iguana-blue-1059"", ""owl-green-168"", ""squid-purple-9957""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g20_m5wq93__game_1__p001__g021,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip3__g20_m5wq93__game_1,chip3__g20_m5wq93__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g20-m5wq93,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""lion-blue-472"", ""octopus-green-4361"", ""ram-purple-2824""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g6_m5wp77__game_1__p001__g022,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip3__g6_m5wp77__game_1,chip3__g6_m5wp77__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g6-m5wp77,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""dog-green-8079"", ""parrot-pink-5400"", ""turtle-red-9966""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g7_m5wp78__game_1__p001__g023,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip3__g7_m5wp78__game_1,chip3__g7_m5wp78__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g7-m5wp78,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""badger-green-4722"", ""peacock-purple-5231"", ""unicorn-blue-7096""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g9_m5wp79__game_1__p001__g024,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip3__g9_m5wp79__game_1,chip3__g9_m5wp79__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g9-m5wp79,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""alligator-orange-6315"", ""buffalo-purple-4069"", ""rabbit-yellow-6681""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p001__g025,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip3__cohort_01_m8aiq8__game_2_alt_profile,chip3__cohort_01_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,"[""goose-green-3433"", ""bear-green-5745"", ""buffalo-green-2230""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p001__g026,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip3__cohort_02_m8aiq8__game_2_alt_profile,chip3__cohort_02_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 02-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,"[""peacock-red-3668"", ""cat-orange-2462"", ""otter-blue-7516""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p001__g027,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip3__cohort_03_m8aiq8__game_2_alt_profile,chip3__cohort_03_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 03-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,"[""squid-yellow-9545"", ""badger-red-5032"", ""camel-yellow-5577""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p001__g028,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip3__cohort_06_m8ak4g__game_2_alt_profile,chip3__cohort_06_m8ak4g__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 06-m8ak4g,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,"[""dolphin-orange-3122"", ""whale-red-86"", ""duck-orange-4971""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g12_m5wp8p__game_2_alt_profile__p001__g029,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip3__g12_m5wp8p__game_2_alt_profile,chip3__g12_m5wp8p__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g12-m5wp8p,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""bear-purple-7271"", ""peacock-red-7768"", ""swan-purple-1670""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g13_m5wp8q__game_2_alt_profile__p001__g030,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip3__g13_m5wp8q__game_2_alt_profile,chip3__g13_m5wp8q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g13-m5wp8q,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""gorilla-yellow-5964"", ""camel-red-6481"", ""monkey-yellow-524""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g3_m5wp6q__game_2_alt_profile__p001__g031,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip3__g3_m5wp6q__game_2_alt_profile,chip3__g3_m5wp6q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g3-m5wp6q,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""butterfly-blue-7661"", ""kangaroo-blue-9562"", ""squid-purple-3630""]",gpt-5-mini,3
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip3__g7_m5wp78__game_2_alt_profile__p001__g032,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip3__g7_m5wp78__game_2_alt_profile,chip3__g7_m5wp78__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),"[""badger-green-4722"", ""peacock-purple-5231"", ""unicorn-blue-7096""]",gpt-5-mini,3
