custom_id,persona_pid,persona_source,source_dataset,source_row_idx,uuid,persona_chars,raw_profile_chars,profile_sha1,raw_profile_sha1,age,sex,marital_status,education_level,bachelors_field,occupation,city,state,country,record_id,unit_id,treatment_name,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,players,model,top_k,match_rank,player,probability,is_top1
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_05_m7xjzy__game_1__p001__g004,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_05_m7xjzy__game_1,chip2__cohort_05_m7xjzy__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 05-m7xjzy,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""owl-yellow-7660"", ""iguana-red-1137"", ""whale-blue-4588""]",gpt-5-mini,3,2,iguana-red-1137,0.2,False
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_05_m7xjzy__game_1__p001__g004,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_05_m7xjzy__game_1,chip2__cohort_05_m7xjzy__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 05-m7xjzy,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""owl-yellow-7660"", ""iguana-red-1137"", ""whale-blue-4588""]",gpt-5-mini,3,3,whale-blue-4588,0.1,False
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_07_m8ag8i__game_1__p001__g005,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_07_m8ag8i__game_1,chip2__cohort_07_m8ag8i__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 07-m8ag8i,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""whale-green-1798"", ""swan-pink-1424"", ""turtle-yellow-7601""]",gpt-5-mini,3,1,whale-green-1798,0.7,True
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_07_m8ag8i__game_1__p001__g005,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_07_m8ag8i__game_1,chip2__cohort_07_m8ag8i__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 07-m8ag8i,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""whale-green-1798"", ""swan-pink-1424"", ""turtle-yellow-7601""]",gpt-5-mini,3,2,swan-pink-1424,0.2,False
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_07_m8ag8i__game_1__p001__g005,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_07_m8ag8i__game_1,chip2__cohort_07_m8ag8i__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 07-m8ag8i,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""whale-green-1798"", ""swan-pink-1424"", ""turtle-yellow-7601""]",gpt-5-mini,3,3,turtle-yellow-7601,0.1,False
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_12_m8agmu__game_1__p001__g006,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_12_m8agmu__game_1,chip2__cohort_12_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 12-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""monkey-pink-6874"", ""buffalo-orange-6610"", ""goose-purple-9985""]",gpt-5-mini,3,1,buffalo-orange-6610,0.6,True
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_12_m8agmu__game_1__p001__g006,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_12_m8agmu__game_1,chip2__cohort_12_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 12-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""monkey-pink-6874"", ""buffalo-orange-6610"", ""goose-purple-9985""]",gpt-5-mini,3,2,monkey-pink-6874,0.3,False
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_12_m8agmu__game_1__p001__g006,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_12_m8agmu__game_1,chip2__cohort_12_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 12-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""monkey-pink-6874"", ""buffalo-orange-6610"", ""goose-purple-9985""]",gpt-5-mini,3,3,goose-purple-9985,0.1,False
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_14_m8agmu__game_1__p001__g007,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_14_m8agmu__game_1,chip2__cohort_14_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 14-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""ram-pink-8623"", ""squid-yellow-4597"", ""otter-pink-5988""]",gpt-5-mini,3,1,ram-pink-8623,0.6,True
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_14_m8agmu__game_1__p001__g007,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_14_m8agmu__game_1,chip2__cohort_14_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 14-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""ram-pink-8623"", ""squid-yellow-4597"", ""otter-pink-5988""]",gpt-5-mini,3,2,squid-yellow-4597,0.3,False
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_14_m8agmu__game_1__p001__g007,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_14_m8agmu__game_1,chip2__cohort_14_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 14-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""ram-pink-8623"", ""squid-yellow-4597"", ""otter-pink-5988""]",gpt-5-mini,3,3,otter-pink-5988,0.1,False
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_15_m8agmu__game_1__p001__g008,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_15_m8agmu__game_1,chip2__cohort_15_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 15-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""camel-pink-767"", ""butterfly-yellow-2139"", ""alligator-orange-9612""]",gpt-5-mini,3,1,camel-pink-767,0.65,True
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_15_m8agmu__game_1__p001__g008,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_15_m8agmu__game_1,chip2__cohort_15_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 15-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""camel-pink-767"", ""butterfly-yellow-2139"", ""alligator-orange-9612""]",gpt-5-mini,3,2,alligator-orange-9612,0.25,False
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_15_m8agmu__game_1__p001__g008,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_15_m8agmu__game_1,chip2__cohort_15_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 15-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""camel-pink-767"", ""butterfly-yellow-2139"", ""alligator-orange-9612""]",gpt-5-mini,3,3,butterfly-yellow-2139,0.1,False
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p001__g009,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_04_m8aexq__game_2_alt_profile,chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 04-m8aexq,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""iguana-orange-9224"", ""ram-red-5745"", ""dolphin-purple-6605""]",gpt-5-mini,3,1,iguana-orange-9224,0.68,True
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p001__g009,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_04_m8aexq__game_2_alt_profile,chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 04-m8aexq,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""iguana-orange-9224"", ""ram-red-5745"", ""dolphin-purple-6605""]",gpt-5-mini,3,2,ram-red-5745,0.22,False
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p001__g009,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_04_m8aexq__game_2_alt_profile,chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 04-m8aexq,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""iguana-orange-9224"", ""ram-red-5745"", ""dolphin-purple-6605""]",gpt-5-mini,3,3,dolphin-purple-6605,0.1,False
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p001__g010,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_05_m7xjzy__game_2_alt_profile,chip2__cohort_05_m7xjzy__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 05-m7xjzy,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p2 (n=20),"[""iguana-red-1137"", ""owl-yellow-7660"", ""whale-blue-4588""]",gpt-5-mini,3,1,owl-yellow-7660,0.7,True
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p001__g010,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_05_m7xjzy__game_2_alt_profile,chip2__cohort_05_m7xjzy__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 05-m7xjzy,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p2 (n=20),"[""iguana-red-1137"", ""owl-yellow-7660"", ""whale-blue-4588""]",gpt-5-mini,3,2,iguana-red-1137,0.2,False
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p001__g010,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_05_m7xjzy__game_2_alt_profile,chip2__cohort_05_m7xjzy__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 05-m7xjzy,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p2 (n=20),"[""iguana-red-1137"", ""owl-yellow-7660"", ""whale-blue-4588""]",gpt-5-mini,3,3,whale-blue-4588,0.1,False
nemotron_chip_match__pid_nemotron_9c3d91aa5e61__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p001__g011,nemotron_9c3d91aa5e61,nemotron_personas_usa_full_profile,nvidia/Nemotron-Personas-USA,905035,9c3d91aa5e6141f6b452301074083b3e,4907,5101,c5859ef1d18d6e29cc975f3dfc5a12e61da33c8d,6342ba09e47337cd678018b3909a05f366567cea,38,Female,married_present,bachelors,arts_humanities,news_analyst_reporter_or_journalist,Twinsburg,OH,USA,chip2__cohort_05_m8aexq__game_2_alt_profile,chip2__cohort_05_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 05-m8aexq,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""duck-pink-5390"", ""gorilla-purple-6898"", ""kangaroo-purple-4743""]",gpt-5-mini,3,1,duck-pink-5390,0.6,True
