record_id,treatment_name,n_requests,n_players,top1_total,top1_unique_players,top1_effective_n,top1_effective_n_share_of_players,top1_top_player,top1_top_player_count,top1_top_player_share,top1_uniform_expected_share,probability_unique_players,probability_effective_n,top_probability_player,top_probability_share
chip3__g3_m5wp6q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,1.8256278800579229,0.6085426266859743,kangaroo-blue-9562,26.0,0.8125,0.3333333333333333,3,2.7489762945561167,kangaroo-blue-9562,0.5312500000000001
chip3__g6_m5wp77__game_1,CHIP3__GAME_1,32,3,32.0,2,1.4575692649810903,0.4858564216603634,dog-green-8079,28.0,0.875,0.3333333333333333,3,2.391123516536144,dog-green-8079,0.6409374999999999
chip3__g7_m5wp78__game_1,CHIP3__GAME_1,32,3,32.0,2,1.5424913566151934,0.5141637855383978,badger-green-4722,27.0,0.84375,0.3333333333333333,3,2.6581975882288846,badger-green-4722,0.566875
chip3__g7_m5wp78__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,32,3,32.0,3,2.578111495150432,0.8593704983834773,unicorn-blue-7096,18.0,0.5625,0.3333333333333333,3,2.801129193849306,unicorn-blue-7096,0.47625
chip3__g9_m5wp79__game_1,CHIP3__GAME_1,32,3,32.0,3,2.339359233680122,0.7797864112267073,rabbit-yellow-6681,19.0,0.59375,0.3333333333333333,3,2.7615346407300487,rabbit-yellow-6681,0.4684375
chip4__cohort_01_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,2,1.9843952490181156,0.6614650830060386,buffalo-yellow-4552,18.0,0.5625,0.3333333333333333,3,2.705045358933811,buffalo-yellow-4552,0.4484375
chip4__cohort_02_m7xl5i__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,1,1.0,0.3333333333333333,peacock-red-7894,32.0,1.0,0.3333333333333333,3,2.376493226290654,peacock-red-7894,0.6531250000000001
chip4__cohort_02_m89542__game_1,CHIP4__GAME_1,32,3,32.0,3,2.01963929931604,0.6732130997720134,otter-yellow-9944,24.0,0.75,0.3333333333333333,3,2.6844819039550787,otter-yellow-9944,0.555
chip4__cohort_02_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,2,1.6910021130734858,0.5636673710244953,bear-blue-8468,25.0,0.78125,0.3333333333333333,3,2.4683672705243196,bear-blue-8468,0.5665625
chip4__cohort_02_m8aboy__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,3,2.9791856659961056,0.9930618886653685,otter-orange-6095,12.0,0.375,0.3333333333333333,3,2.9828917296027635,otter-orange-6095,0.374375
chip4__cohort_03_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,2,1.1491939670970752,0.3830646556990251,camel-blue-7414,31.0,0.96875,0.3333333333333333,3,2.372964609902743,camel-blue-7414,0.6668749999999999
chip4__cohort_04_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,3,2.690047357268725,0.8966824524229083,butterfly-yellow-2785,17.0,0.53125,0.3333333333333333,3,2.9541953167960857,butterfly-yellow-2785,0.413125
chip4__cohort_04_m8aboy__game_1,CHIP4__GAME_1,32,3,32.0,3,2.988525810966443,0.9961752703221477,goose-orange-349,12.0,0.375,0.3333333333333333,3,2.976545940603192,goose-orange-349,0.38531250000000006
chip4__cohort_05_m7xlsd__game_1,CHIP4__GAME_1,32,3,32.0,3,2.399496535604287,0.7998321785347624,whale-pink-487,17.0,0.53125,0.3333333333333333,3,2.7894287672924465,whale-pink-487,0.44125000000000003
chip4__cohort_05_m7xlsd__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,2,1.3649655016647284,0.45498850055490947,whale-pink-487,29.0,0.90625,0.3333333333333333,3,2.4902410890989675,whale-pink-487,0.6287499999999999
chip4__cohort_05_m89542__game_1,CHIP4__GAME_1,32,3,32.0,3,1.4488966823777039,0.48296556079256797,ram-purple-8899,29.0,0.90625,0.3333333333333333,3,2.466856690682442,ram-purple-8899,0.6359374999999999
chip4__cohort_05_m898xg__game_1,CHIP4__GAME_1,32,3,32.0,3,1.7135323579168615,0.5711774526389538,butterfly-purple-4350,27.0,0.84375,0.3333333333333333,3,2.672846282234659,butterfly-purple-4350,0.568125
chip4__cohort_05_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,32,3,32.0,3,1.589490554357095,0.5298301847856983,butterfly-purple-4350,28.0,0.875,0.3333333333333333,3,2.5694547377063,butterfly-purple-4350,0.6025
chip4__cohort_06_m89b9z__game_1,CHIP4__GAME_1,32,3,32.0,2,1.9843952490181156,0.6614650830060386,duck-purple-3491,18.0,0.5625,0.3333333333333333,3,2.5434893936592413,duck-purple-3491,0.48281250000000003
chip4__cohort_06_m8acrp__game_1,CHIP4__GAME_1,32,3,32.0,3,2.2965374234073592,0.7655124744691197,pig-green-499,22.0,0.6875,0.3333333333333333,3,2.807079325750778,pig-green-499,0.4965625000000001
chip4__cohort_07_m8ad4g__game_1,CHIP4__GAME_1,32,3,32.0,3,1.7135323579168613,0.5711774526389538,kangaroo-red-5113,27.0,0.84375,0.3333333333333333,3,2.6319997431774653,kangaroo-red-5113,0.5778125000000001
