game_id,treatment_name,n_requests,n_players,top1_total,top1_unique_players,top1_effective_n,top1_effective_n_share_of_players,top1_top_player,top1_top_player_count,top1_top_player_share,top1_uniform_expected_share,probability_unique_players,probability_effective_n,top_probability_player,top_probability_share
9oyspxPncwXdAkruR,VALIDATION_2_C,32,4,32.0,4,3.286289194098145,0.8215722985245363,DUCK,12.0,0.375,0.25,4,3.735562516121584,SLOTH,0.328125
AJ4ikZuWJeJcEXhgZ,VALIDATION_3_T,32,6,32.0,6,5.215682551402701,0.8692804252337836,GORILLA,12.0,0.375,0.16666666666666666,6,5.641537919777515,GORILLA,0.29531250000000003
ASQtYBWx6cGN27KxL,VALIDATION_12_C,32,6,32.0,4,2.106440087903801,0.3510733479839669,GORILLA,25.0,0.78125,0.16666666666666666,6,3.941272029572662,GORILLA,0.5453125
Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,32,13,32.0,7,4.547279241184674,0.3497907108603595,RABBIT,13.0,0.40625,0.07692307692307693,12,7.250838560392778,RABBIT,0.25468749999999996
AyQkFs97hRTki5zWR,VALIDATION_14_T,32,6,32.0,5,3.622416084408633,0.6037360140681055,SLOTH,15.0,0.46875,0.16666666666666666,6,4.228813478138882,SLOTH,0.37375
C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,32,6,32.0,6,4.69243837139931,0.7820730618998849,CHICKEN,12.0,0.375,0.16666666666666666,6,5.535051186968464,CHICKEN,0.2934375
CbDvrXGkphmfGtH3G,VALIDATION_13_C,32,16,32.0,6,3.5144702337967684,0.21965438961229802,GORILLA,16.0,0.5,0.0625,14,6.434929475233334,GORILLA,0.3571875
CoHyYysb84APn5gDE,VALIDATION_18_T,32,4,32.0,3,2.2523665623545313,0.5630916405886328,SLOTH,22.0,0.6875,0.25,4,3.0787761582501934,SLOTH,0.5328125
DYFJDsdGg8bppBJ7P,VALIDATION_12_T,32,6,32.0,4,3.176977687666897,0.5294962812778162,SLOTH,13.0,0.40625,0.16666666666666666,6,4.480409255849926,DOG,0.35375
FAuuG8S2iw8wkGRnA,VALIDATION_6_T,32,13,32.0,7,4.691843714212886,0.36091105493945275,SLOTH,13.0,0.40625,0.07692307692307693,12,6.93063721528941,SLOTH,0.31468750000000006
Fm7uYc98E2b6kcoDE,VALIDATION_1_T,32,3,32.0,3,2.4602329762891006,0.8200776587630335,SLOTH,20.0,0.625,0.3333333333333333,3,2.6032060182206935,SLOTH,0.5446875
FvbM5EM5aB5pcjLpA,VALIDATION_13_T,32,16,32.0,6,4.584331883056932,0.28652074269105826,SNAKE,11.0,0.34375,0.0625,8,5.835270461893978,SNAKE,0.24875
HmA52oSS75D5Z2W8a,VALIDATION_9_C,32,15,32.0,8,5.242734658689969,0.3495156439126646,COW,16.0,0.5,0.06666666666666667,15,7.995825919801713,COW,0.3684374999999999
PmcxhmDRj2tN3cECC,VALIDATION_11_C,32,12,32.0,7,3.591340231524631,0.2992783526270526,CHICK,19.0,0.59375,0.08333333333333333,10,4.997620669405314,CHICK,0.41437499999999994
PrfKWppTZdvPhe4oN,VALIDATION_19_T,32,4,32.0,4,2.441215422146207,0.6103038555365518,SLOTH,23.0,0.71875,0.25,4,3.2028488889635405,SLOTH,0.5446875000000001
SFohXkBYvScM7Y7rC,VALIDATION_7_C,32,10,32.0,4,2.753471416762728,0.27534714167627283,SLOTH,19.0,0.59375,0.1,9,4.997323632885834,SLOTH,0.45375000000000004
fMhhGrfpZH9ign2AK,VALIDATION_15_T,32,13,32.0,7,4.861650888150125,0.3739731452423173,SLOTH,12.0,0.375,0.07692307692307693,11,6.744096286159668,GORILLA,0.27781249999999996
i7C4Y4NiesraiSwwb,VALIDATION_16_C,32,10,32.0,7,4.346989906038168,0.4346989906038168,CHICK,13.0,0.40625,0.1,10,7.2220472260353645,CHICK,0.2546875
r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,32,19,32.0,9,6.065125014665672,0.3192171060350354,DOG,11.0,0.34375,0.05263157894736842,18,12.721004211438109,DOG,0.16968750000000002
