custom_id,input_tokens_tiktoken
persona_match__pid_475__game_FvbM5EM5aB5pcjLpA__p006__g010,6093
persona_match__pid_475__game_C5Cd8Yq5dDbdycXKB__p006__g011,5175
persona_match__pid_475__game_AyQkFs97hRTki5zWR__p006__g012,5641
persona_match__pid_475__game_7oRFMBwqmesGX7t3H__p006__g013,10141
persona_match__pid_475__game_fMhhGrfpZH9ign2AK__p006__g014,6374
persona_match__pid_475__game_i7C4Y4NiesraiSwwb__p006__g015,5145
persona_match__pid_475__game_7tfDsTHHnxsgrhE3d__p006__g016,5828
persona_match__pid_475__game_r7Bk7fEwX3HSRrXMZ__p006__g017,4544
persona_match__pid_475__game_7FQezekfKk3zctLN8__p006__g018,7663
persona_match__pid_475__game_2khRAszouj8vP8ZfP__p006__g019,4744
persona_match__pid_475__game_CoHyYysb84APn5gDE__p006__g020,4814
persona_match__pid_475__game_2KKC9nMd8nRXfgH5G__p006__g021,5312
persona_match__pid_475__game_PrfKWppTZdvPhe4oN__p006__g022,5889
persona_match__pid_475__game_6Pxb9DsQpyk22cJNr__p006__g023,4139
persona_match__pid_475__game_Fm7uYc98E2b6kcoDE__p006__g024,4376
persona_match__pid_475__game_9oyspxPncwXdAkruR__p006__g025,4173
persona_match__pid_475__game_2TDnnb4wn9rwy3CYZ__p006__g026,4593
persona_match__pid_475__game_7ywewvEuctuz4Rq8j__p006__g027,5739
persona_match__pid_475__game_AJ4ikZuWJeJcEXhgZ__p006__g028,5292
persona_match__pid_475__game_3v9ji6wNY7sXHe8cM__p006__g029,5283
persona_match__pid_475__game_8GneB6qmtDLSnbcJT__p006__g030,4588
persona_match__pid_475__game_6sSM4xSyZQkaxyHav__p006__g031,4323
persona_match__pid_475__game_3EQGxadfbmAKaACgZ__p006__g032,4178
persona_match__pid_475__game_Aj2G7CTuhLZ7Z2SPK__p006__g033,4689
persona_match__pid_475__game_FAuuG8S2iw8wkGRnA__p006__g034,5729
persona_match__pid_475__game_SFohXkBYvScM7Y7rC__p006__g035,5066
persona_match__pid_475__game_5R7YRmti4R5GiJKpi__p006__g036,5493
persona_match__pid_475__game_6BxRfLcBtXYodAS8h__p006__g037,3873
persona_match__pid_475__game_7Y6PBvgZNqtriKzaZ__p006__g038,4002
persona_match__pid_475__game_HmA52oSS75D5Z2W8a__p006__g039,6174
persona_match__pid_475__game_6pQRuemJv5faRcZft__p006__g040,5942
persona_match__pid_1097__game_5mhtM66ewYHNxSp4q__p007__g001,3856
persona_match__pid_1097__game_2TquMDieEiixty8AN__p007__g002,4756
persona_match__pid_1097__game_65crAkEscRbHNJXbW__p007__g003,3677
persona_match__pid_1097__game_3EG5RaDj4z7hkT2JD__p007__g004,3834
persona_match__pid_1097__game_PmcxhmDRj2tN3cECC__p007__g005,8929
persona_match__pid_1097__game_925LF9k9CXpz8KjQm__p007__g006,10790
persona_match__pid_1097__game_ASQtYBWx6cGN27KxL__p007__g007,4334
persona_match__pid_1097__game_DYFJDsdGg8bppBJ7P__p007__g008,4811
persona_match__pid_1097__game_CbDvrXGkphmfGtH3G__p007__g009,6855
persona_match__pid_1097__game_FvbM5EM5aB5pcjLpA__p007__g010,5965
persona_match__pid_1097__game_C5Cd8Yq5dDbdycXKB__p007__g011,5047
persona_match__pid_1097__game_AyQkFs97hRTki5zWR__p007__g012,5513
persona_match__pid_1097__game_7oRFMBwqmesGX7t3H__p007__g013,10013
persona_match__pid_1097__game_fMhhGrfpZH9ign2AK__p007__g014,6246
persona_match__pid_1097__game_i7C4Y4NiesraiSwwb__p007__g015,5017
persona_match__pid_1097__game_7tfDsTHHnxsgrhE3d__p007__g016,5700
persona_match__pid_1097__game_r7Bk7fEwX3HSRrXMZ__p007__g017,4416
persona_match__pid_1097__game_7FQezekfKk3zctLN8__p007__g018,7535
persona_match__pid_1097__game_2khRAszouj8vP8ZfP__p007__g019,4616
persona_match__pid_1097__game_CoHyYysb84APn5gDE__p007__g020,4686
persona_match__pid_1097__game_2KKC9nMd8nRXfgH5G__p007__g021,5184
persona_match__pid_1097__game_PrfKWppTZdvPhe4oN__p007__g022,5761
persona_match__pid_1097__game_6Pxb9DsQpyk22cJNr__p007__g023,4011
persona_match__pid_1097__game_Fm7uYc98E2b6kcoDE__p007__g024,4248
persona_match__pid_1097__game_9oyspxPncwXdAkruR__p007__g025,4045
persona_match__pid_1097__game_2TDnnb4wn9rwy3CYZ__p007__g026,4465
persona_match__pid_1097__game_7ywewvEuctuz4Rq8j__p007__g027,5611
persona_match__pid_1097__game_AJ4ikZuWJeJcEXhgZ__p007__g028,5164
persona_match__pid_1097__game_3v9ji6wNY7sXHe8cM__p007__g029,5155
persona_match__pid_1097__game_8GneB6qmtDLSnbcJT__p007__g030,4460
persona_match__pid_1097__game_6sSM4xSyZQkaxyHav__p007__g031,4195
persona_match__pid_1097__game_3EQGxadfbmAKaACgZ__p007__g032,4050
persona_match__pid_1097__game_Aj2G7CTuhLZ7Z2SPK__p007__g033,4561
persona_match__pid_1097__game_FAuuG8S2iw8wkGRnA__p007__g034,5601
persona_match__pid_1097__game_SFohXkBYvScM7Y7rC__p007__g035,4938
persona_match__pid_1097__game_5R7YRmti4R5GiJKpi__p007__g036,5365
persona_match__pid_1097__game_6BxRfLcBtXYodAS8h__p007__g037,3745
persona_match__pid_1097__game_7Y6PBvgZNqtriKzaZ__p007__g038,3874
persona_match__pid_1097__game_HmA52oSS75D5Z2W8a__p007__g039,6046
persona_match__pid_1097__game_6pQRuemJv5faRcZft__p007__g040,5814
persona_match__pid_214__game_5mhtM66ewYHNxSp4q__p008__g001,3969
persona_match__pid_214__game_2TquMDieEiixty8AN__p008__g002,4869
persona_match__pid_214__game_65crAkEscRbHNJXbW__p008__g003,3790
persona_match__pid_214__game_3EG5RaDj4z7hkT2JD__p008__g004,3947
persona_match__pid_214__game_PmcxhmDRj2tN3cECC__p008__g005,9042
persona_match__pid_214__game_925LF9k9CXpz8KjQm__p008__g006,10903
persona_match__pid_214__game_ASQtYBWx6cGN27KxL__p008__g007,4447
persona_match__pid_214__game_DYFJDsdGg8bppBJ7P__p008__g008,4924
persona_match__pid_214__game_CbDvrXGkphmfGtH3G__p008__g009,6968
persona_match__pid_214__game_FvbM5EM5aB5pcjLpA__p008__g010,6078
persona_match__pid_214__game_C5Cd8Yq5dDbdycXKB__p008__g011,5160
persona_match__pid_214__game_AyQkFs97hRTki5zWR__p008__g012,5626
persona_match__pid_214__game_7oRFMBwqmesGX7t3H__p008__g013,10126
persona_match__pid_214__game_fMhhGrfpZH9ign2AK__p008__g014,6359
persona_match__pid_214__game_i7C4Y4NiesraiSwwb__p008__g015,5130
persona_match__pid_214__game_7tfDsTHHnxsgrhE3d__p008__g016,5813
persona_match__pid_214__game_r7Bk7fEwX3HSRrXMZ__p008__g017,4529
persona_match__pid_214__game_7FQezekfKk3zctLN8__p008__g018,7648
persona_match__pid_214__game_2khRAszouj8vP8ZfP__p008__g019,4729
persona_match__pid_214__game_CoHyYysb84APn5gDE__p008__g020,4799
persona_match__pid_214__game_2KKC9nMd8nRXfgH5G__p008__g021,5297
persona_match__pid_214__game_PrfKWppTZdvPhe4oN__p008__g022,5874
persona_match__pid_214__game_6Pxb9DsQpyk22cJNr__p008__g023,4124
persona_match__pid_214__game_Fm7uYc98E2b6kcoDE__p008__g024,4361
persona_match__pid_214__game_9oyspxPncwXdAkruR__p008__g025,4158
persona_match__pid_214__game_2TDnnb4wn9rwy3CYZ__p008__g026,4578
persona_match__pid_214__game_7ywewvEuctuz4Rq8j__p008__g027,5724
persona_match__pid_214__game_AJ4ikZuWJeJcEXhgZ__p008__g028,5277
persona_match__pid_214__game_3v9ji6wNY7sXHe8cM__p008__g029,5268
persona_match__pid_214__game_8GneB6qmtDLSnbcJT__p008__g030,4573
persona_match__pid_214__game_6sSM4xSyZQkaxyHav__p008__g031,4308
persona_match__pid_214__game_3EQGxadfbmAKaACgZ__p008__g032,4163
persona_match__pid_214__game_Aj2G7CTuhLZ7Z2SPK__p008__g033,4674
persona_match__pid_214__game_FAuuG8S2iw8wkGRnA__p008__g034,5714
persona_match__pid_214__game_SFohXkBYvScM7Y7rC__p008__g035,5051
persona_match__pid_214__game_5R7YRmti4R5GiJKpi__p008__g036,5478
persona_match__pid_214__game_6BxRfLcBtXYodAS8h__p008__g037,3858
persona_match__pid_214__game_7Y6PBvgZNqtriKzaZ__p008__g038,3987
persona_match__pid_214__game_HmA52oSS75D5Z2W8a__p008__g039,6159
persona_match__pid_214__game_6pQRuemJv5faRcZft__p008__g040,5927
persona_match__pid_1623__game_5mhtM66ewYHNxSp4q__p009__g001,3654
persona_match__pid_1623__game_2TquMDieEiixty8AN__p009__g002,4554
persona_match__pid_1623__game_65crAkEscRbHNJXbW__p009__g003,3475
persona_match__pid_1623__game_3EG5RaDj4z7hkT2JD__p009__g004,3632
persona_match__pid_1623__game_PmcxhmDRj2tN3cECC__p009__g005,8727
persona_match__pid_1623__game_925LF9k9CXpz8KjQm__p009__g006,10588
persona_match__pid_1623__game_ASQtYBWx6cGN27KxL__p009__g007,4132
persona_match__pid_1623__game_DYFJDsdGg8bppBJ7P__p009__g008,4609
persona_match__pid_1623__game_CbDvrXGkphmfGtH3G__p009__g009,6653
persona_match__pid_1623__game_FvbM5EM5aB5pcjLpA__p009__g010,5763
persona_match__pid_1623__game_C5Cd8Yq5dDbdycXKB__p009__g011,4845
persona_match__pid_1623__game_AyQkFs97hRTki5zWR__p009__g012,5311
persona_match__pid_1623__game_7oRFMBwqmesGX7t3H__p009__g013,9811
persona_match__pid_1623__game_fMhhGrfpZH9ign2AK__p009__g014,6044
persona_match__pid_1623__game_i7C4Y4NiesraiSwwb__p009__g015,4815
persona_match__pid_1623__game_7tfDsTHHnxsgrhE3d__p009__g016,5498
persona_match__pid_1623__game_r7Bk7fEwX3HSRrXMZ__p009__g017,4214
persona_match__pid_1623__game_7FQezekfKk3zctLN8__p009__g018,7333
persona_match__pid_1623__game_2khRAszouj8vP8ZfP__p009__g019,4414
persona_match__pid_1623__game_CoHyYysb84APn5gDE__p009__g020,4484
persona_match__pid_1623__game_2KKC9nMd8nRXfgH5G__p009__g021,4982
persona_match__pid_1623__game_PrfKWppTZdvPhe4oN__p009__g022,5559
persona_match__pid_1623__game_6Pxb9DsQpyk22cJNr__p009__g023,3809
persona_match__pid_1623__game_Fm7uYc98E2b6kcoDE__p009__g024,4046
persona_match__pid_1623__game_9oyspxPncwXdAkruR__p009__g025,3843
persona_match__pid_1623__game_2TDnnb4wn9rwy3CYZ__p009__g026,4263
persona_match__pid_1623__game_7ywewvEuctuz4Rq8j__p009__g027,5409
persona_match__pid_1623__game_AJ4ikZuWJeJcEXhgZ__p009__g028,4962
persona_match__pid_1623__game_3v9ji6wNY7sXHe8cM__p009__g029,4953
persona_match__pid_1623__game_8GneB6qmtDLSnbcJT__p009__g030,4258
persona_match__pid_1623__game_6sSM4xSyZQkaxyHav__p009__g031,3993
persona_match__pid_1623__game_3EQGxadfbmAKaACgZ__p009__g032,3848
persona_match__pid_1623__game_Aj2G7CTuhLZ7Z2SPK__p009__g033,4359
persona_match__pid_1623__game_FAuuG8S2iw8wkGRnA__p009__g034,5399
persona_match__pid_1623__game_SFohXkBYvScM7Y7rC__p009__g035,4736
persona_match__pid_1623__game_5R7YRmti4R5GiJKpi__p009__g036,5163
persona_match__pid_1623__game_6BxRfLcBtXYodAS8h__p009__g037,3543
persona_match__pid_1623__game_7Y6PBvgZNqtriKzaZ__p009__g038,3672
persona_match__pid_1623__game_HmA52oSS75D5Z2W8a__p009__g039,5844
