treatment_name,player,most_aligned_count,most_aligned_share,treatment_total
VALIDATION_18_T,SLOTH,22,0.6875,32
VALIDATION_18_T,GORILLA,7,0.21875,32
VALIDATION_18_T,DUCK,3,0.09375,32
VALIDATION_19_C,SLOTH,16,0.5,32
VALIDATION_19_C,GORILLA,14,0.4375,32
VALIDATION_19_C,CHICKEN,1,0.03125,32
VALIDATION_19_C,DUCK,1,0.03125,32
VALIDATION_19_T,SLOTH,23,0.71875,32
VALIDATION_19_T,DUCK,4,0.125,32
VALIDATION_19_T,GORILLA,3,0.09375,32
VALIDATION_19_T,CHICKEN,2,0.0625,32
VALIDATION_1_C,SLOTH,18,0.5625,32
VALIDATION_1_C,DUCK,10,0.3125,32
VALIDATION_1_C,GORILLA,4,0.125,32
VALIDATION_1_T,SLOTH,20,0.625,32
VALIDATION_1_T,GORILLA,8,0.25,32
VALIDATION_1_T,DUCK,4,0.125,32
VALIDATION_2_C,DUCK,12,0.375,32
VALIDATION_2_C,SLOTH,11,0.34375,32
VALIDATION_2_C,GORILLA,8,0.25,32
VALIDATION_2_C,CHICKEN,1,0.03125,32
VALIDATION_2_T,GORILLA,19,0.59375,32
VALIDATION_2_T,DUCK,7,0.21875,32
VALIDATION_2_T,SLOTH,6,0.1875,32
VALIDATION_3_C,SLOTH,20,0.625,32
VALIDATION_3_C,GORILLA,5,0.15625,32
VALIDATION_3_C,CHICKEN,3,0.09375,32
VALIDATION_3_C,PARROT,3,0.09375,32
VALIDATION_3_C,DOG,1,0.03125,32
VALIDATION_3_T,GORILLA,12,0.375,32
VALIDATION_3_T,DUCK,5,0.15625,32
VALIDATION_3_T,SLOTH,5,0.15625,32
VALIDATION_3_T,DOG,4,0.125,32
VALIDATION_3_T,PARROT,3,0.09375,32
VALIDATION_3_T,CHICKEN,3,0.09375,32
VALIDATION_4_C,SLOTH,20,0.625,32
VALIDATION_4_C,DUCK,8,0.25,32
VALIDATION_4_C,MOOSE,2,0.0625,32
VALIDATION_4_C,CHICKEN,2,0.0625,32
VALIDATION_4_T,DOG,14,0.4375,32
VALIDATION_4_T,MOOSE,8,0.25,32
VALIDATION_4_T,CHICKEN,4,0.125,32
VALIDATION_4_T,SLOTH,3,0.09375,32
VALIDATION_4_T,GORILLA,2,0.0625,32
VALIDATION_4_T,DUCK,1,0.03125,32
VALIDATION_5_C,DUCK,18,0.5625,32
VALIDATION_5_C,SLOTH,10,0.3125,32
VALIDATION_5_C,CHICKEN,4,0.125,32
VALIDATION_5_T,GORILLA,24,0.75,32
VALIDATION_5_T,SLOTH,6,0.1875,32
VALIDATION_5_T,DUCK,2,0.0625,32
VALIDATION_6_C,RABBIT,13,0.40625,32
VALIDATION_6_C,SLOTH,10,0.3125,32
VALIDATION_6_C,PARROT,3,0.09375,32
VALIDATION_6_C,CHICKEN,2,0.0625,32
VALIDATION_6_C,DUCK,2,0.0625,32
VALIDATION_6_C,SNAKE,1,0.03125,32
VALIDATION_6_C,DOG,1,0.03125,32
VALIDATION_6_T,SLOTH,13,0.40625,32
VALIDATION_6_T,CHICK,9,0.28125,32
VALIDATION_6_T,MOOSE,4,0.125,32
VALIDATION_6_T,PARROT,2,0.0625,32
VALIDATION_6_T,DOG,2,0.0625,32
VALIDATION_6_T,RABBIT,1,0.03125,32
VALIDATION_6_T,GORILLA,1,0.03125,32
VALIDATION_7_C,SLOTH,19,0.59375,32
VALIDATION_7_C,DOG,9,0.28125,32
VALIDATION_7_C,RABBIT,2,0.0625,32
VALIDATION_7_C,GORILLA,2,0.0625,32
VALIDATION_7_T,SLOTH,15,0.46875,32
VALIDATION_7_T,OWL,11,0.34375,32
VALIDATION_7_T,DUCK,3,0.09375,32
VALIDATION_7_T,PARROT,2,0.0625,32
VALIDATION_7_T,DOG,1,0.03125,32
VALIDATION_8_C,SLOTH,18,0.5625,32
VALIDATION_8_C,GORILLA,8,0.25,32
VALIDATION_8_C,CHICKEN,3,0.09375,32
VALIDATION_8_C,DOG,2,0.0625,32
VALIDATION_8_C,DUCK,1,0.03125,32
VALIDATION_8_T,CHICKEN,17,0.5483870967741935,31
VALIDATION_8_T,SLOTH,8,0.25806451612903225,31
VALIDATION_8_T,DUCK,4,0.12903225806451613,31
VALIDATION_8_T,GORILLA,2,0.06451612903225806,31
VALIDATION_9_C,COW,16,0.5,32
VALIDATION_9_C,CHICKEN,3,0.09375,32
VALIDATION_9_C,SLOTH,3,0.09375,32
VALIDATION_9_C,MOOSE,2,0.0625,32
VALIDATION_9_C,GORILLA,2,0.0625,32
VALIDATION_9_C,DUCK,2,0.0625,32
VALIDATION_9_C,PARROT,2,0.0625,32
VALIDATION_9_C,CHICK,2,0.0625,32
VALIDATION_9_T,OWL,19,0.59375,32
VALIDATION_9_T,SLOTH,4,0.125,32
VALIDATION_9_T,CROCODILE,3,0.09375,32
VALIDATION_9_T,COW,3,0.09375,32
VALIDATION_9_T,MOOSE,2,0.0625,32
VALIDATION_9_T,DOG,1,0.03125,32
